update,step,lr,sps,success,ret,len,n_eps,pg_loss,v_loss,c_loss,entropy,approx_kl,clipfrac,ev,ev_slow,ev_success,c_slow,c_team,speed,n_succ,lam0,lam_slow,lam_succ,boot
1,768,0.0003,495.3,0.0,0.826668,47.0,7,-0.009417,0.031657,0.0318,3.307342,0.005967,0.071289,-0.242758,-0.322101,0.258913,0.967448,1.0,0.901064,0.0,0.322316,0.338842,0.338842,1.0
50,38400,0.0002954838709677419,557.1,0.04,0.925039,24.89,1280,-0.004562,0.008434,0.000816,1.724235,0.00488,0.05661,0.850835,-0.931833,-2.078979,0.158594,0.136719,3.437622,1.0,0.139258,0.089851,0.770891,1.0
100,76800,0.00029087557603686633,534.9,0.06,0.952561,28.18,2839,-0.006356,0.00684,0.000556,2.004524,0.0044,0.05191,0.839003,0.040219,-1.688116,0.227474,0.177083,3.031575,0.0,0.058926,0.017408,0.923666,1.0
150,115200,0.00028626728110599074,534.1,0.15,1.027262,59.49,3899,-0.007127,0.017847,0.000977,2.456463,0.004898,0.051849,0.512962,0.678555,-1.320002,0.410937,0.276042,2.314004,3.0,0.037082,0.00858,0.954338,1.0
200,153600,0.0002816589861751152,536.4,0.18,1.092221,72.22,4460,-0.00818,0.019581,0.001619,2.611848,0.00526,0.058075,0.591481,0.747693,-0.328322,0.544531,0.52474,1.964613,3.0,0.028127,0.005957,0.965916,1.0
250,192000,0.0002770506912442396,531.8,0.17,1.052146,123.4,4860,-0.007786,0.003123,0.002362,2.737345,0.005722,0.065857,0.88686,0.705783,-0.794424,0.759505,0.894531,1.460423,0.0,0.024067,0.004974,0.970959,1.0
300,230400,0.00027244239631336403,526.1,0.07,0.96372,78.77,5256,-0.007419,0.012126,0.001483,2.459074,0.005594,0.068634,0.62425,0.742011,-0.802069,0.606771,0.515625,1.959285,2.0,0.019505,0.003892,0.976603,1.0
350,268800,0.00026783410138248845,526.8,0.06,0.90439,75.22,5723,-0.005778,0.009077,0.002762,2.607907,0.005542,0.066132,0.524912,0.672967,-0.073068,0.708594,0.74349,1.615642,1.0,0.015261,0.002914,0.981825,1.0
400,307200,0.00026322580645161286,528.0,0.13,0.969126,97.67,6144,-0.008485,0.004752,0.005722,2.825088,0.006331,0.07843,0.850533,0.505187,0.192077,0.884766,0.994792,1.17832,0.0,0.01266,0.002382,0.984958,1.0
450,345600,0.0002586175115207373,525.9,0.27,1.159995,92.34,6551,-0.007357,0.012477,0.002729,2.77954,0.004649,0.049561,0.778936,0.725188,0.5946,0.802604,0.970052,1.350288,2.0,0.011525,0.0022,0.986275,1.0
