update,step,lr,sps,success,ret,len,n_eps,pg_loss,v_loss,c_loss,entropy,approx_kl,clipfrac,ev,ev_slow,ev_crowd_disc,ev_success,c_slow,c_crowd,c_team,speed,n_succ,lam0,lam_slow,lam_crowd,lam_succ,boot
1,768,0.0003,466.4,0.0,0.764962,49.333333,6,-0.006187,0.023825,0.031798,3.306294,0.004782,0.047455,0.431809,-0.499332,-0.186522,0.14292,0.9625,0.011719,1.0,0.917387,0.0,0.244344,0.256872,0.241913,0.256872,1.0
50,38400,0.00029774193548387094,489.5,0.01,0.898768,26.18,1072,-0.00509,0.004059,0.0013,2.075029,0.005666,0.066772,0.899895,-0.391105,-0.977563,-1.169081,0.200911,0.001302,0.140625,2.802205,0.0,0.136259,0.112761,0.042869,0.708111,1.0
100,76800,0.0002954377880184332,489.6,0.08,0.961038,29.15,2508,-0.007089,0.011224,0.001489,2.509283,0.006458,0.071564,0.71244,0.528782,-1.552642,-1.341554,0.457552,0.0,0.222656,2.309907,1.0,0.05868,0.01992,0.011042,0.910358,1.0
150,115200,0.00029313364055299536,493.2,0.04,0.92964,42.57,3626,-0.006949,0.010596,0.001713,2.593241,0.005332,0.066956,0.784813,0.555921,-1.307372,-2.054225,0.594141,0.0,0.494792,1.98823,1.0,0.037222,0.009982,0.005568,0.947228,1.0
200,153600,0.00029082949308755754,491.1,0.08,0.946208,45.65,4525,-0.006496,0.011037,0.00178,2.724736,0.004938,0.053131,0.723813,0.548271,-1.123609,-1.696539,0.702734,0.0,0.779948,1.595062,1.0,0.027338,0.006568,0.00353,0.962564,1.0
250,192000,0.00028852534562211977,492.1,0.05,0.926697,51.2,5292,-0.006007,0.010941,0.001938,2.735311,0.00524,0.05957,0.799661,0.52074,-0.337,0.132894,0.726172,0.0,0.795573,1.561178,2.0,0.02138,0.004779,0.002473,0.971368,1.0
300,230400,0.000286221198156682,495.0,0.08,0.9373,67.76,5868,-0.007526,0.012874,0.003316,2.649755,0.006325,0.081635,0.686387,0.419025,0.246143,0.492115,0.777604,0.072917,0.890625,1.411042,3.0,0.017675,0.00377,0.001876,0.976679,1.0
350,268800,0.00028391705069124424,496.6,0.08,0.938455,75.76,6414,-0.007416,0.002242,0.0046,2.705755,0.005159,0.060577,0.949246,0.277049,0.150261,0.41496,0.889714,0.0,0.997396,1.16509,0.0,0.014799,0.00305,0.001459,0.980692,1.0
400,307200,0.0002816129032258064,496.1,0.08,0.961718,60.84,6992,-0.007457,0.007687,0.003334,2.679948,0.006198,0.079437,0.836848,0.625704,0.539284,0.29849,0.824089,0.070312,0.933594,1.30892,1.0,0.012605,0.002519,0.001167,0.983709,1.0
450,345600,0.00027930875576036865,499.6,0.14,1.006651,86.53,7490,-0.005948,0.007692,0.004732,2.680706,0.005935,0.069672,0.805969,0.49454,0.350682,0.321875,0.825781,0.023438,0.983073,1.313523,1.0,0.01086,0.002104,0.000952,0.986084,1.0
500,384000,0.0002770046082949309,499.2,0.1,0.979808,63.79,8029,-0.008146,0.008559,0.003866,2.650194,0.007,0.093414,0.843467,0.617537,-0.481039,0.386935,0.765495,0.0,0.970052,1.414391,1.0,0.009666,0.00183,0.000809,0.987695,1.0
550,422400,0.00027470046082949306,497.9,0.11,0.999343,65.47,8558,-0.007041,0.012487,0.003953,2.61663,0.005937,0.078094,0.832746,0.517532,-0.545764,0.241491,0.776432,0.0,0.996094,1.35257,2.0,0.008592,0.00159,0.000689,0.989129,1.0
600,460800,0.00027239631336405524,496.4,0.2,1.096518,79.46,9025,-0.009366,0.014975,0.003804,2.594325,0.00634,0.083496,0.772011,0.659017,0.323605,0.334032,0.807813,0.072917,0.988281,1.283282,3.0,0.007868,0.001433,0.000608,0.990091,1.0
650,499200,0.0002700921658986175,497.8,0.07,0.947655,102.1,9442,-0.005798,0.008843,0.00368,2.533859,0.00569,0.066315,0.870311,0.604775,0.187744,0.03588,0.812109,0.0,0.986979,1.341139,1.0,0.007179,0.001287,0.000536,0.990998,1.0
700,537600,0.0002677880184331797,496.9,0.12,0.979263,87.18,9879,-0.006832,0.0077,0.003585,2.661589,0.006068,0.07962,0.832737,0.506616,0.352627,0.081052,0.865234,0.0,0.996094,1.23276,1.0,0.006456,0.001134,0.000466,0.991944,1.0
750,576000,0.00026548387096774194,496.9,0.19,1.069313,95.57,10327,-0.007603,0.012754,0.003568,2.5927,0.006155,0.0784,0.654533,0.592321,0.271606,0.400779,0.770312,0.026042,0.942708,1.419194,1.0,0.005991,0.001041,0.00042,0.992548,1.0
800,614400,0.0002631797235023041,491.6,0.41,1.382033,79.91,10750,-0.009202,0.014953,0.002236,2.694655,0.005801,0.069305,0.627645,0.73904,0.505867,0.515352,0.816667,0.02474,0.992188,1.337837,2.0,0.005681,0.000982,0.000388,0.992949,1.0
850,652800,0.0002608755760368663,495.6,0.14,1.022429,117.25,11084,-0.00867,0.002116,0.004065,2.76877,0.005768,0.069946,0.959095,0.713857,0.073442,0.726896,0.929688,0.0,1.0,1.029263,0.0,0.005488,0.00095,0.000366,0.993196,1.0
900,691200,0.00025857142857142854,494.4,0.32,1.260454,106.91,11439,-0.008424,0.018717,0.004121,2.661301,0.00577,0.069702,0.66273,0.740859,0.068855,0.546233,0.820964,0.028646,0.985677,1.29475,3.0,0.005141,0.000886,0.000334,0.993639,1.0
950,729600,0.00025626728110599077,495.1,0.36,1.3154,113.47,11831,-0.006982,0.012887,0.002794,2.551215,0.00532,0.060608,0.628968,0.707203,0.357179,0.561036,0.766927,0.02474,0.951823,1.414309,5.0,0.00501,0.000862,0.000318,0.99381,1.0
1000,768000,0.00025396313364055295,493.9,0.5,1.502696,96.41,12245,-0.009314,0.013217,0.002658,2.819295,0.005669,0.070679,0.552176,0.662025,0.355344,0.669755,0.843229,0.052083,0.985677,1.235413,7.0,0.005022,0.000869,0.000313,0.993796,1.0
1050,806400,0.0002516589861751152,497.1,0.36,1.338559,79.51,12654,-0.008869,0.030831,0.005336,2.712369,0.005761,0.072266,0.444721,0.564457,-0.431408,0.254376,0.786849,0.0,0.997396,1.317827,2.0,0.005056,0.000883,0.000309,0.993753,1.0
1100,844800,0.0002493548387096774,496.6,0.4,1.371173,93.65,13072,-0.009059,0.0209,0.003527,2.77517,0.005369,0.06897,0.525755,0.777769,0.060024,0.599285,0.764063,0.079427,0.973958,1.4087,6.0,0.005047,0.000888,0.000302,0.993763,1.0
1150,883200,0.0002470506912442396,503.5,0.4,1.399915,111.62,13446,-0.008671,0.01806,0.005969,2.838496,0.006375,0.080627,0.766286,0.597049,-0.894976,0.517203,0.855859,0.0,0.998698,1.19581,3.0,0.005073,0.000902,0.000297,0.993728,1.0
1200,921600,0.00024474654377880183,505.4,0.56,1.6188,85.49,13852,-0.010542,0.033134,0.003946,2.815502,0.00655,0.092712,0.498159,0.531702,0.24437,0.008323,0.792578,0.109375,0.99349,1.385847,4.0,0.005161,0.000929,0.000296,0.993613,1.0
1250,960000,0.00024244239631336404,504.8,0.44,1.418853,79.12,14321,-0.006801,0.020842,0.002357,2.728268,0.004608,0.047363,0.636648,0.624614,-0.094552,-0.104307,0.711458,0.001302,0.880208,1.555562,1.0,0.005228,0.000951,0.000294,0.993527,1.0
1300,998400,0.00024013824884792622,506.5,0.3,1.241104,83.35,14786,-0.006647,0.023146,0.003089,2.741678,0.005241,0.056641,0.715063,0.77837,0.347331,0.309662,0.726302,0.096354,0.966146,1.511914,4.0,0.005113,0.000929,0.00028,0.993677,1.0
1350,1036800,0.00023783410138248845,505.1,0.54,1.565247,102.77,15219,-0.008395,0.017731,0.002511,2.75153,0.005361,0.061798,0.683804,0.748917,0.296508,0.362499,0.820964,0.088542,0.992188,1.249287,3.0,0.00498,0.000904,0.000267,0.993849,1.0
1400,1075200,0.00023552995391705066,506.1,0.51,1.51313,90.33,15671,-0.009182,0.025578,0.00341,2.825281,0.005126,0.06076,0.577649,0.709019,-0.339149,0.537534,0.76224,0.0,0.942708,1.450033,3.0,0.005134,0.000947,0.000269,0.993649,1.0
1450,1113600,0.00023322580645161286,504.1,0.52,1.504354,96.58,16091,-0.007668,0.009339,0.003228,2.821452,0.005122,0.053955,0.731167,0.646123,0.13137,0.599542,0.808594,0.005208,0.985677,1.350858,5.0,0.005317,0.000995,0.000273,0.993414,1.0
