update,step,lr,sps,success,ret,len,n_eps,pg_loss,v_loss,c_loss,entropy,approx_kl,clipfrac,ev,ev_slow,ev_crowd_disc,ev_success,c_slow,c_crowd,c_team,speed,n_succ,lam0,lam_slow,lam_crowd,lam_succ,boot
1,768,0.0003,516.1,0.0,0.856716,35.0,5,-0.008964,0.026443,0.029799,3.303744,0.006257,0.0867,0.115596,-0.215067,-0.226274,0.072886,0.963932,0.0,1.0,0.919259,0.0,0.248055,0.245586,0.245586,0.260773,1.0
50,38400,0.00029774193548387094,542.7,0.03,0.917704,32.78,920,-0.007675,0.006262,0.002087,2.808189,0.006504,0.083893,0.833236,0.543993,-0.818854,-1.049554,0.58112,0.0,0.582031,1.808515,0.0,0.161326,0.035023,0.043586,0.760064,1.0
100,76800,0.0002954377880184332,524.5,0.06,0.972823,72.01,1669,-0.006597,0.003533,0.004634,2.961178,0.00507,0.053406,0.922122,0.343921,-0.548197,-1.286632,0.844792,0.0,0.97526,1.255985,0.0,0.075479,0.008807,0.011197,0.904517,1.0
150,115200,0.00029313364055299536,531.0,0.02,0.868897,85.15,2123,-0.006998,0.002945,0.002637,2.82214,0.005746,0.069519,0.941222,0.515299,-0.30052,-0.242564,0.860677,0.010417,0.996094,1.191611,0.0,0.044106,0.00423,0.004926,0.946738,1.0
200,153600,0.00029082949308755754,522.6,0.03,0.891911,47.39,2715,-0.006303,0.009979,0.003196,2.70707,0.005499,0.067993,0.645748,0.155211,-0.087267,-0.847922,0.801432,0.027344,0.959635,1.296123,2.0,0.029557,0.002517,0.002788,0.965138,1.0
250,192000,0.00028852534562211977,522.6,0.1,0.97918,85.26,3213,-0.006428,0.006198,0.003601,2.738755,0.005635,0.070984,0.854125,0.416409,-0.683428,-0.622055,0.850391,0.0,0.981771,1.20803,1.0,0.021827,0.001699,0.001842,0.974632,1.0
300,230400,0.000286221198156682,525.9,0.15,1.036141,80.87,3673,-0.007931,0.009746,0.004794,2.80003,0.005698,0.071838,0.734289,0.323327,0.223919,0.394673,0.85651,0.019531,0.985677,1.253388,2.0,0.017579,0.001287,0.001376,0.979758,1.0
350,268800,0.00028391705069124424,522.9,0.15,1.082444,70.98,4142,-0.00709,0.008018,0.004814,2.676667,0.005729,0.071259,0.621783,0.308843,-0.756362,0.608078,0.805078,0.0,0.947917,1.385335,0.0,0.014791,0.001031,0.001093,0.983085,1.0
400,307200,0.0002816129032258064,521.6,0.35,1.286427,81.57,4638,-0.006862,0.010947,0.002243,2.669415,0.005751,0.066681,0.80946,0.732382,0.481757,0.824663,0.681771,0.063802,0.838542,1.613686,3.0,0.013079,0.000874,0.000928,0.98512,1.0
450,345600,0.00027930875576036865,522.8,0.36,1.314099,82.03,5097,-0.007874,0.022573,0.003621,2.621999,0.005452,0.066681,0.469242,0.656618,0.443404,0.690206,0.775781,0.003906,0.871094,1.438976,5.0,0.012849,0.000835,0.000902,0.985414,1.0
500,384000,0.0002770046082949309,520.7,0.34,1.274096,101.42,5500,-0.008374,0.016247,0.00391,2.66389,0.006356,0.076172,0.651414,0.612211,0.712352,0.706513,0.795964,0.065104,0.890625,1.385518,7.0,0.012296,0.000781,0.000846,0.986078,1.0
550,422400,0.00027470046082949306,528.1,0.49,1.479363,88.82,5902,-0.00817,0.02729,0.004322,2.697285,0.00609,0.076721,0.272539,0.749919,-0.234913,0.462151,0.774479,0.003906,0.895833,1.424454,6.0,0.011733,0.000728,0.00079,0.986749,1.0
600,460800,0.00027239631336405524,521.4,0.41,1.337581,99.87,6289,-0.008527,0.019729,0.003148,2.788587,0.006726,0.09137,0.32141,0.737011,0.047837,0.308592,0.859766,0.018229,0.992188,1.191272,3.0,0.012104,0.000739,0.000815,0.986342,1.0
650,499200,0.0002700921658986175,520.0,0.52,1.49727,83.99,6695,-0.0073,0.009575,0.003586,2.771075,0.006511,0.087433,0.826874,0.595812,0.041252,0.770583,0.875911,0.08724,0.967448,1.185503,5.0,0.012145,0.000729,0.000812,0.986314,1.0
700,537600,0.0002677880184331797,523.3,0.49,1.459072,103.86,7069,-0.009041,0.015659,0.001551,2.723163,0.007326,0.102356,0.719529,0.846093,0.526438,0.470271,0.845964,0.040365,0.949219,1.246237,3.0,0.012569,0.000746,0.00084,0.985845,1.0
750,576000,0.00026548387096774194,483.0,0.5,1.511345,94.38,7443,-0.008804,0.018892,0.002313,2.747725,0.00653,0.08667,0.591805,0.74489,0.601398,0.568711,0.828125,0.050781,0.964844,1.327451,4.0,0.013762,0.000811,0.000932,0.984495,1.0
