update,step,lr,sps,success,ret,len,n_eps,pg_loss,v_loss,c_loss,entropy,approx_kl,clipfrac,ev,ev_slow,ev_success,c_slow,c_team,speed,n_succ,lam0,lam_slow,lam_succ,boot
1,768,0.0003,521.0,0.0,0.604281,59.0,3,-0.007516,0.021534,0.022051,3.306663,0.004646,0.0513,0.555264,-0.281883,0.105589,0.955729,1.0,0.941099,0.0,0.322316,0.338842,0.338842,1.0
50,38400,0.0002954838709677419,531.4,0.0,0.884135,32.07,952,-0.006297,0.003627,0.000859,2.419751,0.005326,0.06134,0.918161,0.07483,-2.146759,0.261979,0.16276,2.506858,0.0,0.149893,0.057883,0.792224,1.0
100,76800,0.00029087557603686633,525.3,0.13,1.054147,61.48,1824,-0.004395,0.011802,0.000946,2.712939,0.004934,0.046082,0.693279,0.599173,-1.511791,0.37526,0.174479,2.24744,1.0,0.06487,0.01233,0.922799,1.0
150,115200,0.00028626728110599074,520.8,0.3,1.241525,98.53,2285,-0.006209,0.010072,0.003453,2.809278,0.004896,0.054718,0.755081,0.428319,-1.465762,0.682422,0.821615,1.64055,1.0,0.051926,0.008691,0.939383,1.0
200,153600,0.0002816589861751152,514.9,0.49,1.432477,83.99,2732,-0.007873,0.017152,0.001988,2.652283,0.006183,0.07489,0.335168,0.708333,-1.152099,0.583464,0.686198,1.788033,2.0,0.045686,0.007172,0.947142,1.0
250,192000,0.0002770506912442396,527.1,0.33,1.244735,106.67,3133,-0.008168,0.009909,0.003265,2.713784,0.00583,0.070221,0.779458,0.665981,-0.291616,0.697786,0.851562,1.600096,2.0,0.043296,0.006535,0.950169,1.0
300,230400,0.00027244239631336403,529.0,0.32,1.240796,99.11,3507,-0.009241,0.009862,0.002787,2.756439,0.007346,0.099915,0.842758,0.541138,0.459456,0.74974,0.916667,1.51613,1.0,0.042205,0.006178,0.951617,1.0
350,268800,0.00026783410138248845,528.9,0.27,1.214653,95.9,3862,-0.00653,0.004479,0.002868,2.797418,0.005649,0.064697,0.857035,0.461049,0.342777,0.815365,0.976562,1.325152,1.0,0.036546,0.005154,0.9583,1.0
400,307200,0.00026322580645161286,528.1,0.4,1.370009,109.49,4215,-0.006639,0.010152,0.001714,2.749206,0.006387,0.079773,0.737255,0.832854,0.665661,0.825521,0.979167,1.283715,2.0,0.031836,0.004394,0.96377,1.0
450,345600,0.0002586175115207373,532.0,0.33,1.250208,113.38,4532,-0.005933,0.014307,0.004419,2.671406,0.005205,0.066467,0.812594,0.688332,0.565631,0.761979,0.852865,1.413793,4.0,0.028153,0.003857,0.96799,1.0
500,384000,0.00025400921658986174,532.2,0.48,1.501897,97.86,4912,-0.007513,0.01633,0.002473,2.658742,0.005663,0.067078,0.596721,0.789536,0.732596,0.688542,0.833333,1.616886,4.0,0.027839,0.003837,0.968323,1.0
550,422400,0.00024940092165898615,528.6,0.52,1.547066,102.84,5268,-0.007936,0.012284,0.002738,2.702027,0.006039,0.075684,0.822154,0.754029,0.842286,0.692057,0.78125,1.630542,5.0,0.035482,0.005057,0.95946,1.0
600,460800,0.00024479262672811057,527.5,0.72,1.830879,112.59,5626,-0.006105,0.013894,0.001564,2.736476,0.006406,0.076691,0.629496,0.887581,0.841177,0.707812,0.86849,1.58929,6.0,0.054363,0.008159,0.937478,1.0
