update,step,lr,sps,success,ret,len,n_eps,pg_loss,v_loss,c_loss,entropy,approx_kl,clipfrac,ev,ev_slow,ev_success,c_slow,c_team,speed,n_succ,lam0,lam_slow,lam_succ,boot
1250,960000,0.00018488479262672807,524.8,0.35,1.318224,66.27,14046,-0.007004,0.00761,0.001677,2.72333,0.005605,0.062744,0.755781,0.61838,0.705093,0.653906,0.746094,1.737559,0.0,0.0645,0.025655,0.909846,1.0
1300,998400,0.00018027649769585251,528.0,0.45,1.45574,74.84,14577,-0.006955,0.028,0.002154,2.572887,0.004134,0.041046,0.445749,0.676348,0.389319,0.527083,0.446615,2.055683,4.0,0.076147,0.032455,0.891398,1.0
1350,1036800,0.00017566820276497695,526.3,0.51,1.518972,66.4,15119,-0.007194,0.028649,0.001169,2.598934,0.004995,0.051056,0.380006,0.843625,0.516623,0.471745,0.31901,2.1572,3.0,0.224593,0.207893,0.567514,1.0
1400,1075200,0.00017105990783410134,523.1,0.66,1.722139,70.72,15706,-0.006276,0.031155,0.000274,2.41091,0.004088,0.04361,0.643486,0.78584,0.280235,0.206771,0.088542,2.706097,6.0,0.466264,0.053034,0.480702,1.0
1450,1113600,0.00016645161290322578,525.3,0.69,1.797376,76.29,16237,-0.0063,0.019284,0.000581,2.547045,0.004009,0.034943,0.694821,0.808395,0.629844,0.341146,0.130208,2.446187,6.0,0.890878,0.030218,0.078904,0.0
1500,1152000,0.00016184331797235022,524.5,0.73,1.809982,95.02,16660,-0.005611,0.005092,0.00079,2.833939,0.005119,0.049103,0.807304,0.85828,0.63697,0.54362,0.529948,1.930954,8.0,0.950329,0.021774,0.027896,0.0
1550,1190400,0.0001572350230414746,526.7,0.72,1.802546,95.31,17028,-0.006206,0.016822,0.001277,2.807025,0.004936,0.058563,0.623105,0.832901,0.797726,0.520573,0.39974,2.010694,7.0,0.959317,0.024931,0.015751,0.0
1600,1228800,0.00015262672811059907,523.9,0.78,1.865343,127.82,17377,-0.006701,0.018426,0.002684,2.90898,0.00541,0.069519,0.648207,0.521701,0.497575,0.71901,0.894531,1.582925,2.0,0.965375,0.024228,0.010397,0.0
1650,1267200,0.0001480184331797235,528.5,0.61,1.636629,98.41,17729,-0.00676,0.017097,0.001252,2.741176,0.004253,0.046753,0.820495,0.716205,0.374061,0.553906,0.549479,1.933356,4.0,0.961609,0.029961,0.008431,0.0
1700,1305600,0.00014341013824884793,526.9,0.62,1.72039,114.06,18095,-0.005331,0.02711,0.003029,2.846937,0.004229,0.041199,0.6438,0.720096,0.706463,0.676823,0.822917,1.688309,5.0,0.952948,0.039778,0.007274,0.0
1750,1344000,0.00013880184331797234,528.4,0.7,1.795953,94.08,18485,-0.007377,0.025463,0.001539,2.806156,0.005589,0.063965,0.548138,0.735564,0.68383,0.598828,0.608073,1.828182,7.0,0.944174,0.049543,0.006283,0.0
1800,1382400,0.00013419354838709675,526.7,0.77,1.849793,109.26,18835,-0.004602,0.012169,0.00085,2.710283,0.002783,0.022064,0.788713,0.855838,0.719524,0.444922,0.346354,2.137972,5.0,0.914427,0.080281,0.005292,0.0
1850,1420800,0.0001295852534562212,523.8,0.86,1.988872,115.98,19174,-0.006171,0.019672,0.000661,2.737264,0.004032,0.043884,0.706628,0.871412,0.441896,0.444792,0.404948,2.119178,6.0,0.959784,0.035558,0.004658,0.0
1900,1459200,0.0001249769585253456,522.6,0.87,2.002031,116.13,19495,-0.005915,0.013969,0.001265,2.829512,0.004812,0.04715,0.806025,0.872395,0.831745,0.536719,0.558594,1.903534,5.0,0.966557,0.029575,0.003868,0.0
1950,1497600,0.00012036866359447005,524.7,0.87,1.989369,102.69,19842,-0.004722,0.014045,0.000947,2.737427,0.003614,0.030731,0.778815,0.857802,0.544868,0.508333,0.419271,2.0426,5.0,0.971659,0.025061,0.00328,0.0
2000,1536000,0.00011576036866359445,523.6,0.88,1.993325,108.77,20179,-0.005015,0.014621,0.001468,2.771948,0.004414,0.049133,0.672855,0.831372,0.921482,0.515495,0.447917,1.993909,5.0,0.97339,0.023755,0.002855,0.0
2050,1574400,0.00011115207373271889,523.1,0.94,2.064067,120.29,20495,-0.005013,0.001026,0.000449,2.740547,0.00359,0.035187,0.965379,0.949131,0.937406,0.511979,0.445312,2.026324,6.0,0.973765,0.023737,0.002498,0.0
2100,1612800,0.00010654377880184331,522.4,0.88,2.023113,118.52,20812,-0.00435,0.01102,0.000567,2.753473,0.004125,0.04303,0.843626,0.930402,0.615704,0.449089,0.298177,2.171957,5.0,0.972326,0.025465,0.002209,0.0
2150,1651200,0.00010193548387096775,523.4,0.87,2.018415,128.26,21138,-0.005098,0.016173,0.001037,2.874562,0.003743,0.040588,0.797826,0.863007,0.559524,0.708724,0.865885,1.576606,5.0,0.974503,0.023518,0.001979,0.0
2200,1689600,9.732718894009215e-05,526.1,0.74,1.821978,138.92,21427,-0.005613,0.012589,0.001105,2.926397,0.004604,0.061218,0.844974,0.903019,0.304695,0.711719,0.936198,1.584728,4.0,0.961141,0.037073,0.001785,0.0
2250,1728000,9.271889400921658e-05,520.2,0.96,2.128106,109.79,21742,-0.004186,0.00063,0.000552,2.631285,0.003178,0.025574,0.984941,0.900561,0.970605,0.395443,0.222656,2.305049,6.0,0.931945,0.066461,0.001594,0.0
2300,1766400,8.811059907834102e-05,523.7,0.97,2.10755,101.71,22101,-0.00529,0.000709,0.000739,2.759021,0.004176,0.035767,0.981824,0.8042,0.944347,0.46224,0.38151,2.061983,6.0,0.962242,0.03626,0.001498,0.0
2350,1804800,8.350230414746542e-05,522.3,0.89,1.998828,97.32,22466,-0.003236,0.008556,0.00094,2.713957,0.003439,0.033295,0.8394,0.837687,0.88392,0.479818,0.403646,2.091576,8.0,0.978674,0.019937,0.001389,0.0
2400,1843200,7.889400921658985e-05,520.8,0.85,1.959131,117.52,22790,-0.003492,0.010258,0.000604,2.842893,0.001995,0.012573,0.829907,0.927875,0.77116,0.542839,0.513021,1.926015,4.0,0.977506,0.021216,0.001278,0.0
2450,1881600,7.428571428571429e-05,523.4,0.86,1.972105,120.42,23116,-0.004071,0.015886,0.000893,2.842077,0.003066,0.02655,0.784665,0.924672,0.551728,0.66224,0.757812,1.679512,8.0,0.974015,0.024803,0.001182,0.0
2500,1920000,6.967741935483871e-05,525.1,0.88,1.934409,124.5,23435,-0.00296,0.009599,0.000685,2.785147,0.001357,0.004517,0.85271,0.940065,0.747493,0.566276,0.539062,1.915974,5.0,0.963033,0.035875,0.001092,0.0
2550,1958400,6.506912442396311e-05,520.1,0.9,1.994144,105.03,23790,-0.00353,0.008818,0.000495,2.65078,0.000932,0.00293,0.881182,0.931728,0.741288,0.397005,0.233073,2.304801,6.0,0.968751,0.030223,0.001026,0.0
2600,1996800,6.046082949308755e-05,525.8,0.71,1.81188,141.22,24102,-0.00299,0.010013,0.000941,2.905228,0.002617,0.018219,0.877694,0.891349,0.698937,0.602083,0.752604,1.778715,4.0,0.974414,0.024616,0.000971,0.0
2650,2035200,5.585253456221198e-05,524.7,0.92,2.004601,97.07,24455,-0.005044,0.001362,0.000477,2.717047,0.003311,0.028503,0.950668,0.919319,0.948834,0.453255,0.347656,2.141057,6.0,0.974517,0.024569,0.000915,0.0
2700,2073600,5.1244239631336414e-05,524.6,0.81,1.863092,135.75,24776,-0.003887,0.003401,0.000722,2.672007,0.003364,0.028442,0.884484,0.938166,0.93365,0.540885,0.494792,1.946048,7.0,0.979689,0.01945,0.000861,0.0
2750,2112000,4.663594470046081e-05,525.6,0.9,1.994928,125.99,25062,-0.003778,0.000956,0.000953,2.818127,0.002545,0.020233,0.9793,0.825525,0.9103,0.575911,0.596354,1.855943,4.0,0.974437,0.024752,0.00081,0.0
2800,2150400,4.2027649769585247e-05,524.8,0.97,2.101656,103.42,25404,-0.001846,0.007364,0.000559,2.616876,0.000919,0.000702,0.875411,0.850771,0.805614,0.363802,0.191406,2.384984,5.0,0.981451,0.017782,0.000767,0.0
2850,2188800,3.741935483870968e-05,525.2,0.84,1.950619,138.22,25725,-0.001584,0.003635,0.000867,2.882084,0.000795,0.000305,0.911692,0.902757,0.802052,0.633333,0.777344,1.750888,6.0,0.987828,0.011446,0.000726,0.0
2900,2227200,3.2811059907834113e-05,525.9,0.9,2.028767,102.83,26058,-0.002024,0.001282,0.000748,2.729589,0.001024,0.002686,0.968663,0.866141,0.937844,0.445182,0.322917,2.152971,7.0,0.989118,0.010192,0.00069,0.0
2950,2265600,2.8202764976958513e-05,525.9,0.72,1.774666,131.93,26359,-0.002154,0.009457,0.0015,2.999715,0.001287,0.000916,0.937677,0.853368,0.357782,0.800521,0.96875,1.379684,1.0,0.989418,0.009924,0.000658,0.0
3000,2304000,2.3594470046082947e-05,526.9,0.63,1.675027,129.31,26643,-0.001331,0.012895,0.0025,2.96016,0.000349,0.0,0.838877,0.677278,0.340532,0.770182,0.889323,1.452407,2.0,0.985978,0.013385,0.000637,0.0
3050,2342400,1.898617511520738e-05,524.1,0.69,1.747319,138.84,26935,-0.001193,0.011439,0.001395,2.913642,0.000283,0.000732,0.797712,0.816163,0.707465,0.58125,0.608073,1.850167,3.0,0.980616,0.018772,0.000612,0.0
3100,2380800,1.437788018433178e-05,524.6,0.86,1.94765,121.68,27268,-0.000572,0.002728,0.0007,2.887572,8.4e-05,0.0,0.9547,0.893147,0.947159,0.536979,0.527344,1.932278,6.0,0.982448,0.016967,0.000584,0.0
3150,2419200,9.769585253456213e-06,524.1,0.87,2.044671,137.04,27567,-0.000586,0.008036,0.000845,2.914747,6.4e-05,0.0,0.859379,0.879348,0.777466,0.56901,0.614583,1.878284,5.0,0.985873,0.013569,0.000558,0.0
3200,2457600,5.1612903225806465e-06,524.9,0.89,2.010052,124.47,27878,-0.00041,0.001235,0.000499,2.760131,3.1e-05,0.0,0.970505,0.916991,0.850009,0.374349,0.227865,2.349391,4.0,0.988909,0.01056,0.000531,0.0
3250,2496000,5.5299539170508e-07,525.9,0.88,2.048457,138.28,28167,-2.4e-05,0.001072,0.00059,2.863305,0.0,0.0,0.980139,0.901213,0.963962,0.464063,0.347656,2.104631,5.0,0.99133,0.008163,0.000507,0.0
