requested,n,achieved,achieved_sd,success,success_sd,speed,speed_sd,ep_len,ep_len_sd,lam_slow,lam_slow_sd,lam_succ,lam_succ_sd,boot_step,boot_step_sd,error,feasible
0.45,3,0.44961269230769235,0.03871190957130384,0.7302564102564103,0.06761504915175966,2.1172976410256408,0.07150748490595897,98.45410256410257,20.526577033063266,0.05192761538461538,0.005445517092828194,0.0026880512820512824,0.0015647108100643233,1446400.0,422981.41803157266,-0.00038730769230765905,0.6666666666666666
0.55,3,0.5459768974358975,0.0023226958886865437,0.8387179487179486,0.03580298930805227,1.9201585641025645,0.016980419454945214,115.39256410256411,9.047081628683094,0.03494735897435897,0.0170417235983675,0.0008911282051282049,0.0002434374314633542,1152000.0,38400.0,-0.004023102564102543,1.0
0.65,3,0.6593515897435897,0.031783808010850643,0.6856410256410256,0.09843849890698829,1.6740510256410257,0.06423025288531893,97.38538461538462,34.946120244146464,0.025937846153846155,0.013440893324073083,0.0017264102564102564,0.0007924427716567833,1267200.0,503611.27866639366,0.009351589743589628,0.3333333333333333
0.75,3,0.7454961282051281,0.010582442219142833,0.6879487179487179,0.10556787360216943,1.5065271794871797,0.030560694850341748,105.83512820512821,8.252622654078612,0.018437717948717947,0.010241556418714493,0.0011764615384615386,0.0002870742126180893,793600.0,197053.49527476035,-0.004503871794871883,0.6666666666666666
0.85,3,0.7939470512820513,0.011392011751813213,0.64,0.03065362899257116,1.3769224871794874,0.034743979588427065,73.0097435897436,1.6035707812544755,0.004554666666666666,0.0033920658463706737,0.20379302564102567,0.34556942145688957,1894400.0,507015.739400662,-0.056052948717948636,1.0
