run,ckpt,seed,step,requested,d_slow,c_slow,c_team,mean_speed,success,episodes,attacker_ticks,p10,p25,p50,p75,p90,lt_0.5,lt_1.0,lt_1.5,lt_2.0,lt_3.0,lt_4.0
sweep_crowd05_s1,final,1,2499840,0.05,0.75,0.7666199803352356,0.9666666388511658,1.4422383308410645,0.6271929824561403,228,150000,0.46858325600624084,0.8314972519874573,1.399999976158142,1.946225881576538,2.5395184993743896,0.10956666666666667,0.31865333333333334,0.56564,0.76662,0.9617733333333334,0.99776
sweep_crowd05_s2,final,2,2499840,0.05,0.75,0.7970799803733826,0.9760666489601135,1.3942052125930786,0.6192893401015228,197,150000,0.47713813185691833,0.8334520310163498,1.3604076504707336,1.8619398474693298,2.4075534582138065,0.10619333333333333,0.3253333333333333,0.5961666666666666,0.79708,0.9755133333333333,0.99852
sweep_crowd05_s3,final,3,2499840,0.05,0.75,0.7544666528701782,0.9427333474159241,1.4980868101119995,0.6942675159235668,157,150000,0.5715215921401978,0.9587458074092865,1.4915702939033508,1.9886007606983185,2.494140672683716,0.08580666666666667,0.2654066666666667,0.5256933333333333,0.7544666666666666,0.9746666666666667,0.999
sweep_crowd10_s1,final,1,2499840,0.1,0.75,0.7964400053024292,0.982200026512146,1.3925658464431763,0.594059405940594,202,150000,0.47713804244995117,0.8269257098436356,1.357611060142517,1.8652399182319641,2.414872717857361,0.10724666666666667,0.3280533333333333,0.59388,0.79644,0.9724266666666667,0.9986066666666666
sweep_crowd10_s2,final,2,2499840,0.1,0.75,0.7820799946784973,0.9735333323478699,1.4047967195510864,0.706766917293233,133,150000,0.4415237009525299,0.7999999523162842,1.3719518184661865,1.9053201377391815,2.492978048324585,0.11819333333333333,0.3352333333333333,0.5877333333333333,0.78208,0.9671866666666666,0.9977866666666667
sweep_crowd10_s3,final,3,2499840,0.1,0.75,0.4136933386325836,0.24580000340938568,2.3216545581817627,0.38396624472573837,237,150000,0.7499649703502655,1.4332533478736877,2.299999952316284,3.125520646572113,3.8984681367874146,0.04944,0.14588,0.27335333333333334,0.41369333333333336,0.7139066666666667,0.9127333333333333
sweep_crowd15_s1,final,1,2499840,0.15,0.75,0.6986066699028015,0.9101333618164062,1.589901089668274,0.6986301369863014,219,150000,0.5840733528137207,0.9803818762302399,1.5,2.1588279604911804,2.71715567111969,0.08316,0.2565866666666667,0.4853266666666667,0.6986066666666667,0.9491333333333334,0.9973133333333334
sweep_crowd15_s2,final,2,2499840,0.15,0.75,0.7020999789237976,0.876466691493988,1.581169843673706,0.6600985221674877,203,150000,0.5330894470214844,0.9227671921253204,1.4999998807907104,2.1547773480415344,2.781203365325928,0.09334,0.2774933333333333,0.5003533333333333,0.7021,0.9354866666666667,0.9936133333333333
sweep_crowd15_s3,final,3,2499840,0.15,0.75,0.7923600077629089,0.9544666409492493,1.3717561960220337,0.6606060606060606,165,150000,0.420301616191864,0.756536602973938,1.3019679188728333,1.8687065839767456,2.4803752899169926,0.12640666666666667,0.3612,0.60878,0.79236,0.96738,0.99728
