update,step,lr,sps,success,ret,len,n_eps,pg_loss,v_loss,c_loss,entropy,approx_kl,clipfrac,ev,ev_slow,ev_crowd_disc,ev_success,c_slow,c_crowd,c_team,speed,n_succ,lam0,lam_slow,lam_crowd,lam_succ,boot
1,768,0.0003,435.1,0.0,0.764962,49.333333,6,-0.006187,0.023825,0.031798,3.306294,0.004782,0.047455,0.431809,-0.499332,-0.186522,0.14292,0.9625,0.011719,1.0,0.917387,0.0,0.244344,0.256872,0.241913,0.256872,1.0
50,38400,0.0002954838709677419,497.1,0.02,0.912825,29.93,948,-0.006601,0.004653,0.001446,2.16994,0.005699,0.067841,0.863831,0.09857,-1.731308,-1.510174,0.247266,0.0,0.147135,2.947819,0.0,0.137234,0.074071,0.04273,0.745965,1.0
100,76800,0.00029087557603686633,495.3,0.04,0.916103,59.36,2086,-0.007911,0.002696,0.002421,2.804845,0.00652,0.08316,0.904492,0.484975,-0.822012,-1.216282,0.599089,0.0,0.641927,1.814253,0.0,0.0573,0.013591,0.009711,0.919398,1.0
150,115200,0.00028626728110599074,475.3,0.06,0.923941,43.34,2896,-0.008274,0.01261,0.002338,2.731778,0.005883,0.072052,0.764589,0.424514,-1.047603,-1.311114,0.702865,0.0,0.789062,1.587298,2.0,0.036675,0.007221,0.004808,0.951296,1.0
200,153600,0.0002816589861751152,488.8,0.02,0.907651,45.74,3605,-0.005796,0.009284,0.00185,2.518963,0.005168,0.056183,0.745762,0.575441,-0.762729,-0.923466,0.647917,0.0,0.701823,1.741659,1.0,0.026449,0.004712,0.002951,0.965887,1.0
250,192000,0.0002770506912442396,493.0,0.01,0.873925,80.43,4100,-0.008318,0.001598,0.003356,2.733819,0.006788,0.08963,0.938157,0.586858,-0.341339,-0.373595,0.712109,0.0,0.880208,1.618659,0.0,0.019599,0.003228,0.001924,0.975249,1.0
300,230400,0.00027244239631336403,492.4,0.03,0.889292,59.38,4695,-0.008163,0.001362,0.00313,2.847771,0.005801,0.065948,0.961014,0.583695,-0.263093,-0.124179,0.818359,0.0,0.985677,1.317842,0.0,0.015213,0.002358,0.001354,0.981075,1.0
350,268800,0.00026783410138248845,495.2,0.02,0.859721,61.81,5365,-0.007654,0.001069,0.004263,2.766831,0.00563,0.064178,0.961922,0.534851,-0.555133,-0.141829,0.784635,0.0,0.981771,1.383211,0.0,0.012381,0.001842,0.001022,0.984756,1.0
400,307200,0.00026322580645161286,495.4,0.02,0.833126,53.18,5999,-0.006443,0.002093,0.003153,2.736493,0.004963,0.053284,0.947204,0.27117,0.033369,-0.183752,0.816797,0.0,0.985677,1.300607,0.0,0.010289,0.001478,0.000797,0.987437,1.0
450,345600,0.0002586175115207373,491.6,0.07,0.919287,54.08,6841,-0.006507,0.017573,0.003381,2.873225,0.005706,0.061584,0.665483,0.377712,-0.040138,0.136351,0.897135,0.0,1.0,1.117843,3.0,0.008693,0.001211,0.000637,0.989458,1.0
500,384000,0.00025400921658986174,496.3,0.03,0.917435,74.27,7431,-0.009572,0.001384,0.003261,2.85254,0.006988,0.0979,0.968881,0.270414,0.452107,0.204984,0.938411,0.0,1.0,1.013462,0.0,0.007555,0.001033,0.000529,0.990883,1.0
