update,step,lr,sps,success,ret,len,n_eps,pg_loss,v_loss,c_loss,entropy,approx_kl,clipfrac,ev,ev_slow,ev_crowd_disc,ev_success,c_slow,c_crowd,c_team,speed,n_succ,lam0,lam_slow,lam_crowd,lam_succ,boot
1,768,0.0003,508.8,0.0,0.792384,41.6,5,-0.007551,0.023349,0.023988,3.30599,0.00472,0.049744,0.515358,0.044421,0.436302,-0.068828,0.964583,0.0,1.0,0.924188,0.0,0.244344,0.256872,0.241913,0.256872,1.0
50,38400,0.00029774193548387094,510.0,0.0,0.868377,31.85,874,-0.005888,0.002519,0.001065,2.233715,0.005346,0.058929,0.9407,-0.302249,-1.209587,-1.855996,0.176823,0.0,0.135417,3.02122,0.0,0.136798,0.070764,0.04437,0.748068,1.0
100,76800,0.0002954377880184332,505.7,0.03,0.906591,34.09,1977,-0.005811,0.003064,0.000921,2.486541,0.004965,0.053802,0.862994,0.31631,-1.759962,-1.283688,0.273698,0.0,0.154948,2.540389,0.0,0.057404,0.013489,0.009533,0.919574,1.0
150,115200,0.00029313364055299536,507.6,0.02,0.86243,49.21,2837,-0.007307,0.001778,0.001727,2.585501,0.006153,0.080475,0.953059,0.501993,-1.305798,-1.118385,0.500651,0.0,0.438802,2.023571,0.0,0.035404,0.006572,0.00439,0.953634,1.0
200,153600,0.00029082949308755754,505.8,0.0,0.874567,43.97,3689,-0.007675,0.001507,0.002449,2.636664,0.00609,0.0784,0.955626,0.415563,-1.650819,-1.771001,0.67487,0.0,0.723958,1.619651,0.0,0.02534,0.00424,0.002629,0.967791,1.0
250,192000,0.00028852534562211977,509.9,0.03,0.927763,62.02,4410,-0.005796,0.012789,0.004041,2.717529,0.005723,0.070587,0.738036,0.370437,0.317181,0.102831,0.710286,0.003906,0.786458,1.559908,2.0,0.019482,0.003066,0.001781,0.975671,1.0
300,230400,0.000286221198156682,510.4,0.02,0.879668,51.51,5125,-0.007704,0.002849,0.002686,2.659234,0.006098,0.079803,0.877792,0.327964,0.01582,-0.083919,0.724089,0.010417,0.81901,1.531745,0.0,0.01556,0.002333,0.00129,0.980816,1.0
350,268800,0.00028391705069124424,510.8,0.01,0.859675,51.22,5873,-0.006709,0.009375,0.002474,2.702465,0.006229,0.079559,0.742874,0.467782,-0.366521,0.003632,0.726172,0.0,0.873698,1.473196,1.0,0.012663,0.001817,0.000967,0.984552,1.0
400,307200,0.0002816129032258064,512.3,0.03,0.875841,69.64,6453,-0.008229,0.002184,0.004738,2.696208,0.00578,0.072083,0.923473,0.316049,-0.857162,-0.659394,0.831771,0.0,0.977865,1.244882,0.0,0.010665,0.001485,0.000763,0.987087,1.0
450,345600,0.00027930875576036865,516.9,0.02,0.875959,70.62,6998,-0.008343,0.001364,0.004459,2.698557,0.006251,0.080475,0.949947,0.257201,-0.002851,0.506257,0.882812,0.014323,0.96875,1.138491,0.0,0.009152,0.001248,0.000619,0.988981,1.0
