update,step,lr,sps,success,ret,len,n_eps,pg_loss,v_loss,entropy,approx_kl,clipfrac,ev,phi_r2,ev_resid,h_dir_car,h_dir_off,h_spd_car,h_spd_off,h_ball_car,h_ball_off
2710,2081280,0.00023758064516129032,509.3,0.41,1.384217,89.96,26547,-0.010273,0.030084,2.806047,0.004568,0.052765,0.307528,0.278211,0.177631,1.775276,1.854813,0.941262,0.950459,0.324186,0.0
2720,2088960,0.00023735023041474652,509.3,0.56,1.575385,82.06,26640,-0.010307,0.018858,2.781821,0.00533,0.064087,0.470446,0.196455,0.569468,1.778812,1.822771,0.919598,0.951728,0.460004,0.0
2730,2096640,0.00023711981566820276,509.3,0.52,1.539828,85.2,26732,-0.012107,0.036206,2.829796,0.006022,0.075317,0.437738,0.304918,0.263597,1.763715,1.862835,0.971063,0.963724,0.378885,0.0
2740,2104320,0.00023688940092165896,509.3,0.44,1.406173,76.72,26826,-0.011662,0.020434,2.858877,0.0054,0.064056,0.55676,0.429371,0.411662,1.936876,1.876833,0.985775,0.969789,0.489445,0.0
2750,2112000,0.00023665898617511517,509.3,0.49,1.504331,82.81,26920,-0.011103,0.008603,2.877315,0.005813,0.072357,0.576602,0.165607,0.764658,1.886624,1.902174,0.941438,0.970005,0.394685,0.0
2760,2119680,0.0002364285714285714,509.3,0.44,1.403697,91.57,27004,-0.012262,0.02279,2.856119,0.00561,0.066711,0.708306,0.368727,0.542706,1.823671,1.88411,0.947029,0.961851,0.495645,0.0
2770,2127360,0.0002361981566820276,509.3,0.59,1.637467,91.98,27092,-0.012204,0.021441,2.843938,0.005901,0.073303,0.676934,0.370087,0.552634,1.861002,1.882023,0.952377,0.956944,0.489612,0.0
2780,2135040,0.00023596774193548387,509.3,0.62,1.64297,82.87,27186,-0.011179,0.038787,2.861716,0.005525,0.067902,0.407198,0.502034,-0.136219,1.875543,1.906106,0.92604,0.953514,0.471286,0.0
2790,2142720,0.00023573732718894008,509.3,0.46,1.445564,79.22,27282,-0.011817,0.020649,2.835414,0.005301,0.063965,0.63051,0.319175,0.57354,1.902112,1.895931,0.95341,0.932348,0.4178,0.0
2800,2150400,0.0002355069124423963,509.3,0.48,1.481035,88.87,27365,-0.011384,0.01848,2.824921,0.005262,0.062836,0.517039,0.234808,0.562671,1.786259,1.86595,0.920107,0.948441,0.408624,0.0
2810,2158080,0.00023527649769585252,509.2,0.47,1.462719,73.96,27466,-0.012313,0.014718,2.844256,0.006008,0.076111,0.625037,0.475829,0.509745,1.876324,1.878646,0.997596,0.963427,0.612201,0.0
2820,2165760,0.00023504608294930873,509.2,0.48,1.473052,95.35,27552,-0.012301,0.031425,2.843583,0.005189,0.063019,0.424069,0.196631,0.388949,1.820502,1.875733,0.963094,0.963772,0.412999,0.0
2830,2173440,0.00023481566820276496,509.2,0.52,1.502749,79.25,27647,-0.01306,0.016795,2.85707,0.006698,0.08902,0.463334,0.393058,0.340612,1.822082,1.88528,0.94716,0.962085,0.374477,0.0
2840,2181120,0.00023458525345622117,509.3,0.54,1.56065,79.38,27745,-0.011121,0.01793,2.859336,0.005254,0.065033,0.569211,0.220998,0.641006,1.779936,1.882093,0.981249,0.975299,0.559573,0.0
2850,2188800,0.0002343548387096774,509.3,0.5,1.507449,71.88,27850,-0.012647,0.022323,2.817106,0.006315,0.084808,0.512567,0.462702,0.415754,1.720582,1.851057,0.991491,0.961532,0.590052,0.0
2860,2196480,0.0002341244239631336,509.3,0.48,1.51723,76.35,27951,-0.012585,0.025436,2.847974,0.004217,0.042633,0.588454,0.297038,0.516575,1.758789,1.863033,1.003217,0.980581,0.479718,0.0
2870,2204160,0.00023389400921658985,509.3,0.53,1.558492,77.96,28050,-0.011159,0.027963,2.841234,0.005498,0.06955,0.417003,0.386159,0.308041,1.735419,1.862182,0.98538,0.987126,0.465748,0.0
2880,2211840,0.00023366359447004605,509.3,0.7,1.78204,76.78,28150,-0.0122,0.015406,2.849567,0.005329,0.0672,0.653497,0.265513,0.611069,1.767665,1.859999,1.02218,0.99168,0.318345,0.0
2890,2219520,0.0002334331797235023,509.3,0.58,1.611869,81.59,28244,-0.012484,0.009999,2.844802,0.004892,0.058655,0.717908,0.402705,0.665868,1.834167,1.872918,0.970479,0.972051,0.319858,0.0
2900,2227200,0.0002332027649769585,509.3,0.68,1.719647,83.38,28330,-0.011638,0.017987,2.834137,0.006101,0.082916,0.788644,0.368313,0.675465,1.76729,1.834266,0.989225,0.996584,0.307994,0.0
2910,2234880,0.00023297235023041473,509.2,0.67,1.727978,74.2,28435,-0.011694,0.044294,2.827881,0.005657,0.069214,0.448556,0.359612,0.180832,1.82044,1.850797,1.001248,0.978285,0.30659,0.0
2920,2242560,0.00023274193548387096,509.3,0.54,1.543757,87.2,28522,-0.012224,0.025965,2.84476,0.005494,0.066986,0.585829,0.369842,0.382344,1.768916,1.865456,0.966037,0.981929,0.42938,0.0
2930,2250240,0.00023251152073732714,509.3,0.5,1.473162,87.12,28610,-0.010709,0.012711,2.853519,0.004725,0.053925,0.765584,0.483878,0.617788,1.753437,1.860454,1.010467,0.993815,0.407816,0.0
2940,2257920,0.0002322811059907834,509.3,0.64,1.680782,85.92,28700,-0.011485,0.01754,2.853953,0.005895,0.075043,0.58838,0.301426,0.581368,1.750955,1.863059,0.975645,0.991043,0.339188,0.0
2950,2265600,0.0002320506912442396,509.3,0.59,1.6199,79.4,28793,-0.012146,0.013375,2.881543,0.005318,0.067047,0.641554,0.38819,0.556255,1.799625,1.886243,1.001196,0.997539,0.347542,0.0
2960,2273280,0.00023182027649769585,509.3,0.54,1.595568,87.46,28881,-0.01163,0.011311,2.86732,0.005728,0.075928,0.613719,0.463485,0.647959,1.70712,1.874641,0.9811,0.989123,0.336337,0.0
2970,2280960,0.00023158986175115205,509.3,0.49,1.491564,88.11,28968,-0.011958,0.041,2.87189,0.005394,0.067566,0.561285,0.362271,0.431697,1.85629,1.904414,0.989199,0.973263,0.433014,0.0
2980,2288640,0.00023135944700460826,509.3,0.56,1.616105,82.76,29060,-0.013277,0.020617,2.884044,0.005916,0.079346,0.489455,0.23314,0.461716,1.753742,1.898252,0.994058,0.984,0.353666,0.0
2990,2296320,0.0002311290322580645,509.3,0.52,1.501689,84.58,29150,-0.013099,0.021438,2.916931,0.00604,0.082153,0.628371,0.38142,0.443144,1.807698,1.928218,0.985869,0.988853,0.378785,0.0
3000,2304000,0.0002308986175115207,509.3,0.39,1.322553,99.06,29230,-0.01194,0.017143,2.917915,0.005741,0.073975,0.517731,0.281216,0.466731,1.870047,1.923516,0.976437,0.989302,0.255476,0.0
3010,2311680,0.00023066820276497696,509.3,0.46,1.43663,95.91,29310,-0.01227,0.010109,2.858986,0.004158,0.045624,0.59241,0.342834,0.724111,1.730783,1.888103,0.940779,0.970466,0.253538,0.0
3020,2319360,0.00023043778801843317,509.3,0.52,1.534023,84.24,29404,-0.012297,0.026733,2.826456,0.004373,0.050415,0.512166,0.342607,0.355972,1.767363,1.876899,0.908431,0.949529,0.33346,0.0
3030,2327040,0.00023020737327188938,509.3,0.48,1.507235,81.96,29494,-0.012827,0.019943,2.779481,0.006301,0.080078,0.527219,0.303984,0.602361,1.624159,1.803237,0.946274,0.977488,0.194914,0.0
3040,2334720,0.0002299769585253456,509.3,0.6,1.625536,86.72,29584,-0.011646,0.036246,2.8252,0.004782,0.057739,0.500364,0.308197,0.312583,1.779688,1.841218,0.951018,0.982123,0.300303,0.0
3050,2342400,0.00022974654377880182,509.4,0.55,1.5726,83.24,29675,-0.012013,0.01864,2.831882,0.005228,0.067627,0.614242,0.544457,0.387957,1.7784,1.862896,0.940697,0.969684,0.243695,0.0
3060,2350080,0.00022951612903225803,509.4,0.45,1.457276,87.07,29761,-0.012115,0.01533,2.849971,0.005281,0.061432,0.660733,0.408101,0.520581,1.844397,1.878555,0.962496,0.972708,0.402289,0.0
3070,2357760,0.00022928571428571426,509.5,0.51,1.516146,88.94,29846,-0.012126,0.012539,2.843269,0.004739,0.056274,0.640794,0.480676,0.425722,1.735558,1.872741,0.96473,0.961822,0.339961,0.0
3080,2365440,0.0002290552995391705,509.5,0.57,1.579427,104.19,29920,-0.010971,0.03063,2.867935,0.004857,0.053253,0.484323,0.464265,0.077481,1.826089,1.893669,0.994305,0.972654,0.381053,0.0
3090,2373120,0.00022882488479262673,509.5,0.48,1.460504,99.42,29997,-0.012292,0.005167,2.822381,0.005694,0.07486,0.740404,0.647602,0.694418,1.740773,1.867169,0.946485,0.947045,0.236013,0.0
3100,2380800,0.00022859447004608294,509.6,0.55,1.580265,104.69,30066,-0.010326,0.012674,2.840785,0.005698,0.070526,0.707164,0.693889,0.118293,1.747495,1.867186,0.991759,0.971009,0.265147,0.0
3110,2388480,0.00022836405529953914,509.6,0.51,1.502274,102.62,30146,-0.010534,0.026648,2.837523,0.004616,0.05603,0.436229,0.378054,0.209479,1.74566,1.883606,0.96428,0.953195,0.19901,0.0
3120,2396160,0.00022813364055299538,509.6,0.43,1.399751,92.38,30229,-0.012137,0.011223,2.83573,0.005605,0.063263,0.66011,0.397338,0.610267,1.761446,1.871974,0.979043,0.962972,0.252118,0.0
3130,2403840,0.00022790322580645158,509.6,0.45,1.410439,97.5,30312,-0.010931,0.01624,2.760717,0.005472,0.071442,0.698609,0.411612,0.59771,1.755288,1.81129,0.947403,0.939225,0.388718,0.0
3140,2411520,0.0002276728110599078,509.7,0.3,1.265856,111.04,30372,-0.01207,0.008831,2.7805,0.005443,0.065674,0.817807,0.659791,0.598432,1.762438,1.838165,0.9885,0.951684,0.319586,0.0
3150,2419200,0.00022744239631336405,509.7,0.38,1.332369,115.15,30442,-0.012499,0.018369,2.866124,0.00475,0.054779,0.639697,0.562617,0.342015,1.840782,1.895149,0.97063,0.967041,0.359169,0.0
3160,2426880,0.00022721198156682026,509.8,0.44,1.377463,101.86,30515,-0.012643,0.019673,2.865039,0.005219,0.062134,0.587937,0.411437,0.480539,1.828838,1.894706,0.976596,0.968076,0.293403,0.0
3170,2434560,0.0002269815668202765,509.8,0.51,1.516968,103.61,30590,-0.010443,0.01521,2.830513,0.005123,0.059204,0.575586,0.387917,0.50378,1.761393,1.859441,0.98187,0.970876,0.393802,0.0
3180,2442240,0.0002267511520737327,509.8,0.46,1.462555,91.15,30674,-0.014359,0.022167,2.878688,0.006901,0.097107,0.534748,0.314334,0.401752,1.774701,1.888181,0.97375,0.99067,0.514436,0.0
3190,2449920,0.0002265207373271889,509.9,0.39,1.36672,85.55,30766,-0.013078,0.024004,2.874245,0.006179,0.085236,0.531897,0.28299,0.372131,1.683712,1.877601,0.962616,0.988483,0.551484,0.0
3200,2457600,0.00022629032258064514,509.9,0.47,1.448543,88.94,30852,-0.013459,0.025732,2.876008,0.006408,0.083618,0.545432,0.155595,0.595114,1.841366,1.909568,0.960251,0.967454,0.559648,0.0
3210,2465280,0.00022605990783410135,509.9,0.45,1.463956,82.43,30944,-0.014353,0.019177,2.847478,0.00575,0.077332,0.625579,0.117367,0.685483,1.815444,1.879411,0.973289,0.963657,0.402321,0.0
3220,2472960,0.0002258294930875576,509.9,0.38,1.372722,77.67,31042,-0.01382,0.018569,2.805437,0.005863,0.076141,0.738801,0.23331,0.740018,1.774389,1.867446,0.909794,0.931374,0.585531,0.0
3230,2480640,0.00022559907834101382,509.9,0.54,1.519442,78.55,31141,-0.012907,0.030643,2.778341,0.005022,0.060059,0.632243,0.306224,0.5368,1.702155,1.854495,0.896431,0.922035,0.605175,0.0
3240,2488320,0.00022536866359447002,510.0,0.53,1.529965,75.0,31241,-0.012381,0.029236,2.769012,0.005333,0.065918,0.443007,0.328372,0.437027,1.77819,1.850168,0.926832,0.913207,0.516268,0.0
3250,2496000,0.00022513824884792626,510.0,0.52,1.521358,74.45,31344,-0.012922,0.033553,2.822937,0.005819,0.072388,0.464668,0.350093,0.301524,1.760795,1.869174,0.989021,0.949262,0.322247,0.0
3260,2503680,0.00022490783410138247,510.0,0.46,1.442847,69.85,31454,-0.012661,0.020839,2.84795,0.005678,0.072083,0.575448,0.179845,0.670052,1.822625,1.902154,0.985619,0.946191,0.366578,0.0
3270,2511360,0.00022467741935483867,510.1,0.5,1.471459,81.49,31548,-0.013204,0.028393,2.828358,0.006013,0.080811,0.499529,0.371579,0.289825,1.867329,1.881612,0.988419,0.94187,0.436758,0.0
3280,2519040,0.0002244470046082949,510.1,0.53,1.546857,85.29,31637,-0.01215,0.026064,2.88151,0.006321,0.084015,0.444914,0.387882,0.290441,1.831963,1.917677,1.000604,0.962208,0.508425,0.0
3290,2526720,0.00022421658986175114,510.1,0.43,1.394692,82.22,31730,-0.012403,0.017756,2.87802,0.004773,0.053894,0.578583,0.319768,0.567307,1.834013,1.901953,0.981373,0.963852,0.604339,0.0
3300,2534400,0.00022398617511520732,510.2,0.43,1.447027,88.16,31823,-0.012755,0.01525,2.859366,0.00447,0.05011,0.692943,0.274255,0.667233,1.822732,1.894143,1.005793,0.957876,0.582569,0.0
3310,2542080,0.00022375576036866358,510.2,0.42,1.383496,72.18,31927,-0.011246,0.02015,2.861596,0.004045,0.039185,0.529153,0.156193,0.59175,1.80351,1.889669,0.983765,0.964323,0.415818,0.0
3320,2549760,0.0002235253456221198,510.2,0.41,1.382058,83.27,32018,-0.012305,0.023958,2.854194,0.004964,0.056274,0.620947,0.40299,0.386023,1.913184,1.901487,0.928485,0.948952,0.393288,0.0
3330,2557440,0.00022329493087557602,510.2,0.46,1.482053,82.38,32109,-0.012198,0.01116,2.84207,0.00538,0.064026,0.69992,0.499142,0.539087,1.850355,1.884024,0.954075,0.951492,0.507067,0.0
3340,2565120,0.00022306451612903223,510.2,0.44,1.437548,74.08,32214,-0.014067,0.024916,2.7977,0.005659,0.073364,0.723306,0.505939,0.446448,1.667289,1.878326,0.933119,0.915077,0.273882,0.0
3350,2572800,0.00022283410138248844,510.3,0.46,1.473177,70.64,32321,-0.012977,0.020339,2.809409,0.005563,0.066254,0.697791,0.596345,0.277386,1.840008,1.855731,0.991228,0.94828,0.449427,0.0
3360,2580480,0.0002226036866359447,510.3,0.56,1.596595,73.51,32424,-0.012739,0.031744,2.814779,0.006468,0.08432,0.567833,0.482287,0.204659,1.741032,1.854099,0.963242,0.955246,0.446513,0.0
3370,2588160,0.00022237327188940088,510.3,0.48,1.466251,72.51,32529,-0.012901,0.014006,2.764818,0.004431,0.050446,0.806136,0.25257,0.79368,1.750483,1.816368,0.96122,0.947664,0.61225,0.0
3380,2595840,0.00022214285714285714,510.4,0.49,1.513845,78.41,32628,-0.012376,0.013469,2.846748,0.005203,0.058533,0.779294,0.261995,0.785572,1.77224,1.868623,0.978816,0.973799,0.330223,0.0
3390,2603520,0.00022191244239631335,510.4,0.45,1.4319,81.2,32722,-0.012813,0.020767,2.777488,0.005068,0.062134,0.592595,0.268732,0.520291,1.772555,1.817649,0.956625,0.944684,0.360746,0.0
3400,2611200,0.00022168202764976956,510.4,0.55,1.543788,73.13,32826,-0.011803,0.021391,2.693913,0.004665,0.052856,0.330245,0.182793,0.467259,1.718205,1.793944,0.962864,0.895953,0.450062,0.0
3410,2618880,0.0002214516129032258,510.4,0.45,1.450777,76.93,32929,-0.013611,0.016529,2.744254,0.00604,0.073181,0.546217,0.174492,0.737134,1.730554,1.80599,0.958311,0.936174,0.480689,0.0
3420,2626560,0.000221221198156682,510.4,0.59,1.619112,85.0,33019,-0.012846,0.016349,2.707251,0.005689,0.074158,0.55174,0.298499,0.595853,1.687051,1.773624,0.979397,0.929498,0.400092,0.0
3430,2634240,0.00022099078341013826,510.4,0.63,1.670079,85.4,33107,-0.013053,0.022936,2.736804,0.005258,0.064026,0.433217,0.271294,0.39735,1.691657,1.783118,0.971829,0.959156,0.388777,0.0
3440,2641920,0.00022076036866359444,510.5,0.57,1.601939,82.16,33200,-0.012079,0.013468,2.725389,0.006392,0.084747,0.688782,0.413622,0.570581,1.700196,1.774537,0.981279,0.953346,0.457505,0.0
3450,2649600,0.00022052995391705067,510.5,0.6,1.676324,77.45,33299,-0.013308,0.02839,2.682738,0.005494,0.068176,0.509583,0.473449,0.161974,1.735794,1.761342,0.967932,0.923548,0.485577,0.0
3460,2657280,0.0002202995391705069,510.5,0.41,1.322155,64.8,33414,-0.011543,0.026485,2.751198,0.005319,0.061737,0.387077,0.269112,0.26703,1.704101,1.780713,0.984272,0.965228,0.491511,0.0
3470,2664960,0.0002200691244239631,510.6,0.46,1.450158,80.56,33508,-0.012372,0.019731,2.794472,0.006376,0.084259,0.563275,0.469065,0.335004,1.71342,1.820054,0.998816,0.977913,0.417446,0.0
3480,2672640,0.00021983870967741932,510.6,0.33,1.305782,98.13,33583,-0.011242,0.016529,2.766831,0.005109,0.060303,0.625648,0.497618,0.418193,1.741612,1.806205,0.98356,0.960476,0.44372,0.0
3490,2680320,0.00021960829493087555,510.6,0.28,1.175081,87.06,33672,-0.012174,0.012368,2.772126,0.004561,0.050995,0.725881,0.376844,0.604154,1.739846,1.819327,0.991252,0.947273,0.727395,0.0
3500,2688000,0.0002193778801843318,510.7,0.26,1.207472,87.65,33762,-0.011272,0.024729,2.735738,0.004875,0.059753,0.547348,0.385613,0.391846,1.709976,1.7912,0.952421,0.941161,0.678709,0.0
3510,2695680,0.000219147465437788,510.6,0.41,1.408211,73.02,33867,-0.013058,0.019564,2.683252,0.005654,0.07132,0.700204,0.5825,0.302461,1.676058,1.772215,0.914057,0.903802,0.657127,0.0
3520,2703360,0.00021891705069124423,510.7,0.43,1.46235,80.33,33960,-0.012069,0.017697,2.734275,0.005151,0.064148,0.474807,0.383575,0.369181,1.75896,1.814936,0.954603,0.907941,0.714358,0.0
3530,2711040,0.0002186866359447004,510.7,0.51,1.515713,71.32,34071,-0.012584,0.019108,2.695584,0.005619,0.071411,0.367953,0.129138,0.6131,1.763958,1.80354,0.908028,0.894656,0.523552,0.0
3540,2718720,0.00021845622119815667,510.8,0.34,1.302435,68.88,34184,-0.012164,0.030364,2.734671,0.005577,0.064209,0.434631,0.35252,0.373251,1.804277,1.839781,0.885612,0.888535,0.371466,0.0
3550,2726400,0.00021822580645161288,510.8,0.36,1.349534,70.26,34293,-0.012031,0.019617,2.763711,0.004473,0.049438,0.708218,0.550593,0.399793,1.79015,1.8612,0.845626,0.90103,0.2843,0.0
3560,2734080,0.0002179953917050691,510.8,0.53,1.580441,84.81,34382,-0.012035,0.021672,2.743054,0.005345,0.064331,0.558284,0.415631,0.489693,1.80624,1.836066,0.969548,0.909379,0.447333,0.0
3570,2741760,0.00021776497695852535,510.8,0.47,1.453662,76.76,34483,-0.012831,0.026258,2.755084,0.005432,0.065277,0.666318,0.57096,0.232949,1.834837,1.833582,0.943515,0.915555,0.468426,0.0
3580,2749440,0.00021753456221198153,510.9,0.43,1.383287,85.94,34569,-0.012867,0.01979,2.806792,0.00565,0.072021,0.740909,0.655195,0.248611,1.821473,1.865806,0.959515,0.940616,0.621529,0.0
3590,2757120,0.0002173041474654378,510.9,0.44,1.417799,80.46,34668,-0.013106,0.024366,2.803124,0.005897,0.074951,0.605203,0.343819,0.478151,1.797929,1.867874,0.990513,0.930826,0.550161,0.0
3600,2764800,0.00021707373271889397,510.9,0.55,1.578724,70.55,34774,-0.01404,0.007462,2.825004,0.005881,0.076843,0.784155,0.398658,0.788964,1.762747,1.868838,0.96566,0.952202,0.433194,0.0
3610,2772480,0.00021684331797235023,510.9,0.56,1.57837,80.82,34868,-0.013101,0.01671,2.779615,0.005636,0.070862,0.62354,0.356448,0.500817,1.751968,1.823126,0.984973,0.950732,0.524669,0.0
3620,2780160,0.00021661290322580644,510.9,0.61,1.625085,82.9,34965,-0.011937,0.040363,2.782254,0.00465,0.05246,0.399487,0.412272,0.009854,1.798582,1.833192,0.97035,0.937495,0.397923,0.0
3630,2787840,0.00021638248847926264,511.0,0.65,1.72884,86.9,35050,-0.012114,0.018282,2.770252,0.00503,0.062439,0.689385,0.665729,0.13416,1.733894,1.827878,0.946527,0.941695,0.483162,0.0
3640,2795520,0.00021615207373271888,511.0,0.64,1.715053,80.86,35147,-0.011675,0.016798,2.794561,0.005442,0.066681,0.5256,0.398612,0.420639,1.767311,1.845776,0.924743,0.940348,0.42966,0.0
3650,2803200,0.00021592165898617508,511.0,0.6,1.622144,72.63,35251,-0.013157,0.025976,2.77045,0.004472,0.049377,0.604458,0.490429,0.244525,1.806133,1.84947,0.944626,0.921988,0.338612,0.0
3660,2810880,0.00021569124423963135,511.0,0.53,1.534367,72.12,35357,-0.013372,0.027068,2.764663,0.005391,0.069183,0.484381,0.448816,0.187797,1.781566,1.825809,0.919641,0.933944,0.495191,0.0
3670,2818560,0.00021546082949308753,511.1,0.52,1.501967,68.87,35468,-0.01176,0.033474,2.776483,0.005055,0.062225,0.574578,0.400987,0.338294,1.744044,1.847942,0.961594,0.925978,0.435928,0.0
3680,2826240,0.00021523041474654376,511.1,0.52,1.552476,77.58,35564,-0.01466,0.024655,2.792679,0.006034,0.077087,0.611782,0.513308,0.295022,1.791986,1.851774,0.97509,0.937888,0.524458,0.0
3690,2833920,0.000215,511.1,0.51,1.53032,76.77,35662,-0.013252,0.023444,2.773504,0.006317,0.083252,0.672435,0.48343,0.380101,1.701168,1.848727,0.95149,0.917553,0.445275,0.0
3700,2841600,0.0002147695852534562,511.2,0.48,1.479302,87.32,35753,-0.011655,0.025404,2.818067,0.004925,0.053711,0.728486,0.457487,0.502279,1.729014,1.861933,0.910064,0.947284,0.502601,0.0
3710,2849280,0.0002145391705069124,511.2,0.49,1.476633,86.06,35840,-0.013109,0.011852,2.774975,0.004811,0.057709,0.776078,0.433407,0.627877,1.721291,1.827683,0.940789,0.944611,0.489719,0.0
3720,2856960,0.00021430875576036864,511.2,0.42,1.419284,95.14,35922,-0.012132,0.02165,2.765075,0.004746,0.055023,0.399685,0.300373,0.432296,1.642448,1.827091,0.950162,0.932828,0.493749,0.0
3730,2864640,0.00021407834101382488,511.2,0.51,1.521051,91.47,36008,-0.01279,0.019769,2.784796,0.004649,0.05426,0.653355,0.318001,0.615383,1.732264,1.841489,0.900648,0.94247,0.415334,0.0
3740,2872320,0.00021384792626728106,511.2,0.52,1.526948,89.39,36091,-0.011947,0.02527,2.777837,0.005289,0.064026,0.501562,0.580786,-0.148861,1.677492,1.85406,0.938267,0.924446,0.459281,0.0
3750,2880000,0.00021361751152073732,511.3,0.41,1.357575,98.52,36169,-0.012138,0.016778,2.764529,0.005403,0.068542,0.703455,0.333249,0.606407,1.71458,1.829772,0.982199,0.933772,0.448269,0.0
3760,2887680,0.00021338709677419353,511.3,0.5,1.516658,87.33,36259,-0.012411,0.023671,2.793182,0.005322,0.064026,0.637291,0.407408,0.468903,1.813027,1.853674,0.939613,0.934403,0.36357,0.0
3770,2895360,0.00021315668202764976,511.3,0.56,1.592386,94.78,36340,-0.012159,0.0218,2.756231,0.005517,0.069611,0.66972,0.288785,0.634026,1.741636,1.828939,0.948377,0.922583,0.418304,0.0
3780,2903040,0.00021292626728110597,511.4,0.54,1.550285,97.02,36417,-0.011011,0.013029,2.726044,0.004641,0.053345,0.763701,0.562924,0.59571,1.676985,1.79888,0.931241,0.922496,0.352607,0.0
3790,2910720,0.00021269585253456217,511.4,0.45,1.468163,107.85,36489,-0.012454,0.019353,2.778646,0.006022,0.078461,0.705805,0.711235,0.039429,1.774761,1.848914,0.917451,0.92657,0.538486,0.0
3800,2918400,0.00021246543778801844,511.4,0.42,1.408862,93.11,36577,-0.011964,0.015897,2.74176,0.004313,0.044128,0.759383,0.381573,0.622474,1.77948,1.805192,0.931237,0.92864,0.427258,0.0
3810,2926080,0.00021223502304147462,511.4,0.45,1.410925,85.87,36666,-0.012868,0.017084,2.749144,0.005877,0.074005,0.552705,0.367082,0.446131,1.712735,1.822348,0.920766,0.933416,0.398027,0.0
3820,2933760,0.00021200460829493088,511.3,0.47,1.434917,86.05,36758,-0.012772,0.018484,2.785354,0.005114,0.058533,0.729642,0.441917,0.580893,1.755322,1.854041,0.952447,0.920753,0.512122,0.0
3830,2941440,0.00021177419354838708,511.3,0.54,1.573616,85.62,36848,-0.011683,0.028216,2.764893,0.004921,0.060547,0.447322,0.480773,0.0576,1.634091,1.829854,0.910319,0.935783,0.346541,0.0
3840,2949120,0.0002115437788018433,511.3,0.53,1.530389,90.44,36932,-0.012005,0.023045,2.736746,0.005131,0.05838,0.59448,0.483816,0.241182,1.61089,1.805591,0.936488,0.931235,0.481858,0.0
3850,2956800,0.00021131336405529953,511.3,0.59,1.640299,92.38,37017,-0.012599,0.027781,2.770602,0.004993,0.062408,0.571766,0.358104,0.395213,1.733586,1.827811,0.965615,0.943067,0.429328,0.0
3860,2964480,0.00021108294930875573,511.3,0.51,1.529548,95.13,37096,-0.011237,0.021506,2.805028,0.005334,0.064362,0.615411,0.291778,0.633276,1.732513,1.844173,0.928778,0.954119,0.575925,0.0
3870,2972160,0.000210852534562212,511.3,0.45,1.383182,87.66,37185,-0.013891,0.011413,2.82162,0.005463,0.067719,0.807723,0.400735,0.704152,1.729547,1.859254,0.939843,0.957017,0.599571,0.0
3880,2979840,0.00021062211981566817,511.4,0.39,1.345181,95.81,37259,-0.012106,0.019994,2.786897,0.004989,0.060028,0.71416,0.502976,0.445762,1.723205,1.829245,0.97375,0.95093,0.465063,0.0
3890,2987520,0.0002103917050691244,511.4,0.46,1.42005,93.58,37341,-0.012486,0.025643,2.763259,0.005168,0.062744,0.339104,0.138895,0.623636,1.709048,1.798777,0.953665,0.959402,0.432978,0.0
3900,2995200,0.00021016129032258064,511.4,0.51,1.537575,95.95,37415,-0.012293,0.012022,2.785254,0.005018,0.061981,0.550446,0.322886,0.759369,1.717783,1.821721,0.966889,0.961569,0.470213,0.0
3910,3002880,0.00020993087557603685,511.3,0.42,1.362074,87.33,37504,-0.012894,0.015221,2.795436,0.005372,0.064178,0.65985,0.367958,0.608203,1.708398,1.842142,0.965814,0.94704,0.350897,0.0
3920,3010560,0.00020970046082949306,511.3,0.42,1.394162,91.02,37588,-0.013381,0.016481,2.805188,0.005483,0.069611,0.621214,0.400687,0.563722,1.766994,1.845729,0.981059,0.961451,0.357696,0.0
3930,3018240,0.0002094700460829493,511.3,0.55,1.584865,83.91,37676,-0.012742,0.024292,2.745766,0.005334,0.063965,0.504763,0.554803,0.003343,1.688909,1.78127,0.966462,0.96666,0.458856,0.0
3940,3025920,0.00020923963133640552,511.3,0.49,1.492019,81.72,37771,-0.011582,0.018067,2.812667,0.004421,0.049103,0.799013,0.606129,0.489806,1.719907,1.843264,0.930816,0.971302,0.520791,0.0
3950,3033600,0.0002090092165898617,511.3,0.44,1.420458,87.33,37858,-0.012162,0.019855,2.80127,0.005402,0.068604,0.563942,0.384406,0.453155,1.761626,1.824618,0.968401,0.974116,0.446122,0.0
3960,3041280,0.00020877880184331797,511.3,0.4,1.38829,85.12,37943,-0.011301,0.009966,2.827814,0.004472,0.053162,0.831028,0.708656,0.426909,1.761324,1.864962,0.92177,0.962654,0.381439,0.0
3970,3048960,0.00020854838709677417,511.3,0.4,1.332744,94.54,38029,-0.013601,0.009378,2.843012,0.005698,0.073303,0.718156,0.374008,0.728964,1.832522,1.864983,0.915634,0.976752,0.27347,0.0
3980,3056640,0.0002083179723502304,511.3,0.42,1.406893,91.6,38110,-0.012281,0.019974,2.785923,0.00442,0.046539,0.657542,0.40926,0.560435,1.796421,1.815265,0.982257,0.970747,0.445137,0.0
3990,3064320,0.00020808755760368661,511.3,0.5,1.511289,97.7,38192,-0.013332,0.018872,2.762638,0.005727,0.072906,0.570512,0.326523,0.486295,1.747792,1.80819,0.930769,0.95719,0.262977,0.0
