match_id,event_type,ball_dist_m,s_r_ball,s_r_top_attacker
3930161,Carry,7.09,0.8076,0.8076
3930161,Pass,8.7,0.7922,0.7922
3930161,Ball Receipt*,25.67,0.6871,0.6993
3930161,Carry,25.67,0.6871,0.6993
3930161,Foul Won,70.18,0.55,0.6635
3930161,Ball Receipt*,51.11,0.5973,0.7279
3930161,Foul Won,57.89,0.5792,0.6422
3930161,Ball Receipt*,44.01,0.6184,0.6497
3930161,Carry,44.01,0.6184,0.6497
3930161,Ball Receipt*,35.32,0.6478,0.6747
3930161,Carry,35.32,0.6478,0.6747
3930161,Pass,38.08,0.6379,0.6701
3930161,Pass,25.99,0.6856,0.7497
3930161,Pass,38.46,0.6366,0.6982
3930161,Ball Receipt*,34.12,0.6522,0.6954
3930161,Carry,34.12,0.6522,0.6954
3930161,Pass,34.12,0.6522,0.6954
3930161,Pass,30.66,0.6657,0.678
3930161,Ball Receipt*,36.14,0.6448,0.6448
3930161,Carry,36.14,0.6448,0.6448
3930161,Pass,39.32,0.6337,0.6455
3930161,Ball Receipt*,56.7,0.5823,0.6258
3930161,Carry,56.7,0.5823,0.6258
3930161,Ball Receipt*,57.39,0.5805,0.6477
3930161,Carry,57.39,0.5805,0.6477
3930161,Pass,56.2,0.5836,0.6379
3930161,Ball Receipt*,41.6,0.6261,0.6389
3930161,Pass,41.19,0.6274,0.6404
3930161,Ball Receipt*,31.31,0.6631,0.6778
3930161,Carry,31.31,0.6631,0.6778
3930161,Pass,31.7,0.6615,0.682
3930161,Ball Receipt*,27.25,0.68,0.6869
3930161,Carry,27.25,0.68,0.6869
3930161,Pass,27.16,0.6804,0.6912
3930161,Ball Receipt*,35.03,0.6488,0.68
3930161,Carry,35.03,0.6488,0.68
3930161,Ball Receipt*,43.37,0.6204,0.6797
3930161,Carry,43.37,0.6204,0.6797
3930161,Ball Receipt*,23.37,0.6979,0.703
3930161,Carry,23.37,0.6979,0.703
3930161,Ball Receipt*,38.96,0.6349,0.6865
3930161,Carry,38.96,0.6349,0.6865
3930161,Pass,38.9,0.6351,0.6813
3930161,Ball Receipt*,42.9,0.6219,0.6504
3930161,Carry,42.9,0.6219,0.6504
3930161,Pass,38.55,0.6363,0.6612
3930161,Foul Won,57.49,0.5802,0.642
3930161,Ball Receipt*,44.9,0.6156,0.6399
3930161,Carry,44.9,0.6156,0.6399
3930161,Pass,43.51,0.62,0.6467
3930161,Ball Receipt*,43.21,0.6209,0.6633
3930161,Carry,43.21,0.6209,0.6633
3930161,Foul Won,59.69,0.5746,0.6728
3930161,Carry,59.69,0.5746,0.6728
3930161,Ball Recovery,33.32,0.6552,0.6838
3930161,Carry,33.32,0.6552,0.6838
3930161,Pass,31.47,0.6624,0.6911
3930161,Ball Receipt*,27.96,0.6769,0.6806
3930161,Carry,27.96,0.6769,0.6806
3930161,Pass,28.19,0.676,0.6796
3930161,Ball Receipt*,32.55,0.6582,0.6864
3930161,Pass,32.55,0.6582,0.6864
3930161,Ball Receipt*,43.93,0.6186,0.6638
3930161,Carry,43.93,0.6186,0.6638
3930161,Ball Receipt*,51.47,0.5963,0.6435
3930161,Carry,51.47,0.5963,0.6435
3930161,Dribble,57.24,0.5809,0.634
3930161,Ball Receipt*,28.71,0.6737,0.6737
3930161,Carry,28.71,0.6737,0.6737
3930161,Pass,22.88,0.7003,0.7516
3930161,Pass,12.74,0.7598,0.7598
3930161,Ball Receipt*,42.94,0.6218,0.65
3930161,Carry,42.94,0.6218,0.65
3930161,Ball Receipt*,68.64,0.5534,0.6541
3930161,Duel,69.13,0.5524,0.6537
3930161,Ball Receipt*,32.87,0.657,0.657
3930161,Carry,32.87,0.657,0.657
3930161,Pass,37.61,0.6396,0.6487
3930161,Foul Won,63.22,0.566,0.6737
3930161,Ball Receipt*,56.47,0.5829,0.6471
3930161,Carry,56.47,0.5829,0.6471
3930161,Ball Receipt*,42.92,0.6218,0.7011
3930161,Carry,42.92,0.6218,0.7011
3930161,Pass,43.3,0.6206,0.6987
3930162,Dispossessed,69.2,0.5522,0.6125
3930162,Ball Receipt*,67.83,0.5553,0.6367
3930162,Ball Receipt*,57.14,0.5811,0.6474
3930162,Dribble,61.92,0.5692,0.6222
3930162,Pass,43.98,0.6185,0.6543
3930162,Ball Receipt*,38.62,0.6361,0.6781
3930162,Carry,38.62,0.6361,0.6781
3930162,Ball Recovery,40.65,0.6292,0.6692
3930162,Carry,40.65,0.6292,0.6692
3930162,Pass,50.94,0.5978,0.6213
3930162,Ball Receipt*,51.65,0.5958,0.6506
3930162,Carry,51.65,0.5958,0.6506
3930162,Dispossessed,69.16,0.5523,0.6356
3930162,Ball Receipt*,34.13,0.6522,0.6807
3930162,Carry,34.13,0.6522,0.6807
3930162,Pass,45.3,0.6144,0.6144
3930162,Ball Receipt*,54.93,0.5869,0.6414
3930162,Dribble,53.04,0.592,0.6128
3930162,Carry,53.04,0.592,0.6128
3930162,Ball Receipt*,71.12,0.548,0.6361
3930162,Ball Receipt*,30.44,0.6666,0.7347
3930162,Carry,30.44,0.6666,0.7347
3930162,Pass,30.08,0.6681,0.723
3930162,Ball Receipt*,37.18,0.6411,0.6647
3930162,Carry,37.18,0.6411,0.6647
3930162,Pass,38.62,0.6361,0.6562
3930162,Pass,36.73,0.6427,0.6517
3930162,Ball Receipt*,45.79,0.6129,0.6298
3930162,Carry,45.79,0.6129,0.6298
3930162,Ball Receipt*,70.64,0.549,0.6559
3930162,Ball Recovery,38.86,0.6352,0.6708
3930162,Carry,38.86,0.6352,0.6708
3930162,Foul Committed,39.73,0.6323,0.6645
3930162,Ball Receipt*,70.39,0.5496,0.6451
3930162,Ball Receipt*,65.74,0.5601,0.6328
3930162,Ball Receipt*,36.92,0.642,0.6537
3930162,Carry,36.92,0.642,0.6537
3930162,Pass,35.54,0.647,0.6596
3930162,Ball Receipt*,56.26,0.5834,0.6372
3930162,Carry,56.26,0.5834,0.6372
3930162,Pass,48.63,0.6044,0.6504
3930162,Ball Receipt*,45.43,0.614,0.6589
3930162,Carry,45.43,0.614,0.6589
3930162,Ball Receipt*,56.54,0.5827,0.6359
3930162,Carry,56.54,0.5827,0.6359
3930162,Pressure,54.47,0.5881,0.6253
3930162,Pass,46.23,0.6116,0.657
3930162,Ball Receipt*,39.81,0.632,0.6784
3930162,Carry,39.81,0.632,0.6784
3930162,Pass,44.23,0.6177,0.6598
3930162,Dispossessed,65.77,0.56,0.6808
3930162,Ball Receipt*,49.34,0.6024,0.6352
3930162,Carry,49.34,0.6024,0.6352
3930162,Pass,46.73,0.6101,0.6274
3930162,Dispossessed,63.63,0.565,0.6359
3930162,Ball Receipt*,53.15,0.5917,0.6276
3930162,Pass,53.78,0.59,0.6254
3930162,Pass,48.37,0.6052,0.6053
3930162,Ball Receipt*,73.54,0.5428,0.6669
3930162,Pressure,54.91,0.587,0.6331
3930162,Ball Recovery,46.28,0.6114,0.6416
3930162,Carry,46.28,0.6114,0.6416
3930162,Pass,45.76,0.613,0.6465
3930163,Ball Receipt*,52.88,0.5924,0.6761
3930163,Pass,52.88,0.5924,0.6761
3930163,Ball Receipt*,45.88,0.6126,0.6733
3930163,Carry,45.88,0.6126,0.6733
3930163,Pass,45.88,0.6126,0.6733
3930163,Ball Receipt*,42.75,0.6224,0.6746
3930163,Carry,42.75,0.6224,0.6746
3930163,Ball Receipt*,27.95,0.677,0.7076
3930163,Carry,27.95,0.677,0.7076
3930163,Foul Won,68.17,0.5545,0.6836
3930163,Pass,44.91,0.6156,0.6156
3930163,Ball Receipt*,54.01,0.5894,0.6031
3930163,Pass,54.01,0.5894,0.6031
3930163,Ball Receipt*,30.03,0.6683,0.6946
3930163,Carry,30.03,0.6683,0.6946
3930163,Pass,29.66,0.6698,0.691
3930163,Ball Receipt*,53.76,0.5901,0.6099
3930163,Duel,55.5,0.5854,0.6102
3930163,Ball Receipt*,32.71,0.6576,0.6831
3930163,Carry,32.71,0.6576,0.6831
3930163,Pass,33.06,0.6562,0.6804
3930163,Ball Receipt*,45.09,0.615,0.6663
3930163,Carry,45.09,0.615,0.6663
3930163,Pass,45.09,0.615,0.6633
3930163,Ball Receipt*,37.27,0.6408,0.6658
3930163,Carry,37.27,0.6408,0.6658
3930163,Pass,38.83,0.6353,0.6933
3930163,Ball Receipt*,43.93,0.6186,0.654
3930163,Carry,43.93,0.6186,0.654
3930163,Ball Receipt*,60.08,0.5737,0.6123
3930163,Carry,60.08,0.5737,0.6123
3930163,Pass,58.72,0.5771,0.6163
3930163,Ball Receipt*,51.35,0.5967,0.6091
3930163,Carry,51.35,0.5967,0.6091
3930163,Ball Receipt*,59.43,0.5753,0.6575
3930163,Foul Won,73.1,0.5437,0.6397
3930163,Pass,21.18,0.7089,0.7089
3930163,Ball Receipt*,20.04,0.7149,0.7276
3930163,Carry,20.04,0.7149,0.7276
3930163,Pass,37.4,0.6403,0.693
3930163,Ball Receipt*,46.08,0.612,0.6468
3930163,Carry,46.08,0.612,0.6468
3930163,Pass,45.1,0.615,0.6553
3930163,Ball Receipt*,22.86,0.7004,0.7004
3930163,Carry,22.86,0.7004,0.7004
3930163,Pass,23.12,0.6991,0.6991
3930163,Ball Receipt*,31.97,0.6605,0.6772
3930163,Carry,31.97,0.6605,0.6772
3930163,Dispossessed,55.57,0.5852,0.6167
3930163,Ball Receipt*,35.03,0.6488,0.6488
3930163,Carry,35.03,0.6488,0.6488
3930163,Pass,35.31,0.6478,0.6478
3930163,Ball Receipt*,46.34,0.6112,0.6384
3930163,Carry,46.34,0.6112,0.6384
3930163,Pass,46.34,0.6112,0.6384
3930163,Pass,38.63,0.636,0.6558
3930163,Pressure,37.7,0.6393,0.671
3930163,Ball Recovery,44.12,0.6181,0.6498
3930163,Carry,44.12,0.6181,0.6498
3930163,Ball Receipt*,57.07,0.5813,0.6334
3930163,Carry,57.07,0.5813,0.6334
3930163,Pass,57.5,0.5802,0.6311
3930163,Ball Receipt*,63.99,0.5642,0.6234
3930163,Carry,63.99,0.5642,0.6234
3930163,Pass,63.99,0.5642,0.6234
3930163,Pass,51.78,0.5955,0.6216
3930163,Ball Receipt*,57.73,0.5796,0.6682
3930163,Carry,57.73,0.5796,0.6682
3930163,Pass,57.8,0.5794,0.6691
3930163,Ball Receipt*,51.9,0.5951,0.6632
3930163,Carry,51.9,0.5951,0.6632
3930163,Ball Receipt*,29.52,0.6703,0.6703
3930163,Carry,29.52,0.6703,0.6703
3930163,Ball Receipt*,20.19,0.7141,0.7299
3930163,Carry,20.19,0.7141,0.7299
3930163,Pass,20.69,0.7114,0.7436
3930163,Ball Receipt*,66.59,0.5581,0.65
3930163,Pass,37.16,0.6412,0.693
3930163,Ball Receipt*,44.55,0.6167,0.6596
3930163,Pass,44.91,0.6156,0.6589
3930163,Ball Receipt*,55.91,0.5843,0.6276
3930163,Ball Receipt*,48.17,0.6058,0.6711
3930163,Pass,48.53,0.6047,0.67
3930163,Ball Receipt*,37.49,0.64,0.6754
3930163,Carry,37.49,0.64,0.6754
3930163,Ball Receipt*,50.62,0.5987,0.6946
3930163,Carry,50.62,0.5987,0.6946
3930163,Pass,50.17,0.6,0.6972
3930163,Pass,39.03,0.6347,0.6569
3930163,Ball Receipt*,45.2,0.6147,0.6615
3930163,Carry,45.2,0.6147,0.6615
3930163,Pass,45.03,0.6152,0.6625
3930163,Ball Receipt*,28.53,0.6745,0.6745
3930163,Carry,28.53,0.6745,0.6745
3930163,Ball Receipt*,53.83,0.5899,0.6496
3930163,Carry,53.83,0.5899,0.6496
3930163,Pass,53.83,0.5899,0.6421
3930163,Ball Receipt*,30.58,0.666,0.6827
3930163,Carry,30.58,0.666,0.6827
3930163,Ball Receipt*,27.42,0.6793,0.7293
3930163,Carry,27.42,0.6793,0.7293
3930163,Pass,27.42,0.6793,0.7293
3930163,Ball Receipt*,27.46,0.6791,0.7025
3930163,Carry,27.46,0.6791,0.7025
3930163,Pass,27.66,0.6782,0.7013
3930163,Ball Receipt*,34.2,0.6519,0.7043
3930163,Carry,34.2,0.6519,0.7043
3930163,Pass,39.87,0.6318,0.6646
3930163,Pass,48.37,0.6052,0.6839
3930163,Pass,35.06,0.6487,0.6856
3930163,Ball Receipt*,29.72,0.6695,0.7197
3930163,Carry,29.72,0.6695,0.7197
3930163,Pass,31.61,0.6619,0.7173
3930163,Ball Receipt*,33.46,0.6547,0.6882
3930163,Carry,33.46,0.6547,0.6882
3930163,Pass,33.25,0.6555,0.6887
3930163,Ball Receipt*,49.98,0.6005,0.6354
3930163,Carry,49.98,0.6005,0.6354
3930163,Ball Receipt*,32.17,0.6597,0.6597
3930163,Carry,32.17,0.6597,0.6597
3930163,Pass,32.17,0.6597,0.6734
3930163,Ball Receipt*,20.14,0.7143,0.7143
3930163,Carry,20.14,0.7143,0.7143
3930163,Pass,21.63,0.7065,0.7065
3930163,Ball Receipt*,48.1,0.606,0.645
3930163,Pass,47.79,0.6069,0.646
3930163,Ball Receipt*,37.56,0.6397,0.6691
3930163,Carry,37.56,0.6397,0.6691
3930163,Pass,37.64,0.6395,0.6696
3930163,Ball Receipt*,35.37,0.6476,0.7033
3930163,Carry,35.37,0.6476,0.7033
3930163,Ball Receipt*,26.28,0.6843,0.695
3930163,Carry,26.28,0.6843,0.695
3930163,Pass,30.62,0.6659,0.6807
3930163,Ball Receipt*,49.5,0.6019,0.6185
3930163,Carry,49.5,0.6019,0.6185
3930163,Ball Receipt*,35.49,0.6472,0.6891
3930163,Carry,35.49,0.6472,0.6891
3930163,Pass,35.67,0.6465,0.6866
3930163,Ball Receipt*,23.07,0.6993,0.7494
3930163,Carry,23.07,0.6993,0.7494
3930163,Dribble,68.05,0.5548,0.678
3930163,Pass,18.4,0.7239,0.7239
3930163,Ball Receipt*,47.5,0.6078,0.6568
3930163,Carry,47.5,0.6078,0.6568
3930163,Ball Receipt*,36.03,0.6452,0.6452
3930163,Carry,36.03,0.6452,0.6452
3930163,Pass,35.97,0.6454,0.6563
3930163,Pass,42.63,0.6228,0.6905
3930163,Ball Receipt*,58.87,0.5767,0.6645
3930163,Carry,58.87,0.5767,0.6645
3930163,Pass,33.26,0.6555,0.7035
3930163,Ball Receipt*,22.59,0.7017,0.7017
3930163,Carry,22.59,0.7017,0.7017
3930163,Ball Receipt*,46.7,0.6101,0.6122
3930163,Carry,46.7,0.6101,0.6122
3930163,Pass,39.35,0.6336,0.6678
3930163,Ball Receipt*,53.58,0.5905,0.6756
3930163,Carry,53.58,0.5905,0.6756
3930163,Pass,53.58,0.5905,0.6747
3930163,Ball Receipt*,50.98,0.5977,0.6887
3930163,Carry,50.98,0.5977,0.6887
3930163,Ball Receipt*,45.84,0.6127,0.6328
3930163,Carry,45.84,0.6127,0.6328
3930163,Pass,42.79,0.6222,0.6607
3930163,Ball Receipt*,40.94,0.6283,0.6545
3930163,Carry,40.94,0.6283,0.6545
3930163,Pass,43.85,0.6189,0.6486
3930163,Ball Receipt*,45.45,0.6139,0.6727
3930163,Pass,44.97,0.6154,0.6747
3930163,Ball Receipt*,49.4,0.6022,0.6899
3930163,Carry,49.4,0.6022,0.6899
3930163,Pass,44.64,0.6164,0.6447
3930163,Pass,20.8,0.7108,0.7374
3930163,Ball Receipt*,31.3,0.6631,0.7384
3930163,Carry,31.3,0.6631,0.7384
3930163,Pass,27.13,0.6805,0.7337
3930163,Ball Receipt*,24.08,0.6945,0.7424
3930163,Carry,24.08,0.6945,0.7424
3930163,Pass,22.91,0.7001,0.7495
3930163,Ball Receipt*,45.94,0.6124,0.657
3930163,Pass,45.94,0.6124,0.657
3930163,Ball Receipt*,46.22,0.6116,0.6176
3930163,Carry,46.22,0.6116,0.6176
3930163,Pass,44.83,0.6158,0.6287
3930163,Pass,37.82,0.6388,0.6942
3930163,Ball Receipt*,46.84,0.6097,0.6765
3930163,Carry,46.84,0.6097,0.6765
3930163,Pass,46.23,0.6116,0.6722
3930163,Ball Receipt*,39.35,0.6336,0.6741
3930163,Carry,39.35,0.6336,0.6741
3930163,Pass,27.19,0.6803,0.7115
3930163,Pass,33.12,0.656,0.6901
3930163,Ball Receipt*,31.44,0.6626,0.6882
3930163,Carry,31.44,0.6626,0.6882
3930163,Ball Receipt*,51.16,0.5972,0.6418
3930163,Carry,51.16,0.5972,0.6418
3930163,Pass,52.85,0.5925,0.635
3930163,Pass,41.93,0.625,0.6747
3930163,Ball Receipt*,48.18,0.6058,0.6812
3930163,Pass,48.18,0.6058,0.6812
3930163,Pressure,39.6,0.6327,0.635
3930163,Pass,39.31,0.6337,0.6693
3930163,Ball Receipt*,45.1,0.615,0.6588
3930163,Carry,45.1,0.615,0.6588
3930163,Ball Receipt*,34.13,0.6522,0.6706
3930163,Carry,34.13,0.6522,0.6706
3930163,Pass,33.7,0.6538,0.6731
3930163,Ball Receipt*,46.97,0.6093,0.6328
3930163,Carry,46.97,0.6093,0.6328
3930163,Ball Receipt*,32.22,0.6595,0.6737
3930163,Carry,32.22,0.6595,0.6737
3930163,Pass,32.92,0.6568,0.6697
3930163,Ball Receipt*,61.61,0.5699,0.6321
3930163,Ball Receipt*,48.3,0.6054,0.6349
3930163,Pass,48.3,0.6054,0.6349
3930163,Ball Receipt*,44.5,0.6168,0.6609
3930163,Pass,44.32,0.6174,0.6614
3930163,Ball Receipt*,54.5,0.588,0.6687
3930163,Carry,54.5,0.588,0.6687
3930163,Pass,32.75,0.6574,0.6574
3930163,Ball Receipt*,36.4,0.6439,0.6846
3930163,Carry,36.4,0.6439,0.6846
3930163,Pass,36.4,0.6439,0.6513
3930163,Ball Receipt*,38.68,0.6359,0.6648
3930163,Pass,38.98,0.6348,0.6634
3930163,Ball Receipt*,53.36,0.5911,0.6593
3930163,Carry,53.36,0.5911,0.6593
3930163,Foul Won,67.05,0.5571,0.6639
3930163,Ball Receipt*,44.37,0.6173,0.6938
3930163,Pass,44.34,0.6174,0.6941
3930163,Pass,52.42,0.5937,0.677
3930163,Pass,52.79,0.5927,0.614
3930163,Ball Receipt*,54.62,0.5877,0.5877
3930163,Carry,54.62,0.5877,0.5877
3930163,Dribble,54.52,0.588,0.588
3930163,Carry,54.52,0.588,0.588
3930163,Ball Receipt*,66.77,0.5577,0.6454
3930163,Foul Won,72.84,0.5442,0.6339
3930163,Ball Receipt*,29.95,0.6686,0.6686
3930163,Carry,29.95,0.6686,0.6686
3930163,Ball Receipt*,39.99,0.6314,0.7115
3930163,Carry,39.99,0.6314,0.7115
3930163,Pass,35.55,0.6469,0.7
3930163,Ball Receipt*,38.8,0.6355,0.717
3930163,Carry,38.8,0.6355,0.717
3930163,Ball Receipt*,53.76,0.5901,0.6428
3930163,Pass,54.63,0.5877,0.6399
3930163,Block,59.99,0.5739,0.6332
3930163,Pass,36.79,0.6425,0.6425
3930163,Pass,36.63,0.6431,0.6431
3930163,Foul Won,66.53,0.5582,0.6558
3930163,Carry,66.53,0.5582,0.6558
3930163,Dispossessed,65.62,0.5604,0.6531
3930163,Pass,30.23,0.6674,0.6784
3930163,Ball Receipt*,54.55,0.5879,0.6786
3930163,Pass,55.16,0.5863,0.6756
3930163,Ball Receipt*,61.39,0.5704,0.6352
3930163,Carry,61.39,0.5704,0.6352
3930163,Foul Won,65.9,0.5597,0.6261
3930163,Ball Receipt*,44.66,0.6164,0.679
3930163,Carry,44.66,0.6164,0.679
3930164,Pass,28.14,0.6762,0.7642
3930164,Pass,22.65,0.7014,0.7014
3930164,Ball Receipt*,28.37,0.6752,0.6992
3930164,Carry,28.37,0.6752,0.6992
3930164,Pass,28.51,0.6746,0.7063
3930164,Ball Receipt*,46.53,0.6106,0.6314
3930164,Carry,46.53,0.6106,0.6314
3930164,Pass,45.17,0.6148,0.6386
3930164,Ball Receipt*,31.61,0.6619,0.6927
3930164,Carry,31.61,0.6619,0.6927
3930164,Ball Receipt*,51.99,0.5949,0.6353
3930164,Ball Receipt*,26.72,0.6823,0.6823
3930164,Carry,26.72,0.6823,0.6823
3930164,Pass,26.16,0.6849,0.6924
3930164,Ball Receipt*,13.74,0.7528,0.7528
3930164,Carry,13.74,0.7528,0.7528
3930164,Pass,14.5,0.7477,0.7477
3930164,Pass,33.77,0.6536,0.6703
3930164,Ball Receipt*,45.91,0.6125,0.6349
3930164,Carry,45.91,0.6125,0.6349
3930164,Pass,44.51,0.6168,0.6397
3930164,Dribble,46.14,0.6118,0.66
3930164,Carry,46.14,0.6118,0.66
3930164,Duel,68.83,0.553,0.6207
3930164,Pass,43.6,0.6197,0.6197
3930164,Ball Receipt*,43.82,0.619,0.6323
3930164,Carry,43.82,0.619,0.6323
3930164,Pass,44.54,0.6167,0.6295
3930164,Ball Receipt*,30.98,0.6644,0.693
3930164,Carry,30.98,0.6644,0.693
3930164,Pass,40.61,0.6293,0.6331
3930164,Ball Receipt*,47.32,0.6083,0.648
3930164,Carry,47.32,0.6083,0.648
3930164,Pass,47.52,0.6077,0.6475
3930164,Ball Receipt*,43.82,0.619,0.6221
3930164,Carry,43.82,0.619,0.6221
3930164,Pass,43.61,0.6196,0.6259
3930164,Ball Receipt*,47.51,0.6077,0.6416
3930164,Carry,47.51,0.6077,0.6416
3930164,Pass,51.1,0.5974,0.6389
3930164,Ball Receipt*,56.88,0.5818,0.6316
3930164,Carry,56.88,0.5818,0.6316
3930164,Ball Receipt*,10.69,0.7752,0.7752
3930164,Carry,10.69,0.7752,0.7752
3930164,Pass,44.71,0.6162,0.651
3930164,Pass,43.75,0.6192,0.6706
3930164,Ball Receipt*,46.93,0.6094,0.6293
3930164,Carry,46.93,0.6094,0.6293
3930164,Pass,42.49,0.6232,0.6458
3930164,Ball Receipt*,22.96,0.6999,0.6999
3930164,Carry,22.96,0.6999,0.6999
3930164,Pass,21.09,0.7093,0.7193
3930164,Ball Receipt*,52.52,0.5934,0.6374
3930164,Pass,53.0,0.5921,0.6358
3930164,Ball Receipt*,61.85,0.5693,0.6058
3930164,Carry,61.85,0.5693,0.6058
3930164,Ball Receipt*,33.39,0.655,0.655
3930164,Carry,33.39,0.655,0.655
3930164,Pass,26.62,0.6828,0.6828
3930164,Ball Receipt*,8.88,0.7905,0.7905
3930164,Carry,8.88,0.7905,0.7905
3930164,Pass,9.87,0.7819,0.7819
3930164,Ball Receipt*,55.63,0.585,0.6138
3930164,Carry,55.63,0.585,0.6138
3930164,Ball Recovery,59.17,0.5759,0.654
3930164,Carry,59.17,0.5759,0.654
3930164,Ball Receipt*,49.76,0.6012,0.737
3930164,Carry,49.76,0.6012,0.737
3930164,Ball Receipt*,68.7,0.5533,0.6202
3930164,Ball Receipt*,29.21,0.6717,0.6717
3930164,Carry,29.21,0.6717,0.6717
3930164,Ball Receipt*,46.51,0.6107,0.6107
3930164,Carry,46.51,0.6107,0.6107
3930164,Pass,46.72,0.6101,0.6101
3930164,Ball Receipt*,48.35,0.6053,0.6053
3930164,Carry,48.35,0.6053,0.6053
3930164,Ball Receipt*,29.05,0.6723,0.6723
3930164,Carry,29.05,0.6723,0.6723
3930164,Pass,32.83,0.6571,0.6571
3930164,Ball Receipt*,37.7,0.6393,0.6506
3930164,Carry,37.7,0.6393,0.6506
3930164,Pass,39.26,0.6339,0.6511
3930164,Ball Recovery,33.56,0.6543,0.6787
3930164,Carry,33.56,0.6543,0.6787
3930164,Ball Receipt*,8.63,0.7927,0.7927
3930164,Carry,8.63,0.7927,0.7927
3930164,Pass,31.51,0.6623,0.6636
3930164,Clearance,29.91,0.6688,0.6858
3930164,Pass,36.38,0.6439,0.6878
3930164,Pass,27.87,0.6773,0.6773
3930164,Ball Receipt*,22.75,0.7009,0.7248
3930164,Pass,29.37,0.671,0.7198
3930164,Ball Receipt*,56.23,0.5835,0.656
3930164,Carry,56.23,0.5835,0.656
3930164,Pass,53.16,0.5917,0.6439
3930164,Pass,21.66,0.7064,0.7064
3930164,Ball Receipt*,27.74,0.6779,0.7043
3930164,Carry,27.74,0.6779,0.7043
3930164,Pass,29.3,0.6713,0.696
3930164,Ball Receipt*,16.62,0.7343,0.7343
3930164,Carry,16.62,0.7343,0.7343
3930164,Pass,18.16,0.7253,0.7253
3930164,Ball Receipt*,44.61,0.6165,0.632
3930164,Carry,44.61,0.6165,0.632
3930164,Pass,45.86,0.6127,0.6284
3930164,Ball Receipt*,50.28,0.5997,0.6387
3930164,Carry,50.28,0.5997,0.6387
3930164,Miscontrol,50.3,0.5996,0.6311
3930164,Ball Receipt*,17.72,0.7278,0.7278
3930164,Carry,17.72,0.7278,0.7278
3930164,Pass,16.73,0.7337,0.7337
3930164,Ball Receipt*,26.3,0.6842,0.7137
3930164,Carry,26.3,0.6842,0.7137
3930164,Pass,26.3,0.6842,0.6842
3930164,Ball Receipt*,31.74,0.6614,0.6858
3930164,Carry,31.74,0.6614,0.6858
3930164,Ball Receipt*,44.21,0.6178,0.6461
3930164,Carry,44.21,0.6178,0.6461
3930164,Pass,44.32,0.6174,0.6452
3930164,Ball Receipt*,39.58,0.6328,0.6457
3930164,Carry,39.58,0.6328,0.6457
3930164,Pass,28.31,0.6754,0.6976
3930164,Ball Receipt*,32.61,0.658,0.658
3930164,Carry,32.61,0.658,0.658
3930164,Pass,32.32,0.6591,0.6591
3930164,Ball Receipt*,40.97,0.6282,0.6553
3930164,Carry,40.97,0.6282,0.6553
3930164,Ball Receipt*,72.58,0.5448,0.6225
3930164,Ball Receipt*,67.93,0.555,0.6638
3930164,Ball Receipt*,14.73,0.7462,0.7462
3930164,Carry,14.73,0.7462,0.7462
3930164,Pass,32.02,0.6603,0.6782
3930164,Ball Receipt*,46.89,0.6096,0.7031
3930164,Carry,46.89,0.6096,0.7031
3930164,Miscontrol,47.87,0.6067,0.6981
3930164,Ball Receipt*,12.69,0.7601,0.7601
3930164,Carry,12.69,0.7601,0.7601
3930164,Pass,11.81,0.7666,0.7666
3930164,Ball Receipt*,19.22,0.7193,0.7428
3930164,Carry,19.22,0.7193,0.7428
3930164,Pass,24.43,0.6928,0.6928
3930164,Ball Receipt*,25.82,0.6864,0.6864
3930164,Carry,25.82,0.6864,0.6864
3930164,Pass,31.67,0.6617,0.6771
3930164,Ball Receipt*,45.25,0.6145,0.6451
3930164,Carry,45.25,0.6145,0.6451
3930164,Pass,47.44,0.6079,0.6372
3930164,Ball Receipt*,61.83,0.5694,0.6414
3930164,Carry,61.83,0.5694,0.6414
3930164,Ball Receipt*,39.23,0.634,0.659
3930164,Carry,39.23,0.634,0.659
3930164,Pass,39.77,0.6322,0.6621
3930164,Ball Receipt*,39.5,0.6331,0.6402
3930164,Carry,39.5,0.6331,0.6402
3930164,Pass,40.93,0.6283,0.636
3930164,Pass,31.13,0.6638,0.6638
3930164,Ball Receipt*,31.8,0.6612,0.6628
3930164,Carry,31.8,0.6612,0.6628
3930164,Pass,36.15,0.6448,0.6529
3930164,Ball Receipt*,31.77,0.6612,0.6612
3930164,Carry,31.77,0.6612,0.6612
3930164,Ball Receipt*,31.31,0.6631,0.6799
3930164,Carry,31.31,0.6631,0.6799
3930164,Ball Receipt*,44.64,0.6164,0.7057
3930164,Carry,44.64,0.6164,0.7057
3930164,Pass,49.91,0.6008,0.6676
3930164,Ball Receipt*,39.91,0.6317,0.6502
3930164,Carry,39.91,0.6317,0.6502
3930164,Pass,39.14,0.6343,0.6532
3930164,Ball Receipt*,27.69,0.6781,0.6904
3930164,Carry,27.69,0.6781,0.6904
3930164,Pass,29.0,0.6725,0.6923
3930164,Ball Receipt*,36.59,0.6432,0.7251
3930164,Carry,36.59,0.6432,0.7251
3930164,Pass,36.58,0.6432,0.7153
3930164,Ball Receipt*,40.85,0.6285,0.6709
3930164,Carry,40.85,0.6285,0.6709
3930164,Pass,43.49,0.62,0.6553
3930164,Ball Receipt*,55.07,0.5865,0.6599
3930164,Pass,54.59,0.5878,0.6613
3930164,Pass,34.19,0.6519,0.7052
