match_id,event_type,ball_dist_m,s_r_ball,s_r_top_attacker
3930164,Pass,23.99,0.6949,0.6949
3930164,Ball Receipt*,46.97,0.6093,0.6553
3930164,Carry,46.97,0.6093,0.6553
3930164,Pass,49.64,0.6015,0.6264
3930164,Ball Receipt*,34.65,0.6503,0.6744
3930164,Carry,34.65,0.6503,0.6744
3930164,Pass,32.98,0.6565,0.6565
3930164,Ball Receipt*,26.61,0.6829,0.6829
3930164,Carry,26.61,0.6829,0.6829
3930164,Pass,31.94,0.6606,0.6651
3930164,Ball Receipt*,56.84,0.5819,0.641
3930164,Carry,56.84,0.5819,0.641
3930164,Miscontrol,56.84,0.5819,0.641
3930164,Ball Receipt*,35.88,0.6458,0.68
3930164,Carry,35.88,0.6458,0.68
3930164,Dribble,38.31,0.6372,0.6691
3930164,Carry,38.31,0.6372,0.6691
3930164,Pass,32.31,0.6592,0.6592
3930164,Ball Receipt*,36.61,0.6431,0.6496
3930164,Carry,36.61,0.6431,0.6496
3930164,Pass,39.66,0.6325,0.6521
3930164,Pass,26.74,0.6823,0.6979
3930164,Ball Receipt*,45.92,0.6125,0.6407
3930164,Carry,45.92,0.6125,0.6407
3930164,Pass,45.59,0.6135,0.6432
3930164,Ball Receipt*,29.56,0.6702,0.7115
3930164,Carry,29.56,0.6702,0.7115
3930164,Ball Receipt*,35.53,0.647,0.6721
3930164,Carry,35.53,0.647,0.6721
3930164,Pass,38.37,0.6369,0.6369
3930164,Ball Receipt*,57.81,0.5794,0.6031
3930164,Carry,57.81,0.5794,0.6031
3930164,Ball Receipt*,34.49,0.6508,0.6508
3930164,Carry,34.49,0.6508,0.6508
3930164,Pass,35.37,0.6476,0.6476
3930164,Ball Recovery,24.5,0.6925,0.7445
3930164,Carry,24.5,0.6925,0.7445
3930164,Pass,24.52,0.6924,0.7287
3930164,Pass,48.31,0.6054,0.638
3930164,Ball Receipt*,19.71,0.7166,0.7166
3930164,Carry,19.71,0.7166,0.7166
3930164,Pass,21.39,0.7077,0.7077
3930164,Ball Receipt*,28.72,0.6737,0.7113
3930164,Carry,28.72,0.6737,0.7113
3930164,Pass,32.66,0.6578,0.6755
3930164,Pass,43.73,0.6193,0.6658
3930164,Ball Receipt*,46.97,0.6093,0.6412
3930164,Carry,46.97,0.6093,0.6412
3930164,Ball Receipt*,54.09,0.5892,0.6419
3930164,Carry,54.09,0.5892,0.6419
3930164,Ball Receipt*,37.54,0.6398,0.6608
3930164,Carry,37.54,0.6398,0.6608
3930164,Pass,44.22,0.6177,0.6177
3930164,Ball Receipt*,20.36,0.7132,0.7132
3930164,Carry,20.36,0.7132,0.7132
3930164,Pass,20.92,0.7102,0.7102
3930164,Ball Receipt*,38.35,0.637,0.637
3930164,Carry,38.35,0.637,0.637
3930164,Pass,40.35,0.6302,0.6302
3930164,Ball Receipt*,49.86,0.6009,0.6235
3930164,Carry,49.86,0.6009,0.6235
3930164,Pass,48.63,0.6044,0.6351
3930164,Ball Receipt*,34.39,0.6512,0.6512
3930164,Carry,34.39,0.6512,0.6512
3930164,Pass,37.7,0.6392,0.6392
3930164,Ball Receipt*,51.06,0.5975,0.6244
3930164,Carry,51.06,0.5975,0.6244
3930164,Pass,51.28,0.5969,0.6279
3930164,Ball Receipt*,61.27,0.5707,0.6042
3930164,Carry,61.27,0.5707,0.6042
3930164,Pass,52.22,0.5943,0.6062
3930164,Pass,39.79,0.6321,0.6321
3930164,Ball Receipt*,34.62,0.6504,0.6512
3930164,Carry,34.62,0.6504,0.6512
3930164,Pass,34.62,0.6504,0.6546
3930164,Ball Receipt*,40.91,0.6283,0.6526
3930164,Pass,40.91,0.6283,0.6526
3930164,Ball Receipt*,32.15,0.6598,0.6604
3930164,Carry,32.15,0.6598,0.6604
3930164,Pass,26.95,0.6813,0.6813
3930164,Ball Receipt*,39.84,0.6319,0.6319
3930164,Carry,39.84,0.6319,0.6319
3930164,Pass,40.52,0.6296,0.6446
3930164,Pressure,51.37,0.5966,0.6711
3930164,Pressure,59.14,0.576,0.6524
3930164,Pass,35.15,0.6484,0.6725
3930164,Pass,29.84,0.669,0.6929
3930164,Ball Receipt*,27.94,0.677,0.7008
3930164,Carry,27.94,0.677,0.7008
3930164,Pass,33.54,0.6544,0.6746
3930164,Ball Receipt*,37.48,0.64,0.64
3930164,Carry,37.48,0.64,0.64
3930164,Dribble,70.53,0.5492,0.5987
3930164,Pass,32.64,0.6579,0.663
3930164,Pass,47.74,0.6071,0.6608
3930164,Ball Receipt*,39.13,0.6343,0.6928
3930164,Carry,39.13,0.6343,0.6928
3930164,Pass,41.15,0.6276,0.6709
3930164,Ball Receipt*,53.42,0.591,0.6765
3930164,Carry,53.42,0.591,0.6765
3930164,Pass,53.42,0.591,0.6765
3930164,Ball Receipt*,56.34,0.5832,0.6865
3930164,Carry,56.34,0.5832,0.6865
3930164,Pass,56.34,0.5832,0.6865
3930164,Ball Receipt*,48.65,0.6044,0.629
3930164,Carry,48.65,0.6044,0.629
3930164,Ball Recovery,36.42,0.6438,0.6875
3930164,Carry,36.42,0.6438,0.6875
3930164,Pass,26.85,0.6818,0.6896
3930164,Ball Receipt*,49.76,0.6012,0.6863
3930164,Carry,49.76,0.6012,0.6863
3930164,Pass,46.97,0.6093,0.6731
3930164,Ball Receipt*,47.3,0.6084,0.6701
3930164,Carry,47.3,0.6084,0.6701
3930164,Pass,46.77,0.6099,0.6716
3930164,Ball Receipt*,30.04,0.6682,0.6733
3930164,Carry,30.04,0.6682,0.6733
3930164,Pass,29.03,0.6724,0.6749
3930164,Ball Receipt*,36.83,0.6423,0.6561
3930164,Carry,36.83,0.6423,0.6561
3930164,Pass,41.2,0.6274,0.6408
3930164,Ball Receipt*,49.51,0.6019,0.6211
3930164,Carry,49.51,0.6019,0.6211
3930164,Pass,48.75,0.6041,0.624
3930164,Ball Receipt*,32.32,0.6591,0.6909
3930164,Carry,32.32,0.6591,0.6909
3930164,Pass,43.68,0.6194,0.6194
3930164,Ball Recovery,51.46,0.5964,0.6484
3930164,Carry,51.46,0.5964,0.6484
3930164,Dribble,53.32,0.5912,0.6408
3930164,Ball Receipt*,14.9,0.7451,0.7451
3930164,Carry,14.9,0.7451,0.7451
3930164,Pass,45.57,0.6136,0.6565
3930164,Ball Receipt*,47.78,0.6069,0.6329
3930164,Carry,47.78,0.6069,0.6329
3930164,Pass,49.66,0.6015,0.6366
3930164,Ball Receipt*,37.26,0.6408,0.6731
3930164,Carry,37.26,0.6408,0.6731
3930164,Ball Receipt*,57.74,0.5796,0.6956
3930164,Miscontrol,57.37,0.5805,0.6966
3930164,Ball Recovery,40.97,0.6282,0.6775
3930164,Pass,39.83,0.6319,0.6665
3930164,Ball Receipt*,52.53,0.5934,0.6624
3930164,Carry,52.53,0.5934,0.6624
3930164,Pass,51.45,0.5964,0.6587
3930164,Ball Receipt*,48.65,0.6044,0.6594
3930164,Carry,48.65,0.6044,0.6594
3930164,Pass,25.5,0.6878,0.6878
3930164,Ball Receipt*,9.34,0.7865,0.7865
3930164,Carry,9.34,0.7865,0.7865
3930164,Pass,10.95,0.7732,0.7732
3930164,Ball Receipt*,23.09,0.6993,0.6993
3930164,Carry,23.09,0.6993,0.6993
3930164,Ball Receipt*,22.65,0.7014,0.7037
3930164,Carry,22.65,0.7014,0.7037
3930164,Pass,27.26,0.68,0.684
3930164,Ball Receipt*,43.32,0.6206,0.6396
3930164,Carry,43.32,0.6206,0.6396
3930164,Pass,43.83,0.619,0.6392
3930164,Ball Receipt*,49.77,0.6011,0.6541
3930164,Carry,49.77,0.6011,0.6541
3930164,Dispossessed,68.95,0.5528,0.6477
3930164,Ball Receipt*,37.97,0.6383,0.6807
3930164,Carry,37.97,0.6383,0.6807
3930164,Pass,44.01,0.6184,0.6184
3930164,Ball Recovery,33.9,0.6531,0.6531
3930164,Carry,33.9,0.6531,0.6531
3930164,Pass,43.56,0.6198,0.65
3930164,Ball Receipt*,38.72,0.6357,0.6645
3930164,Carry,38.72,0.6357,0.6645
3930164,Pass,36.9,0.6421,0.6676
3930164,Pass,31.09,0.664,0.6789
3930164,Ball Receipt*,48.73,0.6042,0.6641
3930164,Carry,48.73,0.6042,0.6641
3930164,Ball Receipt*,24.47,0.6926,0.7059
3930164,Carry,24.47,0.6926,0.7059
3930164,Pass,30.54,0.6662,0.6857
3930164,Ball Receipt*,34.81,0.6497,0.6712
3930164,Carry,34.81,0.6497,0.6712
3930164,Pass,38.9,0.6351,0.6616
3930164,Dispossessed,58.88,0.5767,0.6281
3930164,Pass,49.8,0.6011,0.6215
3930164,Ball Receipt*,38.41,0.6368,0.6368
3930164,Carry,38.41,0.6368,0.6368
3930164,Pass,26.17,0.6848,0.6848
3930164,Ball Receipt*,24.65,0.6918,0.6918
3930164,Ball Receipt*,64.04,0.5641,0.6546
3930164,Carry,64.04,0.5641,0.6546
3930164,Pass,41.73,0.6257,0.6257
3930164,Pass,27.84,0.6774,0.7079
3930164,Ball Receipt*,44.73,0.6161,0.7033
3930164,Carry,44.73,0.6161,0.7033
3930164,Miscontrol,43.8,0.619,0.7054
3930164,Pressure,40.07,0.6312,0.6846
3930164,Block,40.26,0.6305,0.69
3930164,Ball Recovery,50.03,0.6004,0.6697
3930164,Carry,50.03,0.6004,0.6697
3930164,Dribble,50.44,0.5992,0.6479
3930164,Carry,50.44,0.5992,0.6479
3930164,Pass,38.45,0.6367,0.6695
3930164,Ball Recovery,48.61,0.6045,0.6386
3930164,Carry,48.61,0.6045,0.6386
3930164,Ball Receipt*,51.78,0.5955,0.6354
3930164,Carry,51.78,0.5955,0.6354
3930164,Pass,43.83,0.619,0.6392
3930164,Ball Receipt*,56.92,0.5817,0.6313
3930164,Carry,56.92,0.5817,0.6313
3930164,Pass,56.22,0.5835,0.6336
3930165,Ball Receipt*,73.08,0.5437,0.6451
3930165,Pass,39.62,0.6327,0.6525
3930165,Ball Receipt*,39.81,0.632,0.6441
3930165,Pass,39.81,0.632,0.6441
3930165,Ball Receipt*,31.04,0.6642,0.6642
3930165,Carry,31.04,0.6642,0.6642
3930165,Pass,50.04,0.6004,0.6235
3930165,Ball Receipt*,55.42,0.5856,0.6125
3930165,Pass,55.42,0.5856,0.6125
3930165,Dribble,64.43,0.5631,0.6247
3930165,Ball Receipt*,54.19,0.5889,0.6722
3930165,Carry,54.19,0.5889,0.6722
3930165,Pass,54.37,0.5884,0.6727
3930165,Ball Receipt*,54.96,0.5868,0.6682
3930165,Foul Committed,55.1,0.5865,0.6671
3930165,Pass,37.08,0.6414,0.6629
3930165,Ball Receipt*,48.88,0.6037,0.6351
3930165,Carry,48.88,0.6037,0.6351
3930165,Pass,55.92,0.5843,0.6274
3930165,Pass,34.2,0.6519,0.6519
3930165,Ball Recovery,37.99,0.6382,0.6829
3930165,Carry,37.99,0.6382,0.6829
3930165,Pass,40.16,0.6308,0.6646
3930165,Dispossessed,74.15,0.5414,0.6034
3930165,Ball Recovery,38.92,0.635,0.6781
3930165,Carry,38.92,0.635,0.6781
3930165,Pass,41.22,0.6273,0.6578
3930165,Ball Receipt*,57.31,0.5807,0.6251
3930165,Carry,57.31,0.5807,0.6251
3930165,Dribble,58.43,0.5778,0.6244
3930165,Carry,58.43,0.5778,0.6244
3930165,Pass,25.02,0.6901,0.7243
3930165,Ball Receipt*,34.78,0.6498,0.7157
3930165,Carry,34.78,0.6498,0.7157
3930165,Pass,34.78,0.6498,0.7098
3930165,Ball Receipt*,27.84,0.6775,0.7023
3930165,Carry,27.84,0.6775,0.7023
3930165,Pass,32.74,0.6575,0.6575
3930165,Ball Receipt*,38.92,0.635,0.6716
3930165,Pass,38.92,0.635,0.6716
3930165,Ball Receipt*,56.37,0.5831,0.6396
3930165,Carry,56.37,0.5831,0.6396
3930165,Pass,55.02,0.5867,0.6397
3930165,Pass,31.25,0.6633,0.6746
3930165,Ball Receipt*,35.35,0.6477,0.6822
3930165,Carry,35.35,0.6477,0.6822
3930165,Pass,36.93,0.642,0.6776
3930165,Ball Receipt*,49.87,0.6009,0.6641
3930165,Carry,49.87,0.6009,0.6641
3930165,Pass,46.31,0.6113,0.6592
3930165,Ball Receipt*,43.7,0.6194,0.6428
3930165,Pass,43.7,0.6194,0.6428
3930165,Ball Receipt*,56.76,0.5821,0.6151
3930165,Carry,56.76,0.5821,0.6151
3930165,Pass,35.87,0.6458,0.6766
3930165,Ball Receipt*,33.77,0.6535,0.6538
3930165,Pass,33.77,0.6535,0.6538
3930165,Block,53.92,0.5896,0.6571
3930165,Foul Won,67.18,0.5568,0.6565
3930165,Ball Receipt*,45.06,0.6151,0.721
3930165,Pass,34.17,0.652,0.6852
3930165,Ball Receipt*,44.39,0.6172,0.6559
3930165,Carry,44.39,0.6172,0.6559
3930165,Ball Receipt*,38.66,0.6359,0.6468
3930165,Carry,38.66,0.6359,0.6468
3930165,Pass,49.57,0.6017,0.612
3930165,Foul Won,70.77,0.5487,0.6723
3930165,Ball Receipt*,66.29,0.5588,0.6815
3930165,Pass,45.05,0.6152,0.6349
3930165,Ball Receipt*,50.03,0.6004,0.6395
3930165,Carry,50.03,0.6004,0.6395
3930165,Pass,45.13,0.6149,0.6655
3930165,Ball Receipt*,56.5,0.5828,0.5858
3930165,Carry,56.5,0.5828,0.5858
3930165,Pass,35.63,0.6466,0.6466
3930165,Ball Receipt*,34.92,0.6492,0.6567
3930165,Carry,34.92,0.6492,0.6567
3930165,Pass,31.79,0.6612,0.6623
3930165,Ball Receipt*,35.98,0.6454,0.7126
3930165,Carry,35.98,0.6454,0.7126
3930165,Pass,35.79,0.6461,0.7086
3930165,Ball Receipt*,26.65,0.6827,0.7091
3930165,Carry,26.65,0.6827,0.7091
3930165,Ball Receipt*,44.59,0.6166,0.6245
3930165,Carry,44.59,0.6166,0.6245
3930165,Pass,44.59,0.6166,0.6245
3930165,Ball Receipt*,55.34,0.5858,0.6263
3930165,Carry,55.34,0.5858,0.6263
3930165,Pass,55.22,0.5862,0.6265
3930165,Ball Receipt*,52.34,0.5939,0.6406
3930165,Carry,52.34,0.5939,0.6406
3930165,Pass,36.36,0.644,0.6898
3930165,Ball Receipt*,37.85,0.6387,0.665
3930165,Carry,37.85,0.6387,0.665
3930165,Pass,41.07,0.6278,0.6526
3930165,Interception,36.42,0.6438,0.7944
3930165,Carry,36.42,0.6438,0.7944
3930165,Pass,36.68,0.6429,0.8166
3930165,Ball Receipt*,30.21,0.6675,0.8284
3930165,Pass,31.29,0.6631,0.8147
3930165,Ball Receipt*,44.45,0.617,0.6728
3930165,Carry,44.45,0.617,0.6728
3930165,Pass,48.61,0.6045,0.6499
3930165,Ball Receipt*,41.51,0.6264,0.6517
3930165,Pass,41.51,0.6264,0.6517
3930165,Ball Receipt*,54.43,0.5883,0.6498
3930165,Carry,54.43,0.5883,0.6498
3930165,Interception,27.13,0.6805,0.6946
3930165,50/50,26.46,0.6835,0.7077
3930165,Ball Recovery,25.46,0.6881,0.7037
3930165,Carry,25.46,0.6881,0.7037
3930165,Ball Recovery,21.87,0.7053,0.7248
3930165,Carry,21.87,0.7053,0.7248
3930165,Pass,24.36,0.6931,0.7101
3930165,Ball Receipt*,32.31,0.6592,0.7058
3930165,Carry,32.31,0.6592,0.7058
3930165,Pass,24.77,0.6912,0.7087
3930165,Dribble,72.64,0.5447,0.6188
3930165,Pass,32.81,0.6572,0.6752
3930165,Ball Receipt*,11.19,0.7713,0.7713
3930165,Carry,11.19,0.7713,0.7713
3930165,Pass,32.84,0.6571,0.6735
3930165,Ball Receipt*,34.6,0.6504,0.6504
3930165,Carry,34.6,0.6504,0.6504
3930165,Ball Receipt*,44.24,0.6177,0.7233
3930165,Carry,44.24,0.6177,0.7233
3930165,Pass,48.73,0.6042,0.6883
3930165,Ball Receipt*,28.06,0.6765,0.6904
3930165,Pass,41.42,0.6267,0.6418
3930165,Ball Receipt*,51.71,0.5957,0.63
3930165,Carry,51.71,0.5957,0.63
3930165,Pass,49.71,0.6013,0.6498
3930165,Ball Receipt*,57.78,0.5795,0.6243
3930165,Pass,58.66,0.5772,0.6238
3930165,Pressure,59.09,0.5761,0.6123
3930165,Ball Receipt*,69.88,0.5507,0.657
3930165,Pass,50.96,0.5978,0.6234
3930165,Ball Receipt*,41.09,0.6278,0.6629
3930165,Carry,41.09,0.6278,0.6629
3930165,Pass,41.22,0.6273,0.6619
3930165,Ball Receipt*,43.84,0.6189,0.6626
3930165,Carry,43.84,0.6189,0.6626
3930165,Foul Won,73.86,0.5421,0.6021
3930165,Pass,23.89,0.6954,0.712
3930165,Ball Receipt*,50.41,0.5993,0.6949
3930165,Miscontrol,50.44,0.5992,0.6946
3930165,Pass,14.97,0.7447,0.8296
3930165,Dribble,72.76,0.5444,0.6098
3930165,Pass,41.91,0.6251,0.6664
3930165,Ball Receipt*,49.93,0.6007,0.6271
3930165,Carry,49.93,0.6007,0.6271
3930165,Miscontrol,49.42,0.6022,0.6892
3930165,Pass,21.71,0.7061,0.7305
3930165,Ball Receipt*,14.9,0.7451,0.7451
3930165,Carry,14.9,0.7451,0.7451
3930165,Pass,41.08,0.6278,0.6517
3930165,Ball Receipt*,44.28,0.6176,0.6576
3930165,Pass,44.25,0.6176,0.6588
3930165,Ball Receipt*,39.88,0.6318,0.6627
3930165,Carry,39.88,0.6318,0.6627
3930165,Ball Receipt*,34.0,0.6527,0.6527
3930165,Pass,34.0,0.6527,0.6527
3930165,Ball Receipt*,18.16,0.7253,0.7253
3930165,Carry,18.16,0.7253,0.7253
3930165,Pass,18.59,0.7228,0.7228
3930165,Pass,34.7,0.65,0.6881
3930165,Pass,39.33,0.6336,0.6711
3930165,Pass,47.18,0.6087,0.6698
3930165,Ball Recovery,47.98,0.6063,0.6437
3930165,Carry,47.98,0.6063,0.6437
3930165,Duel,56.65,0.5824,0.6886
3930165,Pass,34.17,0.6521,0.6787
3930165,Ball Receipt*,22.84,0.7005,0.7005
3930165,Carry,22.84,0.7005,0.7005
3930165,Pass,19.7,0.7167,0.7704
3930165,Ball Receipt*,34.91,0.6493,0.7114
3930165,Carry,34.91,0.6493,0.7114
3930165,Pass,26.16,0.6848,0.7331
3930165,Ball Receipt*,29.31,0.6712,0.7229
3930165,Carry,29.31,0.6712,0.7229
3930165,Pass,29.57,0.6702,0.7282
3930165,Ball Receipt*,56.71,0.5822,0.637
3930165,Carry,56.71,0.5822,0.637
3930165,Pass,50.45,0.5992,0.64
3930165,Ball Receipt*,30.77,0.6653,0.6786
3930165,Carry,30.77,0.6653,0.6786
3930165,Pass,33.69,0.6539,0.6955
3930165,Ball Receipt*,45.54,0.6137,0.65
3930165,Carry,45.54,0.6137,0.65
3930165,Pass,45.54,0.6137,0.65
3930165,Ball Receipt*,32.96,0.6566,0.6594
3930165,Carry,32.96,0.6566,0.6594
3930165,Pass,31.79,0.6612,0.6612
3930165,Ball Receipt*,50.53,0.599,0.6786
3930165,Carry,50.53,0.599,0.6786
3930165,Ball Recovery,45.57,0.6136,0.6589
3930165,Carry,45.57,0.6136,0.6589
3930165,Pass,45.77,0.613,0.6566
3930165,Ball Receipt*,54.57,0.5879,0.6605
3930165,Carry,54.57,0.5879,0.6605
3930165,Pass,55.16,0.5863,0.6159
3930165,Ball Receipt*,65.64,0.5603,0.7019
3930165,Ball Receipt*,60.06,0.5737,0.6208
3930165,Pass,60.06,0.5737,0.6208
3930165,Pass,49.88,0.6008,0.6365
3930165,Ball Receipt*,46.51,0.6107,0.6515
3930165,Pass,46.51,0.6107,0.6515
3930165,Pass,44.78,0.616,0.6203
3930165,Dispossessed,57.95,0.579,0.63
3930165,Ball Receipt*,72.39,0.5452,0.6538
3930165,Foul Won,73.42,0.543,0.6151
3930165,Pass,43.55,0.6198,0.6198
3930165,Ball Receipt*,29.17,0.6718,0.7214
3930165,Carry,29.17,0.6718,0.7214
3930165,Pass,30.59,0.666,0.7172
3930165,Ball Receipt*,24.23,0.6938,0.7006
3930165,Carry,24.23,0.6938,0.7006
3930165,Pass,33.43,0.6548,0.6813
3930165,Ball Receipt*,52.98,0.5922,0.6247
3930165,Carry,52.98,0.5922,0.6247
3930165,Foul Won,63.92,0.5643,0.6678
3930165,Carry,63.92,0.5643,0.6678
3930165,Ball Receipt*,19.49,0.7179,0.8165
3930165,Carry,19.49,0.7179,0.8165
3930165,Pass,23.48,0.6973,0.7437
3930165,Ball Receipt*,41.21,0.6274,0.703
3930165,Carry,41.21,0.6274,0.703
