event_id,frame,type,team,pcf_in_area,dist_to_goal_m,kept
789,63938,CHALLENGE,Home,0.5198,94.39,0
792,63994,PASS,Away,0.5051,31.51,0
793,63998,BALL LOST,Home,0.2997,94.94,0
794,64061,PASS,Away,0.6654,39.48,1
795,64205,PASS,Away,0.799,57.07,1
796,64294,BALL LOST,Away,0.4551,55.51,0
798,64324,PASS,Home,0.6571,79.94,1
799,64402,PASS,Home,0.7626,77.41,1
800,64487,BALL LOST,Home,0.4209,55.46,0
802,64567,PASS,Away,0.4076,84.55,1
803,64617,PASS,Away,0.9714,102.03,1
804,64793,PASS,Away,0.8314,57.82,1
805,64971,BALL LOST,Away,0.7074,41.05,0
806,64977,CHALLENGE,Home,0.6892,87.38,0
807,65001,CHALLENGE,Away,0.4298,20.92,0
808,65001,CHALLENGE,Home,0.3475,91.22,0
810,65001,PASS,Home,0.3475,91.22,1
811,65031,PASS,Home,0.771,84.65,1
812,65087,PASS,Home,0.2754,89.1,1
813,65130,PASS,Home,0.2785,82.53,1
814,65145,PASS,Home,0.4614,77.62,1
815,65201,PASS,Home,0.6906,74.38,1
816,65374,PASS,Home,0.5357,37.98,1
817,65408,CHALLENGE,Home,0.2542,26.72,0
818,65414,CHALLENGE,Away,0.601,83.02,0
819,65453,PASS,Home,0.2656,26.17,1
820,65505,PASS,Home,0.701,22.99,1
821,65688,BALL LOST,Home,0.4266,28.19,0
823,65722,BALL LOST,Away,0.6253,94.75,0
825,65833,PASS,Home,0.5488,59.01,1
826,65936,PASS,Home,0.5937,52.53,1
827,66162,PASS,Home,0.443,70.08,1
828,66209,BALL LOST,Home,0.3589,63.77,0
832,66702,PASS,Home,0.9047,66.02,1
833,66729,PASS,Home,0.2689,54.26,1
834,66747,CHALLENGE,Home,0.3685,50.25,0
835,66747,BALL LOST,Home,0.3685,50.25,0
836,66750,CHALLENGE,Away,0.393,71.93,0
838,66901,PASS,Away,0.8946,76.19,1
839,66958,PASS,Away,0.3746,67.8,1
840,67099,PASS,Away,0.9917,87.37,1
841,67159,BALL LOST,Away,0.295,62.57,0
843,67391,PASS,Home,0.6316,30.66,1
844,67459,PASS,Home,0.539,21.99,1
845,67502,SHOT,Home,0.4039,7.12,0
847,67514,PASS,Away,0.6541,104.98,1
848,67552,BALL LOST,Away,0.6968,96.46,0
850,67645,BALL LOST,Home,0.1839,20.51,0
852,67675,BALL LOST,Away,0.8596,94.34,0
853,67751,CHALLENGE,Away,0.4286,56.25,0
854,67752,CHALLENGE,Home,0.3584,49.86,0
856,67752,PASS,Home,0.3584,49.86,1
857,67776,PASS,Home,0.497,58.34,1
858,67883,PASS,Home,0.3748,64.06,1
859,68001,PASS,Home,0.5356,84.0,1
860,68138,BALL LOST,Home,0.8488,62.91,0
862,68200,PASS,Away,0.5919,60.8,1
863,68230,PASS,Away,0.4181,53.21,1
864,68288,PASS,Away,0.4757,54.27,1
865,68406,BALL LOST,Away,0.8377,49.79,0
867,68565,PASS,Home,0.3331,66.95,1
868,68666,PASS,Home,0.5947,75.31,1
869,68719,PASS,Home,0.324,74.79,1
870,68785,PASS,Home,0.3624,71.34,1
871,68880,BALL LOST,Home,0.8084,81.98,0
872,68920,CHALLENGE,Away,0.512,69.23,0
873,68945,CHALLENGE,Home,0.3238,42.31,0
875,69007,PASS,Away,0.4338,75.57,1
876,69030,BALL LOST,Away,0.9585,64.3,0
878,69071,PASS,Home,0.8745,54.87,1
879,69225,PASS,Home,0.5122,24.49,1
880,69260,BALL LOST,Home,0.934,23.14,0
882,69269,PASS,Away,0.8927,99.26,1
883,69357,PASS,Away,0.6298,95.41,1
884,69495,PASS,Away,0.7402,72.9,1
885,69563,PASS,Away,0.3046,58.9,1
886,69639,PASS,Away,0.4944,62.78,1
887,69687,PASS,Away,0.9074,63.27,1
890,70460,PASS,Home,0.9919,101.78,1
891,70578,BALL LOST,Home,0.8584,92.29,0
893,72135,PASS,Home,0.8497,51.94,1
894,72189,BALL LOST,Home,0.7437,64.66,0
896,72279,PASS,Away,0.6033,62.77,1
897,72315,PASS,Away,0.7531,54.4,1
898,72358,PASS,Away,0.6672,51.42,1
899,72415,BALL LOST,Away,0.3394,41.08,0
901,72465,PASS,Away,0.3759,40.84,1
902,72541,BALL LOST,Away,0.479,43.66,0
904,72602,BALL LOST,Home,0.4554,81.4,0
906,72730,CHALLENGE,Away,0.459,80.58,0
907,72734,CHALLENGE,Home,0.3174,39.35,0
908,72820,PASS,Away,0.9548,76.95,1
909,72895,PASS,Away,0.9043,70.43,1
910,73040,PASS,Away,0.3407,56.58,1
911,73135,PASS,Away,0.6556,48.53,1
912,73204,PASS,Away,0.8855,44.32,1
913,73312,PASS,Away,0.8092,35.05,1
914,73401,BALL LOST,Away,0.7008,36.78,0
918,73670,PASS,Away,0.9721,37.72,1
919,73770,PASS,Away,0.7187,44.62,1
920,73863,BALL LOST,Away,0.3779,35.55,0
924,74130,PASS,Away,0.914,46.34,1
925,74199,PASS,Away,0.848,57.69,1
926,74259,PASS,Away,0.9865,61.27,1
927,74373,PASS,Away,0.782,58.8,1
928,74530,PASS,Away,0.4453,48.75,1
929,74573,PASS,Away,0.3155,53.51,1
930,74638,PASS,Away,0.6248,64.22,1
931,74674,PASS,Away,0.435,53.07,1
932,74749,PASS,Away,0.8113,71.28,1
933,74853,PASS,Away,0.8547,57.3,1
934,74959,PASS,Away,0.6162,64.76,1
935,74979,PASS,Away,0.3515,52.99,1
936,75022,PASS,Away,0.2751,56.54,1
937,75101,PASS,Away,0.4527,53.4,1
938,75232,PASS,Away,0.3958,19.24,1
939,75262,SHOT,Away,0.2852,25.88,0
941,75343,PASS,Home,0.9518,100.71,1
942,75380,PASS,Home,0.3249,75.46,1
943,75474,PASS,Home,0.3582,65.22,1
944,75537,PASS,Home,0.4936,72.21,1
945,75598,PASS,Home,0.4156,63.79,1
946,75672,PASS,Home,0.7536,66.87,1
947,75760,PASS,Home,0.893,52.43,1
948,75859,PASS,Home,0.6777,47.66,1
949,75927,PASS,Home,0.951,48.89,1
950,75949,PASS,Home,0.4284,43.8,1
951,76055,PASS,Home,0.2916,38.89,1
952,76184,PASS,Home,0.7415,44.34,1
953,76217,PASS,Home,0.3355,41.66,1
954,76237,PASS,Home,0.4364,37.78,1
955,76292,BALL LOST,Home,0.3543,29.19,0
959,77011,PASS,Home,0.9908,33.39,1
960,77048,CHALLENGE,Home,0.2735,8.83,0
961,77048,SHOT,Home,0.2735,8.83,0
964,77581,BALL LOST,Home,0.374,56.12,0
965,77582,BALL LOST,Away,0.991,100.76,0
967,77626,BALL LOST,Away,0.5251,64.81,0
969,77927,PASS,Home,0.9846,95.64,1
970,77996,PASS,Home,0.8865,84.71,1
971,78077,PASS,Home,0.7897,93.65,1
972,78208,PASS,Home,0.7472,63.37,1
973,78265,CHALLENGE,Home,0.1852,54.24,0
974,78319,CHALLENGE,Away,0.3439,55.01,0
975,78321,CHALLENGE,Home,0.4359,52.93,0
976,78321,BALL LOST,Home,0.4359,52.93,0
978,78594,PASS,Away,0.4574,51.43,1
979,78645,PASS,Away,0.8154,55.66,1
980,78732,PASS,Away,0.8189,52.36,1
981,78797,PASS,Away,0.9701,62.84,1
982,78950,PASS,Away,0.7319,53.83,1
983,79101,PASS,Away,0.4396,53.93,1
984,79209,PASS,Away,0.7896,56.28,1
985,79224,PASS,Away,0.3739,50.6,1
988,79677,PASS,Home,0.9459,95.56,1
989,79699,PASS,Home,0.3281,86.93,1
990,79724,BALL LOST,Home,0.663,95.83,0
991,79781,CHALLENGE,Away,0.3373,44.96,0
993,79781,BALL LOST,Away,0.3373,44.96,0
995,79869,PASS,Home,0.3501,74.72,1
996,79894,PASS,Home,0.573,76.71,1
997,80000,PASS,Home,0.8634,90.65,1
998,80070,PASS,Home,0.4663,87.93,1
999,80085,CHALLENGE,Home,0.3981,83.27,0
1000,80090,CHALLENGE,Away,0.4582,34.72,0
1001,80166,PASS,Home,0.3681,70.46,1
1002,80220,CHALLENGE,Home,0.3447,49.42,0
1003,80341,PASS,Home,0.3927,26.81,1
1004,80402,BALL LOST,Home,0.2402,23.48,0
1006,80433,BALL LOST,Away,0.4951,93.44,0
1008,80543,PASS,Home,0.7702,40.26,1
1009,80631,PASS,Home,0.8389,37.29,1
1010,80703,PASS,Home,0.6583,40.97,1
1011,80771,PASS,Home,0.8839,56.88,1
1012,80857,PASS,Home,0.3121,57.5,1
1013,80917,PASS,Home,0.5323,47.76,1
1014,80972,PASS,Home,0.4093,40.49,1
1015,81122,PASS,Home,0.3322,28.05,1
1016,81194,PASS,Home,0.3221,33.8,1
1017,81262,PASS,Home,0.3045,45.88,1
1018,81327,PASS,Home,0.6897,57.39,1
1019,81424,PASS,Home,0.4074,54.64,1
1020,81459,PASS,Home,0.233,36.8,1
1021,81488,PASS,Home,0.6398,47.72,1
1022,81551,BALL LOST,Home,0.5143,29.19,0
1026,82394,PASS,Home,0.9908,33.39,1
1027,82470,PASS,Home,0.775,20.16,1
1028,82477,BALL LOST,Home,0.5529,16.42,0
1029,82522,CHALLENGE,Away,0.4228,98.98,0
1030,82526,CHALLENGE,Home,0.304,10.89,0
1032,82880,PASS,Away,0.9915,96.1,1
1033,82955,PASS,Away,0.9704,88.1,1
1034,83000,PASS,Away,0.9201,86.93,1
1035,83041,PASS,Away,0.9725,85.16,1
1036,83174,PASS,Away,0.2638,62.55,1
1037,83215,PASS,Away,0.2444,47.38,1
1038,83262,CHALLENGE,Away,0.3888,43.93,0
1039,83306,PASS,Away,0.355,43.01,1
1040,83425,PASS,Away,0.6007,37.2,1
1041,83485,PASS,Away,0.5866,39.29,1
1042,83575,PASS,Away,0.4718,38.88,1
1043,83684,PASS,Away,0.3473,41.78,1
1044,83733,PASS,Away,0.6187,55.87,1
1045,83823,PASS,Away,0.7479,51.96,1
1046,83862,PASS,Away,0.3916,33.98,1
1047,83901,PASS,Away,0.3786,36.25,1
1048,83951,BALL LOST,Away,0.6336,34.48,0
1049,83981,CHALLENGE,Home,0.5265,96.7,0
1051,83981,PASS,Home,0.5265,96.7,0
1052,83982,CHALLENGE,Away,0.2877,10.98,0
1053,84050,CHALLENGE,Away,0.4407,31.37,0
1054,84053,CHALLENGE,Home,0.3479,82.94,0
1057,84399,PASS,Home,0.9872,90.68,1
1058,84482,PASS,Home,0.7275,78.8,1
1059,84509,PASS,Home,0.2661,58.9,1
1060,84542,PASS,Home,0.2654,67.6,1
1061,84562,PASS,Home,0.3756,66.31,1
1062,84647,PASS,Home,0.5502,78.94,1
1063,84749,PASS,Home,0.9163,80.5,1
1064,84799,PASS,Home,0.8239,84.69,1
1065,84824,PASS,Home,0.527,76.48,0
1066,84920,CHALLENGE,Away,0.3357,51.0,0
1069,84924,CHALLENGE,Home,0.4506,73.08,0
1070,84924,BALL LOST,Home,0.4506,73.08,0
1072,85882,PASS,Home,0.9498,65.32,1
1073,85908,PASS,Home,0.2747,55.95,1
1074,85950,PASS,Home,0.325,65.23,1
1075,85980,BALL LOST,Home,0.5537,75.57,0
1077,86030,BALL LOST,Away,0.5958,65.18,0
1079,86061,BALL LOST,Home,0.5248,61.39,0
1081,86091,PASS,Away,0.5436,54.87,1
1082,86216,PASS,Away,0.8168,43.65,1
1083,86306,PASS,Away,0.7081,44.9,1
1084,86488,PASS,Away,0.461,36.54,1
1085,86631,PASS,Away,0.5002,37.49,1
1086,86703,PASS,Away,0.3523,35.07,1
1087,86808,BALL LOST,Away,0.7218,35.58,0
1091,87411,BALL LOST,Away,0.9917,32.24,0
1095,88792,PASS,Home,0.8947,51.94,1
1096,88820,PASS,Home,0.5441,59.67,0
1097,88886,CHALLENGE,Away,0.4327,47.94,0
1098,88912,CHALLENGE,Home,0.3193,59.42,0
1101,89270,PASS,Home,0.4487,57.3,1
1102,89349,PASS,Home,0.9581,54.52,1
1103,89486,PASS,Home,0.3186,32.38,1
1104,89622,PASS,Home,0.5095,33.77,1
1105,89691,PASS,Home,0.2889,23.35,1
1106,89726,PASS,Home,0.5204,33.77,1
1107,89802,BALL LOST,Home,0.5839,35.17,0
1109,89832,BALL LOST,Away,0.6135,97.58,0
1111,89875,PASS,Home,0.3435,27.59,1
1112,89955,PASS,Home,0.27,21.78,1
1113,89978,PASS,Home,0.2644,22.78,1
1114,90005,SHOT,Home,0.3125,15.45,0
1116,91705,PASS,Away,0.9293,53.0,1
1117,91815,PASS,Away,0.3596,57.39,1
1118,91885,PASS,Away,0.3199,62.4,1
1119,91908,BALL LOST,Away,0.3691,70.67,0
1121,91995,PASS,Home,0.32,44.94,1
1122,92072,CHALLENGE,Home,0.2107,24.62,0
1124,92073,CHALLENGE,Away,0.5944,95.2,0
1126,92578,PASS,Away,0.9914,100.71,1
1127,92648,BALL LOST,Away,0.4047,58.02,0
1129,92676,BALL LOST,Home,0.7236,64.92,0
1131,92703,BALL LOST,Away,0.3482,59.03,0
1132,92709,CHALLENGE,Home,0.5454,64.91,0
1134,92709,BALL LOST,Home,0.5454,64.91,0
1136,92749,BALL LOST,Away,0.5733,61.79,0
1137,92822,CHALLENGE,Home,0.3706,92.17,0
1139,92823,CHALLENGE,Away,0.3581,29.22,0
1140,92832,PASS,Home,0.2858,94.05,0
1141,92839,CHALLENGE,Away,0.4822,25.79,0
1142,92877,BALL LOST,Home,0.9516,101.87,0
1144,93567,BALL LOST,Home,0.9919,94.6,0
1145,93670,CHALLENGE,Home,0.4184,37.26,0
1146,93672,CHALLENGE,Away,0.3493,70.04,0
1148,93672,BALL LOST,Away,0.3493,70.04,0
1150,93716,PASS,Home,0.4379,47.13,1
1151,93775,BALL LOST,Home,0.4079,36.2,0
1153,93896,PASS,Away,0.9856,95.55,1
1154,94130,PASS,Away,0.3681,48.96,1
1155,94177,PASS,Away,0.5761,58.11,1
1156,94350,PASS,Away,0.3737,49.33,1
1157,94391,PASS,Away,0.3079,43.74,1
1158,94502,PASS,Away,0.8132,46.96,1
1159,94578,PASS,Away,0.9622,42.35,1
1160,94752,PASS,Away,0.3872,35.03,1
1161,94811,PASS,Away,0.6006,39.32,1
1162,94890,BALL LOST,Away,0.41,36.07,0
1164,94934,PASS,Home,0.5982,94.54,1
1165,95006,BALL LOST,Home,0.2925,105.49,0
1167,95165,PASS,Away,0.429,70.86,1
1168,95264,PASS,Away,0.9919,87.15,1
1169,95421,PASS,Away,0.3756,74.69,1
1170,95464,PASS,Away,0.4673,58.78,1
1171,95597,PASS,Away,0.5134,94.6,1
1172,95617,PASS,Away,0.5422,88.42,1
1173,95772,PASS,Away,0.9921,79.1,1
1174,95856,PASS,Away,0.7281,59.44,1
1175,95940,BALL LOST,Away,0.8932,41.41,0
1176,95972,CHALLENGE,Away,0.2031,13.38,0
1177,95974,CHALLENGE,Home,0.6467,95.64,0
1179,95974,PASS,Home,0.6467,95.64,1
1182,96359,PASS,Away,0.8655,49.74,1
1183,96433,CHALLENGE,Away,0.3671,45.19,0
1185,96445,CHALLENGE,Home,0.5254,66.22,0
1189,98069,BALL LOST,Home,0.992,101.78,0
1190,98139,CHALLENGE,Home,0.3245,39.93,0
1191,98140,CHALLENGE,Away,0.4211,67.28,0
1193,98140,PASS,Away,0.4211,67.28,0
1194,98195,CHALLENGE,Home,0.4366,61.85,0
1195,98198,CHALLENGE,Away,0.3394,46.19,0
1196,98198,BALL LOST,Away,0.3394,46.19,0
1198,98298,PASS,Home,0.7577,74.05,1
1199,98407,PASS,Home,0.8468,55.18,1
1200,98443,PASS,Home,0.838,55.2,1
1201,98530,PASS,Home,0.3353,57.42,1
1202,98615,PASS,Home,0.7754,42.67,1
1203,98782,BALL LOST,Home,0.4291,16.88,0
1205,98800,BALL LOST,Away,0.9766,106.08,0
1207,98931,PASS,Home,0.3996,22.17,1
1208,98958,PASS,Home,0.7582,26.95,1
1209,99005,SHOT,Home,0.2994,10.42,0
1211,99012,BALL LOST,Away,0.6995,103.89,0
1213,99032,SHOT,Home,0.4906,3.45,0
1215,100653,PASS,Away,0.9193,53.0,1
1216,100798,PASS,Away,0.3572,48.19,1
1217,100847,PASS,Away,0.5624,51.43,1
1218,100892,PASS,Away,0.5211,57.54,1
1219,100965,PASS,Away,0.9579,59.36,1
1220,101098,BALL LOST,Away,0.3608,50.91,0
1222,101128,BALL LOST,Home,0.4315,84.87,0
1224,101228,PASS,Away,0.5128,67.11,1
1225,101352,PASS,Away,0.9921,85.86,1
1226,101419,PASS,Away,0.9759,69.26,1
1227,101490,PASS,Away,0.9263,54.52,0
1228,101530,CHALLENGE,Home,0.4312,75.44,0
1229,101534,CHALLENGE,Away,0.3425,33.61,0
1232,102523,BALL LOST,Away,0.9863,35.44,0
1234,102715,PASS,Home,0.8538,93.28,1
1235,102793,PASS,Home,0.6622,65.81,1
1236,102915,BALL LOST,Home,0.7267,34.95,0
1238,102953,PASS,Away,0.3642,92.26,1
1239,102995,PASS,Away,0.5173,92.17,1
1240,103025,PASS,Away,0.9264,99.87,1
1241,103080,PASS,Away,0.452,89.79,1
1242,103169,BALL LOST,Away,0.4226,97.81,0
1244,103210,PASS,Home,0.43,44.75,0
1245,103261,CHALLENGE,Away,0.5052,82.25,0
1246,103262,CHALLENGE,Home,0.3559,40.18,0
1249,103550,PASS,Home,0.4803,38.91,1
1250,103604,PASS,Home,0.5535,41.75,1
1251,103673,PASS,Home,0.4771,48.76,1
1252,103776,PASS,Home,0.3893,54.76,0
1254,103917,PASS,Away,0.5176,90.18,0
1255,103918,BALL LOST,Home,0.2735,24.67,0
1256,103957,BALL LOST,Away,0.4997,94.7,0
1258,104039,BALL LOST,Home,0.4011,39.02,0
1260,104086,CHALLENGE,Away,0.2586,68.06,0
1261,104087,CHALLENGE,Home,0.6136,37.6,0
1262,104247,BALL LOST,Away,0.4091,26.98,0
1263,104252,CHALLENGE,Home,0.4689,84.44,0
1265,104252,PASS,Home,0.4689,84.44,1
1266,104465,PASS,Home,0.9947,101.53,1
1267,104554,PASS,Home,0.5257,76.33,1
1268,104662,PASS,Home,0.7218,60.77,1
1269,104710,PASS,Home,0.4258,58.83,1
1270,104758,CHALLENGE,Home,0.4129,64.45,0
1271,104851,PASS,Home,0.9791,69.26,1
1272,104906,PASS,Home,0.4117,63.26,1
1273,104951,PASS,Home,0.3323,50.99,1
1274,105103,PASS,Home,0.7372,52.36,1
1275,105150,PASS,Home,0.5644,53.1,1
1276,105202,PASS,Home,0.5543,45.71,1
1277,105228,PASS,Home,0.3252,51.84,1
1278,105335,PASS,Home,0.2195,62.08,1
1279,105419,PASS,Home,0.9904,73.0,1
1280,105477,PASS,Home,0.4863,75.1,1
1281,105538,CHALLENGE,Home,0.3246,79.51,0
1282,105545,CHALLENGE,Away,0.3818,43.54,0
1283,105620,BALL LOST,Home,0.2846,65.87,0
1285,105645,PASS,Away,0.6582,54.36,1
1286,105736,BALL LOST,Away,0.9775,61.17,0
1288,105794,PASS,Home,0.3278,80.56,1
1289,105840,CHALLENGE,Home,0.6531,78.69,0
1290,105840,PASS,Home,0.6531,78.69,0
1291,105842,CHALLENGE,Away,0.2124,30.73,0
1292,105869,PASS,Home,0.6731,89.97,1
1293,105943,PASS,Home,0.6564,77.57,1
1294,105987,PASS,Home,0.295,73.03,1
1295,106034,CHALLENGE,Home,0.24,72.34,0
1297,106036,CHALLENGE,Away,0.6253,35.51,0
1299,107299,PASS,Home,0.8208,74.4,1
1300,107350,PASS,Home,0.2618,65.81,1
1301,107400,PASS,Home,0.2654,64.05,1
1302,107485,PASS,Home,0.7391,81.29,1
1303,107585,PASS,Home,0.9746,77.31,1
1304,107694,BALL LOST,Home,0.4979,34.39,0
1305,107708,CHALLENGE,Away,0.4377,93.55,0
1307,107752,PASS,Away,0.573,96.67,1
1308,107787,PASS,Away,0.8906,99.34,1
1309,107805,BALL LOST,Away,0.3611,93.9,0
1311,107832,BALL LOST,Home,0.5375,44.97,0
1313,107890,BALL LOST,Away,0.3461,76.24,0
1315,107932,PASS,Home,0.4361,63.46,1
1316,107969,PASS,Home,0.3765,56.31,1
1317,108077,PASS,Home,0.4534,73.53,1
1318,108136,CHALLENGE,Home,0.2811,67.4,0
1319,108161,PASS,Home,0.3053,70.11,1
1320,108218,CHALLENGE,Home,0.3527,60.21,0
1321,108222,BALL LOST,Home,0.4261,60.52,0
1322,108227,CHALLENGE,Away,0.3757,57.69,0
1324,108232,PASS,Away,0.4109,58.35,1
1325,108253,PASS,Away,0.7899,53.64,1
1326,108326,PASS,Away,0.4019,50.01,1
1327,108488,PASS,Away,0.3838,30.87,1
1328,108611,SHOT,Away,0.4428,17.2,0
1330,108710,PASS,Home,0.7395,103.99,1
1331,108818,PASS,Home,0.6032,73.83,1
1332,109010,PASS,Home,0.4794,28.82,1
1333,109058,BALL LOST,Home,0.4254,18.54,0
1334,109083,CHALLENGE,Away,0.4632,85.93,0
1336,109085,PASS,Away,0.4537,85.93,1
1337,109124,PASS,Away,0.8298,83.31,1
1338,109194,PASS,Away,0.739,82.33,1
1339,109284,PASS,Away,0.9419,72.09,1
1340,109337,PASS,Away,0.5674,62.34,1
1341,109377,PASS,Away,0.6748,68.44,1
1342,109502,PASS,Away,0.3572,50.19,1
1343,109590,PASS,Away,0.9776,48.98,1
1344,109775,PASS,Away,0.2705,26.36,0
1345,109812,CHALLENGE,Home,0.4382,78.45,0
1347,109813,CHALLENGE,Away,0.3575,28.65,0
1348,109813,BALL LOST,Away,0.3575,28.65,0
1349,109815,PASS,Home,0.4391,78.44,0
1350,109858,CHALLENGE,Away,0.403,34.61,0
1351,109886,PASS,Home,0.4837,72.62,1
1352,110001,CHALLENGE,Home,0.3211,55.14,0
1354,110010,CHALLENGE,Away,0.4634,53.97,0
1356,113294,PASS,Home,0.9907,73.85,1
1357,113320,PASS,Home,0.4332,66.86,1
1358,113390,BALL LOST,Home,0.8792,81.72,0
1359,113447,CHALLENGE,Away,0.3867,56.32,0
1361,113448,CHALLENGE,Home,0.3421,52.18,0
1362,113452,PASS,Away,0.3975,56.46,1
1363,113498,PASS,Away,0.426,52.3,1
1364,113568,PASS,Away,0.796,69.17,1
1365,113631,PASS,Away,0.9707,69.55,1
1366,113726,PASS,Away,0.5847,55.67,1
1367,113816,BALL LOST,Away,0.9622,47.02,0
1369,113862,BALL LOST,Home,0.52,86.13,0
1371,113957,PASS,Away,0.3826,44.35,1
1372,114107,BALL LOST,Away,0.35,19.76,0
1373,114109,CHALLENGE,Home,0.4496,102.36,0
1377,114640,BALL LOST,Away,0.9921,30.17,0
1379,114676,BALL LOST,Home,0.629,99.72,0
1380,114770,CHALLENGE,Away,0.5346,27.64,0
1382,114777,PASS,Away,0.494,27.64,1
1383,114858,PASS,Away,0.9391,44.57,1
1384,114951,BALL LOST,Away,0.7898,45.57,0
1385,115012,CHALLENGE,Home,0.3082,96.52,0
1387,115016,BALL LOST,Home,0.3799,97.58,0
1389,115127,BALL LOST,Away,0.7573,28.05,0
1390,115132,CHALLENGE,Home,0.426,96.46,0
1392,115137,BALL LOST,Home,0.5027,96.46,0
1394,115258,PASS,Away,0.475,28.67,1
1395,115306,BALL LOST,Away,0.5752,28.74,0
1397,115814,BALL LOST,Home,0.9894,91.17,0
1399,115921,PASS,Away,0.6977,73.62,0
1400,115976,CHALLENGE,Home,0.4068,45.78,0
1402,115997,CHALLENGE,Away,0.298,69.38,0
1403,115997,BALL LOST,Away,0.298,69.38,0
1404,116016,PASS,Home,0.4008,52.0,1
1405,116062,PASS,Home,0.4004,53.4,1
1406,116103,PASS,Home,0.3225,39.68,1
1407,116156,PASS,Home,0.2901,44.52,1
1408,116206,PASS,Home,0.6403,52.15,1
1409,116246,PASS,Home,0.6234,46.93,1
1410,116289,PASS,Home,0.4673,51.27,1
1411,116401,BALL LOST,Home,0.3196,30.61,0
1413,116465,PASS,Away,0.5375,66.07,0
1414,116601,CHALLENGE,Home,0.6048,78.45,0
1416,116603,PASS,Home,0.6181,79.51,0
1417,116614,CHALLENGE,Away,0.24,25.45,0
1418,116614,BALL LOST,Away,0.24,25.45,0
1419,116648,PASS,Home,0.4699,78.49,1
1420,116832,PASS,Home,0.5152,57.09,1
1421,116875,PASS,Home,0.8633,60.53,1
1422,116915,PASS,Home,0.6192,63.22,1
1423,116945,PASS,Home,0.4267,59.73,1
1424,116995,PASS,Home,0.3565,65.98,1
1425,117030,PASS,Home,0.587,76.57,1
1426,117082,PASS,Home,0.758,84.84,1
1427,117240,PASS,Home,0.9491,86.19,1
1428,117274,PASS,Home,0.3201,62.59,1
1429,117354,PASS,Home,0.2918,61.93,1
1430,117385,PASS,Home,0.6759,71.54,1
1431,117480,PASS,Home,0.9655,77.63,1
1432,117545,PASS,Home,0.9822,83.75,1
1433,117633,PASS,Home,0.7499,78.53,1
1434,117686,PASS,Home,0.4778,74.03,1
1435,117754,PASS,Home,0.5449,80.8,1
1436,117826,PASS,Home,0.9805,92.38,1
1437,117984,PASS,Home,0.9335,73.27,1
1438,118033,PASS,Home,0.5334,56.59,1
1439,118084,PASS,Home,0.8916,45.39,1
1440,118124,PASS,Home,0.9909,49.64,1
1441,118223,BALL LOST,Home,0.9001,26.95,0
1443,118242,BALL LOST,Away,0.6282,90.68,0
1445,118322,PASS,Home,0.6507,33.09,1
1446,118372,PASS,Home,0.5965,32.97,1
1447,118436,PASS,Home,0.4261,45.15,1
1448,118509,BALL LOST,Home,0.4757,45.98,0
1449,118532,CHALLENGE,Away,0.4594,72.63,0
1451,118593,BALL LOST,Away,0.5132,73.38,0
1452,118628,CHALLENGE,Home,0.5948,56.44,0
1454,118634,PASS,Home,0.5942,57.38,1
1455,118676,PASS,Home,0.4338,61.79,1
1456,118721,PASS,Home,0.3485,56.58,1
1457,118799,PASS,Home,0.6578,50.88,1
1458,118911,SHOT,Home,0.4732,15.45,0
1460,119733,PASS,Away,0.9925,101.76,1
1461,119810,PASS,Away,0.9909,95.78,1
1462,119860,PASS,Away,0.3922,78.34,1
1463,119902,PASS,Away,0.6667,74.33,1
1464,120002,PASS,Away,0.399,62.21,1
1465,120073,PASS,Away,0.7852,68.25,1
1468,121704,BALL LOST,Home,0.9918,102.86,0
1470,121802,BALL LOST,Away,0.354,60.9,0
1472,121899,PASS,Home,0.541,81.62,1
1473,121953,BALL LOST,Home,0.7739,99.68,0
1474,122063,CHALLENGE,Away,0.3326,61.06,0
1476,122063,CHALLENGE,Home,0.5193,45.39,0
1477,122067,BALL LOST,Away,0.4567,60.01,0
1479,122144,CHALLENGE,Away,0.48,56.25,0
1480,122148,BALL LOST,Home,0.5558,50.12,0
1482,122240,PASS,Home,0.9031,57.54,1
1483,122282,PASS,Home,0.8745,63.12,1
1484,122308,PASS,Home,0.3385,57.28,1
1485,122337,PASS,Home,0.2155,50.12,1
1486,122384,PASS,Home,0.9872,66.41,1
1487,122474,PASS,Home,0.5025,61.79,1
1488,122539,PASS,Home,0.829,59.91,1
1489,122656,PASS,Home,0.6842,62.13,1
1490,122727,PASS,Home,0.3037,53.64,1
1491,122824,PASS,Home,0.2441,39.04,1
1492,122860,PASS,Home,0.8013,27.86,1
1493,122923,SHOT,Home,0.6463,26.51,0
1495,123070,PASS,Away,0.9914,101.94,1
1496,123136,BALL LOST,Away,0.2884,73.59,0
1498,123181,BALL LOST,Home,0.4772,50.58,0
1499,123213,CHALLENGE,Away,0.4184,75.58,0
1503,123284,PASS,Home,0.9423,51.91,1
1504,123349,PASS,Home,0.3386,41.8,1
1505,123409,PASS,Home,0.4638,46.55,1
1506,123414,PASS,Home,0.4362,52.71,1
1507,123435,PASS,Home,0.3586,54.15,1
1508,123446,PASS,Home,0.4321,56.02,1
1509,123556,PASS,Home,0.4033,78.93,1
1510,123693,PASS,Home,0.7516,91.25,1
1511,123805,PASS,Home,0.2129,67.77,1
1512,123879,BALL LOST,Home,0.323,59.92,0
