update,step,lr,sps,success,ret,len,n_eps,pg_loss,v_loss,c_loss,entropy,approx_kl,clipfrac,ev,ev_slow,ev_success,c_slow,c_team,speed,n_succ,lam0,lam_slow,lam_succ,boot
1,768,0.0003,554.1,0.0,0.604281,59.0,3,-0.007516,0.021534,0.022051,3.306663,0.004646,0.0513,0.555264,-0.281883,0.105589,0.955729,1.0,0.941099,0.0,0.322316,0.338842,0.338842,1.0
50,38400,0.0002954838709677419,547.8,0.01,0.882975,34.07,982,-0.006158,0.002838,0.001071,2.277845,0.005181,0.05777,0.887581,0.014378,-1.443106,0.233854,0.14974,2.700348,0.0,0.144116,0.075396,0.780488,1.0
100,76800,0.00029087557603686633,536.8,0.03,0.918297,29.23,2232,-0.006399,0.006642,0.000743,2.138832,0.005266,0.063354,0.798472,0.180116,-2.204472,0.255469,0.174479,2.775677,1.0,0.061742,0.015596,0.922662,1.0
150,115200,0.00028626728110599074,535.5,0.01,0.890311,39.72,3394,-0.00539,0.001583,0.001072,2.428033,0.004846,0.051849,0.93794,0.761488,-0.858271,0.409896,0.231771,2.281131,0.0,0.038314,0.007638,0.954049,1.0
200,153600,0.0002816589861751152,538.8,0.05,0.946284,51.16,4176,-0.007326,0.001968,0.001405,2.522822,0.004934,0.051208,0.944306,0.602769,-1.903974,0.544531,0.480469,1.959369,0.0,0.027262,0.004804,0.967934,1.0
250,192000,0.0002770506912442396,535.0,0.12,0.984593,94.63,4662,-0.006735,0.008423,0.003114,2.75662,0.006381,0.085693,0.635969,0.646009,-0.380047,0.816797,0.977865,1.350269,1.0,0.021597,0.003583,0.974821,1.0
300,230400,0.00027244239631336403,536.4,0.35,1.290628,97.04,5039,-0.006439,0.006019,0.002324,2.5693,0.006096,0.078217,0.802857,0.816559,0.058254,0.717318,0.768229,1.575489,5.0,0.018882,0.003072,0.978047,1.0
350,268800,0.00026783410138248845,534.3,0.24,1.107375,122.54,5364,-0.006831,0.01331,0.002437,2.712163,0.00517,0.055878,0.669387,0.833637,0.542506,0.814193,0.927083,1.326457,5.0,0.018303,0.002993,0.978704,1.0
400,307200,0.00026322580645161286,537.5,0.23,1.149765,124.28,5726,-0.008156,0.007364,0.003395,2.814286,0.006384,0.082336,0.858696,0.7408,0.73789,0.839714,0.985677,1.283014,2.0,0.016477,0.002695,0.980829,1.0
450,345600,0.0002586175115207373,538.9,0.4,1.348916,112.48,6080,-0.007647,0.018524,0.004283,2.775798,0.005791,0.071136,0.602077,0.74465,0.550429,0.825,0.981771,1.350229,2.0,0.015814,0.002612,0.981574,1.0
500,384000,0.00025400921658986174,540.5,0.51,1.506011,94.08,6459,-0.00772,0.01076,0.002889,2.699392,0.006446,0.080933,0.614297,0.799059,0.778868,0.76875,0.945312,1.479296,5.0,0.015767,0.00266,0.981573,1.0
550,422400,0.00024940092165898615,527.2,0.3,1.2699,100.1,6839,-0.007156,0.006926,0.002361,2.855505,0.005569,0.066559,0.689745,0.750966,0.643756,0.851172,0.989583,1.317469,0.0,0.016381,0.00285,0.980769,1.0
600,460800,0.00024479262672811057,527.8,0.66,1.717367,105.58,7201,-0.007879,0.011235,0.001117,2.76068,0.007312,0.104675,0.362311,0.863072,0.761764,0.706901,0.885417,1.597613,4.0,0.017162,0.003071,0.979766,1.0
650,499200,0.000240184331797235,529.0,0.49,1.516974,105.74,7543,-0.007634,0.00804,0.001639,2.748942,0.005322,0.059235,0.874228,0.902222,0.69774,0.729036,0.842448,1.493037,3.0,0.020004,0.003777,0.976219,1.0
700,537600,0.00023557603686635942,526.2,0.6,1.589348,95.74,7921,-0.008352,0.004009,0.000991,2.709626,0.005636,0.068207,0.818393,0.915755,0.8673,0.682031,0.854167,1.622119,8.0,0.02209,0.004373,0.973537,1.0
750,576000,0.00023096774193548386,524.2,0.55,1.590588,95.29,8318,-0.006975,0.017603,0.001693,2.840416,0.005203,0.057495,0.660993,0.875547,0.521067,0.785156,0.946615,1.382161,3.0,0.032375,0.007059,0.960566,1.0
800,614400,0.00022635944700460827,529.9,0.54,1.568561,101.09,8677,-0.006757,0.010074,0.001902,2.809755,0.004978,0.056244,0.701107,0.827987,0.676395,0.710938,0.854167,1.544339,6.0,0.047876,0.012037,0.940087,1.0
850,652800,0.0002217511520737327,530.5,0.53,1.526945,86.7,9063,-0.004889,0.022878,0.001459,2.75815,0.004789,0.043274,0.599276,0.823404,0.596024,0.634505,0.6875,1.725472,6.0,0.096063,0.033155,0.870782,1.0
900,691200,0.00021714285714285713,527.3,0.66,1.710982,70.52,9568,-0.007695,0.02672,0.00065,2.549333,0.004878,0.056122,0.468231,0.881249,0.486138,0.385547,0.164062,2.330505,6.0,0.225935,0.104658,0.669407,1.0
950,729600,0.00021253456221198154,523.4,0.61,1.654855,67.65,10148,-0.00532,0.035863,0.000626,2.547447,0.004499,0.045959,0.465633,0.782063,0.625302,0.3375,0.148438,2.392029,5.0,0.565741,0.06893,0.365328,0.0
1000,768000,0.00020792626728110595,527.1,0.65,1.738818,79.31,10681,-0.00771,0.020078,0.001056,2.637117,0.005434,0.058624,0.649921,0.844497,0.678686,0.473958,0.328125,2.124393,6.0,0.884458,0.03369,0.081852,0.0
1050,806400,0.00020331797235023042,526.4,0.6,1.664033,125.07,11029,-0.007327,0.002919,0.000852,2.872755,0.004746,0.049042,0.890524,0.912025,0.844364,0.685938,0.880208,1.614511,2.0,0.933905,0.031959,0.034136,0.0
1100,844800,0.0001987096774193548,524.7,0.76,1.839581,113.13,11383,-0.00552,0.011608,0.000688,2.798435,0.004794,0.04657,0.810632,0.930109,0.709225,0.569661,0.658854,1.860628,4.0,0.952071,0.027022,0.020907,0.0
1150,883200,0.00019410138248847925,528.6,0.65,1.695998,109.08,11708,-0.005613,0.019648,0.000864,2.765916,0.005163,0.058472,0.714973,0.911779,0.540618,0.614193,0.714844,1.75033,5.0,0.958222,0.027212,0.014566,0.0
1200,921600,0.0001894930875576037,525.7,0.86,1.929877,122.5,12010,-0.004951,0.008929,0.001536,2.736186,0.005687,0.066956,0.825568,0.866358,0.905525,0.54401,0.580729,1.919917,5.0,0.961448,0.027309,0.011243,0.0
1250,960000,0.00018488479262672807,526.7,0.7,1.763899,126.88,12304,-0.006805,0.007431,0.001436,2.805617,0.004365,0.041534,0.847264,0.864197,0.67537,0.690625,0.794271,1.65214,4.0,0.963777,0.027614,0.008609,0.0
1300,998400,0.00018027649769585251,527.5,0.76,1.81106,130.05,12598,-0.007425,0.0084,0.001159,2.830467,0.005159,0.058411,0.810391,0.87397,0.726056,0.641146,0.799479,1.691465,5.0,0.96738,0.025495,0.007125,0.0
1350,1036800,0.00017566820276497695,527.7,0.68,1.733726,131.73,12875,-0.005981,0.002927,0.000735,2.696055,0.004114,0.040222,0.881075,0.924287,0.939036,0.571354,0.602865,1.900733,4.0,0.969724,0.024083,0.006193,0.0
1400,1075200,0.00017105990783410134,524.9,0.59,1.603806,142.18,13151,-0.007164,0.009315,0.000672,2.746421,0.005482,0.063385,0.881079,0.943318,0.783949,0.646615,0.789062,1.699045,4.0,0.972264,0.022274,0.005463,0.0
1450,1113600,0.00016645161290322578,529.3,0.54,1.517643,122.6,13454,-0.005573,0.019132,0.001242,2.762819,0.005336,0.051697,0.494874,0.864618,0.309964,0.742839,0.93099,1.504105,1.0,0.971781,0.023231,0.004988,0.0
1500,1152000,0.00016184331797235022,526.4,0.62,1.689458,114.71,13780,-0.006232,0.004096,0.000657,2.75472,0.005074,0.062469,0.890457,0.955069,0.63855,0.638542,0.760417,1.722522,6.0,0.972614,0.022793,0.004593,0.0
1550,1190400,0.0001572350230414746,523.9,0.63,1.680829,124.19,14090,-0.006303,0.012397,0.001852,2.819029,0.004821,0.058929,0.582883,0.86265,0.776753,0.671875,0.839844,1.637166,5.0,0.970509,0.025319,0.004172,0.0
1600,1228800,0.00015262672811059907,527.2,0.55,1.523406,126.16,14385,-0.004105,0.01115,0.000811,2.797072,0.004061,0.038116,0.507705,0.906379,0.757488,0.657812,0.816406,1.698427,4.0,0.964367,0.031819,0.003815,0.0
1650,1267200,0.0001480184331797235,527.5,0.8,1.90432,129.29,14694,-0.008602,0.011231,0.001019,2.730521,0.006671,0.095093,0.757332,0.908175,0.852378,0.565885,0.652344,1.854665,5.0,0.97002,0.026444,0.003536,0.0
1700,1305600,0.00014341013824884793,525.4,0.67,1.725272,121.3,14995,-0.006632,0.013525,0.000722,2.897765,0.004886,0.057373,0.605194,0.930417,0.426772,0.698047,0.871094,1.596938,4.0,0.975675,0.021095,0.00323,0.0
1750,1344000,0.00013880184331797234,526.8,0.65,1.688453,115.49,15331,-0.005429,0.024338,0.001415,2.829535,0.003486,0.028748,0.637222,0.886633,0.55976,0.640495,0.733073,1.728754,6.0,0.977137,0.01985,0.003013,0.0
1800,1382400,0.00013419354838709675,525.1,0.6,1.633869,117.97,15666,-0.005447,0.009304,0.001082,2.895386,0.003883,0.0383,0.851431,0.878481,0.861227,0.655078,0.778646,1.700663,2.0,0.978483,0.018688,0.002828,0.0
1850,1420800,0.0001295852534562212,526.5,0.66,1.696048,108.14,15993,-0.005904,0.015523,0.001514,2.830243,0.004123,0.046417,0.617061,0.832623,0.820294,0.664974,0.759115,1.672998,4.0,0.979634,0.017658,0.002708,0.0
1900,1459200,0.0001249769585253456,528.7,0.47,1.42728,128.13,16302,-0.005604,0.016786,0.001731,2.872516,0.003778,0.040405,0.663792,0.81367,0.671572,0.667188,0.826823,1.644493,1.0,0.977796,0.019619,0.002585,0.0
1950,1497600,0.00012036866359447005,528.1,0.5,1.493684,101.28,16670,-0.006447,0.005753,0.001058,2.791374,0.004408,0.046478,0.657027,0.839252,0.925639,0.582161,0.61849,1.808949,6.0,0.978196,0.019307,0.002497,0.0
2000,1536000,0.00011576036866359445,528.1,0.55,1.575437,119.9,17027,-0.005529,0.021217,0.001386,2.813782,0.003427,0.038391,0.714808,0.84619,0.637027,0.602083,0.628906,1.810941,3.0,0.980496,0.017135,0.002369,0.0
2050,1574400,0.00011115207373271889,528.6,0.48,1.453399,85.14,17375,-0.006149,0.021739,0.001622,2.818207,0.004011,0.04245,0.446117,0.707133,0.64561,0.633333,0.727865,1.749884,3.0,0.983384,0.014351,0.002265,0.0
2100,1612800,0.00010654377880184331,529.7,0.54,1.523974,123.41,17724,-0.005318,0.008746,0.00211,2.91864,0.003795,0.032288,0.896204,0.83767,0.841162,0.765104,0.940104,1.446727,2.0,0.983972,0.013869,0.002159,0.0
2150,1651200,0.00010193548387096775,524.5,0.43,1.414131,122.63,18035,-0.00482,0.010898,0.001033,2.912132,0.004379,0.047668,0.817349,0.919973,0.740441,0.729036,0.973958,1.540526,2.0,0.97957,0.018335,0.002095,0.0
2200,1689600,9.732718894009215e-05,523.7,0.81,1.929958,124.66,18356,-0.006512,0.001484,0.000604,2.905894,0.004464,0.048737,0.932344,0.941826,0.863137,0.640885,0.761719,1.697257,4.0,0.979707,0.018303,0.00199,0.0
2250,1728000,9.271889400921658e-05,526.3,0.48,1.426869,158.48,18625,-0.005096,0.005254,0.000666,2.871346,0.003125,0.024078,0.909693,0.955409,0.866751,0.648958,0.802083,1.706052,3.0,0.979394,0.018768,0.001838,0.0
