update,step,lr,sps,success,ret,len,n_eps,pg_loss,v_loss,c_loss,entropy,approx_kl,clipfrac,ev,ev_slow,ev_success,c_slow,c_team,speed,n_succ,lam0,lam_slow,lam_succ,boot
2300,1766400,8.811059907834102e-05,527.9,0.47,1.412069,143.25,18886,-0.005031,0.008571,0.001642,2.912769,0.004086,0.047974,0.785672,0.817244,0.836843,0.67526,0.867188,1.64307,1.0,0.970665,0.027585,0.001749,0.0
2350,1804800,8.350230414746542e-05,524.2,0.81,1.906468,125.66,19191,-0.002903,0.010091,0.000692,2.807319,0.00336,0.025635,0.849213,0.930324,0.749061,0.452734,0.28776,2.12358,4.0,0.97441,0.023941,0.001649,0.0
2400,1843200,7.889400921658985e-05,527.4,0.63,1.660115,130.6,19488,-0.004282,0.029221,0.00203,2.74977,0.002767,0.020386,0.624018,0.770351,0.581137,0.543359,0.529948,1.928828,4.0,0.981593,0.016863,0.001543,0.0
2450,1881600,7.428571428571429e-05,527.0,0.5,1.491173,146.91,19797,-0.004913,0.012881,0.001164,2.947313,0.00345,0.034454,0.617751,0.934356,0.667882,0.772396,0.960938,1.423679,3.0,0.985287,0.01326,0.001453,0.0
2500,1920000,6.967741935483871e-05,528.1,0.52,1.493377,151.17,20053,-0.004379,0.019709,0.001115,2.932823,0.002002,0.016296,0.616072,0.928136,0.583319,0.673047,0.830729,1.649019,0.0,0.982676,0.015924,0.001401,0.0
2550,1958400,6.506912442396311e-05,527.5,0.71,1.784412,127.06,20338,-0.003285,0.001913,0.000605,2.865661,0.002977,0.022888,0.835297,0.962263,0.948473,0.642318,0.777344,1.674779,6.0,0.981055,0.017591,0.001354,0.0
2600,1996800,6.046082949308755e-05,526.1,0.77,1.909987,134.55,20647,-0.00379,0.004258,0.000855,2.870614,0.002805,0.02359,0.931736,0.933651,0.863595,0.632943,0.800781,1.725946,3.0,0.984944,0.013783,0.001273,0.0
2650,2035200,5.585253456221198e-05,524.6,0.83,1.917823,142.71,20919,-0.003175,0.002526,0.000651,2.925173,0.002137,0.015442,0.89086,0.962497,0.970305,0.671875,0.861979,1.659729,5.0,0.986534,0.012275,0.001191,0.0
2700,2073600,5.1244239631336414e-05,525.9,0.8,1.947383,128.05,21189,-0.00436,0.010296,0.000397,2.825232,0.001765,0.008972,0.794575,0.974962,0.652638,0.536198,0.507812,1.948385,4.0,0.986675,0.012206,0.001119,0.0
2750,2112000,4.663594470046081e-05,525.8,0.67,1.748029,148.27,21453,-0.002581,0.016216,0.000583,2.792756,0.001491,0.003021,0.799888,0.960451,0.491287,0.520833,0.502604,1.995461,2.0,0.98837,0.010566,0.001065,0.0
2800,2150400,4.2027649769585247e-05,524.8,0.78,1.873836,134.89,21754,-0.002898,0.003342,0.000852,2.862224,0.0016,0.004486,0.910165,0.926435,0.87291,0.634115,0.697917,1.756172,6.0,0.989766,0.009222,0.001012,0.0
2850,2188800,3.741935483870968e-05,526.4,0.81,1.914558,131.3,22032,-0.002819,0.009098,0.001032,2.912081,0.001508,0.004211,0.79457,0.928651,0.830857,0.66901,0.85026,1.668768,4.0,0.989093,0.009967,0.000941,0.0
2900,2227200,3.2811059907834113e-05,525.8,0.9,2.028972,132.92,22339,-0.002798,0.001344,0.00054,2.886353,0.0014,0.000946,0.972321,0.94983,0.937751,0.604427,0.6875,1.804544,7.0,0.989896,0.009229,0.000876,0.0
2950,2265600,2.8202764976958513e-05,523.9,0.72,1.788047,160.36,22610,-0.000919,0.009283,0.001787,2.943207,0.000311,0.0,0.680463,0.877336,0.912022,0.688542,0.947917,1.601853,6.0,0.990827,0.008359,0.000814,0.0
3000,2304000,2.3594470046082947e-05,526.7,0.84,1.955096,125.58,22883,-0.002465,0.000733,0.000619,2.922501,0.000901,0.00061,0.977488,0.962355,0.941721,0.678776,0.885417,1.630083,6.0,0.990231,0.008998,0.000771,0.0
3050,2342400,1.898617511520738e-05,525.6,0.75,1.846608,152.22,23157,-0.000968,0.006261,0.000573,2.975492,0.000219,0.0,0.899206,0.969749,0.839303,0.757812,0.947917,1.450687,3.0,0.989445,0.009834,0.000721,0.0
3100,2380800,1.437788018433178e-05,520.0,0.78,1.862973,128.91,23454,-0.000765,0.016723,0.00079,2.919201,0.000217,0.0,0.752914,0.944604,0.641356,0.717578,0.916667,1.556739,5.0,0.987869,0.011448,0.000683,0.0
3150,2419200,9.769585253456213e-06,521.4,0.78,1.896708,133.05,23739,-0.000783,0.001287,0.000617,2.980644,0.000125,0.0,0.963945,0.96815,0.953093,0.71224,0.925781,1.542962,6.0,0.985526,0.013826,0.000647,0.0
3200,2457600,5.1612903225806465e-06,526.2,0.87,1.98452,135.34,24022,-0.000323,0.006857,0.00161,2.969955,3.8e-05,0.0,0.763612,0.913382,0.952028,0.70026,0.871094,1.59607,6.0,0.982102,0.017284,0.000614,0.0
3250,2496000,5.5299539170508e-07,525.2,0.84,1.955982,136.71,24310,-3.1e-05,0.010267,0.000573,2.922408,0.0,0.0,0.8542,0.965816,0.77384,0.659896,0.808594,1.694029,5.0,0.975508,0.023914,0.000578,0.0
