update,step,lr,sps,success,ret,len,n_eps,pg_loss,v_loss,c_loss,entropy,approx_kl,clipfrac,ev,ev_slow,ev_success,c_slow,c_team,speed,n_succ,lam0,lam_slow,lam_succ,boot
1,768,0.0003,536.5,0.0,0.826668,47.0,7,-0.009417,0.031657,0.0318,3.307342,0.005967,0.071289,-0.242758,-0.322101,0.258913,0.967448,1.0,0.901064,0.0,0.322316,0.338842,0.338842,1.0
50,38400,0.0002954838709677419,537.2,0.06,0.980572,26.93,1278,-0.005692,0.011222,0.000715,2.100342,0.005251,0.066437,0.753349,-0.598731,-1.878333,0.184766,0.160156,3.067535,1.0,0.134901,0.106607,0.758492,1.0
100,76800,0.00029087557603686633,519.9,0.04,0.872882,24.16,2877,-0.00545,0.013909,0.000579,2.351739,0.004631,0.045654,0.777499,0.327124,-1.818812,0.292318,0.19401,2.538178,2.0,0.056157,0.020644,0.923199,1.0
150,115200,0.00028626728110599074,523.1,0.07,0.917106,56.93,4022,-0.006331,0.004733,0.002362,2.641036,0.005276,0.060303,0.849427,0.409496,-1.5563,0.654036,0.77474,1.698913,0.0,0.035333,0.010716,0.95395,1.0
200,153600,0.0002816589861751152,529.3,0.02,0.888887,87.56,4562,-0.00883,0.003459,0.003257,2.576226,0.005892,0.075378,0.842297,0.623192,-0.524534,0.779948,0.927083,1.488871,0.0,0.026014,0.007617,0.966369,1.0
250,192000,0.0002770506912442396,531.0,0.05,0.920339,63.07,5064,-0.005138,0.006315,0.004256,2.582452,0.005407,0.063843,0.839816,0.319743,-0.226299,0.797786,0.894531,1.355686,1.0,0.019848,0.005749,0.974403,1.0
300,230400,0.00027244239631336403,528.7,0.1,0.980857,49.3,5644,-0.007743,0.006692,0.003137,2.682284,0.005579,0.069153,0.802623,0.477691,0.271671,0.824349,0.91276,1.307212,0.0,0.016116,0.00473,0.979154,1.0
350,268800,0.00026783410138248845,527.6,0.06,0.897027,73.23,6154,-0.00661,0.001994,0.004183,2.774731,0.00472,0.054504,0.940085,0.205547,-0.268707,0.903385,0.986979,1.15336,0.0,0.01375,0.004149,0.982101,1.0
400,307200,0.00026322580645161286,538.1,0.14,1.044621,84.83,6655,-0.006949,0.012147,0.00283,2.631929,0.005791,0.068481,0.681515,0.651893,0.378509,0.894792,1.0,1.173627,2.0,0.011975,0.003726,0.9843,1.0
450,345600,0.0002586175115207373,534.1,0.37,1.318061,93.46,7097,-0.007988,0.015199,0.003938,2.562617,0.005579,0.068451,0.759318,0.519343,0.679076,0.853906,0.997396,1.255511,4.0,0.011387,0.003749,0.984864,1.0
500,384000,0.00025400921658986174,537.0,0.46,1.454842,91.08,7493,-0.00507,0.005708,0.002482,2.658216,0.004245,0.039978,0.845282,0.677001,0.834911,0.836589,0.951823,1.336376,4.0,0.011813,0.00422,0.983967,1.0
550,422400,0.00024940092165898615,537.5,0.42,1.388707,112.91,7881,-0.006054,0.01328,0.003394,2.685653,0.004249,0.045105,0.750838,0.720981,0.869364,0.83125,0.986979,1.315369,3.0,0.012749,0.005115,0.982136,1.0
