param,mean,sd,lo,hi
centroid_x,66.21465665550053,6.79480403016012,57.36914951454799,79.21640908508033
centroid_y,34.149193021982,7.3429106667448405,20.532418689516682,45.10851194995731
spread_x,11.808041641200688,2.4247282860196404,7.957399233540951,15.877352004345976
spread_y,16.23266558102739,3.840844894038771,9.150026452317746,21.363417650777475
backline_gap,2.638220338352426,2.9499515398836706,-2.5447881511818418,6.982566590020468
spread_corr,0.6244970336403385,0.0,-1.0,1.0
