update,step,lr,sps,success,ret,len,n_eps,pg_loss,v_loss,c_loss,entropy,approx_kl,clipfrac,ev,ev_slow,ev_crowd_disc,ev_success,c_slow,c_crowd,c_team,speed,n_succ,lam0,lam_slow,lam_crowd,lam_succ,boot
1,768,0.0003,537.7,0.0,0.856716,35.0,5,-0.009037,0.026425,0.029923,3.303776,0.006219,0.086212,0.115596,-0.210906,-0.226274,0.072886,1.0,0.0,1.0,0.919259,0.0,0.244344,0.256872,0.241913,0.256872,1.0
50,38400,0.0002954838709677419,517.7,0.04,0.953829,36.36,795,-0.006213,0.009674,0.003615,3.029968,0.005455,0.056976,0.803886,-0.215095,-1.563238,-2.046717,0.971354,0.0,0.971354,1.334061,1.0,0.116532,0.381844,0.03627,0.465353,1.0
100,76800,0.00029087557603686633,510.4,0.04,0.920415,45.83,1776,-0.008111,0.004678,0.00498,3.00371,0.005725,0.07196,0.870873,0.039062,-1.659361,-1.768859,0.960938,0.0,0.960938,1.344073,0.0,0.062402,0.196699,0.012076,0.728823,1.0
150,115200,0.00028626728110599074,512.5,0.07,0.944246,49.7,2608,-0.008006,0.004471,0.004249,2.935805,0.005768,0.06546,0.83344,0.364734,-0.53362,-0.984015,0.990885,0.013021,0.990885,1.284177,0.0,0.03386,0.069137,0.005228,0.891775,1.0
200,153600,0.0002816589861751152,513.3,0.03,0.925505,65.23,3335,-0.007793,0.00748,0.003371,2.938346,0.005943,0.074066,0.79832,0.196488,-1.217086,-0.167148,1.0,0.0,1.0,1.209635,1.0,0.021826,0.035517,0.002966,0.939691,1.0
250,192000,0.0002770506912442396,506.5,0.04,0.861384,78.9,3934,-0.006705,0.002957,0.004479,2.861596,0.005561,0.06839,0.902321,0.184942,-0.428527,-0.333476,0.988281,0.0,0.988281,1.176762,0.0,0.015595,0.021869,0.001942,0.960595,1.0
300,230400,0.00027244239631336403,509.6,0.04,0.848085,54.48,4558,-0.007167,0.005159,0.00653,2.642149,0.006592,0.087555,0.872912,0.231036,-0.968193,-0.517451,0.903646,0.0,0.903646,1.426949,1.0,0.011639,0.014045,0.001357,0.97296,1.0
350,268800,0.00026783410138248845,508.1,0.03,0.889904,61.76,5216,-0.006472,0.008396,0.005937,2.641061,0.005213,0.063843,0.804855,0.173044,-1.108876,0.029484,0.959635,0.0,0.959635,1.380351,1.0,0.008999,0.009251,0.000996,0.980754,1.0
400,307200,0.00026322580645161286,508.8,0.08,0.918189,57.9,5853,-0.007798,0.002772,0.00507,2.672175,0.005475,0.068451,0.906711,0.128122,0.404732,0.142369,0.990885,0.0,0.990885,1.14198,0.0,0.007333,0.00677,0.000778,0.985118,1.0
450,345600,0.0002586175115207373,506.2,0.05,0.892719,62.05,6504,-0.008138,0.001757,0.00378,2.730513,0.005729,0.066864,0.966087,0.595965,-0.200042,-0.078207,0.99349,0.0,0.99349,1.124485,0.0,0.006148,0.005233,0.00063,0.987989,1.0
500,384000,0.00025400921658986174,509.1,0.03,0.869082,60.7,7146,-0.006884,0.00159,0.005313,2.579981,0.006031,0.078796,0.945437,0.185288,0.188782,-0.698842,0.984375,0.0,0.984375,1.185484,0.0,0.005256,0.004193,0.000522,0.99003,1.0
550,422400,0.00024940092165898615,518.9,0.05,0.941392,48.54,7859,-0.006821,0.010584,0.003321,2.568896,0.006207,0.080017,0.789312,0.400605,-0.658534,0.336603,0.897135,0.0,0.897135,1.379105,2.0,0.004567,0.003444,0.000441,0.991549,1.0
600,460800,0.00024479262672811057,519.2,0.04,0.918369,62.35,8507,-0.008613,0.002167,0.006851,2.797531,0.006372,0.080627,0.920473,0.204568,-0.04548,-0.133228,0.96875,0.0,0.96875,1.229467,0.0,0.003989,0.002843,0.000375,0.992793,1.0
650,499200,0.000240184331797235,519.2,0.1,0.920523,78.08,9051,-0.007367,0.004369,0.005713,2.751887,0.005013,0.062225,0.908104,0.365185,-0.1137,0.700463,0.963542,0.0,0.963542,1.275225,1.0,0.003543,0.002421,0.000326,0.993709,1.0
700,537600,0.00023557603686635942,515.3,0.07,0.939587,53.25,9690,-0.0055,0.012238,0.006407,2.754674,0.006422,0.080078,0.702615,0.272629,-0.201464,0.192352,1.0,0.0,1.0,0.974951,2.0,0.003196,0.002118,0.000288,0.994398,1.0
750,576000,0.00023096774193548386,519.3,0.02,0.849078,74.46,10282,-0.007712,0.001449,0.005256,2.786135,0.005239,0.061035,0.953069,0.235911,-0.209051,-0.535672,1.0,0.0,1.0,0.88825,0.0,0.002899,0.001871,0.000256,0.994974,1.0
800,614400,0.00022635944700460827,515.6,0.02,0.87141,83.37,10837,-0.005517,0.008616,0.004213,2.774836,0.003903,0.039551,0.698746,0.338289,0.360557,0.190901,0.979167,0.0,0.979167,1.205901,1.0,0.002625,0.001642,0.000228,0.995506,1.0
850,652800,0.0002217511520737327,517.4,0.03,0.940072,85.93,11324,-0.007854,0.001348,0.007004,2.892162,0.005315,0.064301,0.970982,0.211451,0.342235,-0.310206,1.0,0.0,1.0,0.964982,0.0,0.002398,0.001463,0.000204,0.995935,1.0
900,691200,0.00021714285714285713,516.7,0.04,0.868171,93.34,11801,-0.004621,0.012628,0.007073,2.87479,0.00458,0.046326,0.714992,0.362094,-1.119625,0.235486,0.996094,0.0,0.996094,0.756927,2.0,0.002201,0.001312,0.000185,0.996302,1.0
950,729600,0.00021253456221198154,519.8,0.1,0.990835,61.02,12277,-0.008825,0.003422,0.005635,2.79568,0.006868,0.084717,0.920426,-0.012692,0.051915,0.397758,0.976562,0.0,0.976562,1.052965,0.0,0.002029,0.001183,0.000168,0.99662,1.0
1000,768000,0.00020792626728110595,521.5,0.15,1.068342,70.19,12845,-0.006181,0.009614,0.004549,2.667681,0.004744,0.049042,0.80454,0.376637,0.094659,0.592931,0.959635,0.0,0.959635,1.21184,2.0,0.001877,0.001066,0.000153,0.996903,1.0
1050,806400,0.00020331797235023042,520.9,0.08,0.933212,78.98,13310,-0.006147,0.008001,0.006581,2.786501,0.004111,0.043671,0.8058,0.008191,0.398175,0.338808,0.901042,0.014323,0.901042,1.136181,1.0,0.001766,0.000991,0.000142,0.997101,1.0
1100,844800,0.0001987096774193548,520.1,0.06,0.903622,70.6,13810,-0.006206,0.010044,0.007033,2.871186,0.004912,0.055023,0.721553,0.264398,0.258037,0.00034,0.99349,0.003906,0.99349,1.121166,1.0,0.001655,0.000916,0.000131,0.997298,1.0
1150,883200,0.00019410138248847925,515.1,0.18,1.092831,75.85,14342,-0.007104,0.007951,0.005514,2.773917,0.005076,0.058807,0.81478,0.333748,0.658079,-0.065159,0.983073,0.014323,0.983073,1.182929,0.0,0.001568,0.000863,0.000123,0.997446,1.0
1200,921600,0.0001894930875576037,512.1,0.33,1.26894,67.11,14921,-0.00666,0.016263,0.004151,2.796469,0.004774,0.055145,0.592603,0.548302,0.442743,0.687512,0.925781,0.085938,0.925781,1.3757,3.0,0.001515,0.000837,0.000118,0.997531,1.0
1250,960000,0.00018488479262672807,513.3,0.49,1.498784,73.84,15496,-0.006775,0.01224,0.003865,2.717689,0.005754,0.069427,0.731405,0.629908,0.477314,0.743022,0.891927,0.039062,0.891927,1.486335,6.0,0.001476,0.00082,0.000114,0.99759,1.0
