update,step,lr,sps,success,ret,len,n_eps,pg_loss,v_loss,c_loss,entropy,approx_kl,clipfrac,ev,ev_slow,ev_crowd_disc,ev_success,c_slow,c_crowd,c_team,speed,n_succ,lam0,lam_slow,lam_crowd,lam_succ,boot
1,768,0.0003,527.6,0.0,0.856716,35.0,5,-0.008964,0.026443,0.029799,3.303744,0.006257,0.0867,0.115596,-0.215067,-0.226274,0.072886,0.963932,0.0,1.0,0.919259,0.0,0.244344,0.256872,0.241913,0.256872,1.0
50,38400,0.00029774193548387094,516.8,0.08,0.962512,22.95,1268,-0.005242,0.014787,0.000985,2.034845,0.006072,0.054626,0.657189,-0.826639,-2.457789,-1.895286,0.169661,0.003906,0.135417,2.999522,2.0,0.141723,0.065079,0.049224,0.743974,1.0
100,76800,0.0002954377880184332,498.2,0.06,0.902156,27.7,2727,-0.006619,0.009432,0.00114,2.641682,0.005675,0.066132,0.793013,0.432887,-1.679663,-0.994694,0.433594,0.0,0.36849,2.115094,1.0,0.06354,0.014522,0.011241,0.910697,1.0
150,115200,0.00029313364055299536,501.0,0.02,0.836037,61.1,3529,-0.006989,0.003252,0.003859,2.951784,0.005787,0.063995,0.907419,0.433013,-1.945848,-1.814247,0.812891,0.0,0.9375,1.332434,0.0,0.041024,0.00805,0.005308,0.945618,1.0
200,153600,0.00029082949308755754,504.0,0.04,0.93544,59.74,4141,-0.009036,0.00619,0.002099,2.812734,0.006973,0.093353,0.874727,0.441886,-1.252545,-0.554837,0.759635,0.0,0.933594,1.51924,1.0,0.029077,0.005321,0.003065,0.962537,1.0
250,192000,0.00028852534562211977,502.6,0.02,0.877641,45.34,4888,-0.008319,0.002037,0.002615,2.732193,0.005695,0.069885,0.945902,0.261836,-1.022831,-0.910736,0.759245,0.001302,0.951823,1.481923,0.0,0.021793,0.003745,0.001992,0.97247,1.0
300,230400,0.000286221198156682,497.3,0.03,0.87176,47.94,5766,-0.007163,0.001263,0.003074,2.726003,0.005796,0.069,0.968037,0.433607,-1.086093,-0.901672,0.773177,0.0,0.932292,1.434273,0.0,0.016879,0.002748,0.001381,0.978992,1.0
350,268800,0.00028391705069124424,503.0,0.09,0.963945,48.2,6544,-0.007573,0.002431,0.0037,2.677747,0.005012,0.055695,0.926561,0.426956,-0.446099,-1.493836,0.792969,0.0,0.94401,1.376957,0.0,0.013651,0.002137,0.001026,0.983186,1.0
400,307200,0.0002816129032258064,499.9,0.06,0.949767,60.89,7334,-0.008339,0.004254,0.002282,2.739446,0.006791,0.093231,0.859638,0.660444,0.045458,-0.002274,0.885938,0.0,0.992188,1.129987,1.0,0.011581,0.001762,0.000817,0.985839,1.0
450,345600,0.00027930875576036865,498.8,0.12,1.025804,45.4,8102,-0.006906,0.017845,0.003958,2.708509,0.005573,0.066895,0.582356,0.548831,-0.437088,-0.04916,0.907682,0.0,0.988281,1.116789,4.0,0.01006,0.001507,0.000673,0.98776,1.0
500,384000,0.0002770046082949309,496.0,0.12,1.01782,49.35,8879,-0.007112,0.01589,0.00367,2.66877,0.005609,0.064209,0.720909,0.305877,-0.359501,0.370277,0.899219,0.0,0.988281,1.094877,3.0,0.008886,0.001317,0.000568,0.989229,1.0
550,422400,0.00027470046082949306,496.8,0.08,0.988115,44.19,9614,-0.009258,0.005655,0.004567,2.624915,0.008268,0.11853,0.83459,0.101385,0.059709,0.228214,0.938281,0.0,0.988281,0.929535,0.0,0.007875,0.001156,0.000483,0.990487,1.0
600,460800,0.00027239631336405524,499.2,0.05,0.913148,66.76,10259,-0.006735,0.004898,0.004146,2.622924,0.004888,0.054962,0.85296,0.371446,0.116231,0.271997,0.930339,0.013021,0.99349,0.974858,1.0,0.006978,0.001014,0.000411,0.991598,1.0
650,499200,0.0002700921658986175,500.9,0.11,1.014882,67.58,10844,-0.006047,0.020788,0.004082,2.605343,0.005839,0.077515,0.558904,0.365861,-1.080135,0.032634,0.942187,0.0,1.0,0.975173,3.0,0.006215,0.000893,0.000353,0.992539,1.0
700,537600,0.0002677880184331797,499.9,0.09,0.991091,49.81,11523,-0.00686,0.00858,0.004946,2.539098,0.005241,0.06073,0.799908,0.221228,0.00467,0.428661,0.941146,0.045573,1.0,0.904125,1.0,0.005598,0.000798,0.000307,0.993297,1.0
750,576000,0.00026548387096774194,504.0,0.12,0.974231,52.88,12154,-0.007051,0.02953,0.004486,2.529808,0.005435,0.063232,0.408719,0.289065,-0.495251,0.044966,0.876172,0.0,0.989583,1.135796,4.0,0.00511,0.000724,0.000273,0.993894,1.0
800,614400,0.0002631797235023041,508.6,0.13,1.090161,56.79,12825,-0.007805,0.016832,0.003996,2.605093,0.005777,0.069427,0.784403,0.507236,-0.722215,0.144521,0.867188,0.0,0.985677,1.113659,2.0,0.004702,0.00066,0.000245,0.994392,1.0
850,652800,0.0002608755760368663,511.9,0.12,0.997448,83.75,13381,-0.005912,0.011431,0.006035,2.654989,0.005474,0.061218,0.806294,0.283504,-0.759515,0.478021,0.943229,0.0,1.0,0.818524,2.0,0.004331,0.000604,0.00022,0.994844,1.0
900,691200,0.00025857142857142854,511.1,0.1,0.975243,79.6,13845,-0.007105,0.010084,0.002782,2.737349,0.005956,0.069702,0.836893,0.769412,-0.376665,0.064992,0.932552,0.0,0.997396,0.958336,1.0,0.004027,0.000559,0.000201,0.995213,1.0
950,729600,0.00025626728110599077,512.2,0.1,0.955514,74.23,14355,-0.00672,0.006427,0.00554,2.659187,0.00575,0.070862,0.873471,0.159231,-0.126578,-0.05255,0.961458,0.0,1.0,0.849027,2.0,0.003759,0.000521,0.000183,0.995537,1.0
