update,step,lr,sps,success,ret,len,n_eps,pg_loss,v_loss,c_loss,entropy,approx_kl,clipfrac,ev,ev_slow,ev_crowd_disc,ev_success,c_slow,c_crowd,c_team,speed,n_succ,lam0,lam_slow,lam_crowd,lam_succ,boot
1,768,0.0003,502.9,0.0,0.856716,35.0,5,-0.008964,0.026443,0.029799,3.303744,0.006257,0.0867,0.115596,-0.215067,-0.226274,0.072886,0.963932,0.0,1.0,0.919259,0.0,0.244344,0.256872,0.241913,0.256872,1.0
50,38400,0.0002954838709677419,524.5,0.06,0.951351,24.41,1154,-0.005097,0.006318,0.001182,2.223855,0.005464,0.059906,0.840537,0.169714,-1.843622,-2.15535,0.260156,0.003906,0.170573,2.618561,0.0,0.13873,0.072526,0.045243,0.743501,1.0
100,76800,0.00029087557603686633,510.0,0.05,0.915295,29.06,2603,-0.006009,0.010368,0.002005,2.458658,0.005766,0.070496,0.793887,0.470315,-1.157207,-1.284561,0.538542,0.0,0.485677,1.984322,1.0,0.058342,0.013407,0.010387,0.917864,1.0
150,115200,0.00028626728110599074,507.2,0.05,0.91481,40.3,3480,-0.005292,0.009527,0.002544,2.550318,0.004329,0.042725,0.830112,0.251211,-1.417889,-1.607733,0.731641,0.001302,0.815104,1.590801,2.0,0.037252,0.007088,0.005073,0.950588,1.0
200,153600,0.0002816589861751152,498.5,0.06,0.937685,58.23,4245,-0.008154,0.004434,0.002418,2.693909,0.006851,0.091919,0.81054,0.468359,-1.057068,-0.888717,0.714714,0.0,0.733073,1.680194,0.0,0.026588,0.004599,0.003043,0.96577,1.0
250,192000,0.0002770506912442396,497.8,0.01,0.881297,54.14,4963,-0.006143,0.001863,0.002553,2.680955,0.005222,0.055817,0.939696,0.31869,-0.385713,-0.651054,0.776042,0.0,0.888021,1.470013,0.0,0.020314,0.003306,0.002054,0.974326,1.0
300,230400,0.00027244239631336403,499.3,0.06,0.948248,60.67,5654,-0.008158,0.002901,0.003619,2.723814,0.005325,0.062897,0.894637,0.378464,-0.315256,-0.680807,0.777604,0.0,0.858073,1.425812,0.0,0.015888,0.002446,0.001454,0.980211,1.0
350,268800,0.00026783410138248845,494.4,0.07,0.904767,77.31,6235,-0.007571,0.002373,0.002561,2.788422,0.005728,0.072723,0.931991,0.718453,0.4249,-0.037914,0.883984,0.0,0.998698,1.180363,0.0,0.012947,0.001922,0.001095,0.984036,1.0
400,307200,0.00026322580645161286,495.3,0.19,1.117174,86.2,6727,-0.006613,0.009624,0.003708,2.743925,0.005142,0.056671,0.750839,0.511501,0.15487,0.181167,0.804427,0.010417,0.977865,1.363538,1.0,0.011273,0.001639,0.000903,0.986185,1.0
450,345600,0.0002586175115207373,497.8,0.3,1.249725,76.88,7172,-0.009012,0.016165,0.002708,2.626888,0.00613,0.082001,0.728575,0.605907,0.151067,0.453052,0.727083,0.052083,0.861979,1.543504,4.0,0.010127,0.001443,0.000779,0.98765,1.0
500,384000,0.00025400921658986174,403.1,0.46,1.465968,99.07,7584,-0.006686,0.028662,0.001247,2.779426,0.005683,0.067047,0.387482,0.89375,0.596742,0.632048,0.639974,0.095052,0.783854,1.717672,4.0,0.009718,0.00137,0.000734,0.988178,1.0
550,422400,0.00024940092165898615,382.2,0.43,1.432035,74.19,8076,-0.006351,0.011554,0.001982,2.86328,0.005101,0.056824,0.191324,0.814059,0.456751,0.658022,0.779427,0.078125,0.97526,1.440227,5.0,0.010185,0.001437,0.000776,0.987602,1.0
600,460800,0.00024479262672811057,487.8,0.53,1.556161,82.23,8539,-0.010622,0.013486,0.001634,2.77302,0.008176,0.125336,0.168426,0.742677,0.466314,0.732102,0.714323,0.050781,0.90625,1.587752,5.0,0.010457,0.001483,0.000798,0.987262,1.0
650,499200,0.000240184331797235,503.1,0.64,1.672615,85.63,9014,-0.007536,0.009703,0.001697,2.775469,0.006091,0.077454,0.557075,0.745038,0.424258,0.810042,0.69362,0.076823,0.888021,1.614797,7.0,0.011188,0.001603,0.000864,0.986345,1.0
700,537600,0.00023557603686635942,499.8,0.48,1.498614,94.21,9420,-0.008636,0.007737,0.001745,2.824311,0.005771,0.068268,0.673696,0.791637,0.411937,0.766037,0.715495,0.003906,0.915365,1.571119,4.0,0.012653,0.001852,0.001001,0.984494,1.0
750,576000,0.00023096774193548386,505.6,0.44,1.412255,96.4,9801,-0.006735,0.010772,0.003952,2.940792,0.005236,0.057556,0.601851,0.676596,0.380398,0.700472,0.80599,0.08724,0.949219,1.357166,7.0,0.013294,0.001963,0.00106,0.983684,1.0
