update,step,lr,sps,success,ret,len,n_eps,pg_loss,v_loss,c_loss,entropy,approx_kl,clipfrac,ev,ev_slow,ev_success,c_slow,c_team,speed,n_succ,lam0,lam_slow,lam_succ,boot
1,768,0.0003,540.5,0.0,0.826668,47.0,7,-0.009417,0.031657,0.0318,3.307342,0.005967,0.071289,-0.242758,-0.322101,0.258913,0.967448,1.0,0.901064,0.0,0.322316,0.338842,0.338842,1.0
50,38400,0.0002954838709677419,535.2,0.03,0.92492,29.58,932,-0.005456,0.01335,0.001359,2.484026,0.004305,0.049866,0.634206,0.451945,-1.470993,0.376563,0.195312,2.448298,2.0,0.160329,0.041456,0.798216,1.0
100,76800,0.00029087557603686633,519.9,0.08,0.958226,37.65,2166,-0.007771,0.015778,0.001463,2.60464,0.005875,0.073334,0.707758,0.569108,-1.319863,0.641146,0.653646,1.791501,2.0,0.067041,0.008367,0.924592,1.0
150,115200,0.00028626728110599074,524.1,0.07,0.90952,67.92,3095,-0.005913,0.00535,0.004311,2.684977,0.005513,0.065155,0.829584,0.315161,-1.497644,0.836979,0.985677,1.229078,1.0,0.040629,0.004121,0.95525,1.0
200,153600,0.0002816589861751152,515.3,0.08,0.965827,57.52,3683,-0.007114,0.003923,0.002465,2.687773,0.00556,0.064545,0.853746,0.444427,-1.047412,0.796615,0.94401,1.375523,0.0,0.028354,0.002668,0.968978,1.0
250,192000,0.0002770506912442396,526.0,0.19,1.096293,64.56,4342,-0.006757,0.021342,0.004048,2.638692,0.004465,0.049072,0.54269,0.592067,0.149248,0.803125,0.919271,1.396934,6.0,0.0213,0.00189,0.97681,1.0
300,230400,0.00027244239631336403,525.3,0.13,1.017216,66.31,4917,-0.006064,0.010591,0.004642,2.690262,0.005715,0.069122,0.749778,0.230653,-0.530442,0.857292,0.997396,1.228108,1.0,0.017244,0.001481,0.981275,1.0
350,268800,0.00026783410138248845,527.7,0.15,1.01938,81.19,5427,-0.005993,0.008182,0.00267,2.660891,0.005432,0.072449,0.839552,0.518333,0.251692,0.874349,0.981771,1.172462,1.0,0.014385,0.001208,0.984406,1.0
400,307200,0.00026322580645161286,522.0,0.17,1.036719,88.6,5884,-0.006541,0.006595,0.002855,2.667458,0.00472,0.053589,0.814638,0.517554,0.227284,0.92513,1.0,1.03185,1.0,0.012723,0.001058,0.986219,1.0
450,345600,0.0002586175115207373,522.1,0.38,1.336576,81.36,6362,-0.006783,0.013823,0.004356,2.671673,0.005211,0.058197,0.64929,0.54208,0.810071,0.822526,0.953125,1.370497,5.0,0.011465,0.000949,0.987586,1.0
500,384000,0.00025400921658986174,520.3,0.46,1.420014,89.62,6786,-0.007089,0.020178,0.003111,2.656049,0.005034,0.063721,0.711345,0.649266,0.374647,0.835286,0.958333,1.287355,4.0,0.011496,0.000961,0.987543,1.0
550,422400,0.00024940092165898615,522.7,0.5,1.481048,95.43,7202,-0.00845,0.011991,0.001574,2.794612,0.006568,0.080414,0.779893,0.889884,0.649806,0.808854,0.981771,1.341407,3.0,0.012439,0.001064,0.986497,1.0
600,460800,0.00024479262672811057,523.8,0.49,1.472667,91.48,7599,-0.008141,0.014954,0.002568,2.787385,0.005933,0.071259,0.582142,0.701903,0.755706,0.711589,0.894531,1.512322,5.0,0.013136,0.001142,0.985722,1.0
650,499200,0.000240184331797235,524.0,0.58,1.523757,99.95,8013,-0.007128,0.008859,0.001082,2.805512,0.006347,0.079254,0.728763,0.878371,0.709392,0.797005,0.981771,1.3785,4.0,0.014515,0.00129,0.984195,1.0
700,537600,0.00023557603686635942,523.4,0.47,1.503978,93.47,8457,-0.007548,0.020922,0.002226,2.818703,0.005511,0.069611,0.437826,0.699134,0.659521,0.791016,0.983073,1.388345,4.0,0.016584,0.001517,0.981899,1.0
750,576000,0.00023096774193548386,525.9,0.41,1.353636,102.62,8838,-0.006742,0.01533,0.002503,2.82324,0.005148,0.059723,0.462324,0.751436,0.460148,0.832552,0.992188,1.303331,4.0,0.018148,0.001709,0.980143,1.0
800,614400,0.00022635944700460827,525.2,0.3,1.241664,106.36,9214,-0.00807,0.00867,0.002727,2.790956,0.006425,0.082123,0.840474,0.767943,0.696447,0.891927,1.0,1.069532,1.0,0.017808,0.001712,0.98048,1.0
850,652800,0.0002217511520737327,523.4,0.5,1.499807,94.19,9660,-0.007886,0.012539,0.002716,2.731625,0.005077,0.05777,0.839855,0.676246,0.761093,0.720312,0.88151,1.506456,4.0,0.018013,0.001731,0.980256,1.0
900,691200,0.00021714285714285713,519.1,0.55,1.592918,93.6,10086,-0.005784,0.021437,0.002697,2.831446,0.005735,0.06958,0.255166,0.681674,0.570407,0.744661,0.941406,1.494993,5.0,0.02185,0.002164,0.975986,1.0
