match_id,event_id,minute,type,poss_elapsed,ball_x,ball_y,n_def,back_line_x,mid_line_x,line_sep,back_centroid_y,mid_centroid_y,back_width,mid_width,back_x_scatter,mid_x_scatter,back_gap_min,back_gap_max,mid_gap_min,highest_att_x,n_att,att_line_x,att_centroid_x,att_centroid_y,att_width
3930158,b5a30bf4-0579-43d0-9e97-9261bb0a472b,2,Pressure,6,37.1,64.005,8,39.14998531839689,50.35276675324777,11.202781434850884,57.673071675808444,52.40457824959926,15.202272815248563,26.311342826477045,6.337834724701855,1.4117961646719062,0.36233582260573627,8.435688641845388,8.502735736428775,10.287342203668459,11,24.710918959932027,35.07885182361932,52.45519650726755,31.84986635051999
3930158,d442c759-5110-452b-9e4e-9a8d131e1fc9,2,Pass,9,41.824999999999996,62.475,9,38.523442371315724,49.33918001775799,10.815737646442265,60.24976441114014,51.070968747326106,10.911884347411423,25.820588209642636,5.69848737920991,1.6421682408507299,1.1643904875797162,3.5682350716165203,5.37234025970443,8.852183281628252,10,23.3507422316895,32.70991944156879,51.942077010890785,33.14945784628438
3930158,bc9a25b5-b8a3-4175-a1fe-088cd7507a2b,5,Ball Receipt*,5,43.8375,11.39,10,37.72230781046577,47.49392101513567,9.771613204669897,32.17818326726142,29.093383903918124,21.304655019877615,27.78780882919184,4.600632386283818,1.992855042527932,0.5226579882993185,9.334925035388977,4.121680635595379,26.25327145872486,8,32.763081438383,40.00895401487651,29.649096601822343,33.233723833955175
3930158,c974af67-4cef-44f0-a6c0-9b65d58befd5,5,Pass,5,43.8375,11.39,10,37.72230781046577,47.49392101513567,9.771613204669897,32.17818326726142,29.093383903918124,21.304655019877615,27.78780882919184,4.600632386283818,1.992855042527932,0.5226579882993185,9.334925035388977,4.121680635595379,26.25327145872486,8,32.763081438383,40.00895401487651,29.649096601822343,33.233723833955175
3930158,c5679fc8-3575-466e-affc-6b548a3897d8,6,Ball Receipt*,18,44.5375,61.029999999999994,9,46.19153082507856,57.21268929035776,11.0211584652792,44.36246392847545,47.24676776794235,27.352537501266887,25.907431855041644,3.783405032119344,2.119479302375189,3.6866935420055853,13.143273948200296,4.5399959921036555,30.981855680482735,9,38.32030975005055,46.38973227417877,42.43667587603119,50.38498740286875
3930158,ce2d0221-ed72-411d-a604-3e848f66a285,6,Pass,18,43.8375,65.02499999999999,9,46.19153082507856,57.21268929035776,11.0211584652792,44.36246392847545,47.24676776794235,27.352537501266887,25.907431855041644,3.783405032119344,2.119479302375189,3.6866935420055853,13.143273948200296,4.5399959921036555,30.981855680482735,9,38.32030975005055,46.38973227417877,42.43667587603119,50.38498740286875
3930158,fd903042-962d-482e-8873-a55e21f9b119,7,Ball Receipt*,5,30.800000000000004,58.565000000000005,9,29.769924480980325,41.70711012835166,11.937185647371333,40.102781937225245,41.71978944426559,30.963204241633157,27.365754767616927,3.5514560260149617,3.0925809709497094,4.515305843194625,10.052213514361902,6.025742842796703,20.159804950720677,10,21.70765136869168,30.19158572616023,37.97956771842515,34.13234991221549
3930158,b3ed7d3b-658a-48f9-8abc-ade1a3481af2,7,Carry,5,30.800000000000004,58.565000000000005,9,29.769924480980325,41.70711012835166,11.937185647371333,40.102781937225245,41.71978944426559,30.963204241633157,27.365754767616927,3.5514560260149617,3.0925809709497094,4.515305843194625,10.052213514361902,6.025742842796703,20.159804950720677,10,21.70765136869168,30.19158572616023,37.97956771842515,34.13234991221549
3930158,e77dea0c-31fd-4b81-a8be-07d74e7cb3f3,7,Miscontrol,6,31.0625,65.36500000000001,8,31.598164567200946,44.51037205334418,12.912207486143231,41.81960194187984,37.52666445147393,41.93639870164756,34.49624492112776,4.717123724608689,2.4651740132774114,0.49954489928441603,17.377241070581967,15.27314091179803,5.92506318437198,10,17.224600583233094,27.821799235433446,37.344305801363745,46.656016461215295
3930158,2a5a2b8e-950a-40b8-83fb-948053b9b29c,12,Dispossessed,6,54.1625,50.32,10,43.73885804859206,51.29650138149407,7.5576433329020105,18.59439628562445,16.25164204190431,26.643337106461907,3.4939774134418116,2.9194745450724118,1.6570544935935279,0.464657977855893,17.549110603081346,0.68006702908054,44.36173814583676,9,49.117292162118886,54.261730248128,18.268984590743997,33.45313070709787
3930158,7f3ffb7e-a336-4627-87a7-e5dd8012eaf5,12,Ball Receipt*,27,36.8375,53.295,9,46.01740858009047,59.114622962405434,13.097214382314966,41.7764494614226,47.98413839880511,23.002528568253737,23.334434605727196,3.713531528757006,0.6606027933068619,3.9665066872205657,6.758404533146496,5.001640547839941,34.07304622448718,10,39.143170162178784,48.62591805559509,43.53755294359187,58.870886856528955
3930158,8075d343-e74d-4a27-aa90-8394d7ca34cb,12,Carry,27,36.8375,53.295,9,46.01740858009047,59.114622962405434,13.097214382314966,41.7764494614226,47.98413839880511,23.002528568253737,23.334434605727196,3.713531528757006,0.6606027933068619,3.9665066872205657,6.758404533146496,5.001640547839941,34.07304622448718,10,39.143170162178784,48.62591805559509,43.53755294359187,58.870886856528955
3930158,1c8725fe-5c6f-491c-bc62-eef5fef8a702,15,Ball Receipt*,16,49.699999999999996,63.665000000000006,9,45.615930027662216,60.567240755953115,14.951310728290899,47.074039457327856,33.133855096594345,25.380375214910778,29.059403891084834,5.490364743578547,3.438184161037801,3.0028941140502994,10.995368234045607,4.426049063855949,33.967323977135145,8,40.27118672614003,48.69699015968725,35.174732252681345,54.56592895480462
3930158,11a4be87-20bd-406d-8351-536c5015ac5e,15,Carry,16,49.699999999999996,63.665000000000006,9,45.615930027662216,60.567240755953115,14.951310728290899,47.074039457327856,33.133855096594345,25.380375214910778,29.059403891084834,5.490364743578547,3.438184161037801,3.0028941140502994,10.995368234045607,4.426049063855949,33.967323977135145,8,40.27118672614003,48.69699015968725,35.174732252681345,54.56592895480462
3930158,feacfe18-ecad-42ba-94a6-e1a7b7b1fb13,15,Pass,31,54.775,4.93,8,47.08186460115644,61.25798961259787,14.176125011441428,7.034790836324956,27.91146527156774,9.140350092602052,15.675018329610332,6.800049963517463,2.9599732911844723,0.24001924073740444,7.570762232881769,1.5524929601125272,39.30333599822974,6,45.88532787976985,50.05290307214065,24.03274860254476,43.32756052992588
3930158,f0aba190-df53-4175-9a50-03d2f045ed02,18,Pass,58,41.125,35.870000000000005,10,42.387037594694306,53.74206480438547,11.355027209691166,35.82037782579421,31.045898954407882,18.133677842695594,28.79656742901369,5.470453967976131,2.723082310020308,0.8298634326564809,8.301332210549933,8.314975354927128,32.23853520931318,9,37.94582878062663,44.97847799552815,37.622573685388495,48.10449112501849
3930158,7dab682d-6b85-4191-b83b-8e542fe05654,18,Ball Receipt*,16,38.762499999999996,27.795,9,46.32384069747677,57.28653628080605,10.962695583329278,37.58926491594302,40.417086497159,29.320210420162518,23.93650207182144,2.509929295992216,0.26194248195158876,3.3938892767122155,12.851062327111833,6.111692731294632,31.74106597005691,10,36.458763469473325,44.94061557716654,37.76167776238259,54.88224962288093
3930158,80d532be-9be1-4f89-a6e3-2590e382b65e,18,Carry,16,38.762499999999996,27.795,9,46.32384069747677,57.28653628080605,10.962695583329278,37.58926491594302,40.417086497159,29.320210420162518,23.93650207182144,2.509929295992216,0.26194248195158876,3.3938892767122155,12.851062327111833,6.111692731294632,31.74106597005691,10,36.458763469473325,44.94061557716654,37.76167776238259,54.88224962288093
3930158,3f1fca39-8b4c-4a97-9c32-defa93712b17,21,Ball Receipt*,24,48.737500000000004,64.77,9,44.4296973241274,58.335368646080596,13.905671321953193,41.60653176196821,45.76984247341058,36.130485613092816,32.97986908019571,4.553964245932319,0.9468328777093931,1.4908887237085509,14.033792951019112,5.87445452525219,41.55997181103494,7,48.59234718393379,51.79915038704892,42.40071900937743,53.51353964919376
3930158,75013822-d8e9-419d-be88-93cf5f96d111,21,Carry,24,48.737500000000004,64.77,9,44.4296973241274,58.335368646080596,13.905671321953193,41.60653176196821,45.76984247341058,36.130485613092816,32.97986908019571,4.553964245932319,0.9468328777093931,1.4908887237085509,14.033792951019112,5.87445452525219,41.55997181103494,7,48.59234718393379,51.79915038704892,42.40071900937743,53.51353964919376
3930158,9636e345-e3df-42ff-aa4e-1c0e649671a4,22,Pass,7,28.875,14.45,8,38.52684909746692,53.33806354642251,14.811214448955589,28.490607269422206,35.102322027567624,37.76739014813424,29.778096131758524,5.7927730551848615,0.8677222324200937,1.342680189335148,14.569295145015545,12.892890348119806,28.875,5,34.0045924397666,35.66213097413689,28.032302154001417,57.86750485993372
3930158,90865c27-6df4-48f7-a4e7-583d8e39e6fb,23,Pass,27,37.800000000000004,39.355,8,35.084122914849715,54.43435650087173,19.350233586022014,44.01406469371547,33.870537329047885,17.16766707825429,22.80651517024933,8.484560800220734,3.6509168794235154,0.6160953545674985,11.14613980731093,6.446637289407025,22.94468095510398,8,29.768695259665957,39.01367894175149,33.77541008112861,40.18544308543092
3930158,323b0908-fdd7-4e52-864c-46a677ba0589,28,Foul Won,6,60.28750000000001,62.815000000000005,8,42.779111010843586,53.471192401764974,10.692081390921388,17.447756525902715,4.463258112513549,30.252061072989868,7.628639682679906,2.5239151619774973,3.4216402168543754,0.6283465347743702,11.887527827022275,2.6908716043830267,44.15689307264257,4,49.02484136318981,49.02484136318981,15.662032929800436,19.738379706509022
3930158,c1dc9e4a-a8f1-4fda-836b-ce8ea50b608c,33,Foul Won,33,58.97500000000001,39.779999999999994,10,31.50361129895244,42.72037245358053,11.216761154628092,32.24533970052689,26.791520727464082,27.393653834560265,11.287407296506242,1.4638354055421126,2.564467906985456,4.925851632893181,10.593320579175987,0.2209132398672864,30.49407371818355,9,34.533299285793035,42.42063208578193,31.212509808582393,41.71398244136521
3930158,5ca0a20e-4d67-4246-9357-a694da75eb59,34,Ball Receipt*,49,66.7625,65.45,8,31.942437374668476,44.60228711599465,12.659849741326173,13.270424014743645,11.6199928354847,27.62013285780093,20.297333009017787,4.265905967708398,5.41374790717756,4.359387631293268,11.762521349447116,8.536939697145696,21.652695471075116,8,25.168153982988972,30.3049099033853,14.179644462760503,39.91853002772374
3930158,d1d85997-92b5-4dc7-9cb3-c3559511ae78,34,Pass,10,35.0,39.949999999999996,8,31.421335363978226,45.76716679474507,14.345831430766847,45.01721429649937,37.99642633167082,26.135168140529487,31.83361612582245,5.074282780813546,1.2083325518671817,2.667192977558109,10.071829272639519,10.976301709334702,16.557922628471214,8,22.573397034316056,28.692564271835053,36.847824033808365,36.42850443932787
3930158,dd77862c-6aa0-449c-8450-08f97f4500c0,34,Pass,12,43.574999999999996,19.21,8,43.49228745387272,57.87053047214437,14.378243018271647,30.006621808768006,27.85006510685164,16.316685905100865,31.921724334243066,6.543850518403738,3.405489036888214,2.678048655789574,6.564627492096015,10.082441436047624,41.56804541411273,5,43.26325014293666,46.45442850834023,22.511471543078663,35.95176285746992
3930158,212e6468-a488-4591-9c05-21cf5b24656b,38,Ball Receipt*,18,63.08749999999999,36.89,8,39.59529431392407,50.53187526391407,10.936580949989995,34.632007722085845,27.285036020232695,22.525668027309248,10.357882475299018,2.7335763645506748,4.505510446598632,0.9612455620215528,9.060810385224386,4.4414561452459616,39.06280797029988,7,42.737972170576846,47.738177210880686,34.89466738924799,29.781785300141998
3930158,f11a825c-b6de-44c8-bfa5-06370d0b0e88,38,Duel,18,64.22500000000001,36.464999999999996,8,39.59529431392407,50.53187526391407,10.936580949989995,34.632007722085845,27.285036020232695,22.525668027309248,10.357882475299018,2.7335763645506748,4.505510446598632,0.9612455620215528,9.060810385224386,4.4414561452459616,39.06280797029988,7,42.737972170576846,47.738177210880686,34.89466738924799,29.781785300141998
3930158,c4d18f48-c1f5-49ec-820d-4077e6e80b6e,40,Interception,27,21.962500000000002,47.6,8,25.268263898803394,37.20423519128918,11.935971292485785,51.22410806207118,53.84475554157424,21.219501998990275,17.300295783518294,2.694418022251977,4.020139722018007,2.0889937644137717,7.955653844694297,1.8178273482366833,6.654936453841312,10,17.268752348057276,25.766843636268085,43.67902483043452,46.07650157436634
