arm,policy,duel_a,lam_max,seed,start_holder,outcome,cause,end_tick,holder_ticks,min_press_m,ball_x_max
calibrated,constrained_500k,2.38,0.57,1010,0,success,,76,28,1.484,93.667
calibrated,constrained_500k,2.38,0.57,1011,1,failure,duel,54,13,2.359,79.309
calibrated,constrained_500k,2.38,0.57,1012,2,failure,intercept,32,11,0.908,88.67
calibrated,constrained_500k,2.38,0.57,1013,3,failure,intercept,105,23,1.696,67.722
calibrated,constrained_500k,2.38,0.57,1014,4,failure,intercept,93,16,1.201,83.353
calibrated,constrained_500k,2.38,0.57,1015,5,failure,intercept,90,13,1.982,74.229
calibrated,constrained_500k,2.38,0.57,1016,6,failure,intercept,83,48,0.037,92.973
calibrated,constrained_500k,2.38,0.57,1017,7,failure,intercept,74,20,1.024,65.931
calibrated,constrained_500k,2.38,0.57,1018,8,failure,loose pass,61,3,2.657,89.138
calibrated,constrained_500k,2.38,0.57,1019,9,failure,intercept,179,33,0.388,83.955
calibrated,constrained_500k,2.38,0.57,1020,0,timeout,,500,138,0.014,87.643
calibrated,constrained_500k,2.38,0.57,1021,1,failure,loose pass,17,1,10.195,84.278
calibrated,constrained_500k,2.38,0.57,1022,2,failure,loose pass,59,3,4.004,80.89
calibrated,constrained_500k,2.38,0.57,1023,3,failure,intercept,160,29,1.267,85.958
calibrated,constrained_500k,2.38,0.57,1024,4,failure,intercept,74,26,0.765,85.569
calibrated,constrained_500k,2.38,0.57,1025,5,failure,loose pass,69,13,4.267,85.648
calibrated,constrained_500k,2.38,0.57,1026,6,failure,intercept,75,10,1.118,90.663
calibrated,constrained_500k,2.38,0.57,1027,7,failure,loose pass,18,1,9.984,83.324
calibrated,constrained_500k,2.38,0.57,1028,8,failure,loose pass,75,19,0.926,82.892
calibrated,constrained_500k,2.38,0.57,1029,9,success,,15,1,13.056,92.575
calibrated,constrained_500k,2.38,0.57,1030,0,failure,loose pass,72,8,2.681,84.065
calibrated,constrained_500k,2.38,0.57,1031,1,failure,intercept,41,13,2.41,80.177
calibrated,constrained_500k,2.38,0.57,1032,2,success,,120,24,0.191,92.094
calibrated,constrained_500k,2.38,0.57,1033,3,failure,intercept,83,37,0.196,70.155
calibrated,constrained_500k,2.38,0.57,1034,4,failure,intercept,26,5,5.562,81.403
calibrated,constrained_500k,2.38,0.57,1035,5,failure,intercept,311,51,0.039,93.14
calibrated,constrained_500k,2.38,0.57,1036,6,failure,intercept,64,39,0.962,89.546
calibrated,constrained_500k,2.38,0.57,1037,7,failure,intercept,48,5,2.432,70.493
calibrated,constrained_500k,2.38,0.57,1038,8,failure,intercept,5,3,3.996,73.147
calibrated,constrained_500k,2.38,0.57,1039,9,failure,loose pass,22,4,1.843,73.641
