ticks,seconds,ball_x,presser,path_m,net_m,any_engaged
34,1.36,92.5098794117647,Home_8,6.397620916411003,6.391657334025331,True
17,0.68,94.24497352941177,Home_4,2.3235273528088323,2.3169899999999872,True
13,0.52,95.11215,Home_8,1.4512552263551115,1.4267082258121242,True
19,0.76,73.69701315789473,Home_7,1.0417756701287204,0.8747558265596218,True
16,0.64,79.57648125,Home_1,1.5369355008998262,1.5367511184313316,True
58,2.32,75.81278793103448,Home_7,4.814062665698366,2.652386229869247,True
34,1.36,78.23185588235295,Home_1,8.444103970238746,8.44037723778386,True
18,0.72,76.00926666666666,Home_10,1.1854216718254096,1.1754944246571342,True
34,1.36,88.28078823529412,Home_1,2.1345500048028394,1.510406527528267,True
5,0.2,89.9577,Home_7,0.1346871283290043,0.13362895494613872,True
11,0.44,91.28852727272728,Home_2,0.35886996787258046,0.3545374925166605,True
10,0.4,93.865485,Home_3,0.38698973397013814,0.3701098595011959,True
5,0.2,95.11278,Home_4,0.49069900830972346,0.49009584460592714,True
52,2.08,77.40301153846154,Home_6,4.450114442611345,2.67261121751743,True
15,0.6,57.11734,Home_5,0.8669816749018765,0.8566530744706361,True
17,0.68,72.35457352941177,Home_1,0.6515760648151012,0.6514739890433027,True
11,0.44,47.11665,Home_9,0.7668683202701904,0.7662834201521008,True
46,1.84,79.2578804347826,Home_1,7.055234308513552,6.64540621880257,True
57,2.28,95.78081578947369,Home_2,5.342934752742798,5.034648898225162,True
4,0.16,100.4794875,Home_3,0.20213617677947132,0.201824652607143,True
38,1.52,67.78261184210527,Home_9,6.7600612284850525,6.50932556126209,True
47,1.88,73.55471170212766,Home_8,4.533552908506256,4.511085462735101,True
30,1.2,59.704085,Home_10,2.443443496305065,2.4113414043017602,True
64,2.56,75.449128125,Home_1,6.29087056020137,3.1385835163175138,True
27,1.08,47.13453888888889,Home_9,5.843942958021545,5.81126457860077,True
26,1.04,64.48437692307692,Home_8,2.475009743971793,2.458057516190386,True
24,0.96,59.29205625,Home_9,2.7197749806758367,2.7183694715950613,True
12,0.48,62.211974999999995,Home_7,0.25448183573682837,0.1718172078110924,True
81,3.24,76.97929814814815,Home_7,18.33948155147512,18.206624056271387,True
20,0.8,85.6362675,Home_8,0.8877919451244236,0.7406698568863248,True
18,0.72,87.76366666666667,Home_7,1.992378815854695,1.982726774545611,True
18,0.72,46.62554166666666,Home_10,0.9747841749966769,0.8235772168412699,True
6,0.24,55.241725,Home_6,0.863565407262118,0.8635574705252635,True
36,1.44,70.20072499999999,Home_8,2.0613496741065,1.381691907192057,True
18,0.72,61.87340833333334,Home_10,1.034961555366831,1.0252772690350638,True
15,0.6,64.53062,Home_9,0.1597180252884984,0.14389874912589737,True
94,3.76,75.93292819148935,Home_8,16.950370994016815,11.780303906814115,True
54,2.16,54.01555833333333,Home_9,7.3468606038345765,6.548672771058265,True
4,0.16,45.817800000000005,Home_6,0.44132422689867684,0.44118934993945746,True
13,0.52,48.60878076923076,Home_8,1.2964334111697025,1.2952003802115013,True
27,1.08,90.51412222222223,Home_4,2.6281908237348137,2.289422408294301,True
22,0.88,64.65165,Home_7,1.9684142031698655,1.9281594625186012,True
33,1.32,49.44809545454546,Home_3,5.159732810107374,4.856351511536204,True
65,2.6,48.856774615384616,Home_8,7.9315757725657114,3.946471737653775,True
21,0.84,48.4644,Home_10,3.5923717182399786,3.5463329116708753,True
16,0.64,51.4150875,Home_9,2.1963645562148875,2.159879043279962,True
13,0.52,66.47469230769231,Home_5,1.7534827227823824,1.736120234200366,True
8,0.32,80.91720000000001,Home_7,1.573845384737848,1.5737725251445867,True
98,3.92,50.43263571428571,Home_5,13.004489463757995,12.374399899086015,True
32,1.28,91.0868765625,Home_4,2.2738336131299506,1.0446374686464253,True
24,0.96,56.36421875,Home_9,2.1634410319730453,2.150172562400519,True
10,0.4,65.665215,Home_8,0.5846225913814743,0.5828568442593808,True
7,0.28,72.7017,Home_4,0.6881582542838202,0.6881401046298627,True
14,0.56,49.904774999999994,Home_9,2.484940818844871,2.4797386318924755,True
22,0.88,73.72651363636363,Home_8,2.390236640788385,2.3764980670095297,True
7,0.28,46.298249999999996,Home_10,0.9957170449986154,0.9914696033666379,True
17,0.68,55.804102941176474,Home_8,2.3053976650620935,2.304315524315193,True
13,0.52,64.01349230769232,Home_4,2.9916604086006435,2.990222633584329,True
45,1.8,56.52087,Home_10,5.569969594725284,5.440706467215454,True
6,0.24,65.858625,Home_6,0.35329814730549086,0.35297363088480754,True
38,1.52,49.64753684210527,Home_4,7.3056380366113585,7.302571146171743,True
78,3.12,85.99535,Home_5,18.886637750342835,18.79345731518285,True
7,0.28,101.01915,Home_3,0.6592369800684701,0.6591812388106914,True
27,1.08,69.59594444444444,Home_5,4.937763367007774,4.870475920277216,True
9,0.36,69.42471666666667,Home_6,0.3228557809577823,0.32171420919817184,True
32,1.28,70.91004375,Home_5,2.3778796426588293,2.2997706781546814,True
12,0.48,74.6977875,Home_5,1.164001364190046,1.1561651892787572,True
10,0.4,77.35833,Home_7,0.8134463968208011,0.8090539468416119,True
36,1.44,51.8949375,Home_10,7.879743523592561,7.811780497690653,True
16,0.64,60.996140625,Home_8,2.1291880219672903,2.1184000387320685,True
62,2.48,68.81080161290322,Home_8,7.396112928987699,5.574961284206375,True
44,1.76,75.93017727272728,Home_5,7.387314694502437,7.121466448429007,True
10,0.4,85.14996,Home_7,0.6286071659903808,0.6220932059587198,True
8,0.32,90.14998125,Home_2,0.8001772610331488,0.800070373467235,True
142,5.68,53.776866549295775,Home_9,14.355079890763106,4.486696493869403,True
37,1.48,62.83588783783784,Home_5,5.376916128928159,5.026209649427676,True
30,1.2,48.06305,Home_9,3.816197960354876,3.7490796551820584,True
13,0.52,53.26803461538462,Home_8,1.3057938769948743,1.3057002948992518,True
25,1.0,59.655288,Home_4,3.0669933460888257,2.9263969604276023,True
21,0.84,56.515,Home_8,2.616601096467733,2.6154310606284485,True
41,1.64,55.452830487804874,Home_10,4.019600268973124,4.014888373155602,True
30,1.2,63.117915,Home_12,2.322049116175747,2.2760296262570936,True
25,1.0,88.632222,Home_2,2.4331385006272357,2.4232867639014612,True
16,0.64,81.936946875,Home_12,3.1032508913339436,3.100186725021573,True
5,0.2,87.27494999999999,Home_6,0.37246387905725886,0.3724398630651645,True
7,0.28,93.7191,Home_3,0.6517869270623706,0.6516188975160272,True
57,2.28,60.06954210526316,Home_5,7.683392126889384,7.585932256486338,True
45,1.8,52.68599,Home_10,3.4215749853130313,3.417058841767293,True
14,0.56,48.383925,Home_9,1.3378181282492623,1.3170891456541511,True
16,0.64,63.57605625,Home_6,2.323115994319508,2.315276657334929,True
13,0.52,46.46419615384615,Home_9,2.447808159021171,2.447766717009614,True
10,0.4,53.279624999999996,Home_12,0.9160938985499433,0.9155138205401433,True
34,1.36,59.45600294117647,Home_12,5.844642606044147,5.780376318208017,True
94,3.76,66.98797819148936,Home_8,13.06426166578753,8.961857577584007,True
76,3.04,68.92327105263158,Home_6,6.734303345035068,6.520584019886552,True
17,0.68,70.42875,Home_12,1.5159522410684025,1.5154745007752588,True
31,1.24,70.8286306451613,Home_8,5.867801289391876,5.866583704550721,True
13,0.52,90.79648846153847,Home_4,2.0360044217207127,2.019359932280521,True
4,0.16,94.7874375,Home_3,0.43941307299926696,0.43914043494079974,True
87,3.48,65.3619448275862,Home_12,15.634790329599142,14.645664367327287,True
68,2.72,78.8270205882353,Home_7,5.63057915872064,5.336110740989162,True
