ticks,seconds,ball_x,presser,path_m,net_m,any_engaged
75,3.0,73.68135600000001,Home_5,10.28365670928845,10.119525547618318,True
16,0.64,76.150396875,Home_12,1.3871530120215536,1.3678571864416273,True
18,0.72,79.70141666666667,Home_8,2.1671524253714947,2.154854140980298,True
16,0.64,90.77788125000001,Home_4,1.3604056441507177,1.2935381720304822,True
6,0.24,98.10674999999999,Home_3,1.2311865250431167,1.2311545314866035,True
8,0.32,50.3036625,Home_10,1.1191720212731526,1.1187279204525045,True
33,1.32,50.67032727272727,Home_8,6.180093430816664,6.013502809511281,True
55,2.2,61.40106,Home_8,5.3237996592814225,5.241646741587995,True
42,1.68,59.703875000000004,Home_8,4.406734687389014,3.561679444882705,True
90,3.6,68.026,Home_8,5.853909030028493,2.8982553441855226,True
11,0.44,65.19039545454547,Home_10,0.6685515010225381,0.6658480394204044,True
47,1.88,79.8151914893617,Home_5,3.792873476916512,3.264184547004047,True
34,1.36,75.05563676470588,Home_5,1.911235275222391,1.5945062754658383,True
13,0.52,85.17058846153847,Home_5,1.5268003111172426,1.4965387165055266,True
10,0.4,87.27327,Home_7,0.498496115533304,0.49784997830670946,True
13,0.52,92.51170384615385,Home_2,1.3194184145633685,1.319002131347778,True
15,0.6,46.50408,Home_12,2.0467597902019867,2.0088189235468703,True
9,0.36,88.76408333333333,Home_2,1.8136729946828978,1.8133616990550967,True
4,0.16,92.98852500000001,Home_3,0.8429364350972351,0.842902330996908,True
15,0.6,75.26064,Home_10,0.11326153712022136,0.10320290887371371,True
14,0.56,85.83105,Home_8,0.3956656888592408,0.3812950170143752,True
13,0.52,92.46825,Home_3,0.3659038348322708,0.3339681445886652,True
17,0.68,99.84295588235294,Home_2,0.974933661874636,0.9716888803006735,True
39,1.56,59.49116923076923,Home_9,8.831539897534714,8.82913786165444,True
28,1.12,59.096962500000004,Home_10,5.357258011668438,5.353866673806894,True
12,0.48,69.3903,Home_6,0.8820812037460654,0.8817337729722998,True
9,0.36,76.846,Home_12,1.0378315186892813,1.0366577697581705,True
16,0.64,65.2430625,Home_5,2.6134531496907014,2.610295575294107,True
24,0.96,73.1073,Home_12,4.857068014374683,4.847581911437916,True
9,0.36,81.83805000000001,Home_10,0.10535489304767129,0.1036254196614131,True
4,0.16,86.73315,Home_5,0.025199079598975008,0.02512379151322102,True
11,0.44,97.71300000000001,Home_9,1.1089483655126107,1.1074735739059434,True
55,2.2,73.47392181818182,Home_2,15.222520633683011,15.16278571379614,True
115,4.6,61.209037826086956,Home_6,20.416407357586458,15.3469234467368,True
70,2.8,93.578715,Home_7,7.690922231055391,6.870683425220527,True
6,0.24,100.23020000000001,Home_2,0.2854882546023507,0.2852535216259442,True
5,0.2,102.43673999999999,Home_3,0.31348602484170224,0.31346347171560657,True
44,1.76,54.64834772727273,Home_9,8.245752539550738,8.128402904605561,True
51,2.04,86.30709705882353,Home_5,5.132636114892427,3.971858152754204,True
21,0.84,76.4007,Home_6,2.887719548853369,2.872173522769817,True
17,0.68,68.61756176470588,Home_5,1.6855565009169824,1.6815630325384685,True
13,0.52,77.34429230769231,Home_8,0.8969094636749765,0.8948855440222478,True
27,1.08,84.43298888888889,Home_12,1.5901951101055671,1.5348236965853785,True
37,1.48,98.4770027027027,Home_4,4.666759627424791,4.550579237679526,True
14,0.56,49.4745,Home_10,2.587035471609469,2.5857749647639445,True
29,1.16,59.43246206896552,Home_7,2.053375118390563,1.1920695959548657,True
24,0.96,72.08381250000001,Home_12,2.7007526219103952,2.6983948109199996,True
13,0.52,58.32410769230769,Home_14,2.4250134611152037,2.411653490222007,True
25,1.0,66.508596,Home_14,4.637279878397124,4.630435232243304,True
14,0.56,94.04115,Home_5,0.6019291829751624,0.5682065012827662,True
16,0.64,90.722953125,Home_12,1.1144863145812913,1.1115144848358987,True
4,0.16,95.073825,Home_5,0.2062662171898148,0.20609577603627874,True
7,0.28,100.13445,Home_2,0.35282995257816824,0.3527421495937285,True
168,6.72,80.6568875,Home_14,19.120722815555265,13.845601773881107,True
37,1.48,84.95164054054054,Home_5,2.500844207985655,2.4186921388428098,True
6,0.24,87.3719,Home_2,0.5991453214548561,0.599048355393796,True
48,1.92,77.93025625,Home_12,7.903058515658875,7.624461733788155,True
23,0.92,86.18313260869564,Home_3,2.92483374492688,2.920019797467128,True
42,1.68,49.909974999999996,Home_9,6.4139569941718975,6.39505274430946,True
20,0.8,51.9629775,Home_9,2.703480922654323,2.700793954099425,True
27,1.08,60.305544444444436,Home_9,6.169735289847155,6.166481203093065,True
15,0.6,69.91628,Home_12,2.4860143219358912,2.4750535873188593,True
39,1.56,82.40133461538461,Home_4,10.1885518591702,10.10580425957776,True
9,0.36,86.6229,Home_3,1.070130939960074,1.070126918827872,True
10,0.4,70.092435,Home_12,1.2062140638365069,1.2052441233625772,True
19,0.76,73.61721315789474,Home_14,3.276401528873813,3.274394063029051,True
96,3.84,88.9080390625,Home_14,11.037997024671945,8.170563387698552,True
14,0.56,89.37839999999998,Home_5,1.1748816471108445,1.1664533657201919,True
23,0.92,85.89945,Home_12,2.535979342695167,2.507916931818129,True
26,1.04,79.08745384615385,Home_12,3.343441536193314,3.2872174884087046,True
11,0.44,91.84626818181817,Home_8,1.5553284854267402,1.5536432259692092,True
5,0.2,95.47314,Home_4,0.4389150766264805,0.438770899787106,True
8,0.32,98.4167625,Home_3,0.7662147781841881,0.7658806173288315,True
3,0.12,100.90745,Home_2,0.26164988344519424,0.26164889164681265,True
132,5.28,90.24355454545454,Home_7,19.27387769544779,10.215016347025582,True
43,1.72,74.67363139534883,Home_12,2.606261802273711,2.3934622579225997,True
60,2.4,84.024815,Home_4,9.69166914010549,8.899497738636724,True
8,0.32,80.9200875,Home_5,0.7641283072691435,0.7624362596309254,True
10,0.4,91.51568999999999,Home_3,0.3870974194053561,0.3868526044891059,True
35,1.4,67.68195,Home_4,8.070371024683041,8.040742120700067,True
12,0.48,81.404925,Home_12,0.41636628021878147,0.3513790843234752,True
10,0.4,86.331525,Home_14,1.325062189727585,1.3241064280865096,True
7,0.28,89.82119999999999,Home_7,1.2380957629078893,1.2379748107695892,True
45,1.8,51.07398333333334,Home_9,12.190746230326232,12.158366603985092,True
49,1.96,61.99365,Home_4,3.6902256181515227,1.0842335054774854,True
65,2.6,73.47767538461538,Home_4,15.443214843170912,15.359959141120795,True
7,0.28,78.261,Home_5,0.3422201451838017,0.3409852102364534,True
3,0.12,80.948,Home_12,0.30645692791457535,0.3063923138722547,True
36,1.44,76.44390833333334,Home_14,5.847293603473904,5.846089849540468,True
23,0.92,78.17323043478261,Home_12,2.6487325793062917,2.6397299098392666,True
6,0.24,83.77985,Home_5,0.4856274740789962,0.48552852037753225,True
22,0.88,91.2593659090909,Home_3,4.002673782796464,3.9803643526818093,True
71,2.84,57.213109859154926,Home_14,14.544138283909449,14.225545187288954,True
36,1.44,68.50987500000001,Home_9,5.0314500911227915,5.015054739172848,True
151,6.04,89.91136092715232,Home_14,11.626986049608606,6.295279453757404,True
69,2.76,82.91206304347826,Home_9,4.389866115099358,2.974366322580319,True
2,0.08,89.2983,Home_12,0.05272658627295571,0.05272658627295571,True
2,0.08,99.097425,Home_2,0.12526286321172955,0.12526286321172955,True
92,3.68,73.42962717391305,Home_14,9.485792848444728,7.5609284958991685,True
56,2.24,64.887,Home_8,9.169842181231171,7.96306204682596,True
37,1.48,69.06250135135136,Home_9,3.6086212688546113,3.5912208498503673,True
