event_id,match_id,line,slot,x,y,ball_x,ball_y,dx_from_line,attacker_idx
e77dea0c-31fd-4b81-a8be-07d74e7cb3f3,3930158,att,,24.30357456909698,18.70898483578177,31.0625,65.36500000000001,7.078973985863886,0.0
e77dea0c-31fd-4b81-a8be-07d74e7cb3f3,3930158,att,,22.933956925538382,24.12382828239178,31.0625,65.36500000000001,5.709356342305288,1.0
e77dea0c-31fd-4b81-a8be-07d74e7cb3f3,3930158,att,,18.212371093834445,32.36340696723376,31.0625,65.36500000000001,0.9877705106013508,2.0
e77dea0c-31fd-4b81-a8be-07d74e7cb3f3,3930158,att,,36.15059171589789,33.41524852185177,31.0625,65.36500000000001,18.925991132664794,3.0
e77dea0c-31fd-4b81-a8be-07d74e7cb3f3,3930158,att,,5.92506318437198,34.695054185485574,31.0625,65.36500000000001,-11.299537398861116,4.0
e77dea0c-31fd-4b81-a8be-07d74e7cb3f3,3930158,att,,33.836054025421106,36.53913315083423,31.0625,65.36500000000001,16.61145344218801,5.0
e77dea0c-31fd-4b81-a8be-07d74e7cb3f3,3930158,att,,21.827011129187568,42.12109622971613,31.0625,65.36500000000001,4.6024105459544735,6.0
e77dea0c-31fd-4b81-a8be-07d74e7cb3f3,3930158,att,,38.99298676204991,42.9810116254091,31.0625,65.36500000000001,21.768386178816815,7.0
e77dea0c-31fd-4b81-a8be-07d74e7cb3f3,3930158,att,,44.97388294893618,43.130292917936245,31.0625,65.36500000000001,27.749282365703085,8.0
e77dea0c-31fd-4b81-a8be-07d74e7cb3f3,3930158,att,,31.0625,65.36500129699706,31.0625,65.36500000000001,13.837899416766906,9.0
2a5a2b8e-950a-40b8-83fb-948053b9b29c,3930158,back,0.0,42.514384653642665,8.169593962439983,54.1625,50.32,-1.224473394949392,
2a5a2b8e-950a-40b8-83fb-948053b9b29c,3930158,back,1.0,39.93752918221928,16.130488976551966,54.1625,50.32,-3.801328866372778,
2a5a2b8e-950a-40b8-83fb-948053b9b29c,3930158,back,2.0,48.876918925155955,16.59514695440786,54.1625,50.32,5.138060876563898,
2a5a2b8e-950a-40b8-83fb-948053b9b29c,3930158,back,3.0,44.044150434942665,17.263820465820544,54.1625,50.32,0.30529238635060807,
2a5a2b8e-950a-40b8-83fb-948053b9b29c,3930158,back,4.0,43.32130704699971,34.81293106890189,54.1625,50.32,-0.4175510015923436,
2a5a2b8e-950a-40b8-83fb-948053b9b29c,3930158,mid,5.0,49.19289755307432,14.271022262308922,54.1625,50.32,-2.1036038284197502,
2a5a2b8e-950a-40b8-83fb-948053b9b29c,3930158,mid,6.0,53.82963948228157,16.145239600238522,54.1625,50.32,2.533138100787504,
2a5a2b8e-950a-40b8-83fb-948053b9b29c,3930158,mid,7.0,51.238467823048346,16.825306629319062,54.1625,50.32,-0.05803355844572167,
2a5a2b8e-950a-40b8-83fb-948053b9b29c,3930158,mid,8.0,50.92500066757202,17.764999675750733,54.1625,50.32,-0.3715007139220461,
2a5a2b8e-950a-40b8-83fb-948053b9b29c,3930158,att,,55.65838747677009,6.0032413079730365,54.1625,50.32,6.541095314651201,0.0
2a5a2b8e-950a-40b8-83fb-948053b9b29c,3930158,att,,44.36173814583676,6.723159227812451,54.1625,50.32,-4.755554016282126,1.0
2a5a2b8e-950a-40b8-83fb-948053b9b29c,3930158,att,,54.184657257603526,13.757923489672926,54.1625,50.32,5.067365095484639,2.0
2a5a2b8e-950a-40b8-83fb-948053b9b29c,3930158,att,,47.39579305011058,14.838509787613493,54.1625,50.32,-1.7214991120083027,3.0
2a5a2b8e-950a-40b8-83fb-948053b9b29c,3930158,att,,50.80117765298473,16.99960416177124,54.1625,50.32,1.6838854908658405,4.0
2a5a2b8e-950a-40b8-83fb-948053b9b29c,3930158,att,,53.91045979954348,19.195052109014146,54.1625,50.32,4.793167637424595,5.0
2a5a2b8e-950a-40b8-83fb-948053b9b29c,3930158,att,,64.56790876500911,20.320810574406867,54.1625,50.32,15.450616602890221,6.0
2a5a2b8e-950a-40b8-83fb-948053b9b29c,3930158,att,,60.57568804029741,27.126188643360926,54.1625,50.32,11.458395878178521,7.0
2a5a2b8e-950a-40b8-83fb-948053b9b29c,3930158,att,,56.89976204499636,39.456372015070905,54.1625,50.32,7.782469882877471,8.0
7f3ffb7e-a336-4627-87a7-e5dd8012eaf5,3930158,back,0.0,47.0142213152216,30.13964327973561,36.8375,53.295,0.9968127351311296,
