adv_floor,adv_exp,n_events,lam_max,logL,dlogL
0.49,3.8,48,0.3222,-429.1434,-3.5676
0.49,4.0,48,0.3253,-429.1467,-3.5709
0.49,4.2,48,0.3283,-429.1552,-3.5794
0.49,4.4,48,0.331,-429.1681,-3.5923
0.49,4.6,48,0.3335,-429.1849,-3.6091
0.49,4.8,48,0.3358,-429.205,-3.6292
0.49,5.0,48,0.3379,-429.228,-3.6522
0.49,5.2,48,0.3399,-429.2534,-3.6776
0.49,5.4,48,0.3417,-429.2809,-3.7051
0.49,5.6,48,0.3434,-429.3101,-3.7342
0.49,5.8,48,0.345,-429.3406,-3.7648
0.49,6.0,48,0.3464,-429.3723,-3.7965
0.49,6.2,48,0.3478,-429.4049,-3.8291
0.49,6.4,48,0.349,-429.4381,-3.8623
0.49,6.6,48,0.3502,-429.4718,-3.896
0.49,6.8,48,0.3513,-429.5058,-3.93
0.49,7.0,48,0.3523,-429.5399,-3.9641
0.49,7.2,48,0.3532,-429.5741,-3.9983
0.49,7.4,48,0.3541,-429.6081,-4.0323
0.49,7.6,48,0.3549,-429.642,-4.0661
0.49,7.8,48,0.3557,-429.6755,-4.0997
0.49,8.0,48,0.3564,-429.7087,-4.1329
0.49,8.2,48,0.357,-429.7414,-4.1656
0.49,8.4,48,0.3577,-429.7737,-4.1978
0.49,8.6,48,0.3583,-429.8054,-4.2295
0.49,8.8,48,0.3588,-429.8365,-4.2607
0.49,9.0,48,0.3593,-429.867,-4.2912
0.49,9.2,48,0.3598,-429.8969,-4.3211
0.49,9.4,48,0.3603,-429.9261,-4.3503
0.49,9.6,48,0.3607,-429.9547,-4.3788
0.49,9.8,48,0.3611,-429.9825,-4.4067
0.49,10.0,48,0.3615,-430.0097,-4.4339
0.49,10.2,48,0.3618,-430.0361,-4.4603
0.49,10.4,48,0.3622,-430.0619,-4.4861
0.49,10.6,48,0.3625,-430.0869,-4.5111
0.49,10.8,48,0.3628,-430.1113,-4.5354
0.49,11.0,48,0.3631,-430.1349,-4.5591
0.49,11.2,48,0.3634,-430.1579,-4.5821
0.49,11.4,48,0.3636,-430.1802,-4.6043
0.49,11.6,48,0.3639,-430.2018,-4.6259
0.49,11.8,48,0.3641,-430.2227,-4.6469
0.49,12.0,48,0.3643,-430.243,-4.6672
0.49,12.2,48,0.3645,-430.2626,-4.6868
0.49,12.4,48,0.3647,-430.2816,-4.7058
0.49,12.6,48,0.3649,-430.3,-4.7242
0.49,12.8,48,0.3651,-430.3178,-4.742
0.49,13.0,48,0.3652,-430.3351,-4.7592
0.49,13.2,48,0.3654,-430.3517,-4.7759
0.49,13.4,48,0.3656,-430.3678,-4.7919
0.49,13.6,48,0.3657,-430.3833,-4.8075
0.49,13.8,48,0.3658,-430.3983,-4.8225
0.49,14.0,48,0.366,-430.4128,-4.837
0.49,14.2,48,0.3661,-430.4268,-4.8509
0.49,14.4,48,0.3662,-430.4403,-4.8644
0.49,14.6,48,0.3663,-430.4533,-4.8775
0.49,14.8,48,0.3665,-430.4658,-4.89
0.49,15.0,48,0.3666,-430.478,-4.9021
0.49,15.2,48,0.3667,-430.4896,-4.9138
0.49,15.4,48,0.3668,-430.5009,-4.9251
0.49,15.6,48,0.3669,-430.5117,-4.9359
0.49,15.8,48,0.3669,-430.5222,-4.9464
0.49,16.0,48,0.367,-430.5323,-4.9564
0.5,0.4,48,0.206,-431.3348,-5.759
0.5,0.6,48,0.2167,-430.9404,-5.3646
0.5,0.8,48,0.2269,-430.6181,-5.0423
0.5,1.0,48,0.2364,-430.3528,-4.777
0.5,1.2,48,0.2454,-430.1331,-4.5572
0.5,1.4,48,0.2538,-429.9503,-4.3745
0.5,1.6,48,0.2616,-429.7981,-4.2223
0.5,1.8,48,0.2689,-429.6714,-4.0956
0.5,2.0,48,0.2756,-429.5664,-3.9905
0.5,2.2,48,0.2819,-429.4799,-3.9041
0.5,2.4,48,0.2877,-429.4096,-3.8338
0.5,2.6,48,0.293,-429.3533,-3.7775
0.5,2.8,48,0.298,-429.3094,-3.7335
0.5,3.0,48,0.3025,-429.2762,-3.7004
0.5,3.2,48,0.3067,-429.2525,-3.6767
0.5,3.4,48,0.3106,-429.2372,-3.6614
0.5,3.6,48,0.3141,-429.2292,-3.6534
0.5,3.8,48,0.3174,-429.2277,-3.6519
0.5,4.0,48,0.3204,-429.2319,-3.6561
0.5,4.2,48,0.3232,-429.241,-3.6652
0.5,4.4,48,0.3258,-429.2544,-3.6785
0.5,4.6,48,0.3282,-429.2714,-3.6956
0.5,4.8,48,0.3304,-429.2917,-3.7159
0.5,5.0,48,0.3324,-429.3147,-3.7389
0.5,5.2,48,0.3343,-429.34,-3.7642
0.5,5.4,48,0.336,-429.3673,-3.7915
0.5,5.6,48,0.3376,-429.3962,-3.8203
0.5,5.8,48,0.3391,-429.4263,-3.8505
0.5,6.0,48,0.3405,-429.4575,-3.8817
0.5,6.2,48,0.3417,-429.4896,-3.9137
0.5,6.4,48,0.3429,-429.5222,-3.9464
0.5,6.6,48,0.344,-429.5552,-3.9794
0.5,6.8,48,0.345,-429.5885,-4.0127
0.5,7.0,48,0.346,-429.6219,-4.0461
0.5,7.2,48,0.3469,-429.6553,-4.0794
0.5,7.4,48,0.3477,-429.6885,-4.1127
0.5,7.6,48,0.3485,-429.7215,-4.1457
0.5,7.8,48,0.3492,-429.7542,-4.1784
0.5,8.0,48,0.3499,-429.7865,-4.2107
0.5,8.2,48,0.3505,-429.8184,-4.2426
0.5,8.4,48,0.3511,-429.8498,-4.274
0.5,8.6,48,0.3516,-429.8806,-4.3048
0.5,8.8,48,0.3522,-429.9109,-4.3351
0.5,9.0,48,0.3526,-429.9405,-4.3647
0.5,9.2,48,0.3531,-429.9696,-4.3937
0.5,9.4,48,0.3535,-429.9979,-4.4221
0.5,9.6,48,0.3539,-430.0256,-4.4498
0.5,9.8,48,0.3543,-430.0526,-4.4768
0.5,10.0,48,0.3547,-430.079,-4.5031
0.5,10.2,48,0.355,-430.1046,-4.5288
0.5,10.4,48,0.3553,-430.1296,-4.5537
0.5,10.6,48,0.3556,-430.1538,-4.578
0.5,10.8,48,0.3559,-430.1774,-4.6016
0.5,11.0,48,0.3562,-430.2003,-4.6245
0.5,11.2,48,0.3564,-430.2225,-4.6467
0.5,11.4,48,0.3567,-430.2441,-4.6683
0.5,11.6,48,0.3569,-430.265,-4.6892
0.5,11.8,48,0.3571,-430.2852,-4.7094
0.5,12.0,48,0.3573,-430.3049,-4.729
0.5,12.2,48,0.3575,-430.3239,-4.748
0.5,12.4,48,0.3577,-430.3422,-4.7664
0.5,12.6,48,0.3579,-430.36,-4.7842
0.5,12.8,48,0.3581,-430.3772,-4.8014
0.5,13.0,48,0.3582,-430.3939,-4.818
0.5,13.2,48,0.3584,-430.4099,-4.8341
0.5,13.4,48,0.3585,-430.4255,-4.8496
0.5,13.6,48,0.3587,-430.4405,-4.8646
0.5,13.8,48,0.3588,-430.4549,-4.8791
0.5,14.0,48,0.3589,-430.4689,-4.8931
0.5,14.2,48,0.359,-430.4824,-4.9066
0.5,14.4,48,0.3592,-430.4955,-4.9196
0.5,14.6,48,0.3593,-430.508,-4.9322
0.5,14.8,48,0.3594,-430.5201,-4.9443
0.5,15.0,48,0.3595,-430.5318,-4.956
0.5,15.2,48,0.3596,-430.5431,-4.9673
0.5,15.4,48,0.3597,-430.5539,-4.9781
0.5,15.6,48,0.3598,-430.5644,-4.9886
0.5,15.8,48,0.3598,-430.5745,-4.9987
0.5,16.0,48,0.3599,-430.5842,-5.0084
0.51,0.4,48,0.2055,-431.3581,-5.7823
0.51,0.6,48,0.2159,-430.9723,-5.3964
0.51,0.8,48,0.2258,-430.6572,-5.0813
0.51,1.0,48,0.235,-430.398,-4.8222
0.51,1.2,48,0.2437,-430.1836,-4.6077
0.51,1.4,48,0.2518,-430.0055,-4.4296
0.51,1.6,48,0.2594,-429.8574,-4.2815
0.51,1.8,48,0.2664,-429.7344,-4.1586
0.51,2.0,48,0.2729,-429.6327,-4.0569
0.51,2.2,48,0.2789,-429.5492,-3.9734
0.51,2.4,48,0.2844,-429.4816,-3.9058
0.51,2.6,48,0.2895,-429.4277,-3.8519
0.51,2.8,48,0.2943,-429.3859,-3.81
0.51,3.0,48,0.2986,-429.3546,-3.7787
0.51,3.2,48,0.3026,-429.3325,-3.7567
0.51,3.4,48,0.3063,-429.3186,-3.7427
0.51,3.6,48,0.3097,-429.3118,-3.7359
0.51,3.8,48,0.3128,-429.3112,-3.7354
0.51,4.0,48,0.3157,-429.3161,-3.7403
0.51,4.2,48,0.3183,-429.3258,-3.7499
0.51,4.4,48,0.3208,-429.3395,-3.7637
0.51,4.6,48,0.323,-429.3569,-3.781
0.51,4.8,48,0.3251,-429.3773,-3.8014
0.51,5.0,48,0.327,-429.4002,-3.8244
0.51,5.2,48,0.3288,-429.4254,-3.8496
0.51,5.4,48,0.3305,-429.4524,-3.8766
0.51,5.6,48,0.332,-429.4809,-3.9051
0.51,5.8,48,0.3334,-429.5107,-3.9349
0.51,6.0,48,0.3347,-429.5414,-3.9656
0.51,6.2,48,0.3359,-429.5729,-3.997
0.51,6.4,48,0.337,-429.6048,-4.029
0.51,6.6,48,0.338,-429.6372,-4.0614
0.51,6.8,48,0.339,-429.6698,-4.094
0.51,7.0,48,0.3399,-429.7024,-4.1266
0.51,7.2,48,0.3408,-429.735,-4.1592
0.51,7.4,48,0.3415,-429.7674,-4.1916
0.51,7.6,48,0.3423,-429.7996,-4.2238
0.51,7.8,48,0.3429,-429.8315,-4.2557
0.51,8.0,48,0.3436,-429.863,-4.2871
0.51,8.2,48,0.3442,-429.894,-4.3182
0.51,8.4,48,0.3447,-429.9245,-4.3487
0.51,8.6,48,0.3453,-429.9545,-4.3787
0.51,8.8,48,0.3458,-429.9839,-4.4081
0.51,9.0,48,0.3462,-430.0127,-4.4369
0.51,9.2,48,0.3466,-430.0408,-4.465
0.51,9.4,48,0.3471,-430.0684,-4.4925
0.51,9.6,48,0.3474,-430.0952,-4.5194
0.51,9.8,48,0.3478,-430.1214,-4.5456
0.51,10.0,48,0.3481,-430.147,-4.5711
0.51,10.2,48,0.3485,-430.1718,-4.596
0.51,10.4,48,0.3488,-430.196,-4.6202
0.51,10.6,48,0.349,-430.2195,-4.6437
0.51,10.8,48,0.3493,-430.2423,-4.6665
0.51,11.0,48,0.3496,-430.2645,-4.6887
0.51,11.2,48,0.3498,-430.286,-4.7102
0.51,11.4,48,0.35,-430.3068,-4.731
0.51,11.6,48,0.3502,-430.3271,-4.7512
0.51,11.8,48,0.3505,-430.3466,-4.7708
0.51,12.0,48,0.3506,-430.3656,-4.7898
0.51,12.2,48,0.3508,-430.384,-4.8082
0.51,12.4,48,0.351,-430.4017,-4.8259
0.51,12.6,48,0.3512,-430.4189,-4.8431
0.51,12.8,48,0.3513,-430.4356,-4.8597
0.51,13.0,48,0.3515,-430.4516,-4.8758
0.51,13.2,48,0.3516,-430.4671,-4.8913
0.51,13.4,48,0.3518,-430.4821,-4.9063
0.51,13.6,48,0.3519,-430.4966,-4.9208
0.51,13.8,48,0.352,-430.5106,-4.9348
0.51,14.0,48,0.3521,-430.5241,-4.9483
0.51,14.2,48,0.3523,-430.5371,-4.9613
0.51,14.4,48,0.3524,-430.5497,-4.9739
0.51,14.6,48,0.3525,-430.5618,-4.986
0.51,14.8,48,0.3526,-430.5735,-4.9977
0.51,15.0,48,0.3527,-430.5848,-5.009
0.51,15.2,48,0.3528,-430.5957,-5.0198
0.51,15.4,48,0.3528,-430.6061,-5.0303
0.51,15.6,48,0.3529,-430.6162,-5.0404
0.51,15.8,48,0.353,-430.626,-5.0501
0.51,16.0,48,0.3531,-430.6353,-5.0595
0.52,0.4,48,0.205,-431.3815,-5.8056
0.52,0.6,48,0.2151,-431.0041,-5.4283
0.52,0.8,48,0.2247,-430.6962,-5.1204
0.52,1.0,48,0.2337,-430.4431,-4.8673
0.52,1.2,48,0.2421,-430.2339,-4.6581
0.52,1.4,48,0.2499,-430.0605,-4.4847
0.52,1.6,48,0.2572,-429.9165,-4.3407
0.52,1.8,48,0.2639,-429.7972,-4.2213
0.52,2.0,48,0.2702,-429.6987,-4.1229
0.52,2.2,48,0.2759,-429.6182,-4.0424
0.52,2.4,48,0.2812,-429.5532,-3.9774
0.52,2.6,48,0.2861,-429.5017,-3.9258
0.52,2.8,48,0.2906,-429.4619,-3.886
0.52,3.0,48,0.2948,-429.4323,-3.8565
0.52,3.2,48,0.2986,-429.4118,-3.836
0.52,3.4,48,0.3021,-429.3992,-3.8234
0.52,3.6,48,0.3054,-429.3935,-3.8176
0.52,3.8,48,0.3083,-429.3938,-3.818
0.52,4.0,48,0.3111,-429.3994,-3.8236
0.52,4.2,48,0.3136,-429.4095,-3.8337
0.52,4.4,48,0.3159,-429.4237,-3.8478
0.52,4.6,48,0.3181,-429.4412,-3.8654
0.52,4.8,48,0.32,-429.4616,-3.8858
0.52,5.0,48,0.3219,-429.4845,-3.9087
0.52,5.2,48,0.3235,-429.5095,-3.9337
0.52,5.4,48,0.3251,-429.5363,-3.9604
0.52,5.6,48,0.3265,-429.5644,-3.9886
0.52,5.8,48,0.3279,-429.5937,-4.0179
0.52,6.0,48,0.3291,-429.6239,-4.0481
0.52,6.2,48,0.3302,-429.6548,-4.0789
0.52,6.4,48,0.3313,-429.6861,-4.1103
0.52,6.6,48,0.3323,-429.7178,-4.142
0.52,6.8,48,0.3332,-429.7497,-4.1738
0.52,7.0,48,0.3341,-429.7815,-4.2057
0.52,7.2,48,0.3349,-429.8133,-4.2375
0.52,7.4,48,0.3356,-429.845,-4.2692
0.52,7.6,48,0.3363,-429.8763,-4.3005
0.52,7.8,48,0.3369,-429.9074,-4.3316
0.52,8.0,48,0.3375,-429.938,-4.3622
0.52,8.2,48,0.3381,-429.9682,-4.3924
0.52,8.4,48,0.3386,-429.9978,-4.422
0.52,8.6,48,0.3391,-430.027,-4.4512
0.52,8.8,48,0.3396,-430.0555,-4.4797
0.52,9.0,48,0.34,-430.0835,-4.5077
0.52,9.2,48,0.3404,-430.1108,-4.535
0.52,9.4,48,0.3408,-430.1375,-4.5617
0.52,9.6,48,0.3412,-430.1636,-4.5878
0.52,9.8,48,0.3415,-430.189,-4.6132
0.52,10.0,48,0.3418,-430.2137,-4.6379
0.52,10.2,48,0.3421,-430.2378,-4.662
0.52,10.4,48,0.3424,-430.2612,-4.6854
0.52,10.6,48,0.3427,-430.2839,-4.7081
0.52,10.8,48,0.3429,-430.306,-4.7302
0.52,11.0,48,0.3432,-430.3275,-4.7517
0.52,11.2,48,0.3434,-430.3483,-4.7725
0.52,11.4,48,0.3436,-430.3685,-4.7926
0.52,11.6,48,0.3438,-430.388,-4.8122
0.52,11.8,48,0.344,-430.407,-4.8311
0.52,12.0,48,0.3442,-430.4253,-4.8495
0.52,12.2,48,0.3444,-430.443,-4.8672
0.52,12.4,48,0.3445,-430.4602,-4.8844
0.52,12.6,48,0.3447,-430.4768,-4.901
0.52,12.8,48,0.3448,-430.4929,-4.917
0.52,13.0,48,0.345,-430.5084,-4.9326
0.52,13.2,48,0.3451,-430.5234,-4.9475
0.52,13.4,48,0.3453,-430.5379,-4.962
0.52,13.6,48,0.3454,-430.5518,-4.976
0.52,13.8,48,0.3455,-430.5653,-4.9895
0.52,14.0,48,0.3456,-430.5784,-5.0025
0.52,14.2,48,0.3457,-430.5909,-5.0151
0.52,14.4,48,0.3458,-430.6031,-5.0272
0.52,14.6,48,0.3459,-430.6148,-5.0389
0.52,14.8,48,0.346,-430.626,-5.0502
0.52,15.0,48,0.3461,-430.6369,-5.0611
0.52,15.2,48,0.3462,-430.6474,-5.0716
0.52,15.4,48,0.3463,-430.6575,-5.0817
0.52,15.6,48,0.3463,-430.6672,-5.0914
0.52,15.8,48,0.3464,-430.6766,-5.1008
0.52,16.0,48,0.3465,-430.6856,-5.1098
0.53,0.4,48,0.2045,-431.4048,-5.8289
0.53,0.6,48,0.2143,-431.0359,-5.4601
0.53,0.8,48,0.2236,-430.7351,-5.1593
0.53,1.0,48,0.2323,-430.4881,-4.9123
0.53,1.2,48,0.2405,-430.2842,-4.7084
0.53,1.4,48,0.248,-430.1154,-4.5396
0.53,1.6,48,0.255,-429.9755,-4.3996
0.53,1.8,48,0.2615,-429.8597,-4.2839
0.53,2.0,48,0.2675,-429.7645,-4.1887
0.53,2.2,48,0.273,-429.6869,-4.1111
0.53,2.4,48,0.2781,-429.6245,-4.0486
0.53,2.6,48,0.2828,-429.5752,-3.9993
0.53,2.8,48,0.2871,-429.5373,-3.9615
0.53,3.0,48,0.2911,-429.5095,-3.9337
0.53,3.2,48,0.2947,-429.4905,-3.9146
0.53,3.4,48,0.2981,-429.4791,-3.9032
0.53,3.6,48,0.3012,-429.4744,-3.8985
0.53,3.8,48,0.304,-429.4755,-3.8997
0.53,4.0,48,0.3066,-429.4817,-3.9059
0.53,4.2,48,0.309,-429.4923,-3.9165
0.53,4.4,48,0.3112,-429.5067,-3.9309
0.53,4.6,48,0.3132,-429.5244,-3.9486
0.53,4.8,48,0.3151,-429.5449,-3.969
0.53,5.0,48,0.3168,-429.5677,-3.9918
0.53,5.2,48,0.3184,-429.5924,-4.0166
0.53,5.4,48,0.3199,-429.6189,-4.043
0.53,5.6,48,0.3213,-429.6466,-4.0708
0.53,5.8,48,0.3225,-429.6754,-4.0996
0.53,6.0,48,0.3237,-429.7051,-4.1293
0.53,6.2,48,0.3248,-429.7354,-4.1595
0.53,6.4,48,0.3258,-429.7661,-4.1902
0.53,6.6,48,0.3267,-429.797,-4.2212
0.53,6.8,48,0.3276,-429.8282,-4.2523
0.53,7.0,48,0.3284,-429.8593,-4.2835
0.53,7.2,48,0.3291,-429.8903,-4.3145
0.53,7.4,48,0.3298,-429.9212,-4.3453
0.53,7.6,48,0.3305,-429.9517,-4.3759
0.53,7.8,48,0.3311,-429.9819,-4.4061
0.53,8.0,48,0.3317,-430.0117,-4.4359
0.53,8.2,48,0.3322,-430.041,-4.4652
0.53,8.4,48,0.3327,-430.0699,-4.494
0.53,8.6,48,0.3332,-430.0982,-4.5223
0.53,8.8,48,0.3336,-430.1259,-4.5501
0.53,9.0,48,0.334,-430.153,-4.5772
0.53,9.2,48,0.3344,-430.1795,-4.6037
0.53,9.4,48,0.3348,-430.2054,-4.6296
0.53,9.6,48,0.3351,-430.2307,-4.6548
0.53,9.8,48,0.3354,-430.2553,-4.6795
0.53,10.0,48,0.3357,-430.2792,-4.7034
0.53,10.2,48,0.336,-430.3026,-4.7267
0.53,10.4,48,0.3363,-430.3252,-4.7494
0.53,10.6,48,0.3365,-430.3472,-4.7714
0.53,10.8,48,0.3368,-430.3686,-4.7928
0.53,11.0,48,0.337,-430.3894,-4.8135
0.53,11.2,48,0.3372,-430.4095,-4.8337
0.53,11.4,48,0.3374,-430.429,-4.8532
0.53,11.6,48,0.3376,-430.4479,-4.8721
0.53,11.8,48,0.3378,-430.4662,-4.8904
0.53,12.0,48,0.338,-430.4839,-4.9081
0.53,12.2,48,0.3381,-430.5011,-4.9252
0.53,12.4,48,0.3383,-430.5176,-4.9418
0.53,12.6,48,0.3385,-430.5337,-4.9579
0.53,12.8,48,0.3386,-430.5492,-4.9734
0.53,13.0,48,0.3387,-430.5642,-4.9883
0.53,13.2,48,0.3389,-430.5786,-5.0028
0.53,13.4,48,0.339,-430.5926,-5.0168
0.53,13.6,48,0.3391,-430.6061,-5.0303
0.53,13.8,48,0.3392,-430.6191,-5.0433
0.53,14.0,48,0.3393,-430.6317,-5.0559
0.53,14.2,48,0.3394,-430.6438,-5.068
0.53,14.4,48,0.3395,-430.6555,-5.0797
0.53,14.6,48,0.3396,-430.6668,-5.091
0.53,14.8,48,0.3397,-430.6777,-5.1019
0.53,15.0,48,0.3398,-430.6882,-5.1124
0.53,15.2,48,0.3399,-430.6983,-5.1225
0.53,15.4,48,0.3399,-430.708,-5.1322
0.53,15.6,48,0.34,-430.7174,-5.1416
0.53,15.8,48,0.3401,-430.7265,-5.1506
0.53,16.0,48,0.3402,-430.7352,-5.1593
0.54,0.4,48,0.2039,-431.428,-5.8522
0.54,0.6,48,0.2136,-431.0677,-5.4919
0.54,0.8,48,0.2226,-430.774,-5.1982
0.54,1.0,48,0.231,-430.5331,-4.9573
0.54,1.2,48,0.2389,-430.3344,-4.7586
0.54,1.4,48,0.2461,-430.1701,-4.5943
0.54,1.6,48,0.2529,-430.0342,-4.4584
0.54,1.8,48,0.2591,-429.9221,-4.3463
0.54,2.0,48,0.2649,-429.8301,-4.2542
0.54,2.2,48,0.2702,-429.7553,-4.1794
0.54,2.4,48,0.2751,-429.6953,-4.1195
0.54,2.6,48,0.2795,-429.6482,-4.0724
0.54,2.8,48,0.2837,-429.6123,-4.0364
0.54,3.0,48,0.2875,-429.5861,-4.0103
0.54,3.2,48,0.2909,-429.5684,-3.9926
0.54,3.4,48,0.2941,-429.5582,-3.9824
0.54,3.6,48,0.2971,-429.5544,-3.9786
0.54,3.8,48,0.2998,-429.5563,-3.9805
0.54,4.0,48,0.3022,-429.5631,-3.9873
0.54,4.2,48,0.3045,-429.5741,-3.9983
0.54,4.4,48,0.3066,-429.5888,-4.0129
0.54,4.6,48,0.3086,-429.6065,-4.0307
0.54,4.8,48,0.3103,-429.627,-4.0511
0.54,5.0,48,0.312,-429.6496,-4.0738
0.54,5.2,48,0.3135,-429.6741,-4.0983
0.54,5.4,48,0.3149,-429.7002,-4.1244
0.54,5.6,48,0.3162,-429.7276,-4.1517
0.54,5.8,48,0.3174,-429.7559,-4.18
0.54,6.0,48,0.3185,-429.785,-4.2091
0.54,6.2,48,0.3195,-429.8146,-4.2388
0.54,6.4,48,0.3205,-429.8447,-4.2689
0.54,6.6,48,0.3213,-429.875,-4.2991
0.54,6.8,48,0.3222,-429.9054,-4.3295
0.54,7.0,48,0.3229,-429.9357,-4.3599
0.54,7.2,48,0.3236,-429.966,-4.3901
0.54,7.4,48,0.3243,-429.996,-4.4202
0.54,7.6,48,0.3249,-430.0257,-4.4499
0.54,7.8,48,0.3255,-430.0551,-4.4793
0.54,8.0,48,0.326,-430.0841,-4.5083
0.54,8.2,48,0.3265,-430.1126,-4.5368
0.54,8.4,48,0.327,-430.1406,-4.5648
0.54,8.6,48,0.3274,-430.1681,-4.5922
0.54,8.8,48,0.3279,-430.195,-4.6191
0.54,9.0,48,0.3283,-430.2213,-4.6455
0.54,9.2,48,0.3286,-430.247,-4.6712
0.54,9.4,48,0.329,-430.2721,-4.6963
0.54,9.6,48,0.3293,-430.2966,-4.7207
0.54,9.8,48,0.3296,-430.3204,-4.7446
0.54,10.0,48,0.3299,-430.3436,-4.7678
0.54,10.2,48,0.3301,-430.3662,-4.7903
0.54,10.4,48,0.3304,-430.3881,-4.8123
0.54,10.6,48,0.3306,-430.4094,-4.8336
0.54,10.8,48,0.3309,-430.4301,-4.8543
0.54,11.0,48,0.3311,-430.4501,-4.8743
0.54,11.2,48,0.3313,-430.4696,-4.8938
0.54,11.4,48,0.3315,-430.4885,-4.9126
0.54,11.6,48,0.3317,-430.5067,-4.9309
0.54,11.8,48,0.3318,-430.5244,-4.9486
0.54,12.0,48,0.332,-430.5415,-4.9657
0.54,12.2,48,0.3321,-430.5581,-4.9823
0.54,12.4,48,0.3323,-430.5741,-4.9983
0.54,12.6,48,0.3324,-430.5896,-5.0138
0.54,12.8,48,0.3326,-430.6046,-5.0287
0.54,13.0,48,0.3327,-430.619,-5.0432
0.54,13.2,48,0.3328,-430.633,-5.0572
0.54,13.4,48,0.3329,-430.6465,-5.0707
0.54,13.6,48,0.333,-430.6595,-5.0837
0.54,13.8,48,0.3331,-430.6721,-5.0962
0.54,14.0,48,0.3332,-430.6842,-5.1084
0.54,14.2,48,0.3333,-430.6959,-5.1201
0.54,14.4,48,0.3334,-430.7072,-5.1314
0.54,14.6,48,0.3335,-430.7181,-5.1422
0.54,14.8,48,0.3336,-430.7285,-5.1527
0.54,15.0,48,0.3337,-430.7387,-5.1628
0.54,15.2,48,0.3338,-430.7484,-5.1726
0.54,15.4,48,0.3338,-430.7578,-5.182
0.54,15.6,48,0.3339,-430.7668,-5.191
0.54,15.8,48,0.334,-430.7755,-5.1997
0.54,16.0,48,0.334,-430.7839,-5.2081
0.55,0.4,48,0.2034,-431.4513,-5.8754
0.55,0.6,48,0.2128,-431.0994,-5.5236
0.55,0.8,48,0.2215,-430.8128,-5.237
0.55,1.0,48,0.2297,-430.5779,-5.0021
0.55,1.2,48,0.2373,-430.3845,-4.8086
0.55,1.4,48,0.2443,-430.2247,-4.6489
0.55,1.6,48,0.2508,-430.0928,-4.517
0.55,1.8,48,0.2568,-429.9842,-4.4084
0.55,2.0,48,0.2623,-429.8953,-4.3195
0.55,2.2,48,0.2674,-429.8232,-4.2474
0.55,2.4,48,0.2721,-429.7657,-4.1899
0.55,2.6,48,0.2764,-429.7207,-4.1449
0.55,2.8,48,0.2803,-429.6866,-4.1108
0.55,3.0,48,0.2839,-429.662,-4.0862
0.55,3.2,48,0.2872,-429.6457,-4.0699
0.55,3.4,48,0.2903,-429.6366,-4.0607
0.55,3.6,48,0.2931,-429.6337,-4.0579
0.55,3.8,48,0.2957,-429.6363,-4.0605
0.55,4.0,48,0.298,-429.6436,-4.0677
0.55,4.2,48,0.3002,-429.6549,-4.0791
0.55,4.4,48,0.3022,-429.6698,-4.0939
0.55,4.6,48,0.304,-429.6876,-4.1118
0.55,4.8,48,0.3057,-429.7079,-4.1321
0.55,5.0,48,0.3073,-429.7304,-4.1546
0.55,5.2,48,0.3087,-429.7547,-4.1788
0.55,5.4,48,0.31,-429.7804,-4.2046
0.55,5.6,48,0.3112,-429.8073,-4.2314
0.55,5.8,48,0.3124,-429.8351,-4.2592
0.55,6.0,48,0.3134,-429.8636,-4.2878
0.55,6.2,48,0.3144,-429.8926,-4.3168
0.55,6.4,48,0.3153,-429.922,-4.3462
0.55,6.6,48,0.3161,-429.9516,-4.3758
0.55,6.8,48,0.3169,-429.9813,-4.4054
0.55,7.0,48,0.3176,-430.0109,-4.435
0.55,7.2,48,0.3183,-430.0403,-4.4645
0.55,7.4,48,0.3189,-430.0696,-4.4937
0.55,7.6,48,0.3195,-430.0985,-4.5227
0.55,7.8,48,0.3201,-430.1271,-4.5512
0.55,8.0,48,0.3206,-430.1552,-4.5794
0.55,8.2,48,0.321,-430.1829,-4.6071
0.55,8.4,48,0.3215,-430.2101,-4.6343
0.55,8.6,48,0.3219,-430.2367,-4.6609
0.55,8.8,48,0.3223,-430.2628,-4.687
0.55,9.0,48,0.3227,-430.2883,-4.7125
0.55,9.2,48,0.323,-430.3133,-4.7374
0.55,9.4,48,0.3233,-430.3376,-4.7617
0.55,9.6,48,0.3236,-430.3613,-4.7854
0.55,9.8,48,0.3239,-430.3843,-4.8085
0.55,10.0,48,0.3242,-430.4068,-4.831
0.55,10.2,48,0.3245,-430.4286,-4.8528
0.55,10.4,48,0.3247,-430.4499,-4.874
0.55,10.6,48,0.3249,-430.4705,-4.8946
0.55,10.8,48,0.3251,-430.4905,-4.9146
0.55,11.0,48,0.3253,-430.5099,-4.934
0.55,11.2,48,0.3255,-430.5287,-4.9528
0.55,11.4,48,0.3257,-430.5469,-4.9711
0.55,11.6,48,0.3259,-430.5645,-4.9887
0.55,11.8,48,0.326,-430.5816,-5.0058
0.55,12.0,48,0.3262,-430.5981,-5.0223
0.55,12.2,48,0.3263,-430.6141,-5.0383
0.55,12.4,48,0.3265,-430.6296,-5.0538
0.55,12.6,48,0.3266,-430.6446,-5.0687
0.55,12.8,48,0.3267,-430.659,-5.0832
0.55,13.0,48,0.3269,-430.673,-5.0971
0.55,13.2,48,0.327,-430.6864,-5.1106
0.55,13.4,48,0.3271,-430.6994,-5.1236
