update,step,lr,sps,success,ret,len,n_eps,pg_loss,v_loss,c_loss,entropy,approx_kl,clipfrac,ev,ev_slow,ev_crowd_disc,ev_success,c_slow,c_crowd,c_team,speed,n_succ,lam0,lam_slow,lam_crowd,lam_succ,boot
1,768,0.0003,510.2,0.0,0.764962,49.333333,6,-0.006187,0.023825,0.031798,3.306294,0.004782,0.047455,0.431809,-0.499332,-0.186522,0.14292,0.9625,0.011719,1.0,0.917387,0.0,0.244344,0.256872,0.241913,0.256872,1.0
50,38400,0.0002954838709677419,496.4,0.01,0.886822,28.0,1000,-0.003322,0.003829,0.001322,2.165215,0.004312,0.037872,0.898887,0.305301,-1.277155,-2.403841,0.240755,0.001302,0.152344,2.734488,0.0,0.136246,0.117007,0.042739,0.704009,1.0
100,76800,0.00029087557603686633,497.2,0.04,0.920273,27.93,2335,-0.004899,0.004269,0.001067,2.54448,0.004441,0.045197,0.868754,0.452696,-1.480023,-1.501851,0.397526,0.0,0.259115,2.27645,0.0,0.058156,0.019783,0.010936,0.911125,1.0
150,115200,0.00028626728110599074,494.7,0.02,0.882301,32.69,3585,-0.007055,0.003445,0.001429,2.621432,0.005581,0.064087,0.90311,0.45475,-0.795291,-0.495931,0.552083,0.0,0.514323,1.891276,0.0,0.036584,0.009639,0.005486,0.948291,1.0
200,153600,0.0002816589861751152,496.5,0.06,0.957333,36.77,4384,-0.007686,0.006517,0.00196,2.602489,0.004764,0.057404,0.881089,0.326993,-0.814115,-0.943804,0.69401,0.0,0.851562,1.559356,1.0,0.026561,0.006299,0.003438,0.963702,1.0
250,192000,0.0002770506912442396,502.8,0.0,0.837757,53.92,5131,-0.008312,0.001251,0.003319,2.579486,0.005961,0.074585,0.967733,0.151097,-0.312344,-0.681507,0.732552,0.0,0.855469,1.47798,0.0,0.020534,0.004538,0.002383,0.972545,1.0
300,230400,0.00027244239631336403,501.4,0.05,0.921033,53.67,5811,-0.00747,0.001603,0.001896,2.649811,0.005493,0.064331,0.953325,0.549536,-1.009882,-1.291817,0.638151,0.0,0.710938,1.727302,0.0,0.016401,0.003399,0.001745,0.978454,1.0
350,268800,0.00026783410138248845,498.4,0.01,0.82332,65.45,6480,-0.007642,0.00178,0.003097,2.636655,0.005657,0.068481,0.958625,0.460831,-0.795218,0.050835,0.63125,0.0,0.679688,1.747317,0.0,0.013503,0.002638,0.001339,0.98252,1.0
400,307200,0.00026322580645161286,502.8,0.04,0.893493,81.13,7005,-0.007331,0.001849,0.002438,2.760818,0.005524,0.065094,0.954144,0.584431,-0.238065,0.335246,0.686589,0.0,0.841146,1.598187,0.0,0.011442,0.00214,0.001069,0.985348,1.0
450,345600,0.0002586175115207373,500.0,0.14,1.006875,66.96,7569,-0.007077,0.016688,0.002542,2.790153,0.005386,0.060272,0.597955,0.273044,0.430627,0.236407,0.769792,0.002604,0.97526,1.421839,3.0,0.009891,0.001783,0.000879,0.987447,1.0
500,384000,0.00025400921658986174,498.0,0.14,1.008724,86.85,8046,-0.006531,0.009016,0.004464,2.800148,0.005377,0.062531,0.788375,0.453899,-0.007181,0.231987,0.852344,0.0,0.996094,1.233529,1.0,0.008897,0.001571,0.000758,0.988774,1.0
550,422400,0.00024940092165898615,503.0,0.15,1.057581,84.92,8501,-0.007427,0.004381,0.004101,2.772581,0.00525,0.063873,0.871713,0.418404,-0.053856,0.509974,0.884245,0.0,0.997396,1.132535,0.0,0.008109,0.001419,0.000664,0.989808,1.0
600,460800,0.00024479262672811057,501.3,0.16,1.076394,90.89,8936,-0.006553,0.009772,0.004237,2.774396,0.005447,0.063782,0.659112,0.678111,0.512308,0.565775,0.904036,0.03776,1.0,1.134171,2.0,0.007441,0.001293,0.000588,0.990679,1.0
650,499200,0.000240184331797235,499.4,0.35,1.297633,89.01,9358,-0.008815,0.018971,0.003956,2.826856,0.005801,0.073151,0.504254,0.599707,0.312859,0.629956,0.904818,0.035156,1.0,1.145683,5.0,0.007041,0.001222,0.00054,0.991197,1.0
700,537600,0.00023557603686635942,507.1,0.39,1.367384,84.34,9792,-0.006609,0.015003,0.002494,2.805011,0.005055,0.053955,0.422158,0.715851,0.582192,0.649966,0.834375,0.035156,0.984375,1.335629,4.0,0.006901,0.001205,0.000515,0.991379,1.0
750,576000,0.00023096774193548386,510.6,0.37,1.329722,86.42,10222,-0.008142,0.017353,0.004279,2.845242,0.005926,0.079529,0.649773,0.693291,0.530381,0.362214,0.823047,0.075521,0.984375,1.351118,2.0,0.006905,0.001216,0.000503,0.991376,1.0
800,614400,0.00022635944700460827,507.5,0.54,1.530358,97.46,10632,-0.00893,0.019078,0.003559,2.795296,0.00564,0.069946,0.573174,0.686337,0.538191,0.815478,0.770182,0.092448,0.959635,1.475301,4.0,0.006962,0.001239,0.000495,0.991304,1.0
850,652800,0.0002217511520737327,501.3,0.5,1.559008,97.82,11046,-0.005851,0.021276,0.003429,2.767802,0.005328,0.064697,0.421058,0.697529,0.391871,0.63258,0.784375,0.059896,0.996094,1.436395,2.0,0.007124,0.001284,0.000495,0.991097,1.0
