update,step,lr,sps,success,ret,len,n_eps,pg_loss,v_loss,c_loss,entropy,approx_kl,clipfrac,ev,ev_slow,ev_crowd_disc,ev_success,c_slow,c_crowd,c_team,speed,n_succ,lam0,lam_slow,lam_crowd,lam_succ,boot
1,768,0.0003,468.4,0.0,0.764962,49.333333,6,-0.006187,0.023825,0.031798,3.306294,0.004782,0.047455,0.431809,-0.499332,-0.186522,0.14292,0.9625,0.011719,1.0,0.917387,0.0,0.244344,0.256872,0.241913,0.256872,1.0
50,38400,0.0002954838709677419,518.9,0.03,0.878313,24.27,1097,-0.00383,0.020181,0.00121,2.006287,0.004289,0.045837,0.51022,-0.866278,-2.705486,-2.732899,0.164323,0.0,0.141927,3.152271,3.0,0.123979,0.152382,0.040841,0.682798,1.0
100,76800,0.00029087557603686633,515.0,0.0,0.835533,36.11,2326,-0.005297,0.002801,0.001036,2.334212,0.004147,0.043732,0.917139,0.44327,-1.914725,-1.963384,0.317318,0.0,0.158854,2.529433,0.0,0.051299,0.026639,0.010981,0.911081,1.0
150,115200,0.00028626728110599074,512.5,0.05,0.911087,41.22,3392,-0.008052,0.013782,0.001479,2.627961,0.006047,0.078186,0.767272,0.619655,-0.021372,-1.061121,0.611198,0.022135,0.627604,1.795429,2.0,0.036162,0.015365,0.006323,0.94215,1.0
200,153600,0.0002816589861751152,513.8,0.02,0.88168,50.87,4184,-0.0072,0.001736,0.003846,2.440039,0.005559,0.061981,0.932646,0.449777,-0.556105,-0.783129,0.561198,0.0,0.570312,1.959675,0.0,0.029701,0.011791,0.004469,0.954039,1.0
250,192000,0.0002770506912442396,512.8,0.01,0.872213,50.54,5086,-0.007927,0.001199,0.00247,2.670974,0.005506,0.064606,0.964688,0.629081,-0.057353,-0.353619,0.720052,0.0,0.830729,1.590532,0.0,0.02505,0.009469,0.003326,0.962155,1.0
300,230400,0.00027244239631336403,513.6,0.01,0.877914,54.35,5778,-0.006766,0.000961,0.002966,2.705838,0.005052,0.056183,0.971708,0.428461,0.06979,-0.824114,0.721745,0.0,0.904948,1.450735,0.0,0.022584,0.008535,0.002695,0.966186,1.0
350,268800,0.00026783410138248845,515.7,0.04,0.896667,53.54,6516,-0.008546,0.00182,0.00369,2.709573,0.00561,0.068268,0.956955,0.315015,0.227129,-0.723288,0.817578,0.0,0.992188,1.184657,0.0,0.021258,0.008204,0.002305,0.968233,1.0
400,307200,0.00026322580645161286,513.1,0.16,1.06992,67.23,7166,-0.006132,0.015126,0.003611,2.739935,0.005949,0.073395,0.625258,0.413404,0.212825,0.465111,0.867318,0.0,0.99349,1.170204,2.0,0.022551,0.009399,0.002242,0.965808,1.0
450,345600,0.0002586175115207373,511.8,0.22,1.155344,77.33,7725,-0.009203,0.01023,0.002894,2.780216,0.006202,0.080078,0.644839,0.709827,0.517004,-0.187434,0.882812,0.046875,0.977865,1.146166,0.0,0.028387,0.013496,0.002589,0.955528,1.0
500,384000,0.00025400921658986174,513.9,0.27,1.172637,107.65,8140,-0.006862,0.008313,0.003729,2.695309,0.005987,0.07666,0.669092,0.549839,0.518597,0.233955,0.82513,0.033854,0.959635,1.288228,1.0,0.045974,0.029112,0.003768,0.921146,1.0
550,422400,0.00024940092165898615,513.6,0.28,1.206033,116.23,8463,-0.006738,0.009065,0.001289,2.593612,0.005285,0.055389,0.747909,0.838585,0.216921,0.596503,0.80625,0.0,0.934896,1.434267,1.0,0.152127,0.429534,0.009994,0.408345,1.0
600,460800,0.00024479262672811057,508.1,0.31,1.250766,43.35,9209,-0.006359,0.046156,0.000225,1.770448,0.005351,0.068237,0.366963,0.029411,0.57619,0.277262,0.121224,0.042969,0.111979,2.999441,7.0,0.304678,0.218124,0.014315,0.462883,1.0
650,499200,0.000240184331797235,509.8,0.33,1.279491,51.71,10004,-0.007074,0.023147,0.00031,1.941555,0.0051,0.055664,0.754852,0.529655,0.430656,0.342286,0.11888,0.048177,0.080729,2.870054,3.0,0.686777,0.064091,0.017882,0.23125,0.0
700,537600,0.00023557603686635942,510.4,0.5,1.494667,62.6,10687,-0.005298,0.031626,0.000335,2.102425,0.00454,0.046661,0.458349,0.588088,0.465668,0.243605,0.148698,0.053385,0.071615,2.767921,6.0,0.905883,0.030455,0.011004,0.052658,0.0
750,576000,0.00023096774193548386,511.1,0.56,1.628732,73.04,11279,-0.005544,0.009787,0.000831,2.412137,0.005949,0.07251,0.620749,0.781879,0.292446,0.707247,0.325,0.109375,0.127604,2.358664,6.0,0.951277,0.018542,0.006898,0.023284,0.0
800,614400,0.00022635944700460827,508.3,0.31,1.21812,118.56,11680,-0.007158,0.021412,0.003253,2.587075,0.00527,0.060242,0.51365,0.573291,0.357938,0.270867,0.619922,0.009115,0.697917,1.780711,3.0,0.965967,0.015552,0.004863,0.013618,0.0
