policy,x,y,radius,episode,arrived,max_control
scripted,86.0,34.0,6.0,41,1,0.632784
scripted,86.0,34.0,8.0,41,1,0.513262
scripted,86.0,34.0,10.0,41,1,0.578371
scripted,86.0,34.0,12.0,41,1,0.511213
scripted,86.0,34.0,6.0,42,0,
scripted,86.0,34.0,8.0,42,0,
scripted,86.0,34.0,10.0,42,0,
scripted,86.0,34.0,12.0,42,0,
scripted,86.0,34.0,6.0,43,1,0.38839
scripted,86.0,34.0,8.0,43,1,0.398934
scripted,86.0,34.0,10.0,43,1,0.396973
scripted,86.0,34.0,12.0,43,1,0.390214
scripted,86.0,34.0,6.0,44,1,0.677831
scripted,86.0,34.0,8.0,44,1,0.559077
scripted,86.0,34.0,10.0,44,1,0.50911
scripted,86.0,34.0,12.0,44,1,0.502645
scripted,86.0,34.0,6.0,45,1,0.69437
scripted,86.0,34.0,8.0,45,1,0.582598
scripted,86.0,34.0,10.0,45,1,0.459528
scripted,86.0,34.0,12.0,45,1,0.378958
scripted,86.0,34.0,6.0,46,1,0.442548
scripted,86.0,34.0,8.0,46,1,0.350633
scripted,86.0,34.0,10.0,46,1,0.457706
scripted,86.0,34.0,12.0,46,1,0.421738
scripted,86.0,34.0,6.0,47,1,0.694709
scripted,86.0,34.0,8.0,47,1,0.564598
scripted,86.0,34.0,10.0,47,1,0.496148
scripted,86.0,34.0,12.0,47,1,0.475006
scripted,86.0,34.0,6.0,48,1,0.3361
scripted,86.0,34.0,8.0,48,1,0.459807
scripted,86.0,34.0,10.0,48,1,0.439958
scripted,86.0,34.0,12.0,48,1,0.385736
scripted,86.0,34.0,6.0,49,1,0.922698
scripted,86.0,34.0,8.0,49,1,0.809719
scripted,86.0,34.0,10.0,49,1,0.680905
scripted,86.0,34.0,12.0,49,1,0.592098
scripted,86.0,34.0,6.0,50,1,0.740209
scripted,86.0,34.0,8.0,50,1,0.580921
scripted,86.0,34.0,10.0,50,1,0.49355
scripted,86.0,34.0,12.0,50,1,0.474506
scripted,86.0,34.0,6.0,51,1,0.500756
scripted,86.0,34.0,8.0,51,1,0.396362
scripted,86.0,34.0,10.0,51,1,0.420499
scripted,86.0,34.0,12.0,51,1,0.42779
scripted,86.0,34.0,6.0,52,1,0.47077
scripted,86.0,34.0,8.0,52,1,0.471814
scripted,86.0,34.0,10.0,52,1,0.435881
scripted,86.0,34.0,12.0,52,1,0.408022
scripted,86.0,34.0,6.0,53,1,0.278919
scripted,86.0,34.0,8.0,53,1,0.35465
scripted,86.0,34.0,10.0,53,1,0.45814
scripted,86.0,34.0,12.0,53,1,0.451304
scripted,86.0,34.0,6.0,54,1,0.545423
scripted,86.0,34.0,8.0,54,1,0.447706
scripted,86.0,34.0,10.0,54,1,0.379889
scripted,86.0,34.0,12.0,54,1,0.330904
scripted,86.0,34.0,6.0,55,1,0.356983
scripted,86.0,34.0,8.0,55,1,0.38978
scripted,86.0,34.0,10.0,55,1,0.45326
scripted,86.0,34.0,12.0,55,1,0.43852
scripted,86.0,34.0,6.0,56,1,0.612872
scripted,86.0,34.0,8.0,56,1,0.641161
scripted,86.0,34.0,10.0,56,1,0.638226
scripted,86.0,34.0,12.0,56,1,0.60323
scripted,86.0,34.0,6.0,57,1,0.545434
scripted,86.0,34.0,8.0,57,1,0.481313
scripted,86.0,34.0,10.0,57,1,0.5799
scripted,86.0,34.0,12.0,57,1,0.570159
scripted,86.0,34.0,6.0,58,1,0.486989
scripted,86.0,34.0,8.0,58,1,0.361462
scripted,86.0,34.0,10.0,58,1,0.428889
scripted,86.0,34.0,12.0,58,1,0.399929
scripted,86.0,34.0,6.0,59,1,0.816235
scripted,86.0,34.0,8.0,59,1,0.671819
scripted,86.0,34.0,10.0,59,1,0.554165
scripted,86.0,34.0,12.0,59,1,0.533106
scripted,86.0,34.0,6.0,60,1,0.229364
scripted,86.0,34.0,8.0,60,1,0.406399
scripted,86.0,34.0,10.0,60,1,0.32529
scripted,86.0,34.0,12.0,60,1,0.283917
scripted,86.0,34.0,6.0,61,1,0.523583
scripted,86.0,34.0,8.0,61,1,0.38956
scripted,86.0,34.0,10.0,61,1,0.371431
scripted,86.0,34.0,12.0,61,1,0.355043
scripted,86.0,34.0,6.0,62,1,0.893996
scripted,86.0,34.0,8.0,62,1,0.823855
scripted,86.0,34.0,10.0,62,1,0.702811
scripted,86.0,34.0,12.0,62,1,0.628259
scripted,86.0,34.0,6.0,63,0,
scripted,86.0,34.0,8.0,63,0,
scripted,86.0,34.0,10.0,63,0,
scripted,86.0,34.0,12.0,63,0,
scripted,86.0,34.0,6.0,64,1,0.251871
scripted,86.0,34.0,8.0,64,1,0.439136
scripted,86.0,34.0,10.0,64,1,0.419828
scripted,86.0,34.0,12.0,64,1,0.412226
scripted,86.0,34.0,6.0,65,1,0.247281
scripted,86.0,34.0,8.0,65,1,0.454107
scripted,86.0,34.0,10.0,65,1,0.404492
scripted,86.0,34.0,12.0,65,1,0.36966
scripted,86.0,34.0,6.0,66,0,
scripted,86.0,34.0,8.0,66,0,
scripted,86.0,34.0,10.0,66,1,0.238923
scripted,86.0,34.0,12.0,66,1,0.351111
scripted,86.0,34.0,6.0,67,1,0.41578
scripted,86.0,34.0,8.0,67,1,0.445512
scripted,86.0,34.0,10.0,67,1,0.4652
scripted,86.0,34.0,12.0,67,1,0.4423
scripted,86.0,34.0,6.0,68,1,0.468366
scripted,86.0,34.0,8.0,68,1,0.365127
scripted,86.0,34.0,10.0,68,1,0.480864
scripted,86.0,34.0,12.0,68,1,0.434139
scripted,86.0,34.0,6.0,69,1,0.450633
scripted,86.0,34.0,8.0,69,1,0.419215
scripted,86.0,34.0,10.0,69,1,0.398525
scripted,86.0,34.0,12.0,69,1,0.391647
scripted,86.0,34.0,6.0,70,1,0.500698
scripted,86.0,34.0,8.0,70,1,0.402027
scripted,86.0,34.0,10.0,70,1,0.363476
scripted,86.0,34.0,12.0,70,1,0.395261
scripted,86.0,34.0,6.0,71,1,0.468773
scripted,86.0,34.0,8.0,71,1,0.358007
scripted,86.0,34.0,10.0,71,1,0.308073
scripted,86.0,34.0,12.0,71,1,0.294761
scripted,86.0,34.0,6.0,72,1,0.541797
scripted,86.0,34.0,8.0,72,1,0.457809
scripted,86.0,34.0,10.0,72,1,0.435929
scripted,86.0,34.0,12.0,72,1,0.425841
scripted,86.0,34.0,6.0,73,1,0.520361
scripted,86.0,34.0,8.0,73,1,0.463051
scripted,86.0,34.0,10.0,73,1,0.38873
scripted,86.0,34.0,12.0,73,1,0.390367
scripted,86.0,34.0,6.0,74,1,0.684495
scripted,86.0,34.0,8.0,74,1,0.566161
scripted,86.0,34.0,10.0,74,1,0.46427
scripted,86.0,34.0,12.0,74,1,0.440021
scripted,86.0,34.0,6.0,75,1,0.562157
scripted,86.0,34.0,8.0,75,1,0.468346
scripted,86.0,34.0,10.0,75,1,0.432738
scripted,86.0,34.0,12.0,75,1,0.420516
scripted,86.0,34.0,6.0,76,1,0.635245
scripted,86.0,34.0,8.0,76,1,0.669388
scripted,86.0,34.0,10.0,76,1,0.616102
scripted,86.0,34.0,12.0,76,1,0.571844
scripted,86.0,34.0,6.0,77,1,0.360222
scripted,86.0,34.0,8.0,77,1,0.376186
scripted,86.0,34.0,10.0,77,1,0.366045
scripted,86.0,34.0,12.0,77,1,0.35375
scripted,86.0,34.0,6.0,78,1,0.603196
scripted,86.0,34.0,8.0,78,1,0.499369
scripted,86.0,34.0,10.0,78,1,0.404507
scripted,86.0,34.0,12.0,78,1,0.327014
scripted,86.0,34.0,6.0,79,1,0.44267
scripted,86.0,34.0,8.0,79,1,0.397174
scripted,86.0,34.0,10.0,79,1,0.521605
scripted,86.0,34.0,12.0,79,1,0.519087
scripted,86.0,34.0,6.0,80,1,0.629552
scripted,86.0,34.0,8.0,80,1,0.503879
scripted,86.0,34.0,10.0,80,1,0.454003
scripted,86.0,34.0,12.0,80,1,0.43564
scripted,86.0,34.0,6.0,81,1,0.379323
scripted,86.0,34.0,8.0,81,1,0.375404
scripted,86.0,34.0,10.0,81,1,0.393525
scripted,86.0,34.0,12.0,81,1,0.411165
scripted,86.0,34.0,6.0,82,0,
scripted,86.0,34.0,8.0,82,0,
scripted,86.0,34.0,10.0,82,0,
scripted,86.0,34.0,12.0,82,0,
scripted,86.0,34.0,6.0,83,1,0.490561
scripted,86.0,34.0,8.0,83,1,0.454428
scripted,86.0,34.0,10.0,83,1,0.457007
scripted,86.0,34.0,12.0,83,1,0.433531
scripted,86.0,34.0,6.0,84,1,0.619683
scripted,86.0,34.0,8.0,84,1,0.560784
scripted,86.0,34.0,10.0,84,1,0.501199
scripted,86.0,34.0,12.0,84,1,0.465645
scripted,86.0,34.0,6.0,85,1,0.623003
scripted,86.0,34.0,8.0,85,1,0.502973
scripted,86.0,34.0,10.0,85,1,0.485311
scripted,86.0,34.0,12.0,85,1,0.482361
scripted,86.0,34.0,6.0,86,1,0.515123
scripted,86.0,34.0,8.0,86,1,0.453451
scripted,86.0,34.0,10.0,86,1,0.429108
scripted,86.0,34.0,12.0,86,1,0.436986
scripted,86.0,34.0,6.0,87,1,0.515154
scripted,86.0,34.0,8.0,87,1,0.406283
scripted,86.0,34.0,10.0,87,1,0.326627
scripted,86.0,34.0,12.0,87,1,0.280502
scripted,86.0,34.0,6.0,88,1,0.64808
scripted,86.0,34.0,8.0,88,1,0.55696
scripted,86.0,34.0,10.0,88,1,0.548699
scripted,86.0,34.0,12.0,88,1,0.545585
scripted,86.0,34.0,6.0,89,1,0.421178
scripted,86.0,34.0,8.0,89,1,0.405495
scripted,86.0,34.0,10.0,89,1,0.391903
scripted,86.0,34.0,12.0,89,1,0.390748
scripted,86.0,34.0,6.0,90,1,0.604597
scripted,86.0,34.0,8.0,90,1,0.508898
scripted,86.0,34.0,10.0,90,1,0.459448
scripted,86.0,34.0,12.0,90,1,0.454244
scripted,86.0,34.0,6.0,91,1,0.331127
scripted,86.0,34.0,8.0,91,1,0.272115
scripted,86.0,34.0,10.0,91,1,0.589265
scripted,86.0,34.0,12.0,91,1,0.506674
scripted,86.0,34.0,6.0,92,1,0.639588
scripted,86.0,34.0,8.0,92,1,0.499038
scripted,86.0,34.0,10.0,92,1,0.431628
scripted,86.0,34.0,12.0,92,1,0.418981
scripted,86.0,34.0,6.0,93,1,0.415853
scripted,86.0,34.0,8.0,93,1,0.498887
scripted,86.0,34.0,10.0,93,1,0.458478
scripted,86.0,34.0,12.0,93,1,0.415941
scripted,86.0,34.0,6.0,94,1,0.541241
scripted,86.0,34.0,8.0,94,1,0.483315
scripted,86.0,34.0,10.0,94,1,0.469622
scripted,86.0,34.0,12.0,94,1,0.473455
scripted,86.0,34.0,6.0,95,1,0.661693
scripted,86.0,34.0,8.0,95,1,0.548224
scripted,86.0,34.0,10.0,95,1,0.4687
scripted,86.0,34.0,12.0,95,1,0.48741
scripted,86.0,34.0,6.0,96,1,0.271895
scripted,86.0,34.0,8.0,96,1,0.251346
scripted,86.0,34.0,10.0,96,1,0.246155
scripted,86.0,34.0,12.0,96,1,0.236401
scripted,86.0,34.0,6.0,97,1,0.531923
scripted,86.0,34.0,8.0,97,1,0.408984
scripted,86.0,34.0,10.0,97,1,0.319304
scripted,86.0,34.0,12.0,97,1,0.311797
scripted,86.0,34.0,6.0,98,1,0.493444
scripted,86.0,34.0,8.0,98,1,0.451716
scripted,86.0,34.0,10.0,98,1,0.41856
scripted,86.0,34.0,12.0,98,1,0.389822
scripted,86.0,34.0,6.0,99,1,0.433141
scripted,86.0,34.0,8.0,99,1,0.403534
scripted,86.0,34.0,10.0,99,1,0.499254
scripted,86.0,34.0,12.0,99,1,0.4215
scripted,86.0,34.0,6.0,100,0,
scripted,86.0,34.0,8.0,100,1,0.421491
scripted,86.0,34.0,10.0,100,1,0.33761
scripted,86.0,34.0,12.0,100,1,0.2884
scripted,86.0,34.0,6.0,101,1,0.451556
scripted,86.0,34.0,8.0,101,1,0.470275
scripted,86.0,34.0,10.0,101,1,0.471609
scripted,86.0,34.0,12.0,101,1,0.475627
scripted,86.0,34.0,6.0,102,1,0.450416
scripted,86.0,34.0,8.0,102,1,0.501194
scripted,86.0,34.0,10.0,102,1,0.550746
scripted,86.0,34.0,12.0,102,1,0.558007
scripted,86.0,34.0,6.0,103,1,0.594527
scripted,86.0,34.0,8.0,103,1,0.496242
scripted,86.0,34.0,10.0,103,1,0.490534
scripted,86.0,34.0,12.0,103,1,0.550772
scripted,86.0,34.0,6.0,104,0,
scripted,86.0,34.0,8.0,104,0,
scripted,86.0,34.0,10.0,104,0,
scripted,86.0,34.0,12.0,104,0,
scripted,86.0,34.0,6.0,105,1,0.499225
scripted,86.0,34.0,8.0,105,1,0.525174
scripted,86.0,34.0,10.0,105,1,0.523571
scripted,86.0,34.0,12.0,105,1,0.528337
scripted,86.0,34.0,6.0,106,1,0.489281
scripted,86.0,34.0,8.0,106,1,0.397129
scripted,86.0,34.0,10.0,106,1,0.393303
scripted,86.0,34.0,12.0,106,1,0.391807
scripted,86.0,34.0,6.0,107,1,0.681435
scripted,86.0,34.0,8.0,107,1,0.592689
scripted,86.0,34.0,10.0,107,1,0.53232
scripted,86.0,34.0,12.0,107,1,0.482997
scripted,86.0,34.0,6.0,108,1,0.44571
scripted,86.0,34.0,8.0,108,1,0.349318
scripted,86.0,34.0,10.0,108,1,0.358468
scripted,86.0,34.0,12.0,108,1,0.368573
scripted,86.0,34.0,6.0,109,0,
scripted,86.0,34.0,8.0,109,0,
scripted,86.0,34.0,10.0,109,1,0.375335
scripted,86.0,34.0,12.0,109,1,0.335389
scripted,86.0,34.0,6.0,110,1,0.437448
scripted,86.0,34.0,8.0,110,1,0.525264
scripted,86.0,34.0,10.0,110,1,0.526878
scripted,86.0,34.0,12.0,110,1,0.494269
scripted,86.0,34.0,6.0,111,1,0.521079
scripted,86.0,34.0,8.0,111,1,0.541469
scripted,86.0,34.0,10.0,111,1,0.55692
scripted,86.0,34.0,12.0,111,1,0.544966
scripted,86.0,34.0,6.0,112,1,0.346458
scripted,86.0,34.0,8.0,112,1,0.461844
scripted,86.0,34.0,10.0,112,1,0.396079
scripted,86.0,34.0,12.0,112,1,0.341379
scripted,86.0,34.0,6.0,113,0,
scripted,86.0,34.0,8.0,113,1,0.41299
scripted,86.0,34.0,10.0,113,1,0.33503
scripted,86.0,34.0,12.0,113,1,0.298854
scripted,86.0,34.0,6.0,114,1,0.533749
scripted,86.0,34.0,8.0,114,1,0.39287
scripted,86.0,34.0,10.0,114,1,0.468497
scripted,86.0,34.0,12.0,114,1,0.428167
scripted,86.0,34.0,6.0,115,0,
scripted,86.0,34.0,8.0,115,1,0.171966
scripted,86.0,34.0,10.0,115,1,0.176064
scripted,86.0,34.0,12.0,115,1,0.172327
scripted,86.0,34.0,6.0,116,1,0.416524
scripted,86.0,34.0,8.0,116,1,0.380836
scripted,86.0,34.0,10.0,116,1,0.339742
scripted,86.0,34.0,12.0,116,1,0.336784
scripted,86.0,34.0,6.0,117,0,
scripted,86.0,34.0,8.0,117,0,
scripted,86.0,34.0,10.0,117,0,
scripted,86.0,34.0,12.0,117,0,
scripted,86.0,34.0,6.0,118,0,
scripted,86.0,34.0,8.0,118,0,
scripted,86.0,34.0,10.0,118,0,
scripted,86.0,34.0,12.0,118,0,
scripted,86.0,34.0,6.0,119,1,0.58777
scripted,86.0,34.0,8.0,119,1,0.487598
scripted,86.0,34.0,10.0,119,1,0.413603
scripted,86.0,34.0,12.0,119,1,0.399893
scripted,86.0,34.0,6.0,120,0,
scripted,86.0,34.0,8.0,120,0,
scripted,86.0,34.0,10.0,120,0,
scripted,86.0,34.0,12.0,120,0,
scripted,86.0,34.0,6.0,121,1,0.385435
scripted,86.0,34.0,8.0,121,1,0.323154
scripted,86.0,34.0,10.0,121,1,0.364546
scripted,86.0,34.0,12.0,121,1,0.393356
scripted,86.0,34.0,6.0,122,0,
scripted,86.0,34.0,8.0,122,0,
scripted,86.0,34.0,10.0,122,0,
scripted,86.0,34.0,12.0,122,0,
scripted,86.0,34.0,6.0,123,0,
scripted,86.0,34.0,8.0,123,0,
scripted,86.0,34.0,10.0,123,0,
scripted,86.0,34.0,12.0,123,1,0.280539
scripted,86.0,34.0,6.0,124,1,0.426581
scripted,86.0,34.0,8.0,124,1,0.302352
scripted,86.0,34.0,10.0,124,1,0.232213
scripted,86.0,34.0,12.0,124,1,0.214641
scripted,86.0,34.0,6.0,125,1,0.476445
scripted,86.0,34.0,8.0,125,1,0.418509
scripted,86.0,34.0,10.0,125,1,0.415587
scripted,86.0,34.0,12.0,125,1,0.445518
scripted,86.0,34.0,6.0,126,1,0.29014
scripted,86.0,34.0,8.0,126,1,0.275065
scripted,86.0,34.0,10.0,126,1,0.255249
scripted,86.0,34.0,12.0,126,1,0.250703
scripted,86.0,34.0,6.0,127,1,0.569801
scripted,86.0,34.0,8.0,127,1,0.504627
scripted,86.0,34.0,10.0,127,1,0.484074
scripted,86.0,34.0,12.0,127,1,0.497486
scripted,86.0,34.0,6.0,128,0,
scripted,86.0,34.0,8.0,128,0,
scripted,86.0,34.0,10.0,128,0,
scripted,86.0,34.0,12.0,128,0,
scripted,86.0,34.0,6.0,129,1,0.67168
scripted,86.0,34.0,8.0,129,1,0.563068
scripted,86.0,34.0,10.0,129,1,0.511936
scripted,86.0,34.0,12.0,129,1,0.484409
scripted,86.0,34.0,6.0,130,1,0.39749
scripted,86.0,34.0,8.0,130,1,0.329431
scripted,86.0,34.0,10.0,130,1,0.445841
scripted,86.0,34.0,12.0,130,1,0.38518
scripted,86.0,34.0,6.0,131,0,
scripted,86.0,34.0,8.0,131,1,0.268425
scripted,86.0,34.0,10.0,131,1,0.282253
scripted,86.0,34.0,12.0,131,1,0.280097
scripted,86.0,34.0,6.0,132,1,0.454051
scripted,86.0,34.0,8.0,132,1,0.388969
scripted,86.0,34.0,10.0,132,1,0.492964
scripted,86.0,34.0,12.0,132,1,0.527585
scripted,86.0,34.0,6.0,133,1,0.64039
scripted,86.0,34.0,8.0,133,1,0.45996
scripted,86.0,34.0,10.0,133,1,0.35078
scripted,86.0,34.0,12.0,133,1,0.304727
scripted,86.0,34.0,6.0,134,1,0.596647
scripted,86.0,34.0,8.0,134,1,0.496356
scripted,86.0,34.0,10.0,134,1,0.41497
scripted,86.0,34.0,12.0,134,1,0.395709
scripted,86.0,34.0,6.0,135,1,0.634162
scripted,86.0,34.0,8.0,135,1,0.481756
scripted,86.0,34.0,10.0,135,1,0.394461
scripted,86.0,34.0,12.0,135,1,0.376249
scripted,86.0,34.0,6.0,136,0,
scripted,86.0,34.0,8.0,136,1,0.326531
scripted,86.0,34.0,10.0,136,1,0.315546
scripted,86.0,34.0,12.0,136,1,0.319615
scripted,86.0,34.0,6.0,137,1,0.615022
scripted,86.0,34.0,8.0,137,1,0.478035
scripted,86.0,34.0,10.0,137,1,0.395308
scripted,86.0,34.0,12.0,137,1,0.343001
scripted,86.0,34.0,6.0,138,0,
scripted,86.0,34.0,8.0,138,1,0.198881
scripted,86.0,34.0,10.0,138,1,0.157119
scripted,86.0,34.0,12.0,138,1,0.136759
scripted,86.0,34.0,6.0,139,0,
scripted,86.0,34.0,8.0,139,1,0.255662
scripted,86.0,34.0,10.0,139,1,0.260942
scripted,86.0,34.0,12.0,139,1,0.281509
scripted,86.0,34.0,6.0,140,1,0.493018
scripted,86.0,34.0,8.0,140,1,0.403698
scripted,86.0,34.0,10.0,140,1,0.415706
scripted,86.0,34.0,12.0,140,1,0.438073
scripted,86.0,34.0,6.0,141,1,0.442326
scripted,86.0,34.0,8.0,141,1,0.519817
scripted,86.0,34.0,10.0,141,1,0.64627
scripted,86.0,34.0,12.0,141,1,0.604174
scripted,86.0,34.0,6.0,142,1,0.436721
scripted,86.0,34.0,8.0,142,1,0.440105
scripted,86.0,34.0,10.0,142,1,0.428398
scripted,86.0,34.0,12.0,142,1,0.415481
scripted,86.0,34.0,6.0,143,1,0.61897
scripted,86.0,34.0,8.0,143,1,0.532815
scripted,86.0,34.0,10.0,143,1,0.509486
scripted,86.0,34.0,12.0,143,1,0.491212
scripted,86.0,34.0,6.0,144,1,0.501854
scripted,86.0,34.0,8.0,144,1,0.343324
scripted,86.0,34.0,10.0,144,1,0.345496
scripted,86.0,34.0,12.0,144,1,0.33757
scripted,86.0,34.0,6.0,145,1,0.646904
scripted,86.0,34.0,8.0,145,1,0.584813
scripted,86.0,34.0,10.0,145,1,0.506218
scripted,86.0,34.0,12.0,145,1,0.45589
scripted,86.0,34.0,6.0,146,1,0.532848
scripted,86.0,34.0,8.0,146,1,0.54241
scripted,86.0,34.0,10.0,146,1,0.517291
scripted,86.0,34.0,12.0,146,1,0.474787
scripted,86.0,34.0,6.0,147,1,0.425367
scripted,86.0,34.0,8.0,147,1,0.40761
scripted,86.0,34.0,10.0,147,1,0.406796
scripted,86.0,34.0,12.0,147,1,0.369231
scripted,86.0,34.0,6.0,148,0,
scripted,86.0,34.0,8.0,148,0,
scripted,86.0,34.0,10.0,148,1,0.341514
scripted,86.0,34.0,12.0,148,1,0.347002
scripted,86.0,34.0,6.0,149,1,0.554972
scripted,86.0,34.0,8.0,149,1,0.551805
scripted,86.0,34.0,10.0,149,1,0.494747
scripted,86.0,34.0,12.0,149,1,0.500586
scripted,86.0,34.0,6.0,150,1,0.505256
scripted,86.0,34.0,8.0,150,1,0.431343
scripted,86.0,34.0,10.0,150,1,0.444728
scripted,86.0,34.0,12.0,150,1,0.433238
scripted,86.0,34.0,6.0,151,1,0.48346
scripted,86.0,34.0,8.0,151,1,0.365739
scripted,86.0,34.0,10.0,151,1,0.482243
scripted,86.0,34.0,12.0,151,1,0.433586
scripted,86.0,34.0,6.0,152,1,0.649721
scripted,86.0,34.0,8.0,152,1,0.52488
scripted,86.0,34.0,10.0,152,1,0.483458
scripted,86.0,34.0,12.0,152,1,0.481097
scripted,86.0,34.0,6.0,153,1,0.353108
scripted,86.0,34.0,8.0,153,1,0.359632
scripted,86.0,34.0,10.0,153,1,0.416803
scripted,86.0,34.0,12.0,153,1,0.416775
scripted,86.0,34.0,6.0,154,0,
scripted,86.0,34.0,8.0,154,1,0.509852
scripted,86.0,34.0,10.0,154,1,0.426031
scripted,86.0,34.0,12.0,154,1,0.358194
scripted,86.0,34.0,6.0,155,1,0.577798
scripted,86.0,34.0,8.0,155,1,0.51254
scripted,86.0,34.0,10.0,155,1,0.532588
scripted,86.0,34.0,12.0,155,1,0.53616
scripted,86.0,34.0,6.0,156,0,
scripted,86.0,34.0,8.0,156,1,0.137129
scripted,86.0,34.0,10.0,156,1,0.290564
scripted,86.0,34.0,12.0,156,1,0.260974
scripted,86.0,34.0,6.0,157,1,0.317475
scripted,86.0,34.0,8.0,157,1,0.316139
scripted,86.0,34.0,10.0,157,1,0.329142
scripted,86.0,34.0,12.0,157,1,0.326674
scripted,86.0,34.0,6.0,158,1,0.856395
scripted,86.0,34.0,8.0,158,1,0.915681
scripted,86.0,34.0,10.0,158,1,0.905831
scripted,86.0,34.0,12.0,158,1,0.827811
scripted,86.0,34.0,6.0,159,0,
scripted,86.0,34.0,8.0,159,1,0.499775
scripted,86.0,34.0,10.0,159,1,0.449954
scripted,86.0,34.0,12.0,159,1,0.414901
scripted,86.0,34.0,6.0,160,0,
scripted,86.0,34.0,8.0,160,0,
scripted,86.0,34.0,10.0,160,0,
scripted,86.0,34.0,12.0,160,0,
scripted,86.0,34.0,6.0,161,1,0.598476
scripted,86.0,34.0,8.0,161,1,0.424727
scripted,86.0,34.0,10.0,161,1,0.370317
scripted,86.0,34.0,12.0,161,1,0.337437
scripted,86.0,34.0,6.0,162,1,0.560647
scripted,86.0,34.0,8.0,162,1,0.500749
scripted,86.0,34.0,10.0,162,1,0.471841
scripted,86.0,34.0,12.0,162,1,0.431565
scripted,86.0,34.0,6.0,163,1,0.371302
scripted,86.0,34.0,8.0,163,1,0.30734
scripted,86.0,34.0,10.0,163,1,0.390199
scripted,86.0,34.0,12.0,163,1,0.339871
scripted,86.0,34.0,6.0,164,0,
scripted,86.0,34.0,8.0,164,0,
scripted,86.0,34.0,10.0,164,0,
scripted,86.0,34.0,12.0,164,0,
scripted,86.0,34.0,6.0,165,1,0.472818
scripted,86.0,34.0,8.0,165,1,0.351667
scripted,86.0,34.0,10.0,165,1,0.303224
scripted,86.0,34.0,12.0,165,1,0.288441
scripted,86.0,34.0,6.0,166,1,0.619381
scripted,86.0,34.0,8.0,166,1,0.584536
scripted,86.0,34.0,10.0,166,1,0.601065
scripted,86.0,34.0,12.0,166,1,0.60219
scripted,86.0,34.0,6.0,167,1,0.323487
scripted,86.0,34.0,8.0,167,1,0.341569
scripted,86.0,34.0,10.0,167,1,0.355619
scripted,86.0,34.0,12.0,167,1,0.343869
scripted,86.0,34.0,6.0,168,1,0.512237
scripted,86.0,34.0,8.0,168,1,0.537978
scripted,86.0,34.0,10.0,168,1,0.519187
scripted,86.0,34.0,12.0,168,1,0.491212
scripted,86.0,34.0,6.0,169,1,0.634019
scripted,86.0,34.0,8.0,169,1,0.57828
scripted,86.0,34.0,10.0,169,1,0.576936
scripted,86.0,34.0,12.0,169,1,0.564245
scripted,86.0,34.0,6.0,170,1,0.52404
scripted,86.0,34.0,8.0,170,1,0.621829
scripted,86.0,34.0,10.0,170,1,0.543522
scripted,86.0,34.0,12.0,170,1,0.496852
scripted,86.0,34.0,6.0,171,1,0.383639
scripted,86.0,34.0,8.0,171,1,0.41928
scripted,86.0,34.0,10.0,171,1,0.458487
scripted,86.0,34.0,12.0,171,1,0.420266
scripted,86.0,34.0,6.0,172,1,0.490041
scripted,86.0,34.0,8.0,172,1,0.378235
scripted,86.0,34.0,10.0,172,1,0.31859
scripted,86.0,34.0,12.0,172,1,0.316839
scripted,86.0,34.0,6.0,173,1,0.57374
scripted,86.0,34.0,8.0,173,1,0.434582
scripted,86.0,34.0,10.0,173,1,0.406721
scripted,86.0,34.0,12.0,173,1,0.405753
scripted,86.0,34.0,6.0,174,0,
scripted,86.0,34.0,8.0,174,0,
scripted,86.0,34.0,10.0,174,0,
scripted,86.0,34.0,12.0,174,1,0.261582
scripted,86.0,34.0,6.0,175,1,0.334677
scripted,86.0,34.0,8.0,175,1,0.545614
scripted,86.0,34.0,10.0,175,1,0.534499
scripted,86.0,34.0,12.0,175,1,0.511119
scripted,86.0,34.0,6.0,176,1,0.613155
scripted,86.0,34.0,8.0,176,1,0.541326
scripted,86.0,34.0,10.0,176,1,0.479835
scripted,86.0,34.0,12.0,176,1,0.428321
scripted,86.0,34.0,6.0,177,1,0.480786
scripted,86.0,34.0,8.0,177,1,0.451967
scripted,86.0,34.0,10.0,177,1,0.500979
scripted,86.0,34.0,12.0,177,1,0.526695
scripted,86.0,34.0,6.0,178,1,0.366167
scripted,86.0,34.0,8.0,178,1,0.37509
scripted,86.0,34.0,10.0,178,1,0.370973
scripted,86.0,34.0,12.0,178,1,0.367904
scripted,86.0,34.0,6.0,179,1,0.438748
scripted,86.0,34.0,8.0,179,1,0.410968
scripted,86.0,34.0,10.0,179,1,0.366008
scripted,86.0,34.0,12.0,179,1,0.353819
scripted,86.0,34.0,6.0,180,1,0.411056
scripted,86.0,34.0,8.0,180,1,0.325669
scripted,86.0,34.0,10.0,180,1,0.297016
scripted,86.0,34.0,12.0,180,1,0.301757
scripted,86.0,34.0,6.0,181,1,0.667715
scripted,86.0,34.0,8.0,181,1,0.629902
scripted,86.0,34.0,10.0,181,1,0.554072
scripted,86.0,34.0,12.0,181,1,0.497187
scripted,86.0,34.0,6.0,182,1,0.610809
scripted,86.0,34.0,8.0,182,1,0.493687
scripted,86.0,34.0,10.0,182,1,0.380161
scripted,86.0,34.0,12.0,182,1,0.358454
scripted,86.0,34.0,6.0,183,1,0.58428
