policy,x,y,radius,episode,arrived,max_control
random,84.0,34.0,12.0,116,1,0.081917
random,86.0,34.0,6.0,116,0,
random,86.0,34.0,8.0,116,0,
random,86.0,34.0,10.0,116,0,
random,86.0,34.0,12.0,116,1,0.040272
random,88.0,34.0,6.0,116,0,
random,88.0,34.0,8.0,116,0,
random,88.0,34.0,10.0,116,0,
random,88.0,34.0,12.0,116,0,
random,82.0,34.0,6.0,117,0,
random,82.0,34.0,8.0,117,0,
random,82.0,34.0,10.0,117,0,
random,82.0,34.0,12.0,117,0,
random,84.0,34.0,6.0,117,0,
random,84.0,34.0,8.0,117,0,
random,84.0,34.0,10.0,117,0,
random,84.0,34.0,12.0,117,0,
random,86.0,34.0,6.0,117,0,
random,86.0,34.0,8.0,117,0,
random,86.0,34.0,10.0,117,0,
random,86.0,34.0,12.0,117,0,
random,88.0,34.0,6.0,117,0,
random,88.0,34.0,8.0,117,0,
random,88.0,34.0,10.0,117,0,
random,88.0,34.0,12.0,117,0,
random,82.0,34.0,6.0,118,0,
random,82.0,34.0,8.0,118,0,
random,82.0,34.0,10.0,118,0,
random,82.0,34.0,12.0,118,1,0.48169
random,84.0,34.0,6.0,118,0,
random,84.0,34.0,8.0,118,0,
random,84.0,34.0,10.0,118,0,
random,84.0,34.0,12.0,118,1,0.220584
random,86.0,34.0,6.0,118,0,
random,86.0,34.0,8.0,118,0,
random,86.0,34.0,10.0,118,0,
random,86.0,34.0,12.0,118,0,
random,88.0,34.0,6.0,118,0,
random,88.0,34.0,8.0,118,0,
random,88.0,34.0,10.0,118,0,
random,88.0,34.0,12.0,118,0,
random,82.0,34.0,6.0,119,0,
random,82.0,34.0,8.0,119,0,
random,82.0,34.0,10.0,119,0,
random,82.0,34.0,12.0,119,0,
random,84.0,34.0,6.0,119,0,
random,84.0,34.0,8.0,119,0,
random,84.0,34.0,10.0,119,0,
random,84.0,34.0,12.0,119,0,
random,86.0,34.0,6.0,119,0,
random,86.0,34.0,8.0,119,0,
random,86.0,34.0,10.0,119,0,
random,86.0,34.0,12.0,119,0,
random,88.0,34.0,6.0,119,0,
random,88.0,34.0,8.0,119,0,
random,88.0,34.0,10.0,119,0,
random,88.0,34.0,12.0,119,0,
random,82.0,34.0,6.0,120,0,
random,82.0,34.0,8.0,120,0,
random,82.0,34.0,10.0,120,0,
random,82.0,34.0,12.0,120,1,0.15146
random,84.0,34.0,6.0,120,0,
random,84.0,34.0,8.0,120,0,
random,84.0,34.0,10.0,120,0,
random,84.0,34.0,12.0,120,0,
random,86.0,34.0,6.0,120,0,
random,86.0,34.0,8.0,120,0,
random,86.0,34.0,10.0,120,0,
random,86.0,34.0,12.0,120,0,
random,88.0,34.0,6.0,120,0,
random,88.0,34.0,8.0,120,0,
random,88.0,34.0,10.0,120,0,
random,88.0,34.0,12.0,120,0,
random,82.0,34.0,6.0,121,1,0.425937
random,82.0,34.0,8.0,121,1,0.402839
random,82.0,34.0,10.0,121,1,0.390038
random,82.0,34.0,12.0,121,1,0.372803
random,84.0,34.0,6.0,121,1,0.295823
random,84.0,34.0,8.0,121,1,0.316016
random,84.0,34.0,10.0,121,1,0.322482
random,84.0,34.0,12.0,121,1,0.317161
random,86.0,34.0,6.0,121,1,0.175772
random,86.0,34.0,8.0,121,1,0.225715
random,86.0,34.0,10.0,121,1,0.251148
random,86.0,34.0,12.0,121,1,0.260673
random,88.0,34.0,6.0,121,1,0.094004
random,88.0,34.0,8.0,121,1,0.137214
random,88.0,34.0,10.0,121,1,0.178137
random,88.0,34.0,12.0,121,1,0.200348
random,82.0,34.0,6.0,122,0,
random,82.0,34.0,8.0,122,0,
random,82.0,34.0,10.0,122,0,
random,82.0,34.0,12.0,122,0,
random,84.0,34.0,6.0,122,0,
random,84.0,34.0,8.0,122,0,
random,84.0,34.0,10.0,122,0,
random,84.0,34.0,12.0,122,0,
random,86.0,34.0,6.0,122,0,
random,86.0,34.0,8.0,122,0,
random,86.0,34.0,10.0,122,0,
random,86.0,34.0,12.0,122,0,
random,88.0,34.0,6.0,122,0,
random,88.0,34.0,8.0,122,0,
random,88.0,34.0,10.0,122,0,
random,88.0,34.0,12.0,122,0,
random,82.0,34.0,6.0,123,1,0.341747
random,82.0,34.0,8.0,123,1,0.339817
random,82.0,34.0,10.0,123,1,0.311368
random,82.0,34.0,12.0,123,1,0.290857
random,84.0,34.0,6.0,123,0,
random,84.0,34.0,8.0,123,1,0.260409
random,84.0,34.0,10.0,123,1,0.259161
random,84.0,34.0,12.0,123,1,0.250389
random,86.0,34.0,6.0,123,0,
random,86.0,34.0,8.0,123,0,
random,86.0,34.0,10.0,123,1,0.202592
random,86.0,34.0,12.0,123,1,0.21058
random,88.0,34.0,6.0,123,0,
random,88.0,34.0,8.0,123,0,
random,88.0,34.0,10.0,123,0,
random,88.0,34.0,12.0,123,1,0.165094
random,82.0,34.0,6.0,124,0,
random,82.0,34.0,8.0,124,0,
random,82.0,34.0,10.0,124,0,
random,82.0,34.0,12.0,124,0,
random,84.0,34.0,6.0,124,0,
random,84.0,34.0,8.0,124,0,
random,84.0,34.0,10.0,124,0,
random,84.0,34.0,12.0,124,0,
random,86.0,34.0,6.0,124,0,
random,86.0,34.0,8.0,124,0,
random,86.0,34.0,10.0,124,0,
random,86.0,34.0,12.0,124,0,
random,88.0,34.0,6.0,124,0,
random,88.0,34.0,8.0,124,0,
random,88.0,34.0,10.0,124,0,
random,88.0,34.0,12.0,124,0,
random,82.0,34.0,6.0,125,0,
random,82.0,34.0,8.0,125,1,0.186334
random,82.0,34.0,10.0,125,1,0.18
random,82.0,34.0,12.0,125,1,0.154569
random,84.0,34.0,6.0,125,0,
random,84.0,34.0,8.0,125,1,0.154184
random,84.0,34.0,10.0,125,1,0.161323
random,84.0,34.0,12.0,125,1,0.146448
random,86.0,34.0,6.0,125,0,
random,86.0,34.0,8.0,125,0,
random,86.0,34.0,10.0,125,1,0.133536
random,86.0,34.0,12.0,125,1,0.128555
random,88.0,34.0,6.0,125,0,
random,88.0,34.0,8.0,125,0,
random,88.0,34.0,10.0,125,0,
random,88.0,34.0,12.0,125,1,0.105745
random,82.0,34.0,6.0,126,0,
random,82.0,34.0,8.0,126,0,
random,82.0,34.0,10.0,126,0,
random,82.0,34.0,12.0,126,0,
random,84.0,34.0,6.0,126,0,
random,84.0,34.0,8.0,126,0,
random,84.0,34.0,10.0,126,0,
random,84.0,34.0,12.0,126,0,
random,86.0,34.0,6.0,126,0,
random,86.0,34.0,8.0,126,0,
random,86.0,34.0,10.0,126,0,
random,86.0,34.0,12.0,126,0,
random,88.0,34.0,6.0,126,0,
random,88.0,34.0,8.0,126,0,
random,88.0,34.0,10.0,126,0,
random,88.0,34.0,12.0,126,0,
random,82.0,34.0,6.0,127,0,
random,82.0,34.0,8.0,127,0,
random,82.0,34.0,10.0,127,0,
random,82.0,34.0,12.0,127,0,
random,84.0,34.0,6.0,127,0,
random,84.0,34.0,8.0,127,0,
random,84.0,34.0,10.0,127,0,
random,84.0,34.0,12.0,127,0,
random,86.0,34.0,6.0,127,0,
random,86.0,34.0,8.0,127,0,
random,86.0,34.0,10.0,127,0,
random,86.0,34.0,12.0,127,0,
random,88.0,34.0,6.0,127,0,
random,88.0,34.0,8.0,127,0,
random,88.0,34.0,10.0,127,0,
random,88.0,34.0,12.0,127,0,
random,82.0,34.0,6.0,128,1,0.504721
random,82.0,34.0,8.0,128,1,0.493551
random,82.0,34.0,10.0,128,1,0.437524
random,82.0,34.0,12.0,128,1,0.412289
random,84.0,34.0,6.0,128,1,0.363582
random,84.0,34.0,8.0,128,1,0.403857
random,84.0,34.0,10.0,128,1,0.350311
random,84.0,34.0,12.0,128,1,0.331633
random,86.0,34.0,6.0,128,1,0.223411
random,86.0,34.0,8.0,128,1,0.252702
random,86.0,34.0,10.0,128,1,0.270552
random,86.0,34.0,12.0,128,1,0.255981
random,88.0,34.0,6.0,128,1,0.083221
random,88.0,34.0,8.0,128,1,0.166479
random,88.0,34.0,10.0,128,1,0.177958
random,88.0,34.0,12.0,128,1,0.208219
random,82.0,34.0,6.0,129,0,
random,82.0,34.0,8.0,129,0,
random,82.0,34.0,10.0,129,0,
random,82.0,34.0,12.0,129,0,
random,84.0,34.0,6.0,129,0,
random,84.0,34.0,8.0,129,0,
random,84.0,34.0,10.0,129,0,
random,84.0,34.0,12.0,129,0,
random,86.0,34.0,6.0,129,0,
random,86.0,34.0,8.0,129,0,
random,86.0,34.0,10.0,129,0,
random,86.0,34.0,12.0,129,0,
random,88.0,34.0,6.0,129,0,
random,88.0,34.0,8.0,129,0,
random,88.0,34.0,10.0,129,0,
random,88.0,34.0,12.0,129,0,
random,82.0,34.0,6.0,130,0,
random,82.0,34.0,8.0,130,1,0.177476
random,82.0,34.0,10.0,130,1,0.162403
random,82.0,34.0,12.0,130,1,0.149136
random,84.0,34.0,6.0,130,0,
random,84.0,34.0,8.0,130,1,0.156477
random,84.0,34.0,10.0,130,1,0.159097
random,84.0,34.0,12.0,130,1,0.146591
random,86.0,34.0,6.0,130,1,0.103155
random,86.0,34.0,8.0,130,1,0.12416
random,86.0,34.0,10.0,130,1,0.138091
random,86.0,34.0,12.0,130,1,0.137778
random,88.0,34.0,6.0,130,0,
random,88.0,34.0,8.0,130,1,0.086269
random,88.0,34.0,10.0,130,1,0.106118
random,88.0,34.0,12.0,130,1,0.115619
random,82.0,34.0,6.0,131,0,
random,82.0,34.0,8.0,131,0,
random,82.0,34.0,10.0,131,0,
random,82.0,34.0,12.0,131,0,
random,84.0,34.0,6.0,131,0,
random,84.0,34.0,8.0,131,0,
random,84.0,34.0,10.0,131,0,
random,84.0,34.0,12.0,131,0,
random,86.0,34.0,6.0,131,0,
random,86.0,34.0,8.0,131,0,
random,86.0,34.0,10.0,131,0,
random,86.0,34.0,12.0,131,0,
random,88.0,34.0,6.0,131,0,
random,88.0,34.0,8.0,131,0,
random,88.0,34.0,10.0,131,0,
random,88.0,34.0,12.0,131,0,
random,82.0,34.0,6.0,132,1,0.271019
random,82.0,34.0,8.0,132,1,0.298842
random,82.0,34.0,10.0,132,1,0.467135
random,82.0,34.0,12.0,132,1,0.451518
random,84.0,34.0,6.0,132,1,0.31391
random,84.0,34.0,8.0,132,1,0.324515
random,84.0,34.0,10.0,132,1,0.315717
random,84.0,34.0,12.0,132,1,0.435169
random,86.0,34.0,6.0,132,1,0.362649
random,86.0,34.0,8.0,132,1,0.348535
random,86.0,34.0,10.0,132,1,0.3286
random,86.0,34.0,12.0,132,1,0.301427
random,88.0,34.0,6.0,132,1,0.425863
random,88.0,34.0,8.0,132,1,0.368751
random,88.0,34.0,10.0,132,1,0.323992
random,88.0,34.0,12.0,132,1,0.286555
random,82.0,34.0,6.0,133,0,
random,82.0,34.0,8.0,133,0,
random,82.0,34.0,10.0,133,0,
random,82.0,34.0,12.0,133,0,
random,84.0,34.0,6.0,133,0,
random,84.0,34.0,8.0,133,0,
random,84.0,34.0,10.0,133,0,
random,84.0,34.0,12.0,133,0,
random,86.0,34.0,6.0,133,0,
random,86.0,34.0,8.0,133,0,
random,86.0,34.0,10.0,133,0,
random,86.0,34.0,12.0,133,0,
random,88.0,34.0,6.0,133,0,
random,88.0,34.0,8.0,133,0,
random,88.0,34.0,10.0,133,0,
random,88.0,34.0,12.0,133,0,
random,82.0,34.0,6.0,134,1,0.438804
random,82.0,34.0,8.0,134,1,0.377868
random,82.0,34.0,10.0,134,1,0.329811
random,82.0,34.0,12.0,134,1,0.301783
random,84.0,34.0,6.0,134,0,
random,84.0,34.0,8.0,134,1,0.327545
random,84.0,34.0,10.0,134,1,0.299216
random,84.0,34.0,12.0,134,1,0.28697
random,86.0,34.0,6.0,134,0,
random,86.0,34.0,8.0,134,0,
random,86.0,34.0,10.0,134,1,0.282648
random,86.0,34.0,12.0,134,1,0.289385
random,88.0,34.0,6.0,134,0,
random,88.0,34.0,8.0,134,0,
random,88.0,34.0,10.0,134,0,
random,88.0,34.0,12.0,134,1,0.295863
random,82.0,34.0,6.0,135,0,
random,82.0,34.0,8.0,135,0,
random,82.0,34.0,10.0,135,0,
random,82.0,34.0,12.0,135,0,
random,84.0,34.0,6.0,135,0,
random,84.0,34.0,8.0,135,0,
random,84.0,34.0,10.0,135,0,
random,84.0,34.0,12.0,135,0,
random,86.0,34.0,6.0,135,0,
random,86.0,34.0,8.0,135,0,
random,86.0,34.0,10.0,135,0,
random,86.0,34.0,12.0,135,0,
random,88.0,34.0,6.0,135,0,
random,88.0,34.0,8.0,135,0,
random,88.0,34.0,10.0,135,0,
random,88.0,34.0,12.0,135,0,
random,82.0,34.0,6.0,136,1,0.289091
random,82.0,34.0,8.0,136,1,0.248507
random,82.0,34.0,10.0,136,1,0.240579
random,82.0,34.0,12.0,136,1,0.241565
random,84.0,34.0,6.0,136,1,0.231178
random,84.0,34.0,8.0,136,1,0.223093
random,84.0,34.0,10.0,136,1,0.215494
random,84.0,34.0,12.0,136,1,0.20437
random,86.0,34.0,6.0,136,1,0.140023
random,86.0,34.0,8.0,136,1,0.17689
random,86.0,34.0,10.0,136,1,0.186844
random,86.0,34.0,12.0,136,1,0.173935
random,88.0,34.0,6.0,136,0,
random,88.0,34.0,8.0,136,1,0.117022
random,88.0,34.0,10.0,136,1,0.143764
random,88.0,34.0,12.0,136,1,0.144077
random,82.0,34.0,6.0,137,1,0.28153
random,82.0,34.0,8.0,137,1,0.313946
random,82.0,34.0,10.0,137,1,0.267554
random,82.0,34.0,12.0,137,1,0.263429
random,84.0,34.0,6.0,137,0,
random,84.0,34.0,8.0,137,1,0.227823
random,84.0,34.0,10.0,137,1,0.23248
random,84.0,34.0,12.0,137,1,0.210699
random,86.0,34.0,6.0,137,0,
random,86.0,34.0,8.0,137,0,
random,86.0,34.0,10.0,137,1,0.171648
random,86.0,34.0,12.0,137,1,0.180353
random,88.0,34.0,6.0,137,0,
random,88.0,34.0,8.0,137,0,
random,88.0,34.0,10.0,137,0,
random,88.0,34.0,12.0,137,1,0.128206
random,82.0,34.0,6.0,138,0,
random,82.0,34.0,8.0,138,0,
random,82.0,34.0,10.0,138,0,
random,82.0,34.0,12.0,138,0,
random,84.0,34.0,6.0,138,0,
random,84.0,34.0,8.0,138,0,
random,84.0,34.0,10.0,138,0,
random,84.0,34.0,12.0,138,0,
random,86.0,34.0,6.0,138,0,
random,86.0,34.0,8.0,138,0,
random,86.0,34.0,10.0,138,0,
random,86.0,34.0,12.0,138,0,
random,88.0,34.0,6.0,138,0,
random,88.0,34.0,8.0,138,0,
random,88.0,34.0,10.0,138,0,
random,88.0,34.0,12.0,138,0,
random,82.0,34.0,6.0,139,1,0.205216
random,82.0,34.0,8.0,139,1,0.20029
random,82.0,34.0,10.0,139,1,0.185313
random,82.0,34.0,12.0,139,1,0.170791
random,84.0,34.0,6.0,139,1,0.171666
random,84.0,34.0,8.0,139,1,0.186096
random,84.0,34.0,10.0,139,1,0.161305
random,84.0,34.0,12.0,139,1,0.148095
random,86.0,34.0,6.0,139,0,
random,86.0,34.0,8.0,139,1,0.155481
random,86.0,34.0,10.0,139,1,0.140705
random,86.0,34.0,12.0,139,1,0.124922
random,88.0,34.0,6.0,139,0,
random,88.0,34.0,8.0,139,0,
random,88.0,34.0,10.0,139,1,0.113741
random,88.0,34.0,12.0,139,1,0.107459
random,82.0,34.0,6.0,140,0,
random,82.0,34.0,8.0,140,1,0.091596
random,82.0,34.0,10.0,140,1,0.129923
random,82.0,34.0,12.0,140,1,0.182591
random,84.0,34.0,6.0,140,0,
random,84.0,34.0,8.0,140,1,0.084335
random,84.0,34.0,10.0,140,1,0.13134
random,84.0,34.0,12.0,140,1,0.173733
random,86.0,34.0,6.0,140,0,
random,86.0,34.0,8.0,140,0,
random,86.0,34.0,10.0,140,1,0.159734
random,86.0,34.0,12.0,140,1,0.18554
random,88.0,34.0,6.0,140,0,
random,88.0,34.0,8.0,140,0,
random,88.0,34.0,10.0,140,0,
random,88.0,34.0,12.0,140,1,0.193198
random,82.0,34.0,6.0,141,0,
random,82.0,34.0,8.0,141,0,
random,82.0,34.0,10.0,141,0,
random,82.0,34.0,12.0,141,0,
random,84.0,34.0,6.0,141,0,
random,84.0,34.0,8.0,141,0,
random,84.0,34.0,10.0,141,0,
random,84.0,34.0,12.0,141,0,
random,86.0,34.0,6.0,141,0,
random,86.0,34.0,8.0,141,0,
random,86.0,34.0,10.0,141,0,
random,86.0,34.0,12.0,141,0,
random,88.0,34.0,6.0,141,0,
random,88.0,34.0,8.0,141,0,
random,88.0,34.0,10.0,141,0,
random,88.0,34.0,12.0,141,0,
random,82.0,34.0,6.0,142,0,
random,82.0,34.0,8.0,142,0,
random,82.0,34.0,10.0,142,1,0.145461
random,82.0,34.0,12.0,142,1,0.144629
random,84.0,34.0,6.0,142,0,
random,84.0,34.0,8.0,142,0,
random,84.0,34.0,10.0,142,0,
random,84.0,34.0,12.0,142,1,0.129216
random,86.0,34.0,6.0,142,0,
random,86.0,34.0,8.0,142,0,
random,86.0,34.0,10.0,142,0,
random,86.0,34.0,12.0,142,0,
random,88.0,34.0,6.0,142,0,
random,88.0,34.0,8.0,142,0,
random,88.0,34.0,10.0,142,0,
random,88.0,34.0,12.0,142,0,
random,82.0,34.0,6.0,143,0,
random,82.0,34.0,8.0,143,0,
random,82.0,34.0,10.0,143,0,
random,82.0,34.0,12.0,143,0,
random,84.0,34.0,6.0,143,0,
random,84.0,34.0,8.0,143,0,
random,84.0,34.0,10.0,143,0,
random,84.0,34.0,12.0,143,0,
random,86.0,34.0,6.0,143,0,
random,86.0,34.0,8.0,143,0,
random,86.0,34.0,10.0,143,0,
random,86.0,34.0,12.0,143,0,
random,88.0,34.0,6.0,143,0,
random,88.0,34.0,8.0,143,0,
random,88.0,34.0,10.0,143,0,
random,88.0,34.0,12.0,143,0,
random,82.0,34.0,6.0,144,0,
random,82.0,34.0,8.0,144,0,
random,82.0,34.0,10.0,144,1,0.021213
random,82.0,34.0,12.0,144,1,0.037201
random,84.0,34.0,6.0,144,0,
random,84.0,34.0,8.0,144,0,
random,84.0,34.0,10.0,144,0,
random,84.0,34.0,12.0,144,1,0.015352
random,86.0,34.0,6.0,144,0,
random,86.0,34.0,8.0,144,0,
random,86.0,34.0,10.0,144,0,
random,86.0,34.0,12.0,144,0,
random,88.0,34.0,6.0,144,0,
random,88.0,34.0,8.0,144,0,
random,88.0,34.0,10.0,144,0,
random,88.0,34.0,12.0,144,0,
random,82.0,34.0,6.0,145,0,
random,82.0,34.0,8.0,145,0,
random,82.0,34.0,10.0,145,0,
random,82.0,34.0,12.0,145,0,
random,84.0,34.0,6.0,145,0,
random,84.0,34.0,8.0,145,0,
random,84.0,34.0,10.0,145,0,
random,84.0,34.0,12.0,145,0,
random,86.0,34.0,6.0,145,0,
random,86.0,34.0,8.0,145,0,
random,86.0,34.0,10.0,145,0,
random,86.0,34.0,12.0,145,0,
random,88.0,34.0,6.0,145,0,
random,88.0,34.0,8.0,145,0,
random,88.0,34.0,10.0,145,0,
random,88.0,34.0,12.0,145,0,
random,82.0,34.0,6.0,146,0,
random,82.0,34.0,8.0,146,0,
random,82.0,34.0,10.0,146,0,
random,82.0,34.0,12.0,146,1,0.243657
random,84.0,34.0,6.0,146,0,
random,84.0,34.0,8.0,146,0,
random,84.0,34.0,10.0,146,0,
random,84.0,34.0,12.0,146,1,0.196425
random,86.0,34.0,6.0,146,0,
random,86.0,34.0,8.0,146,0,
random,86.0,34.0,10.0,146,1,0.134417
random,86.0,34.0,12.0,146,1,0.167013
random,88.0,34.0,6.0,146,0,
random,88.0,34.0,8.0,146,0,
random,88.0,34.0,10.0,146,1,0.133921
random,88.0,34.0,12.0,146,1,0.148979
random,82.0,34.0,6.0,147,0,
random,82.0,34.0,8.0,147,0,
random,82.0,34.0,10.0,147,0,
random,82.0,34.0,12.0,147,0,
random,84.0,34.0,6.0,147,0,
random,84.0,34.0,8.0,147,0,
random,84.0,34.0,10.0,147,0,
random,84.0,34.0,12.0,147,0,
random,86.0,34.0,6.0,147,0,
random,86.0,34.0,8.0,147,0,
random,86.0,34.0,10.0,147,0,
random,86.0,34.0,12.0,147,0,
random,88.0,34.0,6.0,147,0,
random,88.0,34.0,8.0,147,0,
random,88.0,34.0,10.0,147,0,
random,88.0,34.0,12.0,147,0,
random,82.0,34.0,6.0,148,0,
random,82.0,34.0,8.0,148,1,0.267734
random,82.0,34.0,10.0,148,1,0.224655
random,82.0,34.0,12.0,148,1,0.198569
random,84.0,34.0,6.0,148,0,
random,84.0,34.0,8.0,148,0,
random,84.0,34.0,10.0,148,1,0.236446
random,84.0,34.0,12.0,148,1,0.208541
random,86.0,34.0,6.0,148,0,
random,86.0,34.0,8.0,148,0,
random,86.0,34.0,10.0,148,0,
random,86.0,34.0,12.0,148,1,0.213079
random,88.0,34.0,6.0,148,0,
random,88.0,34.0,8.0,148,0,
random,88.0,34.0,10.0,148,0,
random,88.0,34.0,12.0,148,0,
random,82.0,34.0,6.0,149,0,
random,82.0,34.0,8.0,149,1,0.05999
random,82.0,34.0,10.0,149,1,0.11817
random,82.0,34.0,12.0,149,1,0.156845
random,84.0,34.0,6.0,149,0,
random,84.0,34.0,8.0,149,0,
random,84.0,34.0,10.0,149,1,0.040842
random,84.0,34.0,12.0,149,1,0.086047
random,86.0,34.0,6.0,149,0,
random,86.0,34.0,8.0,149,0,
random,86.0,34.0,10.0,149,0,
random,86.0,34.0,12.0,149,1,0.030144
random,88.0,34.0,6.0,149,0,
random,88.0,34.0,8.0,149,0,
random,88.0,34.0,10.0,149,0,
random,88.0,34.0,12.0,149,0,
random,82.0,34.0,6.0,150,0,
random,82.0,34.0,8.0,150,0,
random,82.0,34.0,10.0,150,0,
random,82.0,34.0,12.0,150,1,0.169541
random,84.0,34.0,6.0,150,0,
random,84.0,34.0,8.0,150,0,
random,84.0,34.0,10.0,150,0,
random,84.0,34.0,12.0,150,1,0.127233
random,86.0,34.0,6.0,150,0,
random,86.0,34.0,8.0,150,0,
random,86.0,34.0,10.0,150,1,0.069486
random,86.0,34.0,12.0,150,1,0.111026
random,88.0,34.0,6.0,150,0,
random,88.0,34.0,8.0,150,0,
random,88.0,34.0,10.0,150,1,0.094554
random,88.0,34.0,12.0,150,1,0.12522
random,82.0,34.0,6.0,151,0,
random,82.0,34.0,8.0,151,0,
random,82.0,34.0,10.0,151,0,
random,82.0,34.0,12.0,151,0,
random,84.0,34.0,6.0,151,0,
random,84.0,34.0,8.0,151,0,
random,84.0,34.0,10.0,151,0,
random,84.0,34.0,12.0,151,0,
random,86.0,34.0,6.0,151,0,
random,86.0,34.0,8.0,151,0,
random,86.0,34.0,10.0,151,0,
random,86.0,34.0,12.0,151,0,
random,88.0,34.0,6.0,151,0,
random,88.0,34.0,8.0,151,0,
random,88.0,34.0,10.0,151,0,
random,88.0,34.0,12.0,151,0,
random,82.0,34.0,6.0,152,0,
random,82.0,34.0,8.0,152,0,
random,82.0,34.0,10.0,152,0,
random,82.0,34.0,12.0,152,0,
random,84.0,34.0,6.0,152,0,
random,84.0,34.0,8.0,152,0,
random,84.0,34.0,10.0,152,0,
random,84.0,34.0,12.0,152,0,
random,86.0,34.0,6.0,152,0,
random,86.0,34.0,8.0,152,0,
random,86.0,34.0,10.0,152,0,
random,86.0,34.0,12.0,152,0,
random,88.0,34.0,6.0,152,0,
random,88.0,34.0,8.0,152,0,
random,88.0,34.0,10.0,152,0,
random,88.0,34.0,12.0,152,0,
random,82.0,34.0,6.0,153,0,
random,82.0,34.0,8.0,153,0,
random,82.0,34.0,10.0,153,1,0.136238
random,82.0,34.0,12.0,153,1,0.122799
random,84.0,34.0,6.0,153,0,
random,84.0,34.0,8.0,153,0,
random,84.0,34.0,10.0,153,0,
random,84.0,34.0,12.0,153,1,0.102833
random,86.0,34.0,6.0,153,0,
random,86.0,34.0,8.0,153,0,
random,86.0,34.0,10.0,153,0,
random,86.0,34.0,12.0,153,0,
random,88.0,34.0,6.0,153,0,
random,88.0,34.0,8.0,153,0,
random,88.0,34.0,10.0,153,0,
random,88.0,34.0,12.0,153,0,
random,82.0,34.0,6.0,154,0,
random,82.0,34.0,8.0,154,0,
random,82.0,34.0,10.0,154,0,
random,82.0,34.0,12.0,154,0,
random,84.0,34.0,6.0,154,0,
random,84.0,34.0,8.0,154,0,
random,84.0,34.0,10.0,154,0,
random,84.0,34.0,12.0,154,0,
random,86.0,34.0,6.0,154,0,
random,86.0,34.0,8.0,154,0,
random,86.0,34.0,10.0,154,0,
random,86.0,34.0,12.0,154,0,
random,88.0,34.0,6.0,154,0,
random,88.0,34.0,8.0,154,0,
random,88.0,34.0,10.0,154,0,
random,88.0,34.0,12.0,154,0,
random,82.0,34.0,6.0,155,0,
random,82.0,34.0,8.0,155,0,
random,82.0,34.0,10.0,155,0,
random,82.0,34.0,12.0,155,0,
random,84.0,34.0,6.0,155,0,
random,84.0,34.0,8.0,155,0,
random,84.0,34.0,10.0,155,0,
random,84.0,34.0,12.0,155,0,
random,86.0,34.0,6.0,155,0,
random,86.0,34.0,8.0,155,0,
random,86.0,34.0,10.0,155,0,
random,86.0,34.0,12.0,155,0,
random,88.0,34.0,6.0,155,0,
random,88.0,34.0,8.0,155,0,
random,88.0,34.0,10.0,155,0,
random,88.0,34.0,12.0,155,0,
random,82.0,34.0,6.0,156,1,0.147673
random,82.0,34.0,8.0,156,1,0.150184
random,82.0,34.0,10.0,156,1,0.183756
random,82.0,34.0,12.0,156,1,0.205627
random,84.0,34.0,6.0,156,1,0.13945
random,84.0,34.0,8.0,156,1,0.156582
random,84.0,34.0,10.0,156,1,0.181311
random,84.0,34.0,12.0,156,1,0.192208
random,86.0,34.0,6.0,156,1,0.14789
random,86.0,34.0,8.0,156,1,0.174086
random,86.0,34.0,10.0,156,1,0.182056
random,86.0,34.0,12.0,156,1,0.183604
random,88.0,34.0,6.0,156,0,
random,88.0,34.0,8.0,156,1,0.191692
random,88.0,34.0,10.0,156,1,0.183883
random,88.0,34.0,12.0,156,1,0.171599
random,82.0,34.0,6.0,157,0,
random,82.0,34.0,8.0,157,0,
random,82.0,34.0,10.0,157,1,0.096881
random,82.0,34.0,12.0,157,1,0.13224
random,84.0,34.0,6.0,157,0,
random,84.0,34.0,8.0,157,1,0.125761
random,84.0,34.0,10.0,157,1,0.143699
random,84.0,34.0,12.0,157,1,0.156735
random,86.0,34.0,6.0,157,0,
random,86.0,34.0,8.0,157,1,0.219817
random,86.0,34.0,10.0,157,1,0.200208
random,86.0,34.0,12.0,157,1,0.197591
random,88.0,34.0,6.0,157,1,0.363389
random,88.0,34.0,8.0,157,1,0.309037
random,88.0,34.0,10.0,157,1,0.263301
random,88.0,34.0,12.0,157,1,0.240285
random,82.0,34.0,6.0,158,0,
random,82.0,34.0,8.0,158,1,0.487519
random,82.0,34.0,10.0,158,1,0.4437
random,82.0,34.0,12.0,158,1,0.391337
random,84.0,34.0,6.0,158,0,
random,84.0,34.0,8.0,158,0,
random,84.0,34.0,10.0,158,1,0.378753
random,84.0,34.0,12.0,158,1,0.350632
random,86.0,34.0,6.0,158,0,
random,86.0,34.0,8.0,158,0,
random,86.0,34.0,10.0,158,0,
random,86.0,34.0,12.0,158,1,0.296829
random,88.0,34.0,6.0,158,0,
random,88.0,34.0,8.0,158,0,
random,88.0,34.0,10.0,158,0,
random,88.0,34.0,12.0,158,0,
random,82.0,34.0,6.0,159,0,
random,82.0,34.0,8.0,159,0,
random,82.0,34.0,10.0,159,0,
random,82.0,34.0,12.0,159,1,0.208967
random,84.0,34.0,6.0,159,0,
random,84.0,34.0,8.0,159,0,
random,84.0,34.0,10.0,159,0,
random,84.0,34.0,12.0,159,0,
random,86.0,34.0,6.0,159,0,
random,86.0,34.0,8.0,159,0,
