update,step,lr,sps,success,ret,len,n_eps,pg_loss,v_loss,c_loss,entropy,approx_kl,clipfrac,ev,ev_slow,ev_success,c_slow,c_team,speed,n_succ,lam0,lam_slow,lam_succ,boot
1,768,0.0003,521.1,0.0,0.705262,44.0,7,-0.006996,0.021463,0.025452,3.307346,0.00479,0.045258,0.565681,0.425045,0.574868,0.964844,1.0,0.911799,0.0,0.322316,0.338842,0.338842,1.0
50,38400,0.0002954838709677419,554.6,0.03,0.909811,22.44,1289,-0.003753,0.012158,0.000642,2.069544,0.004481,0.044617,0.710553,-0.521135,-2.084298,0.188021,0.151042,3.110183,1.0,0.139773,0.089966,0.77026,1.0
100,76800,0.00029087557603686633,536.3,0.03,0.890236,25.18,2672,-0.005738,0.011732,0.000482,2.191759,0.005421,0.06073,0.67968,0.30973,-1.902507,0.247786,0.183594,2.752791,1.0,0.059598,0.018558,0.921844,1.0
150,115200,0.00028626728110599074,537.8,0.11,1.010046,39.88,3842,-0.005862,0.011199,0.000861,2.503064,0.005263,0.060974,0.778078,0.54297,-2.497906,0.444792,0.347656,2.204063,1.0,0.036943,0.009196,0.953861,1.0
200,153600,0.0002816589861751152,534.6,0.12,0.994622,50.88,4653,-0.007156,0.007538,0.001785,2.591799,0.005528,0.067291,0.794102,0.57644,-1.006611,0.545313,0.52474,1.928023,1.0,0.027811,0.006507,0.965682,1.0
250,192000,0.0002770506912442396,541.0,0.03,0.89923,65.99,5299,-0.006235,0.012995,0.00308,2.692432,0.005088,0.057434,0.431405,0.253876,-0.755729,0.826953,0.983073,1.294474,2.0,0.02182,0.005016,0.973164,1.0
300,230400,0.00027244239631336403,543.3,0.05,0.859251,76.52,5784,-0.008317,0.002472,0.005181,2.721358,0.005669,0.068726,0.946666,0.463211,-1.439033,0.902604,0.99349,1.026202,0.0,0.017654,0.004095,0.978251,1.0
350,268800,0.00026783410138248845,539.9,0.1,0.953654,67.63,6356,-0.006185,0.01051,0.003583,2.652361,0.006229,0.079895,0.795565,0.245336,0.583784,0.894661,0.981771,1.075542,2.0,0.014429,0.003379,0.982193,1.0
400,307200,0.00026322580645161286,541.5,0.11,0.969536,77.44,6890,-0.006368,0.009981,0.004439,2.649441,0.005232,0.059143,0.83673,0.477682,-0.012832,0.827995,0.967448,1.268414,2.0,0.012352,0.002946,0.984702,1.0
450,345600,0.0002586175115207373,538.1,0.25,1.141848,81.91,7368,-0.007199,0.017114,0.004673,2.596015,0.00587,0.07608,0.774145,0.286895,0.632497,0.828906,0.947917,1.254706,5.0,0.011068,0.002708,0.986224,1.0
