update,step,lr,sps,success,ret,len,n_eps,pg_loss,v_loss,c_loss,entropy,approx_kl,clipfrac,ev,ev_slow,ev_success,c_slow,c_team,speed,n_succ,lam0,lam_slow,lam_succ,boot
1,768,0.0003,546.2,0.0,0.604281,59.0,3,-0.007516,0.021534,0.022051,3.306663,0.004646,0.0513,0.555264,-0.281883,0.105589,0.955729,1.0,0.941099,0.0,0.322316,0.338842,0.338842,1.0
50,38400,0.0002954838709677419,536.0,0.02,0.902769,26.98,1077,-0.005655,0.004012,0.000896,2.114366,0.004809,0.048218,0.897618,-0.271932,-1.581468,0.1875,0.138021,3.046999,0.0,0.141228,0.114813,0.743959,1.0
100,76800,0.00029087557603686633,525.5,0.01,0.890947,29.35,2420,-0.005581,0.006867,0.000817,2.563974,0.006021,0.070007,0.813045,0.470443,-1.568597,0.376042,0.246094,2.27698,1.0,0.057049,0.020874,0.922077,1.0
150,115200,0.00028626728110599074,524.7,0.02,0.863158,47.96,3449,-0.007226,0.004159,0.001074,2.612279,0.006178,0.078247,0.885998,0.631423,-1.226778,0.590365,0.578125,1.839353,0.0,0.035557,0.010656,0.953787,1.0
200,153600,0.0002816589861751152,527.4,0.0,0.87052,72.57,4182,-0.008823,0.001277,0.002378,2.618925,0.00576,0.071381,0.953974,0.504976,-0.54835,0.60026,0.588542,1.822137,0.0,0.025388,0.00704,0.967572,1.0
250,192000,0.0002770506912442396,529.0,0.01,0.882911,76.22,4787,-0.008302,0.001724,0.003893,2.697768,0.005939,0.075623,0.94705,0.467594,-0.199317,0.769401,0.919271,1.424215,0.0,0.019512,0.005225,0.975263,1.0
300,230400,0.00027244239631336403,530.5,0.0,0.86665,51.25,5435,-0.008072,0.001186,0.002787,2.425869,0.005357,0.06311,0.966918,0.564501,-0.627972,0.601823,0.601562,1.822668,0.0,0.01549,0.004053,0.980457,1.0
350,268800,0.00026783410138248845,525.0,0.02,0.872849,56.7,6138,-0.007495,0.001777,0.00237,2.502496,0.005266,0.063934,0.91651,0.594165,0.410721,0.663021,0.666667,1.744648,0.0,0.012464,0.003162,0.984374,1.0
400,307200,0.00026322580645161286,529.1,0.07,0.909382,94.54,6712,-0.006457,0.007316,0.003561,2.839633,0.006376,0.084351,0.616383,0.517177,0.034246,0.888802,0.997396,1.102162,1.0,0.010337,0.002556,0.987107,1.0
450,345600,0.0002586175115207373,533.6,0.03,0.870779,95.83,7116,-0.006556,0.005578,0.003967,2.844822,0.005681,0.070404,0.79776,0.610479,0.365236,0.921224,1.0,0.988617,1.0,0.009017,0.002252,0.988731,1.0
500,384000,0.00025400921658986174,532.5,0.05,0.898808,77.73,7573,-0.006981,0.007955,0.002938,2.784307,0.005947,0.072235,0.824164,0.604928,-0.041348,0.883854,0.990885,1.140385,1.0,0.007949,0.002012,0.990039,1.0
550,422400,0.00024940092165898615,529.4,0.02,0.88028,71.02,8021,-0.007629,0.002302,0.005505,2.739402,0.005495,0.066223,0.943506,0.113217,-0.034827,0.865234,0.989583,1.216252,0.0,0.007062,0.001805,0.991133,1.0
600,460800,0.00024479262672811057,529.7,0.22,1.137818,90.95,8502,-0.006485,0.009987,0.004648,2.795863,0.005209,0.056976,0.721845,0.328945,0.638978,0.915755,0.994792,1.045847,3.0,0.006373,0.001647,0.991979,1.0
650,499200,0.000240184331797235,530.1,0.21,1.11183,102.76,8916,-0.005193,0.012139,0.003251,2.764893,0.004508,0.050171,0.608348,0.733609,0.479182,0.903385,0.998698,1.046579,1.0,0.006042,0.001602,0.992356,1.0
700,537600,0.00023557603686635942,528.4,0.33,1.280638,98.41,9285,-0.008028,0.012568,0.005517,2.810619,0.005179,0.060577,0.710582,0.693252,0.623846,0.891927,0.998698,1.154304,6.0,0.005841,0.001601,0.992558,1.0
750,576000,0.00023096774193548386,529.0,0.3,1.222827,88.68,9677,-0.008214,0.013239,0.001637,2.753949,0.005407,0.06311,0.821376,0.730393,0.5416,0.797786,0.981771,1.387558,1.0,0.005762,0.001637,0.992601,1.0
800,614400,0.00022635944700460827,526.7,0.3,1.228333,78.69,10109,-0.007464,0.016907,0.002852,2.671549,0.004834,0.058838,0.845012,0.648253,0.444844,0.728255,0.897135,1.514582,4.0,0.005894,0.001752,0.992353,1.0
850,652800,0.0002217511520737327,528.2,0.36,1.303626,86.45,10568,-0.007429,0.011422,0.003172,2.634929,0.004666,0.047119,0.78574,0.701446,0.702576,0.74388,0.893229,1.499583,2.0,0.005946,0.001835,0.992219,1.0
900,691200,0.00021714285714285713,528.9,0.28,1.188733,104.83,10941,-0.005333,0.004461,0.000873,2.791869,0.004634,0.04776,0.911862,0.893494,0.845936,0.865625,1.0,1.206447,1.0,0.005878,0.001894,0.992227,1.0
950,729600,0.00021253456221198154,530.1,0.44,1.405261,118.74,11272,-0.00691,0.010805,0.001756,2.936799,0.00541,0.062378,0.767391,0.848757,0.687783,0.915885,1.0,1.10512,5.0,0.00602,0.002079,0.9919,1.0
1000,768000,0.00020792626728110595,522.8,0.63,1.663301,101.42,11658,-0.008439,0.016669,0.003466,2.831624,0.005124,0.06308,0.273546,0.728363,0.822049,0.811458,0.992188,1.348477,5.0,0.006914,0.002695,0.99039,1.0
1050,806400,0.00020331797235023042,526.7,0.49,1.477453,83.94,12045,-0.007288,0.014487,0.002036,2.820583,0.004581,0.049408,0.645863,0.797821,0.665767,0.713672,0.924479,1.517784,4.0,0.008344,0.003833,0.987824,1.0
1100,844800,0.0001987096774193548,529.2,0.56,1.613831,102.74,12426,-0.006884,0.006457,0.001848,2.80738,0.004652,0.048767,0.455168,0.822212,0.650295,0.723568,0.886719,1.526657,7.0,0.011264,0.006689,0.982047,1.0
1150,883200,0.00019410138248847925,530.3,0.42,1.397871,112.18,12773,-0.006571,0.01263,0.003481,2.939445,0.004854,0.050415,0.708961,0.718379,0.735898,0.833073,0.997396,1.266828,5.0,0.015842,0.013935,0.970223,1.0
1200,921600,0.0001894930875576037,529.6,0.45,1.437273,118.4,13109,-0.006752,0.019354,0.006513,2.8713,0.004854,0.051208,0.567657,0.565755,0.538654,0.826563,0.981771,1.295795,3.0,0.024726,0.047762,0.927512,1.0
1250,960000,0.00018488479262672807,526.7,0.25,1.206426,53.32,13655,-0.006632,0.013876,0.000167,1.535067,0.003826,0.040161,0.593033,0.124439,0.75631,0.098307,0.079427,3.28836,6.0,0.04838,0.521397,0.430222,1.0
1300,998400,0.00018027649769585251,523.2,0.23,1.141905,45.84,14483,-0.005833,0.029721,8.1e-05,1.860876,0.005043,0.058746,0.272995,0.667574,0.322538,0.151562,0.097656,2.91303,6.0,0.008715,0.005758,0.985527,1.0
1350,1036800,0.00017566820276497695,524.1,0.38,1.340731,52.32,15196,-0.006534,0.032012,0.0005,2.32314,0.004522,0.045898,0.507927,0.746676,0.159229,0.295703,0.106771,2.446947,1.0,0.007462,0.004273,0.988265,1.0
1400,1075200,0.00017105990783410134,524.9,0.65,1.727106,89.1,15704,-0.006079,0.028011,0.001443,2.559051,0.00469,0.050995,0.194909,0.742975,0.718531,0.560807,0.614583,1.88413,4.0,0.008047,0.004689,0.987265,1.0
