update,step,lr,sps,success,ret,len,n_eps,pg_loss,v_loss,c_loss,entropy,approx_kl,clipfrac,ev,ev_slow,ev_success,c_slow,c_team,speed,n_succ,lam0,lam_slow,lam_succ,boot
1850,1420800,0.0001295852534562212,524.4,0.56,1.602983,78.58,18758,-0.006622,0.00784,0.002138,2.898323,0.005125,0.053406,0.6787,0.75782,0.76264,0.86263,0.996094,1.243469,6.0,0.00204,0.000102,0.997858,1.0
1900,1459200,0.0001249769585253456,526.2,0.43,1.416283,76.64,19261,-0.006179,0.022542,0.004599,2.900821,0.004616,0.04715,0.630179,0.394148,0.450523,0.85638,0.994792,1.234447,4.0,0.00212,0.000107,0.997774,1.0
1950,1497600,0.00012036866359447005,527.1,0.43,1.433054,64.71,19807,-0.005467,0.025882,0.003662,2.936177,0.004197,0.046631,0.44929,0.42631,0.491564,0.876302,0.990885,1.150026,5.0,0.002135,0.000108,0.997758,1.0
2000,1536000,0.00011576036866359445,480.0,0.37,1.365284,65.8,20374,-0.005657,0.023989,0.002475,2.865375,0.003536,0.031067,0.58203,0.594215,0.531658,0.821484,0.998698,1.283284,6.0,0.002119,0.000107,0.997774,1.0
2050,1574400,0.00011115207373271889,528.8,0.33,1.265581,79.23,20952,-0.005833,0.035379,0.003368,2.80081,0.004282,0.044739,0.393288,0.583912,0.23922,0.76276,0.953125,1.369071,3.0,0.002101,0.000106,0.997793,1.0
2100,1612800,0.00010654377880184331,524.2,0.48,1.506585,65.95,21521,-0.005282,0.035913,0.002973,2.927672,0.003533,0.035278,0.380472,0.579393,0.497185,0.821094,0.990885,1.302525,4.0,0.002139,0.000107,0.997754,1.0
2150,1651200,0.00010193548387096775,527.8,0.45,1.476669,83.37,21989,-0.005357,0.027804,0.002807,3.017032,0.004509,0.041107,0.611683,0.68826,0.299529,0.873047,1.0,1.196256,4.0,0.00221,0.000112,0.997679,1.0
2200,1689600,9.732718894009215e-05,526.2,0.45,1.421632,77.86,22527,-0.0037,0.021165,0.005833,3.012709,0.002965,0.01828,0.75101,0.333246,0.299871,0.90625,1.0,1.120203,2.0,0.002268,0.000115,0.997617,1.0
2250,1728000,9.271889400921658e-05,527.8,0.5,1.547732,78.59,22982,-0.00636,0.020225,0.00253,2.968944,0.003829,0.04129,0.641037,0.733018,0.586038,0.870313,1.0,1.210112,6.0,0.002342,0.00012,0.997538,1.0
2300,1766400,8.811059907834102e-05,529.4,0.47,1.49107,71.24,23518,-0.005191,0.031287,0.002301,2.855138,0.003737,0.038818,0.669824,0.653451,0.163502,0.724349,0.929688,1.540067,3.0,0.00243,0.000125,0.997445,1.0
2350,1804800,8.350230414746542e-05,527.4,0.38,1.34447,69.97,24052,-0.005018,0.027071,0.002743,2.844159,0.002805,0.024017,0.590997,0.523254,0.55539,0.701042,0.88151,1.588245,5.0,0.002528,0.00013,0.997342,1.0
2400,1843200,7.889400921658985e-05,528.4,0.51,1.474277,72.45,24600,-0.003556,0.040065,0.002358,2.883018,0.002542,0.018463,0.598019,0.717756,0.19671,0.769792,0.983073,1.409748,4.0,0.002584,0.000132,0.997284,1.0
2450,1881600,7.428571428571429e-05,528.1,0.44,1.440371,69.71,25189,-0.003307,0.011998,0.002315,2.877493,0.002632,0.014832,0.771551,0.707652,0.715167,0.76862,0.964844,1.456132,4.0,0.002587,0.000131,0.997282,1.0
2500,1920000,6.967741935483871e-05,484.1,0.49,1.531206,75.06,25756,-0.005082,0.011919,0.00261,2.959597,0.003009,0.033997,0.764559,0.691752,0.717762,0.794792,0.971354,1.373604,3.0,0.002655,0.000135,0.997211,1.0
2550,1958400,6.506912442396311e-05,527.8,0.38,1.350982,73.34,26255,-0.003386,0.022151,0.002768,2.91446,0.001595,0.008057,0.559358,0.71303,0.44324,0.785156,0.97526,1.393541,5.0,0.002822,0.000144,0.997034,1.0
2600,1996800,6.046082949308755e-05,526.2,0.54,1.568377,73.07,26779,-0.002874,0.019365,0.002032,2.883441,0.001637,0.005371,0.460447,0.694749,0.6496,0.780339,0.96875,1.42718,6.0,0.002984,0.000152,0.996864,1.0
2650,2035200,5.585253456221198e-05,528.8,0.47,1.473624,77.07,27243,-0.00244,0.029495,0.003816,2.976874,0.001923,0.008789,0.601987,0.643964,0.506742,0.827865,0.988281,1.31514,5.0,0.003398,0.000177,0.996425,1.0
2700,2073600,5.1244239631336414e-05,527.7,0.58,1.589747,62.16,27836,-0.004317,0.037662,0.001944,2.822306,0.002852,0.027374,0.422885,0.696245,0.530225,0.666146,0.851562,1.651315,6.0,0.00382,0.000201,0.99598,1.0
2750,2112000,4.663594470046081e-05,527.2,0.56,1.567149,68.77,28366,-0.003901,0.044819,0.002735,2.973634,0.002025,0.010498,0.587921,0.648069,0.070511,0.761719,0.960938,1.440099,4.0,0.004562,0.000242,0.995196,1.0
2800,2150400,4.2027649769585247e-05,527.8,0.45,1.407142,92.01,28847,-0.002735,0.020283,0.003131,2.994658,0.001224,0.003174,0.623404,0.671899,0.534129,0.801953,0.985677,1.338781,4.0,0.005571,0.000296,0.994133,1.0
2850,2188800,3.741935483870968e-05,526.9,0.63,1.678715,71.29,29447,-0.002558,0.026695,0.002533,2.943094,0.001239,0.003815,0.62915,0.660973,0.309643,0.723437,0.941406,1.529737,5.0,0.006794,0.000365,0.992841,1.0
2900,2227200,3.2811059907834113e-05,526.2,0.7,1.735496,68.2,30017,-0.003324,0.012034,0.002557,2.992041,0.001621,0.007874,0.759276,0.649924,0.682503,0.786589,0.985677,1.394038,9.0,0.010569,0.000596,0.988835,1.0
2950,2265600,2.8202764976958513e-05,528.0,0.62,1.664931,68.94,30557,-0.001249,0.038501,0.002008,2.949954,0.000316,0.0,0.468106,0.699252,0.319453,0.789714,0.99349,1.416746,7.0,0.0214,0.001361,0.977239,1.0
3000,2304000,2.3594470046082947e-05,527.6,0.66,1.688981,72.75,31135,-0.002385,0.012137,0.0024,2.979012,0.00087,0.000183,0.778947,0.685525,0.684609,0.817839,0.989583,1.349808,9.0,0.152858,0.014403,0.832739,1.0
3050,2342400,1.898617511520738e-05,527.7,0.7,1.752082,71.8,31663,-0.000809,0.027945,0.002025,2.985338,0.000153,0.0,0.563923,0.760139,0.481574,0.747917,0.960938,1.488284,4.0,0.947962,0.018335,0.033703,0.0
3100,2380800,1.437788018433178e-05,528.2,0.69,1.755337,74.86,32180,-0.000816,0.01642,0.002219,2.99046,0.000153,0.0,0.736702,0.718785,0.676677,0.796484,0.994792,1.400106,8.0,0.979745,0.008575,0.011681,0.0
3150,2419200,9.769585253456213e-06,529.1,0.61,1.669745,72.52,32677,-0.00048,0.033834,0.002618,3.041538,6.8e-05,0.0,0.598632,0.710697,0.323139,0.822786,0.997396,1.341799,2.0,0.985542,0.00692,0.007538,0.0
3200,2457600,5.1612903225806465e-06,526.5,0.73,1.777839,69.27,33199,-0.000407,0.024391,0.00207,3.035526,3e-05,0.0,0.567792,0.780654,0.4549,0.810938,0.984375,1.349199,11.0,0.988528,0.005839,0.005633,0.0
3250,2496000,5.5299539170508e-07,528.4,0.68,1.769351,77.97,33716,-4.9e-05,0.020044,0.001806,3.052684,0.0,0.0,0.686014,0.795735,0.489275,0.823307,0.989583,1.322849,4.0,0.990404,0.005058,0.004538,0.0
