update,step,lr,sps,success,ret,len,n_eps,pg_loss,v_loss,c_loss,entropy,approx_kl,clipfrac,ev,ev_slow,ev_success,c_slow,c_team,speed,n_succ,lam0,lam_slow,lam_succ,boot
1,768,0.0003,543.7,0.0,0.705262,44.0,7,-0.006996,0.021463,0.025452,3.307346,0.00479,0.045258,0.565681,0.425045,0.574868,0.964844,1.0,0.911799,0.0,0.328804,0.325533,0.345663,1.0
50,38400,0.0002954838709677419,533.9,0.05,0.943981,27.45,1043,-0.005171,0.009372,0.001236,2.520506,0.003981,0.033203,0.693782,0.529263,-1.315035,0.374349,0.210938,2.300262,1.0,0.166357,0.035253,0.79839,1.0
100,76800,0.00029087557603686633,520.8,0.05,0.967648,44.75,2169,-0.009507,0.004418,0.001733,2.779772,0.007008,0.097107,0.86936,0.600281,-0.79588,0.676693,0.717448,1.643921,0.0,0.073951,0.008698,0.917351,1.0
150,115200,0.00028626728110599074,524.7,0.04,0.916756,67.08,2964,-0.006493,0.001934,0.003747,2.847767,0.0052,0.055695,0.949494,0.271578,-0.711806,0.891797,0.989583,1.098233,0.0,0.044758,0.00452,0.950722,1.0
200,153600,0.0002816589861751152,523.6,0.03,0.853982,85.57,3462,-0.007326,0.006984,0.003984,2.713557,0.006155,0.074799,0.809893,0.430223,-0.977959,0.838151,0.96875,1.221945,1.0,0.031362,0.002981,0.965658,1.0
250,192000,0.0002770506912442396,527.6,0.03,0.869617,83.94,3997,-0.00732,0.001763,0.004619,2.868228,0.005844,0.068695,0.922166,0.500006,-0.957959,0.840365,0.959635,1.273757,0.0,0.023006,0.002068,0.974925,1.0
300,230400,0.00027244239631336403,525.0,0.09,0.935324,65.15,4526,-0.007145,0.007825,0.005264,2.778798,0.005356,0.064697,0.810463,0.185914,-0.092373,0.883333,1.0,1.134027,1.0,0.017902,0.001538,0.98056,1.0
350,268800,0.00026783410138248845,528.1,0.02,0.865982,78.29,5084,-0.005662,0.009748,0.003429,2.707961,0.005963,0.074646,0.71451,0.472266,-0.353471,0.810417,0.971354,1.349443,1.0,0.014402,0.001195,0.984403,1.0
400,307200,0.00026322580645161286,525.2,0.07,0.948876,72.07,5621,-0.005305,0.009776,0.003668,2.779485,0.004929,0.058441,0.722458,0.278596,0.04068,0.858594,0.984375,1.242731,1.0,0.011746,0.000942,0.987311,1.0
450,345600,0.0002586175115207373,527.8,0.02,0.903924,62.82,6149,-0.007835,0.001577,0.002672,2.580963,0.005029,0.05722,0.965829,0.594124,-0.520079,0.764844,0.901042,1.386408,0.0,0.009833,0.000767,0.9894,1.0
500,384000,0.00025400921658986174,524.7,0.04,0.876343,59.33,6783,-0.009076,0.002469,0.004159,2.682115,0.005631,0.06955,0.928541,0.27726,-0.713695,0.890885,0.989583,1.039476,0.0,0.0084,0.000639,0.990961,1.0
550,422400,0.00024940092165898615,524.4,0.02,0.842757,63.9,7378,-0.008384,0.001789,0.003768,2.774195,0.005307,0.060211,0.943371,0.370847,0.192229,0.879297,1.0,1.1311,0.0,0.007285,0.000544,0.99217,1.0
600,460800,0.00024479262672811057,524.9,0.06,0.906202,58.19,7977,-0.006893,0.013792,0.003687,2.620409,0.005806,0.075928,0.728471,0.179866,0.092513,0.699089,0.865885,1.535283,2.0,0.006353,0.000465,0.993182,1.0
650,499200,0.000240184331797235,532.6,0.04,0.960143,69.96,8547,-0.008306,0.002007,0.004508,2.700512,0.005909,0.071259,0.957636,0.373248,0.351271,0.840755,0.984375,1.225438,0.0,0.005625,0.000403,0.993972,1.0
700,537600,0.00023557603686635942,538.3,0.02,0.858243,64.6,9220,-0.008667,0.002144,0.005404,2.729794,0.005672,0.070007,0.923322,0.343698,0.160054,0.843229,0.972656,1.183741,0.0,0.005005,0.000352,0.994642,1.0
750,576000,0.00023096774193548386,539.7,0.04,0.901139,65.09,9864,-0.008606,0.001683,0.004798,2.75955,0.005407,0.063202,0.960033,0.414023,-0.12269,0.884115,0.988281,1.110018,0.0,0.00447,0.00031,0.99522,1.0
800,614400,0.00022635944700460827,536.5,0.07,0.957342,51.51,10514,-0.007954,0.017016,0.002736,2.826479,0.005646,0.066895,0.700004,0.468895,-0.107446,0.882031,0.985677,1.133098,2.0,0.004035,0.000276,0.995689,1.0
850,652800,0.0002217511520737327,538.2,0.1,0.973728,70.31,11122,-0.006266,0.010918,0.004686,2.721771,0.004934,0.058319,0.755588,0.476325,0.248952,0.795964,0.966146,1.355222,2.0,0.003671,0.000247,0.996082,1.0
900,691200,0.00021714285714285713,533.8,0.11,0.965371,71.01,11701,-0.00631,0.020231,0.005035,2.786064,0.004066,0.039703,0.664776,0.420389,0.248435,0.811979,0.967448,1.322347,4.0,0.003438,0.000229,0.996333,1.0
950,729600,0.00021253456221198154,537.6,0.09,1.013345,65.75,12294,-0.007326,0.005812,0.004044,2.668784,0.004996,0.053955,0.864646,0.362942,0.232836,0.785547,0.967448,1.393443,1.0,0.003177,0.000209,0.996613,1.0
1000,768000,0.00020792626728110595,534.4,0.31,1.270504,80.53,12846,-0.007012,0.028245,0.003653,2.732504,0.004684,0.048523,0.560644,0.585169,0.348784,0.770703,0.941406,1.43123,3.0,0.002981,0.000194,0.996825,1.0
1050,806400,0.00020331797235023042,536.9,0.18,1.092305,70.27,13373,-0.007208,0.015052,0.002363,2.696491,0.00519,0.061615,0.712697,0.647224,0.237291,0.761719,0.924479,1.488584,2.0,0.002855,0.000185,0.99696,1.0
1100,844800,0.0001987096774193548,538.2,0.25,1.157933,94.26,13831,-0.006798,0.009003,0.003535,2.663666,0.004796,0.05249,0.872901,0.583715,0.579755,0.80651,0.971354,1.342462,1.0,0.002727,0.000175,0.997098,1.0
1150,883200,0.00019410138248847925,535.0,0.38,1.367356,73.86,14338,-0.006416,0.014651,0.002298,2.733486,0.004787,0.055359,0.691567,0.675627,0.600601,0.785026,0.959635,1.391324,4.0,0.002661,0.00017,0.997169,1.0
1200,921600,0.0001894930875576037,531.5,0.48,1.45518,81.7,14763,-0.007229,0.01396,0.003049,2.668454,0.004319,0.045227,0.654131,0.687862,0.668474,0.7625,0.919271,1.450912,5.0,0.00265,0.000169,0.997181,1.0
1250,960000,0.00018488479262672807,495.7,0.47,1.512964,87.46,15232,-0.007385,0.022966,0.003283,2.739694,0.004709,0.050018,0.648085,0.657159,0.683047,0.803516,0.980469,1.350134,5.0,0.002686,0.000171,0.997143,1.0
1300,998400,0.00018027649769585251,521.4,0.51,1.535999,87.14,15697,-0.006702,0.014333,0.002089,2.809949,0.004755,0.052979,0.612461,0.791195,0.637873,0.832812,0.994792,1.285155,6.0,0.002749,0.000176,0.997075,1.0
1350,1036800,0.00017566820276497695,524.0,0.57,1.551243,84.65,16156,-0.007702,0.016116,0.001803,2.843639,0.004818,0.057648,0.634271,0.873229,0.621,0.81276,0.985677,1.308228,10.0,0.002809,0.00018,0.997012,1.0
1400,1075200,0.00017105990783410134,522.3,0.31,1.296257,91.03,16570,-0.005366,0.010955,0.004341,2.86476,0.004019,0.036285,0.805687,0.573932,0.363795,0.877474,0.996094,1.138693,1.0,0.002888,0.000185,0.996927,1.0
1450,1113600,0.00016645161290322578,520.5,0.52,1.547322,85.31,17002,-0.005129,0.014202,0.002365,2.841128,0.004002,0.038605,0.758351,0.714858,0.746895,0.748177,0.953125,1.493953,5.0,0.00287,0.000184,0.996946,1.0
1500,1152000,0.00016184331797235022,521.2,0.48,1.490173,69.02,17507,-0.008211,0.038673,0.004905,2.779021,0.004439,0.050354,0.392041,0.506886,0.588484,0.772656,0.954427,1.375197,5.0,0.002905,0.000186,0.996909,1.0
1550,1190400,0.0001572350230414746,521.6,0.48,1.505507,88.48,18006,-0.007921,0.015551,0.001975,2.827018,0.004912,0.056213,0.70151,0.775278,0.777262,0.710286,0.880208,1.539502,5.0,0.002974,0.00019,0.996836,1.0
1600,1228800,0.00015262672811059907,522.2,0.42,1.426418,73.22,18540,-0.0054,0.024219,0.002233,2.882238,0.003713,0.029175,0.545612,0.735301,0.594634,0.822526,0.976562,1.281932,5.0,0.003045,0.000195,0.99676,1.0
1650,1267200,0.0001480184331797235,522.3,0.39,1.417378,73.67,19031,-0.007549,0.022658,0.003029,2.899088,0.005744,0.069611,0.554821,0.590931,0.483743,0.817448,0.986979,1.309482,5.0,0.003104,0.000199,0.996697,1.0
1700,1305600,0.00014341013824884793,522.6,0.47,1.497865,68.31,19571,-0.005785,0.037741,0.003354,2.888932,0.004248,0.049072,0.542794,0.648859,0.215608,0.826042,0.96875,1.277219,5.0,0.003128,0.0002,0.996672,1.0
1750,1344000,0.00013880184331797234,521.4,0.46,1.465901,76.61,20074,-0.006285,0.022442,0.003647,2.902124,0.003295,0.031708,0.688093,0.615495,0.542855,0.866146,0.992188,1.216264,5.0,0.003147,0.000201,0.996652,1.0
1800,1382400,0.00013419354838709675,523.1,0.51,1.491308,79.64,20607,-0.006917,0.027273,0.003619,2.83418,0.004403,0.047119,0.544579,0.49552,0.438696,0.852344,0.984375,1.224006,4.0,0.003153,0.000201,0.996645,1.0
1850,1420800,0.0001295852534562212,520.6,0.48,1.486414,68.34,21099,-0.00643,0.024014,0.003719,2.86727,0.004054,0.040375,0.740687,0.490066,0.373885,0.903516,1.0,1.133564,4.0,0.003317,0.000213,0.996469,1.0
1900,1459200,0.0001249769585253456,533.6,0.44,1.418508,79.58,21585,-0.00651,0.019976,0.003983,2.915187,0.004742,0.055573,0.748013,0.452506,0.531498,0.897135,0.998698,1.107046,3.0,0.003498,0.000227,0.996275,1.0
1950,1497600,0.00012036866359447005,534.6,0.55,1.553233,69.72,22077,-0.007231,0.027226,0.003379,2.946656,0.004297,0.049072,0.646415,0.597036,0.566991,0.814453,0.99349,1.324476,3.0,0.003625,0.000236,0.996139,1.0
2000,1536000,0.00011576036866359445,537.1,0.43,1.404577,84.37,22587,-0.00494,0.014168,0.003823,2.939011,0.003336,0.027161,0.743118,0.490556,0.716202,0.890234,1.0,1.129933,5.0,0.003757,0.000246,0.995997,1.0
2050,1574400,0.00011115207373271889,534.9,0.48,1.489763,79.94,23067,-0.005417,0.016713,0.0025,2.959126,0.003164,0.02832,0.63886,0.658805,0.431476,0.901302,0.997396,1.080354,8.0,0.003831,0.000252,0.995917,1.0
2100,1612800,0.00010654377880184331,536.6,0.55,1.58354,65.83,23636,-0.005715,0.02366,0.004053,2.913629,0.002947,0.02536,0.639435,0.322446,0.546158,0.817187,0.980469,1.285239,8.0,0.003981,0.000264,0.995755,1.0
2150,1651200,0.00010193548387096775,537.8,0.57,1.591623,67.18,24223,-0.005324,0.038883,0.003068,2.822656,0.003107,0.030579,0.323564,0.541296,0.246195,0.791927,0.963542,1.377021,5.0,0.004208,0.00028,0.995512,1.0
2200,1689600,9.732718894009215e-05,536.5,0.57,1.646859,71.36,24749,-0.005001,0.024613,0.002458,2.888477,0.003127,0.027008,0.557211,0.551583,0.350394,0.783724,0.93099,1.392203,4.0,0.004574,0.000306,0.99512,1.0
