update,step,lr,sps,success,ret,len,n_eps,pg_loss,v_loss,c_loss,entropy,approx_kl,clipfrac,ev,ev_slow,ev_success,c_slow,c_team,speed,n_succ,lam0,lam_slow,lam_succ,boot
500,384000,0.00025400921658986174,540.0,0.17,1.046069,47.74,9916,-0.007569,0.013103,0.002647,2.543118,0.005455,0.06424,0.710868,0.650848,0.466104,0.811589,0.970052,1.313269,2.0,0.009403,0.001641,0.988956,1.0
550,422400,0.00024940092165898615,538.1,0.24,1.163406,58.36,10559,-0.006924,0.013731,0.004376,2.558211,0.005747,0.06665,0.749495,0.399057,0.14784,0.873828,0.992188,1.207413,0.0,0.008562,0.0015,0.989938,1.0
600,460800,0.00024479262672811057,538.1,0.22,1.163785,85.74,11056,-0.008107,0.020352,0.003167,2.578553,0.006603,0.089447,0.411919,0.628387,0.390325,0.886849,0.998698,1.181652,4.0,0.008054,0.001433,0.990513,1.0
650,499200,0.000240184331797235,536.5,0.38,1.351398,85.3,11497,-0.008476,0.021097,0.005106,2.814442,0.00655,0.081116,0.638501,0.375923,0.588923,0.894271,1.0,1.088843,3.0,0.007981,0.001459,0.99056,1.0
700,537600,0.00023557603686635942,540.2,0.39,1.368123,103.98,11873,-0.007587,0.015582,0.002017,2.77821,0.00582,0.073486,0.67522,0.744026,0.405076,0.898177,1.0,1.128913,2.0,0.008009,0.001514,0.990477,1.0
750,576000,0.00023096774193548386,540.8,0.24,1.122985,115.67,12231,-0.006886,0.003705,0.005645,2.778415,0.005732,0.067444,0.944463,0.397707,0.798213,0.924219,1.0,1.040137,1.0,0.007891,0.001539,0.99057,1.0
800,614400,0.00022635944700460827,540.0,0.29,1.186043,110.84,12555,-0.00779,0.019104,0.003081,2.761831,0.006161,0.075256,0.706474,0.725196,0.309367,0.873307,0.998698,1.197035,2.0,0.007449,0.001488,0.991062,1.0
850,652800,0.0002217511520737327,544.5,0.3,1.260953,105.18,12923,-0.007434,0.01533,0.002673,2.756294,0.004763,0.052826,0.78739,0.633273,0.614724,0.851302,0.989583,1.264777,2.0,0.007184,0.00147,0.991347,1.0
900,691200,0.00021714285714285713,542.5,0.39,1.336435,94.13,13291,-0.006601,0.012342,0.003375,2.750319,0.004209,0.041687,0.70229,0.680882,0.715113,0.801953,0.938802,1.352493,4.0,0.007028,0.001479,0.991493,1.0
950,729600,0.00021253456221198154,539.0,0.56,1.587917,96.34,13698,-0.007729,0.009475,0.00265,2.80553,0.004542,0.045898,0.639026,0.787002,0.861715,0.759375,0.917969,1.409327,7.0,0.007349,0.001618,0.991034,1.0
1000,768000,0.00020792626728110595,522.9,0.52,1.551286,87.18,14148,-0.008092,0.019497,0.003012,2.752536,0.005444,0.061646,0.571499,0.635355,0.520775,0.72513,0.848958,1.584254,6.0,0.008033,0.001868,0.990099,1.0
1050,806400,0.00020331797235023042,539.3,0.59,1.622816,101.42,14564,-0.007906,0.023321,0.002217,2.816596,0.005072,0.061035,0.678244,0.803624,0.346739,0.810938,0.972656,1.351306,1.0,0.009134,0.002266,0.9886,1.0
1100,844800,0.0001987096774193548,538.6,0.54,1.534723,80.42,14976,-0.008456,0.022353,0.001863,2.761488,0.005543,0.069366,0.432932,0.72264,0.704944,0.678646,0.84375,1.606676,5.0,0.010707,0.002902,0.986391,1.0
1150,883200,0.00019410138248847925,539.2,0.65,1.696731,86.41,15407,-0.00554,0.035179,0.0014,2.77816,0.005306,0.053864,0.388701,0.838824,0.607096,0.63724,0.72526,1.726411,6.0,0.013149,0.003982,0.982869,1.0
1200,921600,0.0001894930875576037,539.2,0.57,1.600227,82.41,15925,-0.007011,0.014765,0.002567,2.826888,0.005048,0.057434,0.711955,0.702184,0.768043,0.810547,0.984375,1.337601,4.0,0.017485,0.006185,0.97633,1.0
1250,960000,0.00018488479262672807,539.9,0.54,1.610007,96.1,16328,-0.009325,0.018722,0.002766,2.826005,0.005971,0.076691,0.234713,0.672898,0.631401,0.789844,0.967448,1.368437,6.0,0.026573,0.013352,0.960075,1.0
1300,998400,0.00018027649769585251,540.7,0.45,1.421933,89.08,16712,-0.007449,0.021244,0.0021,2.777696,0.005148,0.058868,0.637461,0.7169,0.242943,0.754948,0.977865,1.45846,0.0,0.038408,0.03295,0.928643,1.0
1350,1036800,0.00017566820276497695,541.2,0.35,1.367336,81.62,17126,-0.007146,0.016458,0.001599,2.619429,0.004364,0.047729,0.731369,0.591136,0.688435,0.488672,0.47526,2.004521,2.0,0.064415,0.144085,0.7915,1.0
1400,1075200,0.00017105990783410134,539.2,0.73,1.777474,75.86,17676,-0.007073,0.015883,0.000987,2.667313,0.004543,0.050995,0.354369,0.729302,0.724935,0.460547,0.339844,2.103661,9.0,0.057326,0.062453,0.880222,1.0
1450,1113600,0.00016645161290322578,539.5,0.57,1.648705,72.81,18145,-0.006852,0.027557,0.000661,2.543478,0.004686,0.052704,0.363284,0.764333,0.633282,0.29362,0.104167,2.528423,6.0,0.124246,0.124855,0.750899,1.0
1500,1152000,0.00016184331797235022,540.2,0.52,1.569114,69.71,18688,-0.007069,0.022501,0.001591,2.665713,0.004868,0.051697,0.320445,0.647751,0.749155,0.455599,0.322917,2.1423,8.0,0.21913,0.089287,0.691584,1.0
1550,1190400,0.0001572350230414746,538.4,0.47,1.438636,59.01,19228,-0.006627,0.020977,0.000297,2.391015,0.0044,0.046967,0.230044,0.617428,0.784702,0.253385,0.132812,2.648115,10.0,0.559766,0.061214,0.37902,0.0
1600,1228800,0.00015262672811059907,538.0,0.39,1.365238,55.57,19921,-0.006779,0.037141,0.000372,2.463437,0.004901,0.057892,0.168843,0.651872,0.200315,0.266667,0.108073,2.587198,4.0,0.505357,0.012565,0.482079,0.0
1650,1267200,0.0001480184331797235,538.4,0.63,1.722622,74.6,20461,-0.005906,0.008433,0.000714,2.70318,0.005258,0.065918,0.674476,0.7685,0.845936,0.426172,0.277344,2.18171,7.0,0.874335,0.01674,0.108924,0.0
1700,1305600,0.00014341013824884793,538.7,0.69,1.753213,103.37,20891,-0.005857,0.028252,0.00202,2.750764,0.004359,0.045349,0.578722,0.69219,0.369739,0.629297,0.726562,1.77239,4.0,0.949303,0.018076,0.032621,0.0
1750,1344000,0.00013880184331797234,541.6,0.58,1.624839,89.91,21299,-0.005721,0.010481,0.001048,2.816469,0.004539,0.050568,0.551203,0.863507,0.798749,0.648177,0.8125,1.743729,5.0,0.956654,0.024529,0.018817,0.0
1800,1382400,0.00013419354838709675,541.2,0.61,1.621302,81.6,21763,-0.00663,0.007846,0.001352,2.846534,0.005394,0.065765,0.63614,0.797263,0.779469,0.657161,0.811198,1.701603,5.0,0.945598,0.041026,0.013376,0.0
1850,1420800,0.0001295852534562212,541.4,0.53,1.506194,110.22,22124,-0.004869,0.011821,0.002125,2.910307,0.003612,0.032654,0.506888,0.793677,0.759801,0.640365,0.794271,1.714908,6.0,0.882028,0.107127,0.010846,0.0
1900,1459200,0.0001249769585253456,539.8,0.53,1.556918,74.31,22624,-0.007105,0.032762,0.000824,2.541769,0.00431,0.042694,0.499917,0.785892,0.119595,0.366536,0.160156,2.304414,4.0,0.924587,0.065596,0.009817,0.0
1950,1497600,0.00012036866359447005,505.0,0.67,1.731002,84.72,23160,-0.005377,0.013804,0.001396,2.751144,0.004894,0.061646,0.647142,0.758809,0.905107,0.500391,0.433594,2.055091,5.0,0.96527,0.025978,0.008752,0.0
2000,1536000,0.00011576036866359445,538.8,0.75,1.826024,112.59,23532,-0.005473,0.004049,0.001227,2.875918,0.004073,0.037506,0.807985,0.885718,0.846227,0.780469,0.960938,1.452076,5.0,0.957843,0.03501,0.007147,0.0
2050,1574400,0.00011115207373271889,539.0,0.55,1.56465,92.96,23909,-0.005043,0.021166,0.002009,2.737136,0.00311,0.031342,0.479135,0.717248,0.70717,0.527083,0.466146,1.971603,5.0,0.846247,0.14838,0.005373,0.0
2100,1612800,0.00010654377880184331,539.6,0.42,1.402887,58.49,24418,-0.004918,0.016753,0.001135,2.603106,0.002136,0.015594,0.608498,0.698223,0.678182,0.400521,0.221354,2.29247,6.0,0.928407,0.065988,0.005605,0.0
2150,1651200,0.00010193548387096775,535.3,0.58,1.658239,85.91,24961,-0.004856,0.017575,0.00201,2.848117,0.003428,0.031097,0.58127,0.726907,0.809889,0.644792,0.744792,1.678228,5.0,0.958228,0.036147,0.005626,0.0
2200,1689600,9.732718894009215e-05,540.0,0.61,1.633496,99.08,25377,-0.004348,0.018129,0.001575,2.809509,0.002476,0.020813,0.726136,0.798091,0.40674,0.678125,0.808594,1.625529,4.0,0.943979,0.051053,0.004967,0.0
2250,1728000,9.271889400921658e-05,539.4,0.65,1.673346,87.5,25808,-0.004993,0.016917,0.001277,2.749549,0.002302,0.017609,0.668946,0.820883,0.680407,0.529818,0.533854,1.924246,6.0,0.895802,0.09996,0.004239,0.0
2300,1766400,8.811059907834102e-05,536.1,0.71,1.770251,90.23,26249,-0.004302,0.014857,0.001476,2.770473,0.002498,0.016266,0.652973,0.678644,0.531502,0.573047,0.608073,1.874397,6.0,0.936256,0.059855,0.003889,0.0
2350,1804800,8.350230414746542e-05,538.0,0.73,1.86688,92.88,26646,-0.004971,0.028693,0.001477,2.759733,0.002829,0.023926,0.535368,0.806694,0.518945,0.576172,0.625,1.856129,4.0,0.923434,0.073189,0.003376,0.0
2400,1843200,7.889400921658985e-05,534.4,0.68,1.74352,101.65,27057,-0.004912,0.007069,0.001233,2.837585,0.00243,0.022186,0.916464,0.803368,0.645728,0.638932,0.6875,1.709122,4.0,0.943029,0.053949,0.003022,0.0
2450,1881600,7.428571428571429e-05,538.1,0.77,1.883132,107.38,27392,-0.004384,0.012778,0.001358,2.724521,0.003501,0.029816,0.808439,0.769106,0.887929,0.558464,0.511719,1.917679,3.0,0.883283,0.114163,0.002554,0.0
2500,1920000,6.967741935483871e-05,535.0,0.8,1.92949,99.07,27798,-0.004529,0.022222,0.001849,2.73011,0.003045,0.029114,0.407606,0.663636,0.635119,0.595443,0.635417,1.852431,5.0,0.942469,0.055074,0.002457,0.0
2550,1958400,6.506912442396311e-05,538.2,0.71,1.790579,106.86,28214,-0.00382,0.022558,0.000956,2.841043,0.004339,0.033386,0.582689,0.886169,0.54083,0.533073,0.570312,1.925021,4.0,0.958094,0.039674,0.002232,0.0
2600,1996800,6.046082949308755e-05,538.0,0.71,1.763405,125.99,28564,-0.005041,0.004214,0.000943,2.839315,0.003768,0.045105,0.870473,0.865228,0.831443,0.555208,0.591146,1.907337,6.0,0.964455,0.033505,0.00204,0.0
2650,2035200,5.585253456221198e-05,534.0,0.72,1.749132,112.33,28947,-0.003764,0.018746,0.00225,2.866245,0.002545,0.013519,0.638975,0.807648,0.653606,0.713802,0.855469,1.586971,4.0,0.964369,0.033797,0.001834,0.0
2700,2073600,5.1244239631336414e-05,538.7,0.85,1.973381,100.46,29308,-0.003329,0.001256,0.000814,2.84933,0.001819,0.010071,0.967689,0.929639,0.957279,0.567839,0.625,1.877916,5.0,0.93056,0.067842,0.001598,0.0
2750,2112000,4.663594470046081e-05,539.1,0.8,1.915463,101.14,29702,-0.003113,0.017118,0.001046,2.698297,0.00083,0.001007,0.750263,0.685963,0.697543,0.360938,0.259115,2.341168,5.0,0.965594,0.032902,0.001504,0.0
2800,2150400,4.2027649769585247e-05,538.8,0.71,1.785496,132.48,30019,-0.002663,0.020725,0.00132,2.934415,0.000974,0.002472,0.66067,0.880292,0.415437,0.759766,0.921875,1.474782,4.0,0.971281,0.027336,0.001383,0.0
2850,2188800,3.741935483870968e-05,539.6,0.79,1.881949,94.02,30352,-0.001949,0.008321,0.001093,2.80598,0.001525,0.005432,0.708221,0.82292,0.880815,0.485417,0.438802,2.060992,7.0,0.929966,0.068786,0.001248,0.0
2900,2227200,3.2811059907834113e-05,538.9,0.81,1.88876,89.97,30757,-0.001579,0.016429,0.001119,2.741254,0.000307,3.1e-05,0.632954,0.829011,0.674478,0.461328,0.354167,2.150784,6.0,0.963112,0.03569,0.001198,0.0
2950,2265600,2.8202764976958513e-05,535.5,0.77,1.82781,132.23,31112,-0.002454,0.017397,0.001638,2.965227,0.001243,0.002747,0.665476,0.880497,0.612033,0.810547,0.946615,1.33563,6.0,0.963245,0.035655,0.001099,0.0
3000,2304000,2.3594470046082947e-05,537.6,0.82,1.939235,89.62,31453,-0.002062,0.012945,0.001084,2.75149,0.000937,0.000885,0.633297,0.791257,0.869337,0.434375,0.348958,2.126553,7.0,0.898757,0.10027,0.000973,0.0
3050,2342400,1.898617511520738e-05,538.5,0.85,1.958609,103.87,31822,-0.001975,0.010285,0.000883,2.798548,0.000401,0.0,0.82516,0.874305,0.804789,0.494531,0.419271,2.04061,7.0,0.968552,0.030473,0.000974,0.0
3100,2380800,1.437788018433178e-05,540.0,0.76,1.86035,114.98,32124,-0.001429,0.002073,0.000779,2.851796,0.000195,9.2e-05,0.921387,0.876584,0.91885,0.482552,0.389323,2.04896,5.0,0.9597,0.0394,0.0009,0.0
3150,2419200,9.769585253456213e-06,538.4,0.89,2.031446,111.92,32475,-0.001042,0.000897,0.001031,2.804294,0.00018,0.0,0.977919,0.867707,0.940836,0.51901,0.552083,1.947704,8.0,0.951787,0.04738,0.000832,0.0
3200,2457600,5.1612903225806465e-06,537.7,0.85,1.951927,101.07,32847,-0.000313,0.008873,0.000999,2.865057,1.9e-05,0.0,0.814086,0.854636,0.608417,0.557813,0.553385,1.89834,4.0,0.952977,0.046247,0.000776,0.0
3250,2496000,5.5299539170508e-07,538.9,0.83,1.950715,107.12,33211,-3.7e-05,0.014751,0.001179,2.827695,0.0,0.0,0.757356,0.828495,0.789382,0.472917,0.389323,2.079585,5.0,0.96347,0.035795,0.000735,0.0
