requested,n,achieved,achieved_sd,speed,speed_sd,ep_len,ep_len_sd,lam_dial,lam_dial_sd,lam_slow,lam_slow_sd,lam_crowd,lam_crowd_sd,lam_succ,lam_succ_sd,boot_step,boot_step_sd,slow,slow_sd,crowd,crowd_sd,success,success_sd,ok_slow,ok_slow_sd,ok_crowd,ok_crowd_sd,ok_success,ok_success_sd,ok_all,ok_all_sd,error,feasible
0.75,3,0.7618255897435898,0.009365034474131732,1.4506862692307692,0.02965287141957843,93.68141025641025,15.823076475885964,0.02722310256410256,0.008978674404862915,0.02722310256410256,0.008978674404862915,3.488461538461539e-05,4.075289948663834e-06,0.0003958333333333333,0.00013016953177288605,1920000.0,652800.0,0.7618255897435898,0.009365034474131732,0.03936298717948718,0.017391657192030563,0.6233333333333334,0.023788184294551647,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.011825589743589826,0.0
