run,seed,requested,achieved,speed,ep_len,lam_dial,lam_slow,lam_crowd,lam_succ,ev_dial,boot_step,final_step,slow,d_slow,ok_slow,crowd,d_crowd,ok_crowd,success,d_success,ok_success,ok_all
sweep_crowd05_s1,1,0.05,0.03305307692307692,1.5327136153846153,61.31923076923076,0.06063284615384615,0.033832999999999995,0.06063284615384615,0.10335176923076922,0.2560728461538461,1881600.0,2496000.0,0.7209133846153845,0.75,1.0,0.03305307692307692,0.05,1.0,0.5661538461538461,0.4,1.0,1.0
sweep_crowd05_s2,2,0.05,0.038161,1.3680846153846153,78.76153846153846,0.0006714615384615385,0.07398346153846154,0.0006714615384615385,0.9166732307692307,0.07011361538461541,2496000.0,2496000.0,0.8084836153846153,0.75,0.0,0.038161,0.05,1.0,0.5592307692307691,0.4,1.0,0.0
sweep_crowd05_s3,3,0.05,0.030348615384615384,1.4948198461538462,95.56307692307693,0.003575,0.020376000000000002,0.003575,0.0021735384615384616,0.3908864615384615,1382400.0,2496000.0,0.7546974615384616,0.75,0.0,0.030348615384615384,0.05,1.0,0.6523076923076924,0.4,1.0,0.0
sweep_crowd10_s1,1,0.1,0.012419923076923077,1.453386307692308,70.86076923076924,0.0028683846153846155,0.02768253846153846,0.0028683846153846155,0.005193384615384615,0.05113115384615385,1881600.0,2496000.0,0.7616986153846154,0.75,0.0,0.012419923076923077,0.1,1.0,0.5992307692307692,0.4,1.0,0.0
sweep_crowd10_s2,2,0.1,0.06860984615384616,1.4647912307692306,99.6376923076923,0.004947461538461539,0.010984076923076923,0.004947461538461539,0.002440076923076923,0.4188846153846154,1267200.0,2496000.0,0.7588841538461537,0.75,0.0,0.06860984615384616,0.1,1.0,0.6176923076923077,0.4,1.0,0.0
sweep_crowd10_s3,3,0.1,0.04437099999999999,1.6335292307692308,73.61,0.0025913076923076922,0.05206507692307692,0.0025913076923076922,0.9090459230769231,0.1641856923076923,2457600.0,2496000.0,0.6836538461538463,0.75,1.0,0.04437099999999999,0.1,1.0,0.5407692307692308,0.4,1.0,1.0
sweep_crowd15_s1,1,0.15,0.03956330769230769,1.465945153846154,74.84153846153846,0.0013206923076923077,0.03509592307692308,0.0013206923076923077,0.007227615384615384,0.2782853076923077,1804800.0,2496000.0,0.7511317692307691,0.75,0.0,0.03956330769230769,0.15,1.0,0.6192307692307691,0.4,1.0,0.0
sweep_crowd15_s2,2,0.15,0.04657461538461538,1.5107935384615385,86.30615384615385,0.0007171538461538461,0.03848807692307692,0.0007171538461538461,0.001685692307692308,0.15617153846153847,1305600.0,2496000.0,0.7351360769230768,0.75,1.0,0.04657461538461538,0.15,1.0,0.6215384615384616,0.4,1.0,1.0
sweep_crowd15_s3,3,0.15,0.02624207692307692,1.4357435384615385,85.75692307692307,0.0006360000000000001,0.02941069230769231,0.0006360000000000001,0.0018543846153846154,0.23970861538461538,1344000.0,2496000.0,0.7663160769230768,0.75,0.0,0.02624207692307692,0.15,1.0,0.6046153846153846,0.4,1.0,0.0
