spread,nn_mean,nn_min,n_in_disc,n_near,zone_control,ball_d_zone,ball_in_disc,carried,in_flight,carrier_clear,n_offside,max_offside,mean_speed,pass_started,pass_len,tick,seed,policy
18.393149739924596,8.754074245249601,5.060049542206388,0,0,0.0002153022752202513,53.0998926253039,0,0,1,nan,0,-15.133758544921875,0.49000000090403206,1,7.220401628853741,1,10000,vanilla_10m_cuda_rung2/final
18.37540467691676,8.727589352803099,5.045493361894433,0,0,0.0002702731104051443,52.23669929658487,0,0,1,nan,0,-15.076019287109375,0.7758626004266145,0,nan,2,10000,vanilla_10m_cuda_rung2/final
18.345292707022374,8.700512548386374,5.142707956903043,0,0,0.00028867823900975085,51.37517006374082,0,0,1,nan,0,-14.937995910644531,0.8278979868103,0,nan,3,10000,vanilla_10m_cuda_rung2/final
18.31076021926171,8.693233765674782,5.251375738270712,0,0,0.0004512131047180376,50.515390069247054,0,0,1,nan,0,-14.751594543457031,0.9097896103210585,0,nan,4,10000,vanilla_10m_cuda_rung2/final
18.271844605259396,8.694914537089119,5.312099960860977,0,0,0.00046128582109361706,49.657450173277226,0,0,1,nan,0,-14.513595581054688,1.0154241239824313,0,nan,5,10000,vanilla_10m_cuda_rung2/final
18.223420564075077,8.687509783318767,5.348179641701953,0,0,0.0004558412683615649,48.801447699833005,0,0,1,nan,0,-14.218353271484375,1.0360753066294826,0,nan,6,10000,vanilla_10m_cuda_rung2/final
18.165229629824534,8.683131676624104,5.350976327442485,0,0,0.0003809235297553774,47.94748611915405,0,0,1,nan,0,-13.862129211425781,1.1075035969699238,0,nan,7,10000,vanilla_10m_cuda_rung2/final
18.112659799138576,8.696305544363078,5.333517226474436,0,0,0.0004881736838133431,47.09567672142587,0,0,1,nan,0,-13.464759826660156,1.2843653045884307,0,nan,8,10000,vanilla_10m_cuda_rung2/final
18.064946757404762,8.717200248369304,5.265695639034919,0,0,0.0004908430769439504,46.311819638664836,0,1,0,19.733227496562897,0,-13.026657104492188,1.527362531240281,0,nan,9,10000,vanilla_10m_cuda_rung2/final
18.012655853342462,8.698741108420293,5.203424232598117,0,0,0.0004114187138201857,45.64040369701259,0,0,1,nan,0,-12.513900756835938,1.3731860662882984,1,19.116431463183275,10,10000,vanilla_10m_cuda_rung2/final
17.96948896289737,8.684267574603988,5.191775794785966,0,0,0.0005254668977844269,44.46022844864827,0,0,1,nan,0,-11.993659973144531,1.3945209612458427,0,nan,11,10000,vanilla_10m_cuda_rung2/final
17.941264750082418,8.682979121743426,5.2352548929443365,0,0,0.0019161041816566726,43.286085382224435,0,0,1,nan,0,-11.4661865234375,1.1857945875275138,0,nan,12,10000,vanilla_10m_cuda_rung2/final
17.916134493257104,8.674386291798985,5.378246961084748,0,0,0.003707008778638403,42.118478980846064,0,0,1,nan,0,-10.931686401367188,1.4615079101443456,0,nan,13,10000,vanilla_10m_cuda_rung2/final
