seed,outcome,ticks,passes,passes_in_disc,mean_pass_len,dwell_ticks,spread_mean,spread_final,n_in_disc_mean,n_in_disc_final,n_in_disc_max,zc_mean,zc_final,carrier_clear_mean,speed_mean,possession_rate,slow,crowd_disc,crowd_near,tight,zone_dwell,press,offside,stall,policy
10161,success,145,16,2,7.602924380951937,15,17.42855966095113,20.19106370475573,0.46206896551724136,3.0,3.0,0.1154747459989298,0.5479167103767395,3.7866197811937763,1.1436501049664096,0.11724137931034483,0.9062068965517242,0.0,0.0,0.0,0.10344827586206896,0.06206896551724138,0.0,0.3448275862068966,vanilla_10m_cuda_rung2/final
10162,failure,15,2,0,16.14343830031997,0,18.1222977299627,18.01745500580426,1.0,1.0,1.0,0.15169277489185334,0.1891971081495285,6.684712476539796,1.2407189316282605,0.06666666666666667,0.8133333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,vanilla_10m_cuda_rung2/final
10163,failure,31,2,0,17.06788601674579,0,14.038443584528498,13.678335292329711,0.06451612903225806,1.0,1.0,0.105357903386316,0.17027193307876587,5.358664864970624,1.0796551739247016,0.03225806451612903,0.9129032258064514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,vanilla_10m_cuda_rung2/final
10164,failure,116,16,14,4.885458751603802,86,14.396526126924629,15.574579888443054,2.3448275862068964,3.0,3.0,0.3413617763796757,0.3645800054073334,2.2745663866424324,1.265561570787718,0.14655172413793102,0.8560344827586209,0.0,0.0,0.0,0.7413793103448276,0.1206896551724138,0.0,0.3879310344827586,vanilla_10m_cuda_rung2/final
10165,success,29,2,0,14.206337768642289,1,19.098414374674693,19.196610587394858,2.206896551724138,3.0,3.0,0.5157598781174627,0.6005100011825562,5.790450573914099,1.1903819522406551,0.10344827586206896,0.8862068965517241,0.0,0.4827586206896552,0.0,0.034482758620689655,0.0,0.0,0.0,vanilla_10m_cuda_rung2/final
10166,failure,59,8,0,6.1264530152942465,1,17.957885365232627,18.077982613568572,0.1864406779661017,1.0,1.0,0.12605349965772386,0.3912869989871979,5.2334972970677205,1.191415388700156,0.11864406779661017,0.8677966101694915,0.0,0.0,0.0,0.01694915254237288,0.05084745762711865,0.0,0.01694915254237288,vanilla_10m_cuda_rung2/final
10167,success,136,10,2,14.514313384881177,18,18.735496971364427,20.81682523191266,0.6838235294117647,2.0,2.0,0.1602638570646591,0.4990130364894867,6.482333332029518,1.0834991136743373,0.08088235294117647,0.9183823529411765,0.0,0.0,0.0,0.1323529411764706,0.029411764705882353,0.0,0.35294117647058826,vanilla_10m_cuda_rung2/final
10168,failure,135,8,3,20.6277122945143,15,18.162465793715207,18.533565916427,1.325925925925926,3.0,3.0,0.21936790950044438,0.31580623984336853,6.08858904148362,1.1262670748785792,0.05185185185185185,0.8948148148148148,0.0,0.0,0.0,0.1111111111111111,0.007407407407407408,0.0,0.34074074074074073,vanilla_10m_cuda_rung2/final
10169,success,28,1,0,38.980027565621995,6,21.417808046422888,21.03816920120738,2.0357142857142856,3.0,3.0,0.5314657837152481,0.5865645408630371,5.631066257346363,1.1839097686884554,0.03571428571428571,0.8785714285714287,0.0,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,vanilla_10m_cuda_rung2/final
10170,success,104,7,0,16.907448217043267,5,15.250122289748317,14.722349915895236,2.230769230769231,3.0,3.0,0.4152871866065722,0.4100404977798462,10.455917965907762,1.029703760362994,0.0673076923076923,0.9028846153846154,0.0,0.46153846153846156,0.0,0.04807692307692308,0.009615384615384616,0.04807692307692308,0.28846153846153844,vanilla_10m_cuda_rung2/final
