update,step,lr,sps,success,ret,len,n_eps,pg_loss,v_loss,c_loss,entropy,approx_kl,clipfrac,ev,ev_slow,ev_success,c_slow,c_team,speed,n_succ,lam0,lam_slow,lam_succ,boot
1,768,0.0003,535.2,0.0,0.826668,47.0,7,-0.009417,0.031657,0.0318,3.307342,0.005967,0.071289,-0.242758,-0.322101,0.258913,0.967448,1.0,0.901064,0.0,0.322316,0.338842,0.338842,1.0
50,38400,0.0002954838709677419,536.2,0.05,0.947838,29.68,1162,-0.004133,0.012952,0.000851,2.216773,0.004719,0.05069,0.762531,-0.655297,-0.992449,0.176823,0.126302,2.933703,1.0,0.145605,0.071563,0.782832,1.0
100,76800,0.00029087557603686633,523.3,0.06,0.94366,26.76,2552,-0.006383,0.015133,0.00086,2.58874,0.004905,0.051178,0.669621,0.500788,-1.746483,0.4375,0.286458,2.174199,3.0,0.064766,0.015779,0.919455,1.0
150,115200,0.00028626728110599074,522.3,0.08,0.982458,36.49,3830,-0.007931,0.011136,0.001479,2.684525,0.005663,0.064972,0.717487,0.520817,-1.794901,0.600651,0.558594,1.866972,1.0,0.040891,0.008175,0.950934,1.0
200,153600,0.0002816589861751152,525.0,0.11,0.99898,69.78,4605,-0.006637,0.019969,0.001864,2.688777,0.005347,0.062775,0.375254,0.64467,-1.487385,0.691797,0.81901,1.617337,3.0,0.030098,0.005556,0.964346,1.0
250,192000,0.0002770506912442396,525.8,0.07,0.939316,48.47,5293,-0.005841,0.008842,0.003227,2.551384,0.005177,0.061981,0.833195,0.340942,0.20759,0.773568,0.941406,1.427565,1.0,0.023095,0.004063,0.972842,1.0
300,230400,0.00027244239631336403,524.4,0.08,0.927587,66.1,5861,-0.006614,0.008081,0.004158,2.661389,0.006277,0.079651,0.751535,0.404733,0.219464,0.758333,0.901042,1.457858,1.0,0.018109,0.003064,0.978826,1.0
350,268800,0.00026783410138248845,525.8,0.05,0.90683,78.52,6390,-0.005293,0.008295,0.005383,2.628885,0.00553,0.068573,0.803939,0.237316,0.283682,0.767187,0.865885,1.40156,1.0,0.014435,0.002351,0.983214,1.0
400,307200,0.00026322580645161286,524.3,0.01,0.898575,57.9,6976,-0.007221,0.010545,0.002232,2.766596,0.006511,0.087433,0.698823,0.550147,-0.092589,0.848568,0.96875,1.260048,1.0,0.011962,0.001903,0.986134,1.0
450,345600,0.0002586175115207373,524.4,0.04,0.866298,47.14,7701,-0.008898,0.002165,0.004181,2.788351,0.005474,0.064911,0.939434,0.272083,-0.627222,0.896094,0.979167,1.114993,0.0,0.010044,0.001572,0.988384,1.0
500,384000,0.00025400921658986174,524.2,0.09,0.962402,52.8,8324,-0.007163,0.009479,0.003879,2.829002,0.006105,0.079681,0.813159,0.24605,0.347749,0.904036,0.977865,1.106454,2.0,0.008669,0.001345,0.989987,1.0
550,422400,0.00024940092165898615,523.8,0.03,0.892378,78.37,8875,-0.008144,0.001211,0.003859,2.837637,0.006055,0.078156,0.972195,0.423509,-0.478458,0.917318,0.997396,1.059323,0.0,0.007575,0.001165,0.99126,1.0
600,460800,0.00024479262672811057,524.3,0.11,0.963403,76.18,9385,-0.008887,0.012553,0.005026,2.729627,0.007487,0.106964,0.680904,0.479771,0.164396,0.871354,0.994792,1.175881,2.0,0.006782,0.00104,0.992179,1.0
